gene1,gene2,lrt
ENSMUSG00000009378,ENSMUSG00000087303,8.502847036897037
ENSMUSG00000024766,ENSMUSG00000087303,3.0729860940010667
ENSMUSG00000040565,ENSMUSG00000087303,20.521198343593028
ENSMUSG00000041731,ENSMUSG00000087303,40.572184787260085
ENSMUSG00000044026,ENSMUSG00000087303,58.341011287284005
ENSMUSG00000046138,ENSMUSG00000087303,17.080630786649976
ENSMUSG00000046324,ENSMUSG00000087303,30.932480645971964
ENSMUSG00000047298,ENSMUSG00000087303,36.00985098971
ENSMUSG00000048120,ENSMUSG00000087303,39.76190536984893
ENSMUSG00000048612,ENSMUSG00000087303,53.905985779292905
ENSMUSG00000049670,ENSMUSG00000087303,38.19014837520194
ENSMUSG00000050370,ENSMUSG00000087303,1.4162584487580716
ENSMUSG00000024771,ENSMUSG00000087303,2.89476525438306
ENSMUSG00000050957,ENSMUSG00000087303,35.37376215649999
ENSMUSG00000052085,ENSMUSG00000087303,81.166584546634
ENSMUSG00000052595,ENSMUSG00000087303,12.614045729619988
ENSMUSG00000054178,ENSMUSG00000087303,46.740357679662
ENSMUSG00000054237,ENSMUSG00000087303,37.730505205903
ENSMUSG00000055044,ENSMUSG00000087303,32.121517691611984
ENSMUSG00000056078,ENSMUSG00000087303,11.022066410277034
ENSMUSG00000059363,ENSMUSG00000087303,21.82035223361902
ENSMUSG00000061132,ENSMUSG00000087303,84.11646107962804
ENSMUSG00000064202,ENSMUSG00000087303,16.550934707078
ENSMUSG00000024774,ENSMUSG00000087303,3.875567681272969
ENSMUSG00000067242,ENSMUSG00000087303,51.017706379570086
ENSMUSG00000067279,ENSMUSG00000087303,21.965425639383056
ENSMUSG00000071573,ENSMUSG00000087303,2.420452972389967
ENSMUSG00000074896,ENSMUSG00000087303,3.4707756388829694
ENSMUSG00000074922,ENSMUSG00000087303,20.82401178141299
ENSMUSG00000079339,ENSMUSG00000087303,4.163833405389937
ENSMUSG00000079344,ENSMUSG00000087303,1.4268191868350186
ENSMUSG00000085003,ENSMUSG00000087303,39.68392234223097
ENSMUSG00000086812,ENSMUSG00000087303,0.35234957996806315
ENSMUSG00000087112,ENSMUSG00000087303,3.204923347641966
ENSMUSG00000024776,ENSMUSG00000087303,6.329459865080935
ENSMUSG00000087579,ENSMUSG00000087303,19.33804925691402
ENSMUSG00000089952,ENSMUSG00000087303,74.49130117833192
ENSMUSG00000090369,ENSMUSG00000087303,22.58150307573601
ENSMUSG00000090673,ENSMUSG00000087303,22.974730563401977
ENSMUSG00000094707,ENSMUSG00000087303,18.608077923183032
ENSMUSG00000097558,ENSMUSG00000087303,5.098308820073953
ENSMUSG00000097787,ENSMUSG00000087303,12.552426409538953
ENSMUSG00000097792,ENSMUSG00000087303,70.685781946107
ENSMUSG00000097930,ENSMUSG00000087303,60.39535260422906
ENSMUSG00000024778,ENSMUSG00000087303,0.622694247890081
ENSMUSG00000024780,ENSMUSG00000087303,42.68636613471506
ENSMUSG00000012443,ENSMUSG00000087303,7.280460052412991
ENSMUSG00000024781,ENSMUSG00000087303,4.561573524763048
ENSMUSG00000024782,ENSMUSG00000087303,24.020513340548064
ENSMUSG00000024805,ENSMUSG00000087303,13.546273261929969
ENSMUSG00000024817,ENSMUSG00000087303,49.52141619858105
ENSMUSG00000024827,ENSMUSG00000087303,37.37122384812699
ENSMUSG00000024863,ENSMUSG00000087303,69.18873878695092
ENSMUSG00000024867,ENSMUSG00000087303,40.19858514670409
ENSMUSG00000024878,ENSMUSG00000087303,53.28423232784701
ENSMUSG00000024887,ENSMUSG00000087303,33.359933988262014
ENSMUSG00000024921,ENSMUSG00000087303,34.836287490644054
ENSMUSG00000013663,ENSMUSG00000087303,5.87163689155102
ENSMUSG00000024935,ENSMUSG00000087303,19.125088246078917
ENSMUSG00000024987,ENSMUSG00000087303,15.813168055704978
ENSMUSG00000024992,ENSMUSG00000087303,12.738138887557056
ENSMUSG00000024998,ENSMUSG00000087303,24.594332937487934
ENSMUSG00000024999,ENSMUSG00000087303,21.897666579332054
ENSMUSG00000025006,ENSMUSG00000087303,81.4414921904779
ENSMUSG00000025008,ENSMUSG00000087303,84.85168622979802
ENSMUSG00000025010,ENSMUSG00000087303,18.30556686759701
ENSMUSG00000025020,ENSMUSG00000087303,32.81472194017897
ENSMUSG00000025159,ENSMUSG00000087303,60.230870248874
ENSMUSG00000016495,ENSMUSG00000087303,34.09625820491692
ENSMUSG00000025171,ENSMUSG00000087303,20.17015547466201
ENSMUSG00000025176,ENSMUSG00000087303,71.28586854923697
ENSMUSG00000033207,ENSMUSG00000087303,17.600747055305078
ENSMUSG00000033610,ENSMUSG00000087303,7.945694782129976
ENSMUSG00000033863,ENSMUSG00000087303,15.748480423977071
ENSMUSG00000034321,ENSMUSG00000087303,41.38999699873693
ENSMUSG00000035049,ENSMUSG00000087303,32.113781286455946
ENSMUSG00000038658,ENSMUSG00000087303,82.17037709933504
ENSMUSG00000040105,ENSMUSG00000087303,50.873732590890995
ENSMUSG00000040451,ENSMUSG00000087303,20.891231701219
