marker1 marker2 loglik
1 19_18147123 19_19879115 -830.203672838665
2 19_18147270 19_19879115 -830.206032888011
3 19_18147416 19_19879115 -830.215899235244
4 19_18170066 19_19879115 -830.232672826003
5 19_18210494 19_19879115 -830.337459502669
6 19_18211151 19_19879115 -830.449029735333
7 19_18211808 19_19879115 -830.563199660453
8 19_18224115 19_19879115 -830.701323868961
9 19_18226843 19_19879115 -830.863375870696
10 19_18229572 19_19879115 -831.086451885637
11 19_18232300 19_19879115 -831.338989131568
12 19_18235779 19_19879115 -831.612868838326
13 19_18244123 19_19879115 -831.733925364779
14 19_18252467 19_19879115 -831.840883276667
15 19_18275473 19_19879115 -832.019027553538
16 19_18288997 19_19879115 -832.004049369336
17 19_18302521 19_19879115 -832.01449311373
18 19_18316045 19_19879115 -832.02423784225
19 19_18333753 19_19879115 -832.029878133627
20 19_18357444 19_19879115 -832.098028034481
21 19_18363542 19_19879115 -832.195902871946
22 19_18369640 19_19879115 -832.29212028204
23 19_18375737 19_19879115 -831.669313576611
24 19_18381835 19_19879115 -831.007580996948
25 19_18387932 19_19879115 -830.76086007287
26 19_18660511 19_19879115 -830.092227285341
27 19_18668463 19_19879115 -828.931409673506
28 19_18676416 19_19879115 -828.060610132733
29 19_18975648 19_19879115 -828.733682711975
30 19_19274879 19_19879115 -828.483855150664
31 19_19305304 19_19879115 -828.274249476834
32 19_19335729 19_19879115 -828.462594336316
33 19_19461226 19_19879115 -828.392951178094
34 19_19464083 19_19879115 -828.317651000011
35 19_19466941 19_19879115 -828.248851735308
36 19_19537824 19_19879115 -828.187078070125
37 19_19548156 19_19879115 -828.132663651745
38 19_19558489 19_19879115 -828.085715692882
39 19_19870145 19_19879115 -828.113523319686
40 19_19874630 19_19879115 -828.185696563081
41 19_19879115 19_19879115 -828.277772153968
42 19_20125475 19_19879115 -828.49437568626
43 19_20137919 19_19879115 -828.740191037588
44 19_20150362 19_19879115 -828.978658762968
45 19_20302600 19_19879115 -828.995097473584
46 19_20303683 19_19879115 -828.947459928565
47 19_20304765 19_19879115 -828.860251016163
48 19_20626923 19_19879115 -828.350039181678
49 19_20633442 19_19879115 -828.085882863866
50 19_20639961 19_19879115 -827.908617983275
51 19_20756178 19_19879115 -827.929452809702
52 19_20775432 19_19879115 -828.100147310278
53 19_20794687 19_19879115 -828.612929776898
54 19_20796932 19_19879115 -829.170293077551
55 19_20798905 19_19879115 -829.749980324792
56 19_20801032 19_19879115 -830.328763667978
57 19_20803231 19_19879115 -830.885210045087
58 19_20805430 19_19879115 -831.401857710807
