marker1 marker2 loglik
1 19_18147123 19_35170959 -882.513789179335
2 19_18147270 19_35170959 -882.607432836091
3 19_18147416 19_35170959 -882.695151697455
4 19_18170066 19_35170959 -882.77643221053
5 19_18210494 19_35170959 -882.763533295267
6 19_18211151 19_35170959 -882.748252182035
7 19_18211808 19_35170959 -882.733173508718
8 19_18224115 19_35170959 -882.75175197416
9 19_18226843 19_35170959 -882.778547770311
10 19_18229572 19_35170959 -882.888383491201
11 19_18232300 19_35170959 -882.962636807177
12 19_18235779 19_35170959 -882.998419091013
13 19_18244123 19_35170959 -883.021893737681
14 19_18252467 19_35170959 -883.047687669472
15 19_18275473 19_35170959 -882.997160193114
16 19_18288997 19_35170959 -882.911179239386
17 19_18302521 19_35170959 -882.887849627068
18 19_18316045 19_35170959 -882.849215509104
19 19_18333753 19_35170959 -882.768252007279
20 19_18357444 19_35170959 -882.719016447508
21 19_18363542 19_35170959 -882.680155880788
22 19_18369640 19_35170959 -882.647253567561
23 19_18375737 19_35170959 -882.576188419138
24 19_18381835 19_35170959 -882.492703425445
25 19_18387932 19_35170959 -882.300872186659
26 19_18660511 19_35170959 -882.464385736911
27 19_18668463 19_35170959 -882.754423681267
28 19_18676416 19_35170959 -882.92488514802
29 19_18975648 19_35170959 -883.73347998581
30 19_19274879 19_35170959 -883.502338067283
31 19_19305304 19_35170959 -882.828421014045
32 19_19335729 19_35170959 -882.609060159344
33 19_19461226 19_35170959 -882.647026236346
34 19_19464083 19_35170959 -882.674633529309
35 19_19466941 19_35170959 -882.69996700467
36 19_19537824 19_35170959 -882.722817146961
37 19_19548156 19_35170959 -882.743001435976
38 19_19558489 19_35170959 -882.760378629624
39 19_19870145 19_35170959 -882.5682073765
40 19_19874630 19_35170959 -882.414831880637
41 19_19879115 19_35170959 -882.265069966519
42 19_20125475 19_35170959 -882.293328321681
43 19_20137919 19_35170959 -882.364307346353
44 19_20150362 19_35170959 -882.433745498411
45 19_20302600 19_35170959 -882.496596858364
46 19_20303683 19_35170959 -882.552009526829
47 19_20304765 19_35170959 -882.557957460666
48 19_20626923 19_35170959 -882.431688700012
49 19_20633442 19_35170959 -882.309937745543
50 19_20639961 19_35170959 -882.204190856334
51 19_20756178 19_35170959 -882.045878660319
52 19_20775432 19_35170959 -881.890154951861
53 19_20794687 19_35170959 -881.812575653956
54 19_20796932 19_35170959 -881.736040256848
55 19_20798905 19_35170959 -881.661841400174
56 19_20801032 19_35170959 -881.591152482941
57 19_20803231 19_35170959 -881.524937262813
58 19_20805430 19_35170959 -881.463890510865
59 19_20807629 19_35170959 -881.408406119032
60 19_20902553 19_35170959 -881.522966046077
61 19_20998510 19_35170959 -881.679662550745
62 19_21094467 19_35170959 -881.731464865042
63 19_21182134 19_35170959 -881.825784140763
64 19_21270329 19_35170959 -881.853708618009
65 19_21326896 19_35170959 -881.685765132515
66 19_21332327 19_35170959 -881.692711631959
67 19_21336729 19_35170959 -881.700032717292
68 19_21341131 19_35170959 -881.708146708795
69 19_21345533 19_35170959 -881.717490170934
70 19_21349935 19_35170959 -881.728493980413
71 19_21356079 19_35170959 -881.779825544472
