marker1 marker2 loglik
1 19_18147123 19_28063998 -1003.67161110214
2 19_18147270 19_28063998 -1003.64228376521
3 19_18147416 19_28063998 -1003.61487203383
4 19_18170066 19_28063998 -1003.5893338021
5 19_18210494 19_28063998 -1003.65147633418
6 19_18211151 19_28063998 -1003.72204329338
7 19_18211808 19_28063998 -1003.79807212527
8 19_18224115 19_28063998 -1003.82863200518
9 19_18226843 19_28063998 -1003.84501292635
10 19_18229572 19_28063998 -1003.79123860126
11 19_18232300 19_28063998 -1003.74752382331
12 19_18235779 19_28063998 -1003.71795431479
13 19_18244123 19_28063998 -1003.80858506594
14 19_18252467 19_28063998 -1003.9099677729
15 19_18275473 19_28063998 -1003.94650262805
16 19_18288997 19_28063998 -1004.04598373502
17 19_18302521 19_28063998 -1004.16559728618
18 19_18316045 19_28063998 -1004.21455023242
19 19_18333753 19_28063998 -1004.10762265235
20 19_18357444 19_28063998 -1004.02033936914
21 19_18363542 19_28063998 -1003.92164725071
22 19_18369640 19_28063998 -1003.80943147139
23 19_18375737 19_28063998 -1003.38073811207
24 19_18381835 19_28063998 -1003.07180609179
25 19_18387932 19_28063998 -1002.75195785131
26 19_18660511 19_28063998 -1002.81760771321
27 19_18668463 19_28063998 -1003.06276873088
28 19_18676416 19_28063998 -1002.92226422113
29 19_18975648 19_28063998 -1003.21716760895
30 19_19274879 19_28063998 -1003.24951359141
31 19_19305304 19_28063998 -1003.35456340701
32 19_19335729 19_28063998 -1003.39440312089
33 19_19461226 19_28063998 -1003.37831946753
34 19_19464083 19_28063998 -1003.36237668474
35 19_19466941 19_28063998 -1003.34129947292
36 19_19537824 19_28063998 -1003.31505613062
37 19_19548156 19_28063998 -1003.28368450213
38 19_19558489 19_28063998 -1003.24728387874
39 19_19870145 19_28063998 -1003.45793490535
40 19_19874630 19_28063998 -1003.50300335311
41 19_19879115 19_28063998 -1003.5436352266
42 19_20125475 19_28063998 -1003.53735549164
43 19_20137919 19_28063998 -1003.52122840072
44 19_20150362 19_28063998 -1003.50625710249
