marker1 marker2 loglik
1 19_18147123 19_37259427 -965.005663612004
2 19_18147270 19_37259427 -964.819382260115
3 19_18147416 19_37259427 -964.644461482007
4 19_18170066 19_37259427 -964.482613969886
5 19_18210494 19_37259427 -964.479193375231
6 19_18211151 19_37259427 -964.478481254511
7 19_18211808 19_37259427 -964.477047308674
8 19_18224115 19_37259427 -964.419623821108
9 19_18226843 19_37259427 -964.287191220699
10 19_18229572 19_37259427 -963.883698171113
11 19_18232300 19_37259427 -963.515553764025
12 19_18235779 19_37259427 -963.188058935378
13 19_18244123 19_37259427 -963.183507230007
14 19_18252467 19_37259427 -963.2016368289
15 19_18275473 19_37259427 -962.853557336018
16 19_18288997 19_37259427 -962.570646877675
17 19_18302521 19_37259427 -962.398081576093
18 19_18316045 19_37259427 -962.258387592718
19 19_18333753 19_37259427 -962.165666698635
20 19_18357444 19_37259427 -962.243057735681
21 19_18363542 19_37259427 -962.345880830225
22 19_18369640 19_37259427 -962.455665616387
23 19_18375737 19_37259427 -962.400604646635
24 19_18381835 19_37259427 -962.321632002182
25 19_18387932 19_37259427 -962.318424581633
26 19_18660511 19_37259427 -961.795746428486
27 19_18668463 19_37259427 -961.229603217736
28 19_18676416 19_37259427 -961.203140744303
29 19_18975648 19_37259427 -960.177124202194
30 19_19274879 19_37259427 -960.232242658519
31 19_19305304 19_37259427 -960.31848652323
32 19_19335729 19_37259427 -960.293422869475
33 19_19461226 19_37259427 -960.249433192219
34 19_19464083 19_37259427 -960.216887591702
35 19_19466941 19_37259427 -960.192433079318
36 19_19537824 19_37259427 -960.176574001203
37 19_19548156 19_37259427 -960.169688710405
38 19_19558489 19_37259427 -960.172023950501
39 19_19870145 19_37259427 -960.632784896318
40 19_19874630 19_37259427 -960.606542449017
41 19_19879115 19_37259427 -960.579431459412
42 19_20125475 19_37259427 -960.623710193628
43 19_20137919 19_37259427 -960.688557262931
44 19_20150362 19_37259427 -960.755165068583
45 19_20302600 19_37259427 -960.719360715563
46 19_20303683 19_37259427 -960.645846681949
47 19_20304765 19_37259427 -960.591034510115
48 19_20626923 19_37259427 -960.144053859528
49 19_20633442 19_37259427 -959.819918606179
50 19_20639961 19_37259427 -959.532903310039
51 19_20756178 19_37259427 -959.277449011259
52 19_20775432 19_37259427 -959.102721369191
53 19_20794687 19_37259427 -959.162233490471
54 19_20796932 19_37259427 -959.264795857969
55 19_20798905 19_37259427 -959.41079618987
56 19_20801032 19_37259427 -959.599296222741
57 19_20803231 19_37259427 -959.828008945987
58 19_20805430 19_37259427 -960.093379007015
59 19_20807629 19_37259427 -960.390765692435
60 19_20902553 19_37259427 -961.160478558603
61 19_20998510 19_37259427 -961.326407939314
62 19_21094467 19_37259427 -961.043358737144
63 19_21182134 19_37259427 -960.898233730243
64 19_21270329 19_37259427 -960.991872323696
65 19_21326896 19_37259427 -961.130347739105
66 19_21332327 19_37259427 -961.258048458188
67 19_21336729 19_37259427 -961.387100793692
68 19_21341131 19_37259427 -961.51607508513
69 19_21345533 19_37259427 -961.643580402148
70 19_21349935 19_37259427 -961.768313677791
71 19_21356079 19_37259427 -961.96412634235
72 19_21515834 19_37259427 -962.195377219003
73 19_21518274 19_37259427 -962.374731953658
74 19_21520713 19_37259427 -962.389355435353
75 19_21523152 19_37259427 -962.237396588278
76 19_21533417 19_37259427 -962.087010350559
77 19_21545048 19_37259427 -961.955923582068
78 19_21727395 19_37259427 -961.911803609862
79 19_21740049 19_37259427 -961.910723677769
80 19_21752704 19_37259427 -961.888562240753
81 19_21835817 19_37259427 -961.866101650433
82 19_21840919 19_37259427 -962.010277089792
83 19_21846022 19_37259427 -961.996270154465
84 19_21936950 19_37259427 -961.825665707518
85 19_21970456 19_37259427 -961.688100695485
86 19_22003963 19_37259427 -961.613838584124
87 19_22156073 19_37259427 -961.540516603792
88 19_22172322 19_37259427 -961.428581791146
89 19_22187306 19_37259427 -961.324436489393
90 19_22191696 19_37259427 -961.227987047976
91 19_22195207 19_37259427 -961.131484145348
92 19_22198718 19_37259427 -960.983597232115
93 19_22202229 19_37259427 -960.815367294834
94 19_22205740 19_37259427 -960.647998620291
95 19_22209250 19_37259427 -960.481829328098
96 19_22212761 19_37259427 -960.31721229878
97 19_22216272 19_37259427 -960.154516631214
98 19_22219783 19_37259427 -959.994122446906
99 19_22223294 19_37259427 -959.8364231803
100 19_22226805 19_37259427 -959.681817244977
101 19_22230316 19_37259427 -959.544700207271
102 19_22233827 19_37259427 -959.482605406329
103 19_22237338 19_37259427 -959.523672372263
104 19_22240848 19_37259427 -959.766835948133
105 19_22244457 19_37259427 -960.088114930656
106 19_22264004 19_37259427 -960.225090579754
107 19_22288023 19_37259427 -960.214574752791
108 19_22294213 19_37259427 -960.214387398556
109 19_22298836 19_37259427 -960.199469318035
110 19_22303459 19_37259427 -960.181185139982
111 19_22333838 19_37259427 -960.162056638224
112 19_22382301 19_37259427 -960.142358797555
113 19_22413259 19_37259427 -960.122059398047
114 19_22419242 19_37259427 -960.101168574507
115 19_22425226 19_37259427 -960.079688195623
116 19_22431209 19_37259427 -960.058147259809
117 19_22435586 19_37259427 -960.036516586065
118 19_22436965 19_37259427 -960.014973686117
119 19_22438344 19_37259427 -959.993238956232
120 19_22439723 19_37259427 -959.971459657093
121 19_22441102 19_37259427 -959.949781822395
122 19_22442482 19_37259427 -959.928345062204
123 19_22443861 19_37259427 -959.907282408868
124 19_22445240 19_37259427 -959.886717257048
125 19_22446619 19_37259427 -959.945813982721
126 19_22447998 19_37259427 -959.975471460444
127 19_22449377 19_37259427 -959.972691513399
128 19_22450756 19_37259427 -959.969081152155
129 19_22452135 19_37259427 -959.96332306019
130 19_22453515 19_37259427 -959.957546446765
131 19_22454894 19_37259427 -959.951754930719
132 19_22456273 19_37259427 -959.94595313476
133 19_22507525 19_37259427 -959.940094545425
134 19_22560818 19_37259427 -959.935469988522
135 19_22567436 19_37259427 -959.932958325761
136 19_22570782 19_37259427 -959.930018591909
137 19_22574128 19_37259427 -959.926851638841
138 19_22577474 19_37259427 -959.923462851042
139 19_22580820 19_37259427 -959.920238398646
140 19_22584166 19_37259427 -959.922412975265
141 19_22587512 19_37259427 -959.924585485709
142 19_22590858 19_37259427 -959.926751835208
143 19_22594203 19_37259427 -959.870767535411
144 19_22597549 19_37259427 -959.718081176796
145 19_22600895 19_37259427 -959.546066038832
146 19_22604768 19_37259427 -959.479456046885
147 19_22611929 19_37259427 -959.453116509042
148 19_22615951 19_37259427 -959.454061684852
149 19_22616579 19_37259427 -959.456101899848
150 19_22617111 19_37259427 -959.459248423197
151 19_22617643 19_37259427 -959.463449156395
152 19_22618175 19_37259427 -959.496611698661
153 19_22618707 19_37259427 -959.564795325594
154 19_22619240 19_37259427 -959.641760049587
155 19_22619772 19_37259427 -959.726661646238
