marker1 marker2 loglik
1 19_18147123 19_37793257 -935.767816112106
2 19_18147270 19_37793257 -935.750435116033
3 19_18147416 19_37793257 -935.733261450662
4 19_18170066 19_37793257 -935.716544577274
5 19_18210494 19_37793257 -935.742563674351
6 19_18211151 19_37793257 -935.770570530025
7 19_18211808 19_37793257 -935.79898997679
8 19_18224115 19_37793257 -935.780719059866
9 19_18226843 19_37793257 -935.744212908311
10 19_18229572 19_37793257 -935.631553724032
11 19_18232300 19_37793257 -935.5209827521
12 19_18235779 19_37793257 -935.419723243885
13 19_18244123 19_37793257 -935.399572047213
14 19_18252467 19_37793257 -935.380456392957
15 19_18275473 19_37793257 -935.264288937634
16 19_18288997 19_37793257 -935.238281766033
17 19_18302521 19_37793257 -935.270536307869
18 19_18316045 19_37793257 -935.307107168575
19 19_18333753 19_37793257 -935.353655052192
20 19_18357444 19_37793257 -935.402587132014
21 19_18363542 19_37793257 -935.451664484185
22 19_18369640 19_37793257 -935.49875048617
23 19_18375737 19_37793257 -935.288014608718
24 19_18381835 19_37793257 -934.996671805794
25 19_18387932 19_37793257 -934.69886504086
26 19_18660511 19_37793257 -934.330014718338
27 19_18668463 19_37793257 -933.939033130686
28 19_18676416 19_37793257 -933.207987601598
29 19_18975648 19_37793257 -933.883070837504
30 19_19274879 19_37793257 -934.009114164823
31 19_19305304 19_37793257 -934.379008708141
32 19_19335729 19_37793257 -934.56338353878
33 19_19461226 19_37793257 -934.609603917753
34 19_19464083 19_37793257 -934.657754595612
35 19_19466941 19_37793257 -934.70701778813
36 19_19537824 19_37793257 -934.757162795284
37 19_19548156 19_37793257 -934.80794157601
38 19_19558489 19_37793257 -934.859087144166
39 19_19870145 19_37793257 -934.851141391104
40 19_19874630 19_37793257 -934.783217779031
41 19_19879115 19_37793257 -934.710372151805
42 19_20125475 19_37793257 -934.681804771942
43 19_20137919 19_37793257 -934.665615527532
44 19_20150362 19_37793257 -934.64916042107
45 19_20302600 19_37793257 -934.672406977696
46 19_20303683 19_37793257 -934.705394257909
47 19_20304765 19_37793257 -934.754791377944
48 19_20626923 19_37793257 -934.929053600726
49 19_20633442 19_37793257 -934.998676971431
50 19_20639961 19_37793257 -934.999705701722
51 19_20756178 19_37793257 -934.987264459518
52 19_20775432 19_37793257 -934.973354219053
53 19_20794687 19_37793257 -935.068652123073
54 19_20796932 19_37793257 -935.171322841401
55 19_20798905 19_37793257 -935.280094985257
56 19_20801032 19_37793257 -935.393359742823
57 19_20803231 19_37793257 -935.509241158488
58 19_20805430 19_37793257 -935.625699500577
59 19_20807629 19_37793257 -935.740654061375
60 19_20902553 19_37793257 -935.730313612732
61 19_20998510 19_37793257 -935.730960310742
62 19_21094467 19_37793257 -935.326108619196
63 19_21182134 19_37793257 -935.289367288621
64 19_21270329 19_37793257 -935.306690500328
65 19_21326896 19_37793257 -935.310487344879
66 19_21332327 19_37793257 -935.316877039011
67 19_21336729 19_37793257 -935.322685530403
68 19_21341131 19_37793257 -935.327887811201
69 19_21345533 19_37793257 -935.332463009576
70 19_21349935 19_37793257 -935.336394545441
71 19_21356079 19_37793257 -935.337776494469
72 19_21515834 19_37793257 -935.123857614518
73 19_21518274 19_37793257 -934.853032265485
74 19_21520713 19_37793257 -934.652821973238
75 19_21523152 19_37793257 -934.688788965514
76 19_21533417 19_37793257 -934.718521589472
77 19_21545048 19_37793257 -934.740175774427
78 19_21727395 19_37793257 -934.730134190247
79 19_21740049 19_37793257 -934.706597062489
80 19_21752704 19_37793257 -934.697878549558
81 19_21835817 19_37793257 -934.592721778078
82 19_21840919 19_37793257 -934.645788089926
83 19_21846022 19_37793257 -934.66477136745
84 19_21936950 19_37793257 -934.615857170599
85 19_21970456 19_37793257 -934.449907550772
86 19_22003963 19_37793257 -934.246600882307
87 19_22156073 19_37793257 -934.158772649677
88 19_22172322 19_37793257 -934.17155157915
89 19_22187306 19_37793257 -934.15684198277
90 19_22191696 19_37793257 -934.105844138262
91 19_22195207 19_37793257 -934.050073182366
92 19_22198718 19_37793257 -933.972035669106
93 19_22202229 19_37793257 -933.882884851517
94 19_22205740 19_37793257 -933.790289350204
95 19_22209250 19_37793257 -933.694737433268
96 19_22212761 19_37793257 -933.59676327799
97 19_22216272 19_37793257 -933.496931873471
98 19_22219783 19_37793257 -933.395833588404
99 19_22223294 19_37793257 -933.294065443
100 19_22226805 19_37793257 -933.192222932981
101 19_22230316 19_37793257 -933.09578463074
102 19_22233827 19_37793257 -933.024633196002
103 19_22237338 19_37793257 -932.968182266114
104 19_22240848 19_37793257 -933.256708696341
105 19_22244457 19_37793257 -933.250805149317
106 19_22264004 19_37793257 -933.248567222211
107 19_22288023 19_37793257 -933.219095033694
108 19_22294213 19_37793257 -933.188862460101
109 19_22298836 19_37793257 -933.16817981122
110 19_22303459 19_37793257 -933.149461864761
111 19_22333838 19_37793257 -933.131265145036
112 19_22382301 19_37793257 -933.113493254447
113 19_22413259 19_37793257 -933.096039004571
114 19_22419242 19_37793257 -933.078848221013
115 19_22425226 19_37793257 -933.061988284354
116 19_22431209 19_37793257 -933.045043275996
117 19_22435586 19_37793257 -933.028639309613
118 19_22436965 19_37793257 -933.012812096912
119 19_22438344 19_37793257 -932.997293567191
120 19_22439723 19_37793257 -932.982059139382
121 19_22441102 19_37793257 -932.967087685943
122 19_22442482 19_37793257 -932.952363023002
123 19_22443861 19_37793257 -932.937875087168
124 19_22445240 19_37793257 -932.923616847714
125 19_22446619 19_37793257 -932.901871316552
126 19_22447998 19_37793257 -932.885257163068
127 19_22449377 19_37793257 -932.871793086939
