marker1 marker2 loglik
1 19_18147123 19_40068263 -962.984253132897
2 19_18147270 19_40068263 -962.876367107358
3 19_18147416 19_40068263 -962.770472159608
4 19_18170066 19_40068263 -962.66714991279
5 19_18210494 19_40068263 -962.509373414004
6 19_18211151 19_40068263 -962.359159753599
7 19_18211808 19_40068263 -962.219014702836
8 19_18224115 19_40068263 -962.089577088767
9 19_18226843 19_40068263 -961.964357652715
10 19_18229572 19_40068263 -961.793549659204
11 19_18232300 19_40068263 -961.613534779534
12 19_18235779 19_40068263 -961.425257505431
13 19_18244123 19_40068263 -961.318079098634
14 19_18252467 19_40068263 -961.232561304831
15 19_18275473 19_40068263 -960.805868169446
16 19_18288997 19_40068263 -960.674467861741
17 19_18302521 19_40068263 -960.618518029015
18 19_18316045 19_40068263 -960.545969864772
19 19_18333753 19_40068263 -960.420016063718
20 19_18357444 19_40068263 -960.312463868654
21 19_18363542 19_40068263 -960.220884213179
22 19_18369640 19_40068263 -960.147732719908
23 19_18375737 19_40068263 -959.957279323266
24 19_18381835 19_40068263 -959.99759536032
25 19_18387932 19_40068263 -960.015392670114
26 19_18660511 19_40068263 -959.061377133215
27 19_18668463 19_40068263 -958.239127947567
28 19_18676416 19_40068263 -954.531725270401
29 19_18975648 19_40068263 -950.815221659603
30 19_19274879 19_40068263 -950.672087169433
31 19_19305304 19_40068263 -950.397109266235
32 19_19335729 19_40068263 -950.248272258088
33 19_19461226 19_40068263 -950.105664804386
34 19_19464083 19_40068263 -949.984985529622
35 19_19466941 19_40068263 -949.906155301176
36 19_19537824 19_40068263 -949.869234466189
37 19_19548156 19_40068263 -949.873848684019
38 19_19558489 19_40068263 -949.919220233083
39 19_19870145 19_40068263 -949.971746369888
40 19_19874630 19_40068263 -949.978951009333
41 19_19879115 19_40068263 -949.985019382511
42 19_20125475 19_40068263 -950.006436890125
43 19_20137919 19_40068263 -950.037028254274
44 19_20150362 19_40068263 -950.072078110379
45 19_20302600 19_40068263 -950.131511706405
46 19_20303683 19_40068263 -950.201578672886
47 19_20304765 19_40068263 -950.217764900926
48 19_20626923 19_40068263 -950.133269480473
49 19_20633442 19_40068263 -949.998931628081
50 19_20639961 19_40068263 -949.865959240791
51 19_20756178 19_40068263 -949.529090701653
52 19_20775432 19_40068263 -949.130955994253
53 19_20794687 19_40068263 -948.412434044232
54 19_20796932 19_40068263 -947.766601472275
55 19_20798905 19_40068263 -947.20338362523
56 19_20801032 19_40068263 -946.731398754592
57 19_20803231 19_40068263 -946.357523110502
58 19_20805430 19_40068263 -946.086548386909
59 19_20807629 19_40068263 -945.920940482378
60 19_20902553 19_40068263 -946.004250006726
61 19_20998510 19_40068263 -945.876387592734
62 19_21094467 19_40068263 -946.937719586918
63 19_21182134 19_40068263 -946.63949367029
64 19_21270329 19_40068263 -946.554815365047
65 19_21326896 19_40068263 -946.844038422741
66 19_21332327 19_40068263 -946.881299992809
67 19_21336729 19_40068263 -946.962245928709
68 19_21341131 19_40068263 -947.084738497982
69 19_21345533 19_40068263 -947.245837944355
70 19_21349935 19_40068263 -947.441963876565
71 19_21356079 19_40068263 -946.939505752239
72 19_21515834 19_40068263 -945.403218240063
73 19_21518274 19_40068263 -944.080831736038
74 19_21520713 19_40068263 -943.095177978736
75 19_21523152 19_40068263 -942.968775352747
76 19_21533417 19_40068263 -942.850294641215
77 19_21545048 19_40068263 -942.805824487055
78 19_21727395 19_40068263 -942.670289525114
79 19_21740049 19_40068263 -942.486127742664
80 19_21752704 19_40068263 -942.323416482002
81 19_21835817 19_40068263 -941.817418679537
82 19_21840919 19_40068263 -942.160131937316
83 19_21846022 19_40068263 -941.877445657842
84 19_21936950 19_40068263 -942.157303393126
85 19_21970456 19_40068263 -942.587532802854
86 19_22003963 19_40068263 -943.099391348552
87 19_22156073 19_40068263 -943.228538842195
88 19_22172322 19_40068263 -943.050658136053
89 19_22187306 19_40068263 -942.856753983158
90 19_22191696 19_40068263 -942.643942754702
91 19_22195207 19_40068263 -942.447677835904
92 19_22198718 19_40068263 -942.285610584859
93 19_22202229 19_40068263 -942.146132762553
94 19_22205740 19_40068263 -942.022350430028
95 19_22209250 19_40068263 -941.914586815183
96 19_22212761 19_40068263 -941.823104524259
97 19_22216272 19_40068263 -941.748111999273
98 19_22219783 19_40068263 -941.68975434277
99 19_22223294 19_40068263 -941.648107544541
100 19_22226805 19_40068263 -941.623186478065
101 19_22230316 19_40068263 -941.597427983053
102 19_22233827 19_40068263 -941.506264395097
103 19_22237338 19_40068263 -941.36900033939
104 19_22240848 19_40068263 -935.343613797378
105 19_22244457 19_40068263 -935.221105994539
106 19_22264004 19_40068263 -935.187639451141
107 19_22288023 19_40068263 -935.178957839053
108 19_22294213 19_40068263 -935.16727368292
109 19_22298836 19_40068263 -935.136964661292
110 19_22303459 19_40068263 -935.100514167813
111 19_22333838 19_40068263 -935.060688523666
112 19_22382301 19_40068263 -935.018131675017
113 19_22413259 19_40068263 -934.972590265294
114 19_22419242 19_40068263 -934.923788864063
115 19_22425226 19_40068263 -934.871926604785
116 19_22431209 19_40068263 -934.816819484402
117 19_22435586 19_40068263 -934.759819766175
118 19_22436965 19_40068263 -934.701328895459
119 19_22438344 19_40068263 -934.640719441859
120 19_22439723 19_40068263 -934.578289340723
121 19_22441102 19_40068263 -934.514357338263
122 19_22442482 19_40068263 -934.449244933741
123 19_22443861 19_40068263 -934.383276143771
124 19_22445240 19_40068263 -934.316773904126
125 19_22446619 19_40068263 -934.115627498491
126 19_22447998 19_40068263 -933.978428723055
127 19_22449377 19_40068263 -933.979976939717
128 19_22450756 19_40068263 -933.98563908431
129 19_22452135 19_40068263 -933.995514939259
130 19_22453515 19_40068263 -934.009562303688
131 19_22454894 19_40068263 -934.027807208646
132 19_22456273 19_40068263 -934.050266975606
133 19_22507525 19_40068263 -934.076698326023
134 19_22560818 19_40068263 -933.994154653048
135 19_22567436 19_40068263 -933.702437056831
136 19_22570782 19_40068263 -933.437641047534
137 19_22574128 19_40068263 -933.201035813255
138 19_22577474 19_40068263 -932.993762386399
139 19_22580820 19_40068263 -932.828557247824
140 19_22584166 19_40068263 -932.849417190667
141 19_22587512 19_40068263 -932.871306965384
142 19_22590858 19_40068263 -932.894101583451
143 19_22594203 19_40068263 -932.907130874754
144 19_22597549 19_40068263 -932.837010661632
145 19_22600895 19_40068263 -932.274958802959
146 19_22604768 19_40068263 -932.20620544638
147 19_22611929 19_40068263 -932.143632600776
148 19_22615951 19_40068263 -932.084885845406
149 19_22616579 19_40068263 -932.032092408778
150 19_22617111 19_40068263 -931.984784718481
151 19_22617643 19_40068263 -931.943694237763
152 19_22618175 19_40068263 -931.437366823801
153 19_22618707 19_40068263 -930.671804288766
154 19_22619240 19_40068263 -929.958568541479
155 19_22619772 19_40068263 -929.306518391435
156 19_22620304 19_40068263 -928.710018551565
157 19_22620537 19_40068263 -928.020264866517
158 19_22620655 19_40068263 -927.371859248563
159 19_22620774 19_40068263 -926.771137733256
160 19_22621212 19_40068263 -926.305460314082
161 19_22623056 19_40068263 -925.884602970172
162 19_22625940 19_40068263 -925.495025692675
163 19_22632448 19_40068263 -925.137987076117
164 19_22638956 19_40068263 -924.810845998431
165 19_22645464 19_40068263 -923.659879869551
166 19_22651972 19_40068263 -922.677562389573
167 19_22658480 19_40068263 -921.912843333321
168 19_22692039 19_40068263 -921.398899702793
169 19_22776340 19_40068263 -918.910105495778
170 19_22788765 19_40068263 -918.722387883538
171 19_22792288 19_40068263 -918.720097239622
172 19_22794125 19_40068263 -918.717865403975
173 19_22795963 19_40068263 -918.715688822463
174 19_22797800 19_40068263 -918.713569091768
175 19_22799638 19_40068263 -918.71151007661
176 19_22858304 19_40068263 -918.552419949481
177 19_22891650 19_40068263 -918.332319120447
178 19_22894267 19_40068263 -918.152018136758
179 19_22896884 19_40068263 -918.01136937606
180 19_22899501 19_40068263 -917.909627808976
181 19_22902118 19_40068263 -915.377214938163
182 19_22904734 19_40068263 -915.206403662459
183 19_22907351 19_40068263 -915.042088812561
184 19_22909968 19_40068263 -914.914257244595
185 19_22912585 19_40068263 -914.821173502092
186 19_23342789 19_40068263 -914.700493430603
187 19_23344991 19_40068263 -915.278940108547
188 19_23347193 19_40068263 -916.425625112356
189 19_23350338 19_40068263 -917.586750656541
190 19_23359294 19_40068263 -917.962907865921
191 19_23368249 19_40068263 -917.954277932987
192 19_23376634 19_40068263 -917.959697839592
193 19_23378430 19_40068263 -917.955818191069
194 19_23380227 19_40068263 -918.003854568013
195 19_23382024 19_40068263 -918.100746217519
196 19_23383821 19_40068263 -918.246115019168
197 19_23385618 19_40068263 -918.439245363684
198 19_23868659 19_40068263 -923.209774431309
199 19_23870233 19_40068263 -924.633109330957
200 19_23871808 19_40068263 -926.320764174765
201 19_23873382 19_40068263 -928.233342002696
202 19_23874956 19_40068263 -930.318958049263
203 19_23876530 19_40068263 -932.51828453486
204 19_23917687 19_40068263 -934.644691217782
205 19_23917752 19_40068263 -934.632152121828
206 19_23917817 19_40068263 -934.648876178929
207 19_23918175 19_40068263 -934.699199645608
208 19_23925367 19_40068263 -934.9183352412
209 19_23932559 19_40068263 -935.226390203297
210 19_23988954 19_40068263 -935.537385026285
211 19_23999542 19_40068263 -935.579105467645
212 19_24010131 19_40068263 -935.45393569078
213 19_24048529 19_40068263 -935.300330301419
214 19_24058490 19_40068263 -935.327606119155
215 19_24068452 19_40068263 -935.443832435709
216 19_24078414 19_40068263 -935.650987184423
217 19_24151901 19_40068263 -935.576775807078
218 19_24152632 19_40068263 -935.542177655665
219 19_24153364 19_40068263 -935.559785442679
220 19_24154095 19_40068263 -935.639506086785
221 19_24154826 19_40068263 -935.78735645929
222 19_24155557 19_40068263 -935.98731706301
223 19_24307454 19_40068263 -936.806917592444
224 19_24332887 19_40068263 -937.85875785328
225 19_24358320 19_40068263 -937.918642688989
226 19_24382219 19_40068263 -937.105273562479
227 19_24382803 19_40068263 -936.411724668524
228 19_24383257 19_40068263 -935.9727430613
229 19_24383620 19_40068263 -935.884778134262
230 19_24383973 19_40068263 -936.196170716071
231 19_24384325 19_40068263 -936.844402354871
232 19_24384678 19_40068263 -937.428038737489
233 19_24385081 19_40068263 -938.155244857305
234 19_24386149 19_40068263 -939.014690676074
235 19_24615398 19_40068263 -939.336723899
236 19_24623533 19_40068263 -939.668833098701
237 19_24631669 19_40068263 -940.057803446353
238 19_24646048 19_40068263 -940.526529307196
239 19_24651380 19_40068263 -940.713902744411
240 19_24655682 19_40068263 -940.935758576316
241 19_24659983 19_40068263 -941.798618855157
242 19_24661370 19_40068263 -942.907271623426
243 19_24662705 19_40068263 -944.176833319964
244 19_24664113 19_40068263 -944.543825093186
245 19_24687303 19_40068263 -944.952025180141
246 19_24729734 19_40068263 -945.308255247966
247 19_24741223 19_40068263 -945.549848216584
248 19_24745602 19_40068263 -946.00693064026
249 19_24749981 19_40068263 -946.203772608752
250 19_24754360 19_40068263 -946.299958657376
251 19_24758506 19_40068263 -946.39405767668
252 19_24762609 19_40068263 -946.488413119523
253 19_24809264 19_40068263 -946.583931717702
254 19_24874336 19_40068263 -946.686774866929
255 19_24939407 19_40068263 -946.801931166791
256 19_25004478 19_40068263 -946.872183162166
257 19_25069550 19_40068263 -946.954393038845
258 19_25094384 19_40068263 -947.364203157621
259 19_25099509 19_40068263 -947.890584010657
260 19_25100587 19_40068263 -948.448293206788
261 19_25101665 19_40068263 -949.032831059902
262 19_25102743 19_40068263 -949.639132514458
263 19_25103820 19_40068263 -950.261702591667
264 19_25104898 19_40068263 -950.894779682798
265 19_25105976 19_40068263 -951.532540647086
266 19_25108018 19_40068263 -952.169276122687
267 19_25121124 19_40068263 -952.451054428701
268 19_25124172 19_40068263 -952.592376937377
269 19_25127220 19_40068263 -952.590274987801
270 19_25131012 19_40068263 -952.366774876321
271 19_25164884 19_40068263 -950.140230659749
272 19_25174425 19_40068263 -949.726234605416
273 19_25179040 19_40068263 -950.053836410766
274 19_25181248 19_40068263 -950.198969768667
275 19_25183456 19_40068263 -950.351018970154
276 19_25185664 19_40068263 -950.509586628451
277 19_25213450 19_40068263 -950.674901762019
278 19_25225757 19_40068263 -950.851719894493
279 19_25234484 19_40068263 -951.503993256572
280 19_25240804 19_40068263 -952.708141873119
281 19_25246239 19_40068263 -953.686807664367
282 19_25251673 19_40068263 -954.06078365544
283 19_25257107 19_40068263 -954.451789070387
284 19_25262541 19_40068263 -954.775538817695
285 19_25267975 19_40068263 -954.972996842812
286 19_25275395 19_40068263 -955.171412756029
287 19_25334339 19_40068263 -955.33978828455
288 19_25375580 19_40068263 -955.010039492216
289 19_25376735 19_40068263 -954.812027701394
290 19_25377890 19_40068263 -955.047001994626
291 19_25430429 19_40068263 -955.631294590931
292 19_25445245 19_40068263 -955.706164915274
293 19_25460061 19_40068263 -956.036490916771
294 19_25474762 19_40068263 -956.399518438646
295 19_25487123 19_40068263 -956.785767006746
296 19_25500518 19_40068263 -957.212969947326
297 19_25532899 19_40068263 -957.832774520431
298 19_25565280 19_40068263 -957.891187128736
299 19_25588832 19_40068263 -958.024578306317
300 19_25599495 19_40068263 -958.16993567818
301 19_25603706 19_40068263 -958.28159022277
302 19_25607918 19_40068263 -958.397230065201
303 19_25612129 19_40068263 -958.165117662795
304 19_25616341 19_40068263 -958.040227703768
305 19_25620552 19_40068263 -958.237617400533
306 19_25624763 19_40068263 -958.287096471859
307 19_25628975 19_40068263 -959.249476668099
308 19_25633186 19_40068263 -960.644190042592
309 19_25666923 19_40068263 -961.410745839172
310 19_25705655 19_40068263 -962.170775095992
311 19_25717202 19_40068263 -962.408914131252
312 19_25724298 19_40068263 -962.414518740382
313 19_25725807 19_40068263 -962.423431554714
314 19_25727315 19_40068263 -962.436333514739
315 19_25728824 19_40068263 -962.439828459347
316 19_25730332 19_40068263 -962.438373816137
317 19_25731841 19_40068263 -962.43948524468
318 19_25733349 19_40068263 -962.501910697834
319 19_25735898 19_40068263 -962.996439038127
320 19_25748084 19_40068263 -963.236349849482
321 19_25768410 19_40068263 -963.409658954167
322 19_26254994 19_40068263 -963.711749607578
323 19_26266960 19_40068263 -963.666264093625
324 19_26278925 19_40068263 -963.626477678155
325 19_26290890 19_40068263 -963.588568981177
326 19_26302855 19_40068263 -963.556110440138
327 19_26319456 19_40068263 -963.53480434849
328 19_26336053 19_40068263 -963.582849207726
329 19_26358240 19_40068263 -963.656566138985
330 19_26382916 19_40068263 -963.753938854289
331 19_26407592 19_40068263 -963.871854019605
332 19_26432269 19_40068263 -964.011050942145
333 19_26456945 19_40068263 -964.462674971639
334 19_26480897 19_40068263 -964.776107211209
335 19_26493222 19_40068263 -965.094763925085
336 19_26505548 19_40068263 -965.423950054564
337 19_26517873 19_40068263 -965.760922790663
338 19_26527366 19_40068263 -966.103063360985
339 19_26531695 19_40068263 -966.448468063245
340 19_26535156 19_40068263 -966.795000336734
341 19_26537007 19_40068263 -967.140596270575
342 19_26538859 19_40068263 -967.483297166117
343 19_26540710 19_40068263 -967.821251254562
344 19_26542561 19_40068263 -968.159463460513
345 19_26545521 19_40068263 -968.499431563784
346 19_26587902 19_40068263 -968.634333218193
347 19_26597204 19_40068263 -968.503890420218
348 19_26606506 19_40068263 -968.490700221429
349 19_26780867 19_40068263 -968.529384117365
350 19_26890064 19_40068263 -969.240465948152
351 19_26898865 19_40068263 -969.076627059725
352 19_26899453 19_40068263 -968.902676762816
353 19_26900040 19_40068263 -968.721464282229
354 19_26900628 19_40068263 -968.537439374217
355 19_26901215 19_40068263 -968.356423442352
356 19_26901803 19_40068263 -968.185053303538
357 19_26902390 19_40068263 -968.029985780601
358 19_26905901 19_40068263 -967.897050292103
359 19_26909897 19_40068263 -967.790566347259
360 19_26986720 19_40068263 -967.832488315717
361 19_26986998 19_40068263 -967.984727377031
362 19_26987276 19_40068263 -968.137818868513
363 19_26987554 19_40068263 -968.291083501269
364 19_26988057 19_40068263 -968.443847354325
365 19_26989339 19_40068263 -968.595455909868
366 19_26991692 19_40068263 -968.7452876712
367 19_27134620 19_40068263 -969.362549930355
368 19_27135444 19_40068263 -969.389483767095
369 19_27136269 19_40068263 -969.422771133851
370 19_27381090 19_40068263 -970.179943813854
371 19_27491492 19_40068263 -969.673820857552
372 19_27491815 19_40068263 -969.009113188698
373 19_27492138 19_40068263 -968.366013665228
374 19_27536651 19_40068263 -968.265747753894
375 19_27541278 19_40068263 -968.323165807873
376 19_27545905 19_40068263 -968.382985731221
377 19_27600054 19_40068263 -968.632768020743
378 19_27604802 19_40068263 -968.967012254093
379 19_27609550 19_40068263 -969.231318305591
380 19_27662666 19_40068263 -968.976356937363
381 19_27666470 19_40068263 -969.05559566638
382 19_27670273 19_40068263 -969.136823842574
383 19_27765374 19_40068263 -969.25840236848
384 19_27811657 19_40068263 -969.284549980822
385 19_27845848 19_40068263 -969.302552950095
386 19_27880039 19_40068263 -969.309979864587
387 19_27914230 19_40068263 -969.317457164333
388 19_27948421 19_40068263 -969.247334301182
389 19_27982612 19_40068263 -969.077669952267
390 19_28008491 19_40068263 -969.101327081062
391 19_28029718 19_40068263 -969.055084839448
392 19_28037254 19_40068263 -969.030250367348
393 19_28040225 19_40068263 -969.077282570706
394 19_28043197 19_40068263 -969.208965048946
395 19_28046169 19_40068263 -969.31311732846
396 19_28049140 19_40068263 -969.504898130755
397 19_28052112 19_40068263 -969.488089818195
398 19_28055084 19_40068263 -969.463625034111
399 19_28058055 19_40068263 -969.444588662328
400 19_28061027 19_40068263 -969.317706727757
401 19_28063998 19_40068263 -969.2342352464
402 19_28066347 19_40068263 -969.207107363783
403 19_28066583 19_40068263 -969.181494266976
404 19_28066818 19_40068263 -969.157443688622
405 19_28072860 19_40068263 -969.13500036883
406 19_28081013 19_40068263 -969.11413080003
407 19_28089166 19_40068263 -969.093078929578
408 19_28102914 19_40068263 -968.859152756714
409 19_28174689 19_40068263 -968.768586812612
410 19_28190324 19_40068263 -968.91475054403
411 19_28205958 19_40068263 -969.049652989546
412 19_28276718 19_40068263 -969.152645860956
413 19_28433340 19_40068263 -969.982027418885
414 19_28433429 19_40068263 -969.999985292553
415 19_28433519 19_40068263 -970.017935474
416 19_28433608 19_40068263 -970.035873793768
417 19_28434587 19_40068263 -970.053797966925
418 19_28435733 19_40068263 -970.058455085582
419 19_28448079 19_40068263 -970.06238419953
420 19_28502530 19_40068263 -969.852087723854
421 19_28510569 19_40068263 -969.907751593464
422 19_28518489 19_40068263 -969.958859070631
423 19_28519386 19_40068263 -969.917560590836
424 19_28519882 19_40068263 -969.912432130129
425 19_28520378 19_40068263 -969.941752429789
426 19_28520873 19_40068263 -969.962865437956
427 19_28521369 19_40068263 -969.948888511863
428 19_28521865 19_40068263 -969.938418170939
429 19_28616997 19_40068263 -969.934541104454
430 19_28711861 19_40068263 -969.907341651024
431 19_28714631 19_40068263 -969.881494079558
432 19_28717401 19_40068263 -969.883084741096
433 19_28720171 19_40068263 -969.887731209648
434 19_28730951 19_40068263 -969.875623025579
435 19_28738709 19_40068263 -969.86268846585
436 19_28746466 19_40068263 -969.853387994912
437 19_28754224 19_40068263 -969.848818574775
438 19_28759411 19_40068263 -969.848027629207
439 19_28764166 19_40068263 -969.848364250361
440 19_28768921 19_40068263 -969.853257592099
441 19_28771409 19_40068263 -969.887264070466
442 19_28773513 19_40068263 -969.906293189862
443 19_28775617 19_40068263 -969.922984597739
444 19_28777722 19_40068263 -969.960789635418
445 19_28779826 19_40068263 -969.971987962237
446 19_28781930 19_40068263 -969.990904279407
447 19_28784034 19_40068263 -970.017534212281
448 19_28786138 19_40068263 -970.051808968494
449 19_28788242 19_40068263 -970.093592994786
450 19_28790346 19_40068263 -970.142683512274
451 19_28792691 19_40068263 -970.200526306346
452 19_28939708 19_40068263 -970.228721165089
453 19_28966461 19_40068263 -970.252951724557
454 19_28979138 19_40068263 -970.28385132404
455 19_28991815 19_40068263 -970.321359201918
456 19_29004492 19_40068263 -970.40389337601
457 19_29017169 19_40068263 -970.503303432158
458 19_29029846 19_40068263 -971.104489597226
459 19_29089975 19_40068263 -971.771727627054
460 19_29244528 19_40068263 -971.741382318709
461 19_29367672 19_40068263 -971.79074859869
462 19_29395445 19_40068263 -971.68365504348
463 19_29423219 19_40068263 -971.744162056988
464 19_29450992 19_40068263 -971.760677407172
465 19_29551490 19_40068263 -971.753654487393
466 19_29699985 19_40068263 -971.645254271741
467 19_29826905 19_40068263 -971.660775413814
468 19_29868828 19_40068263 -971.550088059262
469 19_29898206 19_40068263 -971.431379661334
470 19_29927583 19_40068263 -971.311812515691
471 19_29939649 19_40068263 -971.192711780687
472 19_29945780 19_40068263 -971.230872474897
473 19_29951911 19_40068263 -971.323993988053
474 19_29958042 19_40068263 -970.693209186874
475 19_30077227 19_40068263 -970.730314674606
476 19_30166670 19_40068263 -970.813094587767
477 19_30172106 19_40068263 -970.878429767754
478 19_30177542 19_40068263 -970.945404296081
479 19_30181155 19_40068263 -970.969078533426
480 19_30181489 19_40068263 -970.956961559741
481 19_30181824 19_40068263 -970.963864229955
482 19_30198765 19_40068263 -970.989090717717
483 19_30223345 19_40068263 -970.989046045479
484 19_30235407 19_40068263 -971.006022117588
485 19_30239974 19_40068263 -971.023429954097
486 19_30244541 19_40068263 -971.040937489314
487 19_30249108 19_40068263 -971.058608964826
488 19_30253675 19_40068263 -971.076357103767
489 19_30258951 19_40068263 -971.094179204644
490 19_30270322 19_40068263 -971.112071656394
491 19_30281692 19_40068263 -971.130030938714
492 19_30322270 19_40068263 -971.148007451352
493 19_30431504 19_40068263 -971.150912080581
494 19_30438286 19_40068263 -971.10193314255
495 19_30445067 19_40068263 -971.053548890619
496 19_30451849 19_40068263 -971.00636753556
497 19_30574351 19_40068263 -971.021303051285
498 19_30671049 19_40068263 -971.203232250453
499 19_30676947 19_40068263 -971.199589638303
500 19_30682620 19_40068263 -971.188681619451
501 19_30688292 19_40068263 -971.211323156296
502 19_30695028 19_40068263 -971.285824176267
503 19_30713997 19_40068263 -971.344584258604
504 19_30732967 19_40068263 -971.519174141446
505 19_30751936 19_40068263 -971.649873093315
506 19_30770905 19_40068263 -971.7591319157
507 19_30789875 19_40068263 -971.878630334415
508 19_30822913 19_40068263 -971.970730832677
509 19_30871283 19_40068263 -971.98700605779
510 19_30875645 19_40068263 -972.003260223163
511 19_30880007 19_40068263 -972.019450883987
512 19_30948074 19_40068263 -972.059589858716
513 19_31046561 19_40068263 -972.519379782509
514 19_31048782 19_40068263 -972.751921890064
515 19_31051002 19_40068263 -972.999475085089
516 19_31053222 19_40068263 -973.244135088096
517 19_31055443 19_40068263 -973.466238346396
518 19_31057663 19_40068263 -973.650386102235
519 19_31071475 19_40068263 -973.732857266203
520 19_31171120 19_40068263 -973.811637756312
521 19_31192742 19_40068263 -973.956100168181
522 19_31202783 19_40068263 -973.914508920541
523 19_31205947 19_40068263 -973.873012858212
524 19_31209112 19_40068263 -973.831905785398
525 19_31212276 19_40068263 -973.774950928992
526 19_31215441 19_40068263 -973.720112828117
527 19_31218605 19_40068263 -973.668993841457
528 19_31221770 19_40068263 -973.621996840908
529 19_31224934 19_40068263 -973.579439415674
530 19_31228099 19_40068263 -973.543719716501
531 19_31230108 19_40068263 -973.343998662128
532 19_31231863 19_40068263 -973.541724979528
533 19_31233618 19_40068263 -973.495189804994
534 19_31235372 19_40068263 -973.423932295017
535 19_31237127 19_40068263 -973.33474574375
536 19_31238882 19_40068263 -973.234438768178
537 19_31240713 19_40068263 -973.129864796641
538 19_31243877 19_40068263 -973.027049624821
539 19_31256110 19_40068263 -973.034513512498
540 19_31277732 19_40068263 -973.099625185941
541 19_31299355 19_40068263 -973.165207752279
542 19_31320977 19_40068263 -973.231134207667
543 19_31342599 19_40068263 -973.297255236108
544 19_31364221 19_40068263 -973.363528056207
545 19_31385844 19_40068263 -973.430399593506
546 19_31438160 19_40068263 -973.49558678184
547 19_31447073 19_40068263 -973.544233848675
548 19_31449927 19_40068263 -973.613772858376
549 19_31452781 19_40068263 -973.817450295578
550 19_31455635 19_40068263 -973.867987242697
551 19_31458735 19_40068263 -973.921863804153
552 19_31466155 19_40068263 -973.957112550181
553 19_31543307 19_40068263 -973.992420596044
554 19_31558043 19_40068263 -974.027144710375
555 19_31572779 19_40068263 -973.635053561507
556 19_31587516 19_40068263 -973.741158424086
557 19_31653333 19_40068263 -973.859341797288
558 19_31694598 19_40068263 -974.01301693951
559 19_31735863 19_40068263 -974.193917707832
560 19_31777128 19_40068263 -974.295748555708
561 19_31814623 19_40068263 -974.402163435299
562 19_31816895 19_40068263 -974.512137929743
563 19_31819167 19_40068263 -974.624515611018
564 19_31821439 19_40068263 -975.152892830733
565 19_31903650 19_40068263 -975.154534243547
566 19_31927743 19_40068263 -975.114738114454
567 19_31951836 19_40068263 -975.07832389306
568 19_32054356 19_40068263 -975.053965393515
569 19_32082893 19_40068263 -975.042750952041
570 19_32111430 19_40068263 -975.278905953619
571 19_32139966 19_40068263 -975.202874837955
572 19_32168503 19_40068263 -975.160486708995
573 19_32197040 19_40068263 -975.126737701113
574 19_32252908 19_40068263 -975.249260932233
575 19_32437021 19_40068263 -976.12626726163
576 19_32455155 19_40068263 -975.853213932814
577 19_32473289 19_40068263 -975.83576391275
578 19_32491424 19_40068263 -975.821137692736
579 19_32504071 19_40068263 -975.810549318798
580 19_32509776 19_40068263 -975.946323264241
581 19_32515498 19_40068263 -976.081304235831
582 19_32521248 19_40068263 -976.093152563441
583 19_32526997 19_40068263 -975.890612813174
584 19_32532746 19_40068263 -975.863469409894
585 19_32538495 19_40068263 -975.836213563844
586 19_32553828 19_40068263 -975.808955925763
587 19_32570619 19_40068263 -975.782499760863
588 19_32587410 19_40068263 -975.756325407466
589 19_32604201 19_40068263 -975.727197372628
590 19_32636598 19_40068263 -975.69513732023
591 19_32670407 19_40068263 -975.673405136385
592 19_32704215 19_40068263 -975.63534404641
593 19_32718469 19_40068263 -975.536434431664
594 19_32723063 19_40068263 -975.46935603254
595 19_32727657 19_40068263 -975.463420055361
596 19_32732250 19_40068263 -975.454675919422
597 19_32736844 19_40068263 -975.400893239377
598 19_32748650 19_40068263 -975.387124855306
599 19_32761174 19_40068263 -975.376534940148
600 19_32773697 19_40068263 -975.367107340664
601 19_32822102 19_40068263 -975.360434797297
602 19_32864464 19_40068263 -975.288176158657
603 19_32868705 19_40068263 -975.166399401596
604 19_32872946 19_40068263 -974.989357454351
605 19_32877188 19_40068263 -974.841875084804
606 19_32881429 19_40068263 -974.766175103926
607 19_32885671 19_40068263 -974.679738362425
608 19_32917514 19_40068263 -974.677621451004
609 19_32924036 19_40068263 -974.740488046368
610 19_32930557 19_40068263 -974.658626906808
611 19_32939488 19_40068263 -974.577245478204
612 19_32948350 19_40068263 -974.560001269611
613 19_32957213 19_40068263 -974.559982712867
614 19_32963717 19_40068263 -974.560115735881
615 19_32969874 19_40068263 -974.560332393096
616 19_32976031 19_40068263 -974.562939075893
617 19_32982188 19_40068263 -974.569488678878
618 19_32988345 19_40068263 -974.584135432656
619 19_32994548 19_40068263 -974.59860712406
620 19_33003722 19_40068263 -974.650273368034
621 19_33012897 19_40068263 -974.743552589816
622 19_33021521 19_40068263 -974.923537746822
623 19_33026219 19_40068263 -975.123423203639
624 19_33031442 19_40068263 -975.207899345013
625 19_33036664 19_40068263 -975.28248851529
626 19_33043094 19_40068263 -975.307343573046
