marker1 marker2 loglik
1 19_18147123 19_38421678 -992.950786314623
2 19_18147270 19_38421678 -993.084751919027
3 19_18147416 19_38421678 -993.216862497623
4 19_18170066 19_38421678 -993.345482057828
5 19_18210494 19_38421678 -993.367686722562
6 19_18211151 19_38421678 -993.389141930074
7 19_18211808 19_38421678 -993.411753206989
8 19_18224115 19_38421678 -993.436128336517
9 19_18226843 19_38421678 -993.476844457088
10 19_18229572 19_38421678 -993.672518827101
11 19_18232300 19_38421678 -993.866613250858
12 19_18235779 19_38421678 -994.054219464567
13 19_18244123 19_38421678 -994.08912540848
14 19_18252467 19_38421678 -994.109164211357
15 19_18275473 19_38421678 -994.107652418353
16 19_18288997 19_38421678 -994.042290541323
17 19_18302521 19_38421678 -993.996979643493
18 19_18316045 19_38421678 -993.948953757136
19 19_18333753 19_38421678 -993.902283276392
20 19_18357444 19_38421678 -993.88070518919
21 19_18363542 19_38421678 -993.862361630124
22 19_18369640 19_38421678 -993.844364374778
23 19_18375737 19_38421678 -993.630636298489
24 19_18381835 19_38421678 -993.603378673629
25 19_18387932 19_38421678 -993.738574742846
26 19_18660511 19_38421678 -993.977737107267
27 19_18668463 19_38421678 -994.142137231169
28 19_18676416 19_38421678 -994.441119636785
29 19_18975648 19_38421678 -994.599589316854
30 19_19274879 19_38421678 -994.562505989298
31 19_19305304 19_38421678 -994.501954990352
32 19_19335729 19_38421678 -994.477026602291
33 19_19461226 19_38421678 -994.510284115184
34 19_19464083 19_38421678 -994.54782333036
35 19_19466941 19_38421678 -994.582305623688
36 19_19537824 19_38421678 -994.613769383846
37 19_19548156 19_38421678 -994.642293445921
38 19_19558489 19_38421678 -994.667983169239
39 19_19870145 19_38421678 -995.013181858848
40 19_19874630 19_38421678 -994.98719031858
41 19_19879115 19_38421678 -994.963611907265
42 19_20125475 19_38421678 -994.955394088413
43 19_20137919 19_38421678 -994.950221928345
44 19_20150362 19_38421678 -994.945154103674
45 19_20302600 19_38421678 -994.983889135076
46 19_20303683 19_38421678 -995.039344310362
47 19_20304765 19_38421678 -995.108092657668
48 19_20626923 19_38421678 -995.125216802544
