marker1 marker2 loglik
1 19_18147123 19_35170959 -885.721617265118
2 19_18147270 19_35170959 -885.791738913363
3 19_18147416 19_35170959 -885.862179764739
4 19_18170066 19_35170959 -885.932298065843
5 19_18210494 19_35170959 -885.930981985403
6 19_18211151 19_35170959 -885.924543793358
7 19_18211808 19_35170959 -885.915639938317
8 19_18224115 19_35170959 -885.891528005111
9 19_18226843 19_35170959 -885.859287730259
10 19_18229572 19_35170959 -885.855008449906
11 19_18232300 19_35170959 -885.91282240681
12 19_18235779 19_35170959 -886.03318611949
13 19_18244123 19_35170959 -885.95978042046
14 19_18252467 19_35170959 -885.893514393082
15 19_18275473 19_35170959 -885.225080391604
16 19_18288997 19_35170959 -885.223685018067
17 19_18302521 19_35170959 -885.166973150598
18 19_18316045 19_35170959 -885.065369973095
19 19_18333753 19_35170959 -884.882080905002
20 19_18357444 19_35170959 -884.787013017612
21 19_18363542 19_35170959 -884.734859789878
22 19_18369640 19_35170959 -884.720820111674
23 19_18375737 19_35170959 -884.14327725466
24 19_18381835 19_35170959 -883.76710033229
25 19_18387932 19_35170959 -883.417433945705
26 19_18660511 19_35170959 -883.361938699343
27 19_18668463 19_35170959 -883.456994400615
28 19_18676416 19_35170959 -882.515427497666
29 19_18975648 19_35170959 -883.414659973789
30 19_19274879 19_35170959 -883.571795309725
31 19_19305304 19_35170959 -884.345704704564
32 19_19335729 19_35170959 -884.61961588439
33 19_19461226 19_35170959 -884.662921585982
34 19_19464083 19_35170959 -884.736351862087
35 19_19466941 19_35170959 -884.823350644028
36 19_19537824 19_35170959 -884.922894224657
37 19_19548156 19_35170959 -885.033746629873
38 19_19558489 19_35170959 -885.154483137721
39 19_19870145 19_35170959 -885.173290435472
40 19_19874630 19_35170959 -885.111470014945
41 19_19879115 19_35170959 -885.045737902425
42 19_20125475 19_35170959 -885.032491046689
43 19_20137919 19_35170959 -885.036913760528
44 19_20150362 19_35170959 -885.045663183355
45 19_20302600 19_35170959 -884.974776520698
46 19_20303683 19_35170959 -884.901536534312
47 19_20304765 19_35170959 -884.902963808263
48 19_20626923 19_35170959 -884.668392543086
49 19_20633442 19_35170959 -884.348477191801
50 19_20639961 19_35170959 -884.033395580815
51 19_20756178 19_35170959 -883.561948886813
52 19_20775432 19_35170959 -883.076151436523
53 19_20794687 19_35170959 -882.515236599983
54 19_20796932 19_35170959 -881.989598296696
55 19_20798905 19_35170959 -881.511794624163
56 19_20801032 19_35170959 -881.092586549322
57 19_20803231 19_35170959 -880.740142877977
58 19_20805430 19_35170959 -880.459524933663
59 19_20807629 19_35170959 -880.252533758395
60 19_20902553 19_35170959 -879.026162333553
61 19_20998510 19_35170959 -879.0302606079
62 19_21094467 19_35170959 -877.730416746529
63 19_21182134 19_35170959 -877.271118244775
64 19_21270329 19_35170959 -877.275342833667
65 19_21326896 19_35170959 -877.368999903491
66 19_21332327 19_35170959 -877.310777280171
67 19_21336729 19_35170959 -877.250595368107
68 19_21341131 19_35170959 -877.18908132688
69 19_21345533 19_35170959 -877.126870087333
70 19_21349935 19_35170959 -877.064581618808
71 19_21356079 19_35170959 -876.482265182388
72 19_21515834 19_35170959 -876.29095798977
73 19_21518274 19_35170959 -876.322956046442
74 19_21520713 19_35170959 -876.304914339748
75 19_21523152 19_35170959 -876.238292975087
76 19_21533417 19_35170959 -876.185730069797
77 19_21545048 19_35170959 -876.14489357749
78 19_21727395 19_35170959 -876.139652873011
79 19_21740049 19_35170959 -876.161286711564
80 19_21752704 19_35170959 -876.181977373175
81 19_21835817 19_35170959 -875.685464577968
82 19_21840919 19_35170959 -875.612826513272
83 19_21846022 19_35170959 -875.58612541011
84 19_21936950 19_35170959 -875.563319916517
85 19_21970456 19_35170959 -875.350297168606
86 19_22003963 19_35170959 -875.188249786782
87 19_22156073 19_35170959 -875.128911308229
88 19_22172322 19_35170959 -875.08569002
89 19_22187306 19_35170959 -874.997601717239
90 19_22191696 19_35170959 -874.85790146301
91 19_22195207 19_35170959 -874.723780639383
92 19_22198718 19_35170959 -874.598762985394
93 19_22202229 19_35170959 -874.482312614391
94 19_22205740 19_35170959 -874.373750412837
95 19_22209250 19_35170959 -874.273420138968
96 19_22212761 19_35170959 -874.181588721133
97 19_22216272 19_35170959 -874.098441731084
98 19_22219783 19_35170959 -874.024081320211
99 19_22223294 19_35170959 -873.958528461254
100 19_22226805 19_35170959 -873.901724897943
101 19_22230316 19_35170959 -873.821341657933
102 19_22233827 19_35170959 -873.593430201547
103 19_22237338 19_35170959 -873.353812022849
104 19_22240848 19_35170959 -872.995913167401
105 19_22244457 19_35170959 -872.723648664594
106 19_22264004 19_35170959 -872.594749648703
107 19_22288023 19_35170959 -872.570056176472
108 19_22294213 19_35170959 -872.542417144876
109 19_22298836 19_35170959 -872.388475372641
110 19_22303459 19_35170959 -872.207919457004
111 19_22333838 19_35170959 -872.021157438016
112 19_22382301 19_35170959 -871.829508801563
113 19_22413259 19_35170959 -871.632955009516
114 19_22419242 19_35170959 -871.432829986659
115 19_22425226 19_35170959 -871.229303246466
116 19_22431209 19_35170959 -871.022871035965
117 19_22435586 19_35170959 -870.815348931965
