Var1 Var2 loglik
1 19_31587516 19_31587516 -847.619025042154
2 19_31653333 19_31587516 -847.57897626569
3 19_31694598 19_31587516 -847.540148084085
4 19_31735863 19_31587516 -847.491559136526
5 19_31777128 19_31587516 -847.397142015451
6 19_31814623 19_31587516 -847.306236746052
7 19_31816895 19_31587516 -847.219426027838
8 19_31819167 19_31587516 -847.137335571898
9 19_31821439 19_31587516 -846.410485038285
10 19_31903650 19_31587516 -846.371887073678
11 19_31927743 19_31587516 -846.2014963345
12 19_31951836 19_31587516 -846.069671777965
13 19_32054356 19_31587516 -845.829719652271
14 19_32082893 19_31587516 -845.59629099764
15 19_32111430 19_31587516 -847.346499988554
16 19_32139966 19_31587516 -846.805248502465
17 19_32168503 19_31587516 -846.497298688565
18 19_32197040 19_31587516 -846.184887790965
19 19_32252908 19_31587516 -845.689323064739
20 19_32437021 19_31587516 -845.669130162843
21 19_32455155 19_31587516 -845.880846927866
22 19_32473289 19_31587516 -846.120523469288
23 19_32491424 19_31587516 -846.400076561621
24 19_32504071 19_31587516 -846.549875353446
25 19_32509776 19_31587516 -846.37381325866
26 19_32515498 19_31587516 -846.212257272946
27 19_32521248 19_31587516 -845.989580844492
28 19_32526997 19_31587516 -846.58886643246
29 19_32532746 19_31587516 -846.383749892331
30 19_32538495 19_31587516 -846.199861043222
31 19_32553828 19_31587516 -846.0380378399
32 19_32570619 19_31587516 -845.897226712126
33 19_32587410 19_31587516 -845.780031404843
34 19_32604201 19_31587516 -845.687555044803
35 19_32636598 19_31587516 -845.619850998443
36 19_32670407 19_31587516 -845.426703112056
37 19_32704215 19_31587516 -844.896410201423
38 19_32718469 19_31587516 -843.835347677537
39 19_32723063 19_31587516 -843.414792271492
40 19_32727657 19_31587516 -843.195863031361
41 19_32732250 19_31587516 -842.912782692844
42 19_32736844 19_31587516 -842.444144132904
43 19_32748650 19_31587516 -842.369906451335
44 19_32761174 19_31587516 -842.356475377842
45 19_32773697 19_31587516 -842.342885875122
46 19_32822102 19_31587516 -842.323383046048
47 19_32864464 19_31587516 -842.225054700135
48 19_32868705 19_31587516 -842.10612206719
49 19_32872946 19_31587516 -842.001908081702
50 19_32877188 19_31587516 -842.002950061617
51 19_32881429 19_31587516 -842.096581464852
52 19_32885671 19_31587516 -842.207915580652
53 19_32917514 19_31587516 -842.23543672077
54 19_32924036 19_31587516 -842.268407814892
55 19_32930557 19_31587516 -842.294577539543
56 19_32939488 19_31587516 -842.325818840912
57 19_32948350 19_31587516 -842.354822299962
58 19_32957213 19_31587516 -842.386053270947
59 19_32963717 19_31587516 -842.420931416033
60 19_32969874 19_31587516 -842.45980962035
61 19_32976031 19_31587516 -842.455375315084
62 19_32982188 19_31587516 -842.38614373442
63 19_32988345 19_31587516 -842.327168701796
64 19_32994548 19_31587516 -842.315920882814
65 19_33003722 19_31587516 -842.349609589642
66 19_33012897 19_31587516 -842.436860893285
67 19_33021521 19_31587516 -842.548227975796
68 19_33026219 19_31587516 -842.632784973423
69 19_33031442 19_31587516 -842.653897386927
70 19_33036664 19_31587516 -842.679398996661
71 19_33043094 19_31587516 -842.721532701379
72 19_33062165 19_31587516 -842.758936445575
73 19_33070659 19_31587516 -842.798935941623
74 19_33079153 19_31587516 -842.844729803993
75 19_33180334 19_31587516 -842.896233653339
76 19_33344193 19_31587516 -842.887854325737
77 19_33508051 19_31587516 -842.845255352353
78 19_33671910 19_31587516 -842.586858270376
79 19_33835768 19_31587516 -842.194428088137
80 19_33999626 19_31587516 -842.227254184137
81 19_34034981 19_31587516 -842.421978531234
82 19_34038599 19_31587516 -842.706306509725
83 19_34042217 19_31587516 -843.065688034981
84 19_34056872 19_31587516 -843.249233041773
85 19_34062754 19_31587516 -843.355541478166
86 19_34068636 19_31587516 -842.954307946726
87 19_34096619 19_31587516 -841.997219538545
88 19_34132400 19_31587516 -842.112886735052
89 19_34168181 19_31587516 -842.232810617627
90 19_34203962 19_31587516 -842.084157449932
91 19_34282346 19_31587516 -843.416638217627
92 19_34284190 19_31587516 -843.321828783847
93 19_34286034 19_31587516 -843.272347348461
94 19_34287879 19_31587516 -843.32903303773
95 19_34289723 19_31587516 -843.499829889394
96 19_34291568 19_31587516 -843.784756553887
97 19_34317647 19_31587516 -844.029270880124
98 19_34317951 19_31587516 -843.978078844722
99 19_34318256 19_31587516 -843.941230833227
100 19_34367155 19_31587516 -843.923020353198
101 19_34427004 19_31587516 -843.922608497579
102 19_34430634 19_31587516 -843.922429754732
103 19_34434265 19_31587516 -843.922304368909
104 19_34470255 19_31587516 -843.963833046228
105 19_34528859 19_31587516 -844.159089758114
106 19_31587516 19_31653333 -847.465194347616
107 19_31653333 19_31653333 -847.424069372212
108 19_31694598 19_31653333 -847.384119442085
109 19_31735863 19_31653333 -847.334551559379
110 19_31777128 19_31653333 -847.240282401298
111 19_31814623 19_31653333 -847.149501768652
112 19_31816895 19_31653333 -847.062788415409
113 19_31819167 19_31653333 -846.980764921627
114 19_31821439 19_31653333 -846.252653208148
115 19_31903650 19_31653333 -846.214250145373
116 19_31927743 19_31653333 -846.043996755402
117 19_31951836 19_31653333 -845.912285185662
118 19_32054356 19_31653333 -845.672579608354
119 19_32082893 19_31653333 -845.439497488909
120 19_32111430 19_31653333 -847.188305938816
121 19_32139966 19_31653333 -846.6467111067
122 19_32168503 19_31653333 -846.338790770894
123 19_32197040 19_31653333 -846.026425466007
124 19_32252908 19_31653333 -845.529866697694
125 19_32437021 19_31653333 -845.506616364072
126 19_32455155 19_31653333 -845.719618393342
127 19_32473289 19_31653333 -845.959543597246
128 19_32491424 19_31653333 -846.239402428678
129 19_32504071 19_31653333 -846.389405237502
130 19_32509776 19_31653333 -846.213417218999
131 19_32515498 19_31653333 -846.051954963744
132 19_32521248 19_31653333 -845.829347613811
133 19_32526997 19_31653333 -846.43112510308
134 19_32532746 19_31653333 -846.226082456581
135 19_32538495 19_31653333 -846.042274132196
136 19_32553828 19_31653333 -845.880537068032
137 19_32570619 19_31653333 -845.739812732895
138 19_32587410 19_31653333 -845.622707857739
139 19_32604201 19_31653333 -845.530334658814
140 19_32636598 19_31653333 -845.462745644941
141 19_32670407 19_31653333 -845.269466652595
142 19_32704215 19_31653333 -844.73879682397
143 19_32718469 19_31653333 -843.678032721671
144 19_32723063 19_31653333 -843.259125263482
145 19_32727657 19_31653333 -843.04006553103
146 19_32732250 19_31653333 -842.756822096494
147 19_32736844 19_31653333 -842.28793776752
148 19_32748650 19_31653333 -842.213696307569
149 19_32761174 19_31653333 -842.200327412391
150 19_32773697 19_31653333 -842.186791414167
151 19_32822102 19_31653333 -842.167216446042
152 19_32864464 19_31653333 -842.068960169168
153 19_32868705 19_31653333 -841.950165889366
154 19_32872946 19_31653333 -841.846082942485
155 19_32877188 19_31653333 -841.847142680979
156 19_32881429 19_31653333 -841.940620058181
157 19_32885671 19_31653333 -842.051774723421
158 19_32917514 19_31653333 -842.079166798495
159 19_32924036 19_31653333 -842.112007952424
160 19_32930557 19_31653333 -842.138229271678
161 19_32939488 19_31653333 -842.169522576348
162 19_32948350 19_31653333 -842.198578489621
163 19_32957213 19_31653333 -842.229860263082
164 19_32963717 19_31653333 -842.264786458428
165 19_32969874 19_31653333 -842.303710682019
