Var1 Var2 loglik
1 19_31587516 19_31587516 -759.064316866386
2 19_31653333 19_31587516 -759.014164363246
3 19_31694598 19_31587516 -758.996162070735
4 19_31735863 19_31587516 -759.008300089285
5 19_31777128 19_31587516 -758.971630685731
6 19_31814623 19_31587516 -758.971209488725
7 19_31816895 19_31587516 -759.008222508378
8 19_31819167 19_31587516 -759.082820716671
9 19_31821439 19_31587516 -753.873207657844
10 19_31903650 19_31587516 -753.016868551713
11 19_31927743 19_31587516 -752.3354377485
12 19_31951836 19_31587516 -751.723567013627
13 19_32054356 19_31587516 -751.207302204713
14 19_32082893 19_31587516 -750.855406514295
15 19_32111430 19_31587516 -748.645847227984
16 19_32139966 19_31587516 -746.92166767197
17 19_32168503 19_31587516 -746.496581736164
18 19_32197040 19_31587516 -746.246771620291
19 19_32252908 19_31587516 -746.384023526389
20 19_32437021 19_31587516 -742.301686570487
21 19_32455155 19_31587516 -742.119842282105
22 19_32473289 19_31587516 -741.93183414998
23 19_32491424 19_31587516 -741.751081646263
24 19_32504071 19_31587516 -741.610907787903
25 19_32509776 19_31587516 -741.272621607034
26 19_32515498 19_31587516 -740.976565074675
27 19_32521248 19_31587516 -740.520831473705
28 19_32526997 19_31587516 -734.064765842503
29 19_32532746 19_31587516 -733.568852778578
30 19_32538495 19_31587516 -733.094445450672
31 19_32553828 19_31587516 -732.641701741801
32 19_32570619 19_31587516 -732.215213666802
33 19_32587410 19_31587516 -731.815311181394
34 19_32604201 19_31587516 -731.429464731732
35 19_32636598 19_31587516 -731.057820989997
36 19_32670407 19_31587516 -730.747764652577
37 19_32704215 19_31587516 -730.390100418774
38 19_32718469 19_31587516 -729.81447655282
39 19_32723063 19_31587516 -729.487500607381
40 19_32727657 19_31587516 -729.324786142228
41 19_32732250 19_31587516 -729.01860946597
42 19_32736844 19_31587516 -728.295230465038
43 19_32748650 19_31587516 -728.212724294134
44 19_32761174 19_31587516 -728.141103007726
45 19_32773697 19_31587516 -728.092059031809
46 19_32822102 19_31587516 -728.092717552574
47 19_32864464 19_31587516 -728.339595412236
48 19_32868705 19_31587516 -728.84918123656
49 19_32872946 19_31587516 -729.779349768191
50 19_32877188 19_31587516 -730.826606031624
51 19_32881429 19_31587516 -731.689570254118
52 19_32885671 19_31587516 -732.656189909335
53 19_32917514 19_31587516 -733.347969492579
54 19_32924036 19_31587516 -733.364456869051
55 19_32930557 19_31587516 -733.403765047162
56 19_32939488 19_31587516 -733.448990413332
57 19_32948350 19_31587516 -733.488524842496
58 19_32957213 19_31587516 -733.525645238334
59 19_32963717 19_31587516 -733.563145669976
60 19_32969874 19_31587516 -733.600583086989
61 19_31587516 19_31653333 -758.90839298924
62 19_31653333 19_31653333 -758.862767239031
63 19_31694598 19_31653333 -758.849204977819
64 19_31735863 19_31653333 -758.865346166656
65 19_31777128 19_31653333 -758.828547208889
66 19_31814623 19_31653333 -758.827876637811
67 19_31816895 19_31653333 -758.864520466528
68 19_31819167 19_31653333 -758.938633604513
69 19_31821439 19_31653333 -753.726191804476
70 19_31903650 19_31653333 -752.869782802628
71 19_31927743 19_31653333 -752.18853563519
72 19_31951836 19_31653333 -751.576809669644
73 19_32054356 19_31653333 -751.060658636153
74 19_32082893 19_31653333 -750.708849864882
75 19_32111430 19_31653333 -748.49924425579
76 19_32139966 19_31653333 -746.775394310593
77 19_32168503 19_31653333 -746.350727002648
78 19_32197040 19_31653333 -746.101328505345
79 19_32252908 19_31653333 -746.23960344296
80 19_32437021 19_31653333 -742.157441695136
81 19_32455155 19_31653333 -741.974917554078
82 19_32473289 19_31653333 -741.787016238276
83 19_32491424 19_31653333 -741.606517485952
84 19_32504071 19_31653333 -741.466607759269
85 19_32509776 19_31653333 -741.12859723358
86 19_32515498 19_31653333 -740.832574962099
87 19_32521248 19_31653333 -740.377447792182
88 19_32526997 19_31653333 -733.921229121193
89 19_32532746 19_31653333 -733.425973157227
90 19_32538495 19_31653333 -732.952159900626
91 19_32553828 19_31653333 -732.499940844299
92 19_32570619 19_31653333 -732.073901639522
93 19_32587410 19_31653333 -731.674373254774
94 19_32604201 19_31653333 -731.288751088897
95 19_32636598 19_31653333 -730.917185354605
96 19_32670407 19_31653333 -730.607100656908
97 19_32704215 19_31653333 -730.249510614733
98 19_32718469 19_31653333 -729.673947988719
99 19_32723063 19_31653333 -729.346305935134
100 19_32727657 19_31653333 -729.183344154343
101 19_32732250 19_31653333 -728.876795388341
102 19_32736844 19_31653333 -728.152677892228
103 19_32748650 19_31653333 -728.069769630022
104 19_32761174 19_31653333 -727.997757174528
105 19_32773697 19_31653333 -727.948302440248
106 19_32822102 19_31653333 -727.948958888372
107 19_32864464 19_31653333 -728.195913878592
