Var1 Var2 loglik
1 19_31587516 19_31587516 -848.642956453724
2 19_31653333 19_31587516 -848.495400994191
3 19_31694598 19_31587516 -848.255512229416
4 19_31735863 19_31587516 -847.937135885619
5 19_31777128 19_31587516 -847.758099674947
6 19_31814623 19_31587516 -847.601858142667
7 19_31816895 19_31587516 -847.47001420907
8 19_31819167 19_31587516 -847.364032334251
9 19_31821439 19_31587516 -846.523547205741
10 19_31903650 19_31587516 -846.662117794494
11 19_31927743 19_31587516 -846.768599636685
12 19_31951836 19_31587516 -846.872175798256
13 19_32054356 19_31587516 -846.845050944089
14 19_32082893 19_31587516 -846.75645023347
15 19_32111430 19_31587516 -847.931605661477
16 19_32139966 19_31587516 -847.924796735503
17 19_32168503 19_31587516 -847.957000030264
18 19_32197040 19_31587516 -847.997779085609
19 19_32252908 19_31587516 -848.096836562239
20 19_32437021 19_31587516 -848.040175470728
21 19_32455155 19_31587516 -848.121284927768
22 19_32473289 19_31587516 -848.077273376132
23 19_32491424 19_31587516 -848.005922927528
24 19_32504071 19_31587516 -847.94029121012
25 19_32509776 19_31587516 -847.783366894369
26 19_32515498 19_31587516 -847.660339403952
27 19_32521248 19_31587516 -847.447428047532
28 19_32526997 19_31587516 -846.229971780498
29 19_32532746 19_31587516 -846.022150449695
30 19_32538495 19_31587516 -845.833747581787
31 19_32553828 19_31587516 -845.666395469622
32 19_32570619 19_31587516 -845.519795107109
33 19_32587410 19_31587516 -845.396737039376
34 19_32604201 19_31587516 -845.306140189969
35 19_32636598 19_31587516 -845.245744254164
36 19_32670407 19_31587516 -845.210203999649
37 19_32704215 19_31587516 -845.205503865911
38 19_32718469 19_31587516 -845.196712004046
39 19_32723063 19_31587516 -845.208125025362
40 19_32727657 19_31587516 -845.243774104069
41 19_32732250 19_31587516 -845.255331201144
42 19_32736844 19_31587516 -845.152843706379
43 19_32748650 19_31587516 -845.209292298686
44 19_32761174 19_31587516 -845.287680881637
45 19_32773697 19_31587516 -845.367488337827
46 19_32822102 19_31587516 -845.354714838806
47 19_32864464 19_31587516 -845.051847351894
48 19_32868705 19_31587516 -844.67155691951
49 19_32872946 19_31587516 -844.322277480248
50 19_32877188 19_31587516 -844.28455921298
51 19_32881429 19_31587516 -844.315949089028
52 19_32885671 19_31587516 -844.368252021253
53 19_32917514 19_31587516 -843.9247760282
54 19_32924036 19_31587516 -843.295898118121
55 19_32930557 19_31587516 -843.265933804626
56 19_32939488 19_31587516 -843.238814318109
57 19_32948350 19_31587516 -843.212423145802
58 19_32957213 19_31587516 -843.187530122823
59 19_32963717 19_31587516 -843.165013508171
60 19_32969874 19_31587516 -843.144380427764
61 19_32976031 19_31587516 -843.126123523307
62 19_32982188 19_31587516 -843.143502278772
63 19_32988345 19_31587516 -843.201582756854
64 19_32994548 19_31587516 -843.309632513255
65 19_33003722 19_31587516 -843.356095353397
66 19_33012897 19_31587516 -843.383468542185
67 19_33021521 19_31587516 -842.262422156022
68 19_33026219 19_31587516 -840.786537275381
69 19_33031442 19_31587516 -840.843214159552
70 19_33036664 19_31587516 -840.873488824301
71 19_33043094 19_31587516 -840.749538744806
72 19_33062165 19_31587516 -840.615754609106
73 19_33070659 19_31587516 -840.485384642153
74 19_33079153 19_31587516 -840.364248947167
75 19_33180334 19_31587516 -840.252556873189
76 19_33344193 19_31587516 -840.00114879201
77 19_33508051 19_31587516 -839.859252850089
78 19_33671910 19_31587516 -839.711515690376
79 19_33835768 19_31587516 -839.444728965275
80 19_33999626 19_31587516 -839.161900929143
81 19_34034981 19_31587516 -838.670153062838
82 19_34038599 19_31587516 -838.572933877958
83 19_34042217 19_31587516 -838.942464549608
84 19_34056872 19_31587516 -839.067433996194
85 19_34062754 19_31587516 -839.046897596187
86 19_34068636 19_31587516 -839.04475623378
87 19_34096619 19_31587516 -838.970034670167
88 19_34132400 19_31587516 -838.996193714253
89 19_34168181 19_31587516 -839.031484327666
90 19_34203962 19_31587516 -838.858410852726
91 19_34282346 19_31587516 -837.493939602841
92 19_34284190 19_31587516 -837.326959464098
93 19_34286034 19_31587516 -837.405768199319
94 19_34287879 19_31587516 -837.748044422175
95 19_34289723 19_31587516 -838.348109550627
96 19_34291568 19_31587516 -839.184817548916
97 19_34317647 19_31587516 -839.8863328154
98 19_34317951 19_31587516 -839.86609119235
99 19_34318256 19_31587516 -839.84656405571
100 19_34367155 19_31587516 -839.831944381629
101 19_34427004 19_31587516 -839.830446923752
102 19_34430634 19_31587516 -839.829228948771
103 19_34434265 19_31587516 -839.828100584466
104 19_34470255 19_31587516 -839.784885826825
105 19_34528859 19_31587516 -839.636081690326
106 19_34567314 19_31587516 -839.507876623577
107 19_34605769 19_31587516 -839.401297924152
108 19_31587516 19_31653333 -848.506929586026
109 19_31653333 19_31653333 -848.355812319474
110 19_31694598 19_31653333 -848.112417600452
111 19_31735863 19_31653333 -847.790869167486
112 19_31777128 19_31653333 -847.612040876856
113 19_31814623 19_31653333 -847.455992357566
114 19_31816895 19_31653333 -847.324323496069
115 19_31819167 19_31653333 -847.218496342215
116 19_31821439 19_31653333 -846.377175347809
117 19_31903650 19_31653333 -846.515654065461
118 19_31927743 19_31653333 -846.622072793871
119 19_31951836 19_31653333 -846.725598292535
120 19_32054356 19_31653333 -846.698462019391
121 19_32082893 19_31653333 -846.609867151927
122 19_32111430 19_31653333 -847.784909065718
123 19_32139966 19_31653333 -847.778117498896
124 19_32168503 19_31653333 -847.810342825254
125 19_32197040 19_31653333 -847.851113373351
126 19_32252908 19_31653333 -847.949626826019
127 19_32437021 19_31653333 -847.893474503144
128 19_32455155 19_31653333 -847.975463709068
129 19_32473289 19_31653333 -847.931520796344
130 19_32491424 19_31653333 -847.860276651577
131 19_32504071 19_31653333 -847.794742155784
132 19_32509776 19_31653333 -847.637929975052
133 19_32515498 19_31653333 -847.515137886606
134 19_32521248 19_31653333 -847.302217602929
135 19_32526997 19_31653333 -846.085084995919
136 19_32532746 19_31653333 -845.877243906455
137 19_32538495 19_31653333 -845.688850468548
138 19_32553828 19_31653333 -845.521538315282
139 19_32570619 19_31653333 -845.3750049557
140 19_32587410 19_31653333 -845.252046237759
141 19_32604201 19_31653333 -845.161552847052
142 19_32636598 19_31653333 -845.101267012225
143 19_32670407 19_31653333 -845.065842391752
144 19_32704215 19_31653333 -845.061230714608
145 19_32718469 19_31653333 -845.052332849066
146 19_32723063 19_31653333 -845.063688005272
147 19_32727657 19_31653333 -845.09957974804
148 19_32732250 19_31653333 -845.111383610692
149 19_32736844 19_31653333 -845.009111300839
150 19_32748650 19_31653333 -845.065827008791
151 19_32761174 19_31653333 -845.144506037136
152 19_32773697 19_31653333 -845.224603954664
153 19_32822102 19_31653333 -845.211898473158
154 19_32864464 19_31653333 -844.909133805848
155 19_32868705 19_31653333 -844.529062641737
156 19_32872946 19_31653333 -844.180102474624
157 19_32877188 19_31653333 -844.142522773343
158 19_32881429 19_31653333 -844.173694714803
159 19_32885671 19_31653333 -844.225750329516
160 19_32917514 19_31653333 -843.782121485333
161 19_32924036 19_31653333 -843.153438928614
162 19_32930557 19_31653333 -843.123445889631
163 19_32939488 19_31653333 -843.096300263179
164 19_32948350 19_31653333 -843.069883822768
165 19_32957213 19_31653333 -843.044967843987
166 19_32963717 19_31653333 -843.022430969654
167 19_32969874 19_31653333 -843.001780555367
168 19_32976031 19_31653333 -842.983494432784
169 19_32982188 19_31653333 -843.000835034933
170 19_32988345 19_31653333 -843.058920160357
171 19_32994548 19_31653333 -843.167006927977
172 19_33003722 19_31653333 -843.213510868451
173 19_33012897 19_31653333 -843.240924306175
174 19_33021521 19_31653333 -842.119906454179
175 19_33026219 19_31653333 -840.644037112182
176 19_33031442 19_31653333 -840.70079301484
177 19_33036664 19_31653333 -840.731148191554
178 19_33043094 19_31653333 -840.607249956273
179 19_33062165 19_31653333 -840.473482391241
180 19_33070659 19_31653333 -840.343121997327
181 19_33079153 19_31653333 -840.222001009706
182 19_33180334 19_31653333 -840.110328807906
183 19_33344193 19_31653333 -839.858664475745
184 19_33508051 19_31653333 -839.7163918901
185 19_33671910 19_31653333 -839.568699672328
186 19_33835768 19_31653333 -839.302119907092
187 19_33999626 19_31653333 -839.019156341324
188 19_34034981 19_31653333 -838.527480885317
189 19_34038599 19_31653333 -838.430434207169
190 19_34042217 19_31653333 -838.800199946791
191 19_34056872 19_31653333 -838.92532860343
192 19_34062754 19_31653333 -838.904984730687
193 19_34068636 19_31653333 -838.902968878464
194 19_34096619 19_31653333 -838.828194360429
195 19_34132400 19_31653333 -838.854433780591
196 19_34168181 19_31653333 -838.889808142553
197 19_34203962 19_31653333 -838.716499063946
198 19_34282346 19_31653333 -837.351659425194
199 19_34284190 19_31653333 -837.185830404898
200 19_34286034 19_31653333 -837.265840438388
201 19_34287879 19_31653333 -837.609350322559
202 19_34289723 19_31653333 -838.210642756375
203 19_34291568 19_31653333 -839.048530144134
204 19_34317647 19_31653333 -839.750838528683
205 19_34317951 19_31653333 -839.730653980363
206 19_34318256 19_31653333 -839.711177962611
207 19_34367155 19_31653333 -839.696594175735
208 19_34427004 19_31653333 -839.695102634904
209 19_34430634 19_31653333 -839.693890526696
210 19_34434265 19_31653333 -839.692767799418
211 19_34470255 19_31653333 -839.64952459812
212 19_34528859 19_31653333 -839.500577942134
213 19_34567314 19_31653333 -839.372234153511
214 19_34605769 19_31653333 -839.265522964531
215 19_31587516 19_31694598 -848.250688574957
216 19_31653333 19_31694598 -848.096117546316
217 19_31694598 19_31694598 -847.848487961034
218 19_31735863 19_31694598 -847.522152052797
219 19_31777128 19_31694598 -847.341848326168
220 19_31814623 19_31694598 -847.184307831647
221 19_31816895 19_31694598 -847.051136563491
222 19_31819167 19_31694598 -846.943803383727
223 19_31821439 19_31694598 -846.100438523563
224 19_31903650 19_31694598 -846.238855683324
