value loglik
NA 19_18147123 -892.581473284914
NA 19_18147270 -892.48385949452
NA 19_18147416 -892.384054571791
NA 19_18170066 -892.282762515411
NA 19_18210494 -892.286773870758
NA 19_18211151 -892.295698829063
NA 19_18211808 -892.306731783329
NA 19_18224115 -892.325376605874
NA 19_18226843 -892.378429426695
NA 19_18229572 -892.636241744502
NA 19_18232300 -892.884965586037
NA 19_18235779 -893.11489784715
NA 19_18244123 -893.1833651296
NA 19_18252467 -893.249561672197
NA 19_18275473 -893.475967508869
NA 19_18288997 -893.494658035662
NA 19_18302521 -893.516492242594
NA 19_18316045 -893.519682916405
NA 19_18333753 -893.464815959128
NA 19_18357444 -893.369114128485
NA 19_18363542 -893.268719022069
NA 19_18369640 -893.170579689241
NA 19_18375737 -893.145233879603
NA 19_18381835 -893.096096356416
NA 19_18387932 -893.085506908529
NA 19_18660511 -893.589429820938
NA 19_18668463 -894.130399333329
NA 19_18676416 -894.704786307138
NA 19_18975648 -894.646120973166
NA 19_19274879 -894.361085805384
NA 19_19305304 -893.500122346754
NA 19_19335729 -893.119369737473
NA 19_19461226 -893.178553480442
NA 19_19464083 -893.237305967304
NA 19_19466941 -893.298452971609
NA 19_19537824 -893.361234296863
NA 19_19548156 -893.424878881175
NA 19_19558489 -893.488629793127
NA 19_19870145 -893.508749647328
NA 19_19874630 -893.521257941461
NA 19_19879115 -893.548406998931
NA 19_20125475 -893.536269901153
NA 19_20137919 -893.516677079757
NA 19_20150362 -893.50439344101
NA 19_20302600 -893.520091549643
NA 19_20303683 -893.543359736263
NA 19_20304765 -893.543128198277
NA 19_20626923 -893.623196129608
NA 19_20633442 -893.596489079317
NA 19_20639961 -893.490578253188
NA 19_20756178 -893.32464220038
NA 19_20775432 -893.138898953262
NA 19_20794687 -892.885902979756
NA 19_20796932 -892.632174032563
NA 19_20798905 -892.381325772458
NA 19_20801032 -892.136839768257
NA 19_20803231 -891.901886888744
NA 19_20805430 -891.679177829689
NA 19_20807629 -891.470838322047
NA 19_20902553 -892.582085238944
NA 19_20998510 -892.664575835129
NA 19_21094467 -892.717281323171
NA 19_21182134 -892.763762194574
