value loglik
19_28771409 19_18147123 -889.668313683143
19_28771409 19_18147270 -889.570275161914
19_28771409 19_18147416 -889.459629220937
19_28771409 19_18170066 -889.337867176933
19_28771409 19_18210494 -889.376871872503
19_28771409 19_18211151 -889.417329504901
19_28771409 19_18211808 -889.455395934948
19_28771409 19_18224115 -889.680829985641
19_28771409 19_18226843 -889.900910711434
19_28771409 19_18229572 -890.015442682678
19_28771409 19_18232300 -890.113854753509
19_28771409 19_18235779 -890.191436560936
19_28771409 19_18244123 -890.185567748576
19_28771409 19_18252467 -890.169031832914
19_28771409 19_18275473 -890.028031958583
19_28771409 19_18288997 -889.710565046811
19_28771409 19_18302521 -889.704026245103
19_28771409 19_18316045 -889.700629533277
19_28771409 19_18333753 -889.703964493623
19_28771409 19_18357444 -889.720164181946
19_28771409 19_18363542 -889.740762754804
19_28771409 19_18369640 -889.760067289782
19_28771409 19_18375737 -889.930799131491
19_28771409 19_18381835 -889.984264712073
19_28771409 19_18387932 -890.014748394175
19_28771409 19_18660511 -890.13538538924
19_28771409 19_18668463 -890.164918275346
19_28771409 19_18676416 -890.284261212049
19_28771409 19_18975648 -889.69494973931
19_28771409 19_19274879 -889.643473028917
19_28771409 19_19305304 -889.261149085622
19_28771409 19_19335729 -888.976705899976
19_28771409 19_19461226 -888.910344662248
19_28771409 19_19464083 -888.846916136021
19_28771409 19_19466941 -888.781707267871
19_28771409 19_19537824 -888.715465376904
19_28771409 19_19548156 -888.64892524192
19_28771409 19_19558489 -888.582789200517
19_28771409 19_19870145 -888.55377476792
19_28771409 19_19874630 -888.576943800564
19_28771409 19_19879115 -888.607564293933
19_28771409 19_20125475 -888.590115788902
19_28771409 19_20137919 -888.560186507223
19_28771409 19_20150362 -888.530018592437
19_28771409 19_20302600 -888.473277073852
19_28771409 19_20303683 -888.399662844213
19_28771409 19_20304765 -888.316940129482
19_28771409 19_20626923 -888.452481420983
19_28771409 19_20633442 -888.505678991243
19_28771409 19_20639961 -888.450404937137
19_28771409 19_20756178 -888.3193571679
19_28771409 19_20775432 -888.15087066901
19_28771409 19_20794687 -887.970879053787
19_28771409 19_20796932 -887.782712347477
19_28771409 19_20798905 -887.588018726573
19_28771409 19_20801032 -887.388396198694
19_28771409 19_20803231 -887.185355092735
19_28771409 19_20805430 -886.980294578208
19_28771409 19_20807629 -886.774495188205
19_28771409 19_20902553 -886.335859251798
19_28771409 19_20998510 -886.359954849756
19_28771409 19_21094467 -886.118008558608
19_28771409 19_21182134 -885.952752018586
19_28771409 19_21270329 -885.937671556525
19_28771409 19_21326896 -885.881983886364
19_28771409 19_21332327 -885.899242300356
19_28771409 19_21336729 -885.922294129454
19_28771409 19_21341131 -885.951026690156
19_28771409 19_21345533 -885.985253984913
19_28771409 19_21349935 -886.024725417599
19_28771409 19_21356079 -886.024233231008
19_28771409 19_21515834 -886.007717712013
19_28771409 19_21518274 -886.00974139556
19_28771409 19_21520713 -886.011784471233
19_28771409 19_21523152 -886.0314758651
19_28771409 19_21533417 -886.053522936219
19_28771409 19_21545048 -886.068725350535
19_28771409 19_21727395 -886.007671458249
19_28771409 19_21740049 -885.933527685571
19_28771409 19_21752704 -885.912147477794
19_28771409 19_21835817 -886.027138346004
19_28771409 19_21840919 -886.097716590093
19_28771409 19_21846022 -886.162530743691
19_28771409 19_21936950 -886.154735014439
19_28771409 19_21970456 -886.114461739325
19_28771409 19_22003963 -886.110728835731
19_28771409 19_22156073 -886.123103776331
19_28771409 19_22172322 -886.136258891552
19_28771409 19_22187306 -886.170622566182
19_28771409 19_22191696 -886.230349949337
19_28771409 19_22195207 -886.291135976715
19_28771409 19_22198718 -886.391787674819
19_28771409 19_22202229 -886.505986190783
19_28771409 19_22205740 -886.616659573881
19_28771409 19_22209250 -886.723094512553
19_28771409 19_22212761 -886.824622878617
19_28771409 19_22216272 -886.920633928734
19_28771409 19_22219783 -887.010588637108
19_28771409 19_22223294 -887.094028425297
19_28771409 19_22226805 -887.170583095086
19_28771409 19_22230316 -887.236579615477
19_28771409 19_22233827 -887.279065037822
19_28771409 19_22237338 -887.298817183218
19_28771409 19_22240848 -887.148076092451
19_28771409 19_22244457 -887.179958374715
19_28771409 19_22264004 -887.197698496342
19_28771409 19_22288023 -887.200400533324
19_28771409 19_22294213 -887.201999458742
19_28771409 19_22298836 -887.159924648368
19_28771409 19_22303459 -887.113549068549
19_28771409 19_22333838 -887.070326309369
19_28771409 19_22382301 -887.030629229537
19_28771409 19_22413259 -886.994576917227
19_28771409 19_22419242 -886.9623996166
19_28771409 19_22425226 -886.934476115961
19_28771409 19_22431209 -886.911045248923
19_28771409 19_22435586 -886.892109005367
19_28771409 19_22436965 -886.877761936274
19_28771409 19_22438344 -886.868233071669
19_28771409 19_22439723 -886.863531540792
19_28771409 19_22441102 -886.86360901305
19_28771409 19_22442482 -886.868364403589
19_28771409 19_22443861 -886.877646552081
19_28771409 19_22445240 -886.891258736627
19_28771409 19_22446619 -886.816469857152
19_28771409 19_22447998 -886.756217711968
19_28771409 19_22449377 -886.765444163049
19_28771409 19_22450756 -886.773854462566
19_28771409 19_22452135 -886.78057045341
19_28771409 19_22453515 -886.786968797266
19_28771409 19_22454894 -886.793041640174
19_28771409 19_22456273 -886.798780611197
19_28771409 19_22507525 -886.804240289859
19_28771409 19_22560818 -886.803741700002
19_28771409 19_22567436 -886.791020093028
19_28771409 19_22570782 -886.777793478039
19_28771409 19_22574128 -886.764216641832
19_28771409 19_22577474 -886.750339745577
19_28771409 19_22580820 -886.7376955611
19_28771409 19_22584166 -886.746391034709
19_28771409 19_22587512 -886.755019282097
19_28771409 19_22590858 -886.763572289514
19_28771409 19_22594203 -886.785338942266
