value loglik
19_31814623 19_18147123 -974.638321330958
19_31814623 19_18147270 -974.565017290987
19_31814623 19_18147416 -974.484114258165
19_31814623 19_18170066 -974.396039960748
19_31814623 19_18210494 -974.434729726907
19_31814623 19_18211151 -974.478596923984
19_31814623 19_18211808 -974.52332617899
19_31814623 19_18224115 -974.5692588494
19_31814623 19_18226843 -974.612865905156
19_31814623 19_18229572 -974.638575318306
19_31814623 19_18232300 -974.665635717802
19_31814623 19_18235779 -974.694043580995
19_31814623 19_18244123 -974.734091922937
19_31814623 19_18252467 -974.771892266185
19_31814623 19_18275473 -974.989261444155
19_31814623 19_18288997 -975.007231800478
19_31814623 19_18302521 -974.989719102647
19_31814623 19_18316045 -974.924066117633
19_31814623 19_18333753 -974.743622238369
19_31814623 19_18357444 -974.62984949338
19_31814623 19_18363542 -974.539353053693
19_31814623 19_18369640 -974.461654615892
19_31814623 19_18375737 -974.62569962469
19_31814623 19_18381835 -974.593150770418
19_31814623 19_18387932 -974.537396294711
19_31814623 19_18660511 -974.575913058534
19_31814623 19_18668463 -974.712971186293
19_31814623 19_18676416 -974.943478441892
19_31814623 19_18975648 -974.824583964175
19_31814623 19_19274879 -974.866981633168
19_31814623 19_19305304 -974.929764154955
19_31814623 19_19335729 -974.866710949585
19_31814623 19_19461226 -974.749310376099
19_31814623 19_19464083 -974.611617310359
19_31814623 19_19466941 -974.475220277131
19_31814623 19_19537824 -974.340419760901
19_31814623 19_19548156 -974.207509142143
19_31814623 19_19558489 -974.076774056346
19_31814623 19_19870145 -974.036390332192
19_31814623 19_19874630 -973.975021132317
19_31814623 19_19879115 -973.913315053673
19_31814623 19_20125475 -973.822517352576
19_31814623 19_20137919 -973.72282702924
19_31814623 19_20150362 -973.62341886653
19_31814623 19_20302600 -973.606391340019
19_31814623 19_20303683 -973.613284256344
19_31814623 19_20304765 -973.593286207515
19_31814623 19_20626923 -973.612372575022
19_31814623 19_20633442 -973.530998521414
19_31814623 19_20639961 -973.405971060637
19_31814623 19_20756178 -973.180445833794
19_31814623 19_20775432 -972.916180331399
19_31814623 19_20794687 -972.652378231315
19_31814623 19_20796932 -972.410856520866
19_31814623 19_20798905 -972.194647841411
19_31814623 19_20801032 -972.005595951098
19_31814623 19_20803231 -971.844306948021
19_31814623 19_20805430 -971.71024345195
19_31814623 19_20807629 -971.601950592644
19_31814623 19_20902553 -971.127687079625
19_31814623 19_20998510 -970.971982864986
19_31814623 19_21094467 -970.32592237703
19_31814623 19_21182134 -970.218649716165
19_31814623 19_21270329 -970.149303591655
19_31814623 19_21326896 -970.080529631564
19_31814623 19_21332327 -970.016425624254
19_31814623 19_21336729 -969.958065817867
19_31814623 19_21341131 -969.905594058655
19_31814623 19_21345533 -969.859064647921
19_31814623 19_21349935 -969.818449935009
19_31814623 19_21356079 -969.511332267508
19_31814623 19_21515834 -969.388886007573
19_31814623 19_21518274 -969.397179836052
19_31814623 19_21520713 -969.320422970413
19_31814623 19_21523152 -969.251450363992
19_31814623 19_21533417 -969.207867110295
19_31814623 19_21545048 -969.183836808629
19_31814623 19_21727395 -969.180178667923
19_31814623 19_21740049 -969.189434724361
19_31814623 19_21752704 -969.208888672249
19_31814623 19_21835817 -969.206035802543
