value loglik
NA 19_18147123 -898.238472373306
NA 19_18147270 -898.050505130753
NA 19_18147416 -897.874910466238
NA 19_18170066 -897.713311487726
NA 19_18210494 -897.701866985677
NA 19_18211151 -897.692107813856
NA 19_18211808 -897.680819298078
NA 19_18224115 -897.637092670927
NA 19_18226843 -897.516950140364
NA 19_18229572 -897.101511291389
NA 19_18232300 -896.727125785239
NA 19_18235779 -896.398659010963
NA 19_18244123 -896.389456595949
NA 19_18252467 -896.40139834322
NA 19_18275473 -896.113381350964
NA 19_18288997 -895.866862185225
NA 19_18302521 -895.710982425648
NA 19_18316045 -895.586300333158
NA 19_18333753 -895.507347416078
NA 19_18357444 -895.586823229768
NA 19_18363542 -895.691801383833
NA 19_18369640 -895.80307274208
NA 19_18375737 -895.727088888778
NA 19_18381835 -895.673654302315
NA 19_18387932 -895.708946687425
NA 19_18660511 -895.136973102632
NA 19_18668463 -894.506737810033
NA 19_18676416 -894.482988602252
NA 19_18975648 -893.325205060538
NA 19_19274879 -893.36457257336
NA 19_19305304 -893.405292110525
NA 19_19335729 -893.375224060573
NA 19_19461226 -893.359037950452
NA 19_19464083 -893.358237487039
NA 19_19466941 -893.367260191656
NA 19_19537824 -893.386458777966
NA 19_19548156 -893.416039114429
NA 19_19558489 -893.456058035713
NA 19_19870145 -893.938494595374
NA 19_19874630 -893.904724766659
NA 19_19879115 -893.869431221416
NA 19_20125475 -893.913207031593
NA 19_20137919 -893.978857211711
NA 19_20150362 -894.045353979756
NA 19_20302600 -894.006183545331
NA 19_20303683 -893.928972571641
NA 19_20304765 -893.869452270807
NA 19_20626923 -893.490545752922
NA 19_20633442 -893.176385982449
NA 19_20639961 -892.84840531681
NA 19_20756178 -892.548083373063
NA 19_20775432 -892.331249212477
NA 19_20794687 -892.354195661425
NA 19_20796932 -892.423376651179
NA 19_20798905 -892.539923084714
NA 19_20801032 -892.703539624603
NA 19_20803231 -892.912442813562
NA 19_20805430 -893.163408601514
NA 19_20807629 -893.451938309146
NA 19_20902553 -894.129658402654
NA 19_20998510 -894.266475962641
NA 19_21094467 -893.947783301187
NA 19_21182134 -893.759942658518
NA 19_21270329 -893.829088453978
NA 19_21326896 -893.948798952666
NA 19_21332327 -894.06071755192
NA 19_21336729 -894.175416910296
NA 19_21341131 -894.291545221036
NA 19_21345533 -894.40775284456
NA 19_21349935 -894.522743061914
NA 19_21356079 -894.720071387251
NA 19_21515834 -894.913242584524
NA 19_21518274 -895.055634939802
NA 19_21520713 -895.050795918441
NA 19_21523152 -894.902199382369
NA 19_21533417 -894.755015461225
NA 19_21545048 -894.626873707959
NA 19_21727395 -894.571265552309
NA 19_21740049 -894.551061436534
NA 19_21752704 -894.509404100319
NA 19_21835817 -894.509150639563
NA 19_21840919 -894.696168863536
NA 19_21846022 -894.676765838396
NA 19_21936950 -894.518013904808
NA 19_21970456 -894.411010330408
NA 19_22003963 -894.373862941855
NA 19_22156073 -894.316319417741
NA 19_22172322 -894.201928265895
NA 19_22187306 -894.096276511261
NA 19_22191696 -893.99966596226
NA 19_22195207 -893.903916826649
NA 19_22198718 -893.760075912246
NA 19_22202229 -893.597853596006
NA 19_22205740 -893.437495558036
NA 19_22209250 -893.279322626234
NA 19_22212761 -893.123664141757
NA 19_22216272 -892.970859415386
NA 19_22219783 -892.82125303449
NA 19_22223294 -892.675197345138
NA 19_22226805 -892.533045033347
NA 19_22230316 -892.407988818223
NA 19_22233827 -892.352616488381
NA 19_22237338 -892.378715197193
NA 19_22240848 -892.565525063719
NA 19_22244457 -892.862496624087
NA 19_22264004 -892.97703876991
NA 19_22288023 -892.963470138996
NA 19_22294213 -892.963252131829
NA 19_22298836 -892.948254696842
NA 19_22303459 -892.930447919838
NA 19_22333838 -892.912377482519
NA 19_22382301 -892.894286779714
NA 19_22413259 -892.876161833607
NA 19_22419242 -892.858021906799
NA 19_22425226 -892.839913241583
NA 19_22431209 -892.822279886641
NA 19_22435586 -892.805049535576
NA 19_22436965 -892.788343431261
NA 19_22438344 -892.771992556955
NA 19_22439723 -892.756106139173
NA 19_22441102 -892.740786987199
NA 19_22442482 -892.726126963404
NA 19_22443861 -892.712208330798
NA 19_22445240 -892.699101188989
NA 19_22446619 -892.776190966795
NA 19_22447998 -892.820519952333
NA 19_22449377 -892.818242330636
NA 19_22450756 -892.815075032499
NA 19_22452135 -892.809589479865
NA 19_22453515 -892.804088136975
NA 19_22454894 -892.79857393357
NA 19_22456273 -892.79305094351
NA 19_22507525 -892.787417462897
NA 19_22560818 -892.783880404949
NA 19_22567436 -892.784208270543
NA 19_22570782 -892.784073986886
NA 19_22574128 -892.783686123973
NA 19_22577474 -892.783044148724
NA 19_22580820 -892.782316103157
NA 19_22584166 -892.783872106667
NA 19_22587512 -892.78540813028
NA 19_22590858 -892.786921435053
NA 19_22594203 -892.737630384398
NA 19_22597549 -892.608339673085
NA 19_22600895 -892.398735822501
NA 19_22604768 -892.338318217074
NA 19_22611929 -892.316434108498
NA 19_22615951 -892.320420902415
NA 19_22616579 -892.325442552581
NA 19_22617111 -892.331504976765
NA 19_22617643 -892.338571526291
NA 19_22618175 -892.375399098776
NA 19_22618707 -892.441105532837
NA 19_22619240 -892.516562428668
NA 19_22619772 -892.601482762739
NA 19_22620304 -892.688703247295
NA 19_22620537 -892.711500974572
NA 19_22620655 -892.734552227343
NA 19_22620774 -892.758027397497
NA 19_22621212 -892.795597069802
NA 19_22623056 -892.833234242965
NA 19_22625940 -892.868063408212
NA 19_22632448 -892.899676504036
NA 19_22638956 -892.927752661729
NA 19_22645464 -892.945923928728
NA 19_22651972 -892.967353482632
NA 19_22658480 -892.989509817132
NA 19_22692039 -893.008105596983
NA 19_22776340 -891.862676962518
NA 19_22788765 -891.845622698682
NA 19_22792288 -891.848554518683
NA 19_22794125 -891.85152953652
NA 19_22795963 -891.854547645706
NA 19_22797800 -891.857608496828
NA 19_22799638 -891.860712472598
NA 19_22858304 -891.871804289215
NA 19_22891650 -891.531158297315
NA 19_22894267 -891.23923929795
NA 19_22896884 -891.018037102637
NA 19_22899501 -890.876086716059
NA 19_22902118 -893.07142231108
NA 19_22904734 -893.336599683106
NA 19_22907351 -893.285937466224
NA 19_22909968 -893.275163255354
NA 19_22912585 -893.30266100609
NA 19_23342789 -892.788825721192
NA 19_23344991 -892.872222147946
NA 19_23347193 -892.97073478014
NA 19_23350338 -893.011166114742
NA 19_23359294 -892.994084721269
NA 19_23368249 -892.975591486422
NA 19_23376634 -892.968735308891
NA 19_23378430 -892.944125335403
NA 19_23380227 -892.595268178373
NA 19_23382024 -892.261944124406
NA 19_23383821 -891.946169815505
NA 19_23385618 -891.649773003398
NA 19_23868659 -891.756818511004
NA 19_23870233 -891.674489884828
NA 19_23871808 -891.643910759557
NA 19_23873382 -891.666196060649
NA 19_23874956 -891.739801845709
NA 19_23876530 -891.860674234768
NA 19_23917687 -892.010084105477
NA 19_23917752 -891.95874839498
NA 19_23917817 -891.908986676038
NA 19_23918175 -891.86655569893
NA 19_23925367 -891.884003833541
NA 19_23932559 -891.923629351632
NA 19_23988954 -891.954757974326
NA 19_23999542 -891.951906602006
NA 19_24010131 -891.996103507284
NA 19_24048529 -892.075098410383
NA 19_24058490 -892.046676415272
NA 19_24068452 -891.913206143456
NA 19_24078414 -891.7738923886
NA 19_24151901 -891.618383538661
NA 19_24152632 -891.503554246987
NA 19_24153364 -891.433810558552
NA 19_24154095 -891.408977991745
NA 19_24154826 -891.424901491459
NA 19_24155557 -891.486549052293
NA 19_24307454 -891.283490398763
NA 19_24332887 -891.299967045438
NA 19_24358320 -891.346909270151
NA 19_24382219 -890.975654948184
NA 19_24382803 -890.538118597593
NA 19_24383257 -890.07957870741
NA 19_24383620 -889.643523682877
NA 19_24383973 -889.277564970111
NA 19_24384325 -889.032761710687
NA 19_24384678 -888.962846906382
NA 19_24385081 -888.923464249424
NA 19_24386149 -888.904520699685
NA 19_24615398 -888.289191848691
NA 19_24623533 -887.600469055158
NA 19_24631669 -886.925129599973
NA 19_24646048 -886.401859096153
NA 19_24651380 -885.939695201534
NA 19_24655682 -885.564932562414
NA 19_24659983 -884.923931578504
NA 19_24661370 -884.494992075876
NA 19_24662705 -884.306746816383
NA 19_24664113 -884.39458232915
NA 19_24687303 -884.507055883828
NA 19_24729734 -884.920249367614
NA 19_24741223 -886.201852120293
NA 19_24745602 -886.533212284376
NA 19_24749981 -886.563172259436
NA 19_24754360 -886.541383176079
NA 19_24758506 -886.535184446891
NA 19_24762609 -886.536514277279
NA 19_24809264 -886.539291955379
NA 19_24874336 -886.541347456629
NA 19_24939407 -886.539027042248
NA 19_25004478 -886.532060247048
NA 19_25069550 -886.458647270121
NA 19_25094384 -885.421206151481
NA 19_25099509 -884.161026862112
NA 19_25100587 -882.937024674116
NA 19_25101665 -881.788681400331
NA 19_25102743 -880.755060075954
NA 19_25103820 -879.870275680649
NA 19_25104898 -879.15938272503
NA 19_25105976 -878.635697582491
NA 19_25108018 -878.300147048093
NA 19_25121124 -878.263246716861
NA 19_25124172 -878.306392172721
NA 19_25127220 -878.546426753587
NA 19_25131012 -878.187013125745
NA 19_25164884 -874.077836435064
NA 19_25174425 -874.055865738267
NA 19_25179040 -873.974800033398
NA 19_25181248 -873.991406884487
NA 19_25183456 -874.010298392353
NA 19_25185664 -874.031419809719
NA 19_25213450 -874.054068593748
NA 19_25225757 -874.076199169022
NA 19_25234484 -873.992783201506
NA 19_25240804 -873.407790755867
NA 19_25246239 -873.444248216646
NA 19_25251673 -873.589200804049
NA 19_25257107 -873.737191182138
NA 19_25262541 -873.847974387612
NA 19_25267975 -873.896869405823
NA 19_25275395 -873.946576494327
NA 19_25334339 -873.98972883339
NA 19_25375580 -873.913463793058
NA 19_25376735 -874.101415232699
NA 19_25377890 -874.602183216622
NA 19_25430429 -875.105939802042
NA 19_25445245 -875.128810398843
NA 19_25460061 -875.0870001439
NA 19_25474762 -875.072876011937
NA 19_25487123 -875.313562485523
NA 19_25500518 -875.734806898945
NA 19_25532899 -875.18015901738
NA 19_25565280 -875.223691653854
NA 19_25588832 -875.261384571359
NA 19_25599495 -875.296594656373
NA 19_25603706 -875.295504420126
NA 19_25607918 -875.29254899642
NA 19_25612129 -874.468195529476
NA 19_25616341 -873.823914476555
NA 19_25620552 -873.816848210326
NA 19_25624763 -873.785997673379
NA 19_25628975 -871.92279758282
NA 19_25633186 -870.435708675551
NA 19_25666923 -869.498104716789
NA 19_25705655 -868.702282091484
NA 19_25717202 -868.335892018056
NA 19_25724298 -868.320568709863
NA 19_25725807 -868.307906592202
NA 19_25727315 -868.296288627073
NA 19_25728824 -868.223388113005
NA 19_25730332 -868.140177315967
NA 19_25731841 -868.090696355078
NA 19_25733349 -868.006317250704
NA 19_25735898 -869.607387476146
NA 19_25748084 -871.800888540882
NA 19_25768410 -872.258438169689
NA 19_26254994 -872.172640115382
NA 19_26266960 -872.180574830478
NA 19_26278925 -872.125110320018
NA 19_26290890 -872.067261377148
NA 19_26302855 -872.01515256727
NA 19_26319456 -871.971067322759
NA 19_26336053 -871.976870532811
NA 19_26358240 -871.996878730482
NA 19_26382916 -872.058026867107
NA 19_26407592 -872.168420288076
NA 19_26432269 -872.282820874214
NA 19_26456945 -872.387510315758
NA 19_26480897 -872.27487957843
NA 19_26493222 -872.153084499737
NA 19_26505548 -872.042853873588
NA 19_26517873 -871.942934563296
NA 19_26527366 -871.854315808446
NA 19_26531695 -871.77813171896
NA 19_26535156 -871.714522413858
NA 19_26537007 -871.663611832523
NA 19_26538859 -871.62550917323
NA 19_26540710 -871.500870240675
NA 19_26542561 -871.211378137764
NA 19_26545521 -871.01973299832
NA 19_26587902 -870.909254031765
NA 19_26597204 -870.80679002128
NA 19_26606506 -870.784526044585
NA 19_26780867 -870.322083828041
NA 19_26890064 -868.958853878599
NA 19_26898865 -868.445149776259
NA 19_26899453 -867.944966989313
NA 19_26900040 -867.467927846529
NA 19_26900628 -867.024436662074
NA 19_26901215 -866.624564116883
NA 19_26901803 -866.276758726372
NA 19_26902390 -865.986700640431
NA 19_26905901 -865.756614701246
NA 19_26909897 -865.585223231686
NA 19_26986720 -865.383458540477
NA 19_26986998 -864.95760065632
NA 19_26987276 -864.555108195568
NA 19_26987554 -864.178009360745
NA 19_26988057 -863.828107727601
NA 19_26989339 -863.506934705575
NA 19_26991692 -863.215711328967
NA 19_27134620 -862.256026208057
NA 19_27135444 -861.270502699899
NA 19_27136269 -860.680409453121
NA 19_27381090 -862.361567195166
NA 19_27491492 -862.00889918064
NA 19_27491815 -862.620100222406
NA 19_27492138 -864.30239527036
NA 19_27536651 -864.866349424505
NA 19_27541278 -864.945673284051
NA 19_27545905 -865.029799911934
NA 19_27600054 -865.114290178072
NA 19_27604802 -865.192444571475
NA 19_27609550 -865.262433074568
NA 19_27662666 -869.413741163127
NA 19_27666470 -869.459336775977
NA 19_27670273 -869.507132350602
NA 19_27765374 -869.571373345531
NA 19_27811657 -870.926061315972
NA 19_27845848 -871.863367367179
NA 19_27880039 -871.810934677588
NA 19_27914230 -871.762323338735
NA 19_27948421 -871.834440919254
NA 19_27982612 -872.150459837227
NA 19_28008491 -872.285591805864
NA 19_28029718 -872.493931786368
NA 19_28037254 -872.574625732951
NA 19_28040225 -872.770011296498
NA 19_28043197 -873.081490806556
NA 19_28046169 -873.069224990752
NA 19_28049140 -873.047427641114
NA 19_28052112 -873.178383979427
NA 19_28055084 -873.346391856543
NA 19_28058055 -873.508303355068
NA 19_28061027 -873.429415207449
NA 19_28063998 -873.362855782898
NA 19_28066347 -873.313931334048
NA 19_28066583 -873.269374229899
NA 19_28066818 -873.229264870293
NA 19_28072860 -873.193671615656
NA 19_28081013 -873.162648990802
NA 19_28089166 -873.13618040426
NA 19_28102914 -873.181237321932
NA 19_28174689 -873.230059326289
NA 19_28190324 -873.500693069854
NA 19_28205958 -873.793931531276
NA 19_28276718 -873.760371638887
NA 19_28433340 -872.377566937409
NA 19_28433429 -872.374705381059
NA 19_28433519 -872.372377254902
NA 19_28433608 -872.370582933595
NA 19_28434587 -872.369322443071
NA 19_28435733 -872.370139032718
NA 19_28448079 -872.371138985073
NA 19_28502530 -873.531089738486
NA 19_28510569 -873.527267493012
NA 19_28518489 -873.527153422292
NA 19_28519386 -873.87471721092
NA 19_28519882 -874.29340064272
NA 19_28520378 -874.767885125908
NA 19_28520873 -875.052963864176
NA 19_28521369 -875.085228559085
NA 19_28521865 -875.127638545108
NA 19_28616997 -875.161964007819
NA 19_28711861 -875.160523594525
NA 19_28714631 -875.161266309297
NA 19_28717401 -875.15497516524
NA 19_28720171 -875.149292437336
NA 19_28730951 -875.149662838755
NA 19_28738709 -875.151519195875
NA 19_28746466 -875.153296224572
NA 19_28754224 -875.155456552196
NA 19_28759411 -875.158047794936
NA 19_28764166 -875.161064981097
NA 19_28768921 -875.164617319001
NA 19_28771409 -875.1990976828
NA 19_28773513 -875.197020252165
NA 19_28775617 -875.18439461818
NA 19_28777722 -875.185155399459
NA 19_28779826 -875.249874186236
NA 19_28781930 -875.349767055452
NA 19_28784034 -875.484755778511
NA 19_28786138 -875.654403048034
NA 19_28788242 -875.857923093784
NA 19_28790346 -876.094201710678
NA 19_28792691 -876.361852806213
NA 19_28939708 -876.435412692273
NA 19_28966461 -876.559170368277
NA 19_28979138 -876.69827584557
NA 19_28991815 -876.85179800537
NA 19_29004492 -876.868592268452
NA 19_29017169 -876.864167527348
NA 19_29029846 -876.662076124088
NA 19_29089975 -876.553391118594
NA 19_29244528 -877.795427225797
NA 19_29367672 -878.331794443038
NA 19_29395445 -878.510169585979
NA 19_29423219 -878.795021294434
NA 19_29450992 -878.874699155184
NA 19_29551490 -878.92801154445
NA 19_29699985 -879.924043939669
NA 19_29826905 -879.948143473605
