value loglik
NA 19_18147123 -927.635986665973
NA 19_18147270 -927.560627551046
NA 19_18147416 -927.482314413395
NA 19_18170066 -927.401615429431
NA 19_18210494 -927.354570028722
NA 19_18211151 -927.302077850152
NA 19_18211808 -927.243274206481
NA 19_18224115 -927.187930142936
NA 19_18226843 -927.125695591319
NA 19_18229572 -927.042485092632
NA 19_18232300 -926.97723511305
NA 19_18235779 -926.933440583292
NA 19_18244123 -926.890513019996
NA 19_18252467 -926.826832267577
NA 19_18275473 -926.890022203618
NA 19_18288997 -926.897984927649
NA 19_18302521 -926.902520400494
NA 19_18316045 -926.940578557371
NA 19_18333753 -927.057852665796
NA 19_18357444 -927.137412655416
NA 19_18363542 -927.203508099991
NA 19_18369640 -927.259690558463
NA 19_18375737 -927.119406950524
NA 19_18381835 -926.893405808833
NA 19_18387932 -926.677088047926
NA 19_18660511 -926.802578232918
NA 19_18668463 -927.012791527663
NA 19_18676416 -926.028245487679
NA 19_18975648 -925.51644888444
NA 19_19274879 -925.563113683167
NA 19_19305304 -925.444148680874
NA 19_19335729 -925.263289717278
NA 19_19461226 -925.172409355628
NA 19_19464083 -925.08348623584
NA 19_19466941 -924.993812296511
NA 19_19537824 -924.904699853428
NA 19_19548156 -924.817489213258
NA 19_19558489 -924.733509330891
NA 19_19870145 -924.738300837646
NA 19_19874630 -924.691387668868
NA 19_19879115 -924.648111439845
NA 19_20125475 -924.617955813482
NA 19_20137919 -924.591765369015
NA 19_20150362 -924.566474956845
NA 19_20302600 -924.373032618531
NA 19_20303683 -924.130801717358
NA 19_20304765 -923.897145858154
NA 19_20626923 -923.925205382947
NA 19_20633442 -923.967087505511
NA 19_20639961 -923.926144075009
NA 19_20756178 -923.75711675755
NA 19_20775432 -923.546354634297
NA 19_20794687 -923.484416078826
NA 19_20796932 -923.448621482141
NA 19_20798905 -923.441497635617
NA 19_20801032 -923.464748750997
NA 19_20803231 -923.519127804456
NA 19_20805430 -923.604356226584
NA 19_20807629 -923.719142856169
NA 19_20902553 -923.212845342968
NA 19_20998510 -922.981479639782
NA 19_21094467 -922.271424414715
NA 19_21182134 -921.993701421053
NA 19_21270329 -921.902085027891
NA 19_21326896 -921.871425995567
NA 19_21332327 -921.802722766213
NA 19_21336729 -921.73724790132
NA 19_21341131 -921.675348061486
NA 19_21345533 -921.617319619858
NA 19_21349935 -921.563406243511
NA 19_21356079 -921.570796388649
NA 19_21515834 -922.079254015695
NA 19_21518274 -922.455089414151
NA 19_21520713 -922.730188489109
NA 19_21523152 -922.840269535427
NA 19_21533417 -922.937053109269
NA 19_21545048 -923.006614317779
NA 19_21727395 -923.08184003778
NA 19_21740049 -923.197318409614
NA 19_21752704 -923.339678708482
NA 19_21835817 -923.935306009716
NA 19_21840919 -924.471981746407
NA 19_21846022 -924.585065637488
NA 19_21936950 -924.474939794619
NA 19_21970456 -924.301344603643
NA 19_22003963 -924.173115136653
NA 19_22156073 -924.070493530726
NA 19_22172322 -923.962139393397
NA 19_22187306 -923.853209520854
NA 19_22191696 -923.743175729248
NA 19_22195207 -923.63291447448
NA 19_22198718 -923.523327625785
NA 19_22202229 -923.414190119071
NA 19_22205740 -923.305410522258
NA 19_22209250 -923.197198865478
NA 19_22212761 -923.089772847395
NA 19_22216272 -922.983353037452
NA 19_22219783 -922.878162499263
NA 19_22223294 -922.774427218258
NA 19_22226805 -922.672369881806
NA 19_22230316 -922.57641246549
NA 19_22233827 -922.502415008272
NA 19_22237338 -922.480565451937
NA 19_22240848 -922.545837447944
NA 19_22244457 -922.38034359733
NA 19_22264004 -922.219505172117
NA 19_22288023 -922.216652942807
NA 19_22294213 -922.224720328758
NA 19_22298836 -922.202108379631
NA 19_22303459 -922.178144549277
NA 19_22333838 -922.158142825577
NA 19_22382301 -922.14233670787
NA 19_22413259 -922.130828797209
NA 19_22419242 -922.123768600677
NA 19_22425226 -922.1214342459
NA 19_22431209 -922.123558743079
NA 19_22435586 -922.130546405896
NA 19_22436965 -922.14236569265
NA 19_22438344 -922.15901946914
NA 19_22439723 -922.180371807247
NA 19_22441102 -922.206230980533
NA 19_22442482 -922.236355545011
NA 19_22443861 -922.270460832892
NA 19_22445240 -922.308225575853
NA 19_22446619 -922.329292972309
NA 19_22447998 -922.344997114774
NA 19_22449377 -922.354357802096
NA 19_22450756 -922.363640036202
NA 19_22452135 -922.372207742465
NA 19_22453515 -922.381044256534
NA 19_22454894 -922.390138982693
NA 19_22456273 -922.399479706358
NA 19_22507525 -922.40866252714
NA 19_22560818 -922.415978459324
NA 19_22567436 -922.419587392029
NA 19_22570782 -922.423248331982
NA 19_22574128 -922.426918341314
NA 19_22577474 -922.430567348169
NA 19_22580820 -922.433867512636
NA 19_22584166 -922.432716053182
NA 19_22587512 -922.431370010094
NA 19_22590858 -922.429847188954
NA 19_22594203 -922.429625056772
NA 19_22597549 -922.417620286148
NA 19_22600895 -922.142353879504
NA 19_22604768 -921.871386872429
NA 19_22611929 -921.731903860423
NA 19_22615951 -921.707874484557
NA 19_22616579 -921.683643260133
NA 19_22617111 -921.658803306531
NA 19_22617643 -921.633932032683
NA 19_22618175 -921.432887508133
NA 19_22618707 -920.986295283792
NA 19_22619240 -920.567497712844
NA 19_22619772 -920.19746167791
NA 19_22620304 -919.908944709224
NA 19_22620537 -919.813058539438
NA 19_22620655 -919.726706516803
NA 19_22620774 -919.650898975495
NA 19_22621212 -919.623162610397
NA 19_22623056 -919.602960639973
NA 19_22625940 -919.583524871615
NA 19_22632448 -919.564779424654
NA 19_22638956 -919.546404841857
NA 19_22645464 -919.455602632659
NA 19_22651972 -919.356452952084
NA 19_22658480 -919.259457161504
NA 19_22692039 -919.169911532099
NA 19_22776340 -914.901239675191
NA 19_22788765 -914.136255041633
NA 19_22792288 -914.129109115752
NA 19_22794125 -914.121914005668
NA 19_22795963 -914.114670554668
NA 19_22797800 -914.107379473071
NA 19_22799638 -914.100040843448
NA 19_22858304 -914.013274290767
NA 19_22891650 -913.07955905797
NA 19_22894267 -912.165989382426
NA 19_22896884 -911.309609751627
NA 19_22899501 -910.530564493468
NA 19_22902118 -910.821472459312
NA 19_22904734 -910.665775955521
NA 19_22907351 -910.348199134114
NA 19_22909968 -910.080595397456
NA 19_22912585 -909.866448672212
NA 19_23342789 -909.540231777384
NA 19_23344991 -909.501112904832
NA 19_23347193 -909.472223557282
NA 19_23350338 -909.582483184907
NA 19_23359294 -909.732224535371
NA 19_23368249 -909.879259186196
NA 19_23376634 -910.050726766479
NA 19_23378430 -910.243392679839
NA 19_23380227 -910.358243755402
NA 19_23382024 -910.513334003535
NA 19_23383821 -910.707594830068
NA 19_23385618 -910.939415893235
NA 19_23868659 -911.460229730333
NA 19_23870233 -910.893906063334
NA 19_23871808 -910.347428521514
NA 19_23873382 -909.834444484581
NA 19_23874956 -909.367311897207
NA 19_23876530 -908.956076050512
NA 19_23917687 -908.619189660863
NA 19_23917752 -908.516715578029
NA 19_23917817 -908.42724685004
NA 19_23918175 -908.351234816346
NA 19_23925367 -908.308368599675
NA 19_23932559 -908.286791177185
NA 19_23988954 -908.274890433117
NA 19_23999542 -908.252341419662
NA 19_24010131 -908.198930666797
NA 19_24048529 -908.122136426285
NA 19_24058490 -908.063823112439
NA 19_24068452 -907.95210933018
NA 19_24078414 -907.878413561663
NA 19_24151901 -907.817318737726
NA 19_24152632 -907.777702879106
NA 19_24153364 -907.759533144518
NA 19_24154095 -907.761070932957
NA 19_24154826 -907.779366036972
NA 19_24155557 -907.803073816616
NA 19_24307454 -906.70091188033
NA 19_24332887 -906.658263614805
NA 19_24358320 -906.653361203755
NA 19_24382219 -906.427057929653
NA 19_24382803 -906.280211572764
