value loglik
19_25246239 19_18147123 -950.347338963831
19_25246239 19_18147270 -950.408736105916
19_25246239 19_18147416 -950.476757458032
19_25246239 19_18170066 -950.550859957168
19_25246239 19_18210494 -950.550695234845
19_25246239 19_18211151 -950.549027833485
19_25246239 19_18211808 -950.548528267745
19_25246239 19_18224115 -950.531794393198
19_25246239 19_18226843 -950.514040438594
19_25246239 19_18229572 -950.439076057734
19_25246239 19_18232300 -950.378583082069
19_25246239 19_18235779 -950.333475687955
19_25246239 19_18244123 -950.376258563513
19_25246239 19_18252467 -950.429515779329
19_25246239 19_18275473 -950.319197713629
19_25246239 19_18288997 -950.253247165479
19_25246239 19_18302521 -950.207221705644
19_25246239 19_18316045 -950.16855564365
19_25246239 19_18333753 -950.173207008524
19_25246239 19_18357444 -950.257035253762
19_25246239 19_18363542 -950.341865387888
19_25246239 19_18369640 -950.416154344192
19_25246239 19_18375737 -950.480722264475
19_25246239 19_18381835 -950.535282928693
19_25246239 19_18387932 -950.663891810805
19_25246239 19_18660511 -950.279463911246
19_25246239 19_18668463 -949.824713427447
19_25246239 19_18676416 -948.341399764064
19_25246239 19_18975648 -947.953396503898
19_25246239 19_19274879 -947.926167224046
19_25246239 19_19305304 -948.026001356996
19_25246239 19_19335729 -948.17821375901
19_25246239 19_19461226 -948.247538840837
19_25246239 19_19464083 -948.322919874557
19_25246239 19_19466941 -948.401772386456
19_25246239 19_19537824 -948.483813809898
19_25246239 19_19548156 -948.568697783782
19_25246239 19_19558489 -948.656027038651
19_25246239 19_19870145 -948.642916475041
19_25246239 19_19874630 -948.633425947776
19_25246239 19_19879115 -948.62791697595
19_25246239 19_20125475 -948.588695453893
19_25246239 19_20137919 -948.536898785553
19_25246239 19_20150362 -948.481679994096
19_25246239 19_20302600 -948.502954434702
19_25246239 19_20303683 -948.541499604683
19_25246239 19_20304765 -948.564510997604
19_25246239 19_20626923 -948.841176806076
19_25246239 19_20633442 -948.959285367071
19_25246239 19_20639961 -948.927457102207
19_25246239 19_20756178 -948.881486689183
19_25246239 19_20775432 -948.8396833008
19_25246239 19_20794687 -948.820758025128
19_25246239 19_20796932 -948.817101244509
19_25246239 19_20798905 -948.829415421441
19_25246239 19_20801032 -948.857779205948
19_25246239 19_20803231 -948.901644777892
19_25246239 19_20805430 -948.959897507769
19_25246239 19_20807629 -949.03095875485
19_25246239 19_20902553 -949.746156488234
19_25246239 19_20998510 -949.62365952043
19_25246239 19_21094467 -948.812821064897
19_25246239 19_21182134 -948.730854753979
19_25246239 19_21270329 -948.678358377062
19_25246239 19_21326896 -948.686325321559
19_25246239 19_21332327 -948.634336403847
19_25246239 19_21336729 -948.587944993406
19_25246239 19_21341131 -948.547607458354
19_25246239 19_21345533 -948.513607790812
19_25246239 19_21349935 -948.486058616166
19_25246239 19_21356079 -948.343141825847
19_25246239 19_21515834 -948.273214686382
19_25246239 19_21518274 -948.274612612425
19_25246239 19_21520713 -948.269184173398
19_25246239 19_21523152 -948.24811624928
19_25246239 19_21533417 -948.230175360332
19_25246239 19_21545048 -948.221296620344
19_25246239 19_21727395 -948.208467312518
19_25246239 19_21740049 -948.198848593178
19_25246239 19_21752704 -948.193655340757
19_25246239 19_21835817 -948.188829762476
19_25246239 19_21840919 -948.239465708397
19_25246239 19_21846022 -948.249580035816
19_25246239 19_21936950 -948.173749959729
19_25246239 19_21970456 -948.007066930266
19_25246239 19_22003963 -947.837771357997
19_25246239 19_22156073 -947.775985827472
19_25246239 19_22172322 -947.780900544051
19_25246239 19_22187306 -947.785124363076
19_25246239 19_22191696 -947.788995856255
19_25246239 19_22195207 -947.794074226953
19_25246239 19_22198718 -947.803735169366
19_25246239 19_22202229 -947.816965137541
19_25246239 19_22205740 -947.832481173845
19_25246239 19_22209250 -947.850192388713
19_25246239 19_22212761 -947.869992926384
19_25246239 19_22216272 -947.891762358262
19_25246239 19_22219783 -947.915368151587
19_25246239 19_22223294 -947.940668937619
19_25246239 19_22226805 -947.967515040024
19_25246239 19_22230316 -947.988282032869
19_25246239 19_22233827 -947.973467605778
19_25246239 19_22237338 -947.959577162348
19_25246239 19_22240848 -948.059907884236
19_25246239 19_22244457 -948.100705608599
19_25246239 19_22264004 -948.13689701017
19_25246239 19_22288023 -948.146096656973
19_25246239 19_22294213 -948.153770244531
19_25246239 19_22298836 -948.138810233333
