value loglik
19_30181824 19_18147123 -835.555424163129
19_30181824 19_18147270 -835.511897482119
19_30181824 19_18147416 -835.475929066174
19_30181824 19_18170066 -835.448165946553
19_30181824 19_18210494 -835.452582883075
19_30181824 19_18211151 -835.457741948112
19_30181824 19_18211808 -835.463136153302
19_30181824 19_18224115 -835.596761365847
19_30181824 19_18226843 -835.750768967137
19_30181824 19_18229572 -835.88684673687
19_30181824 19_18232300 -836.052557246674
19_30181824 19_18235779 -836.237857419924
19_30181824 19_18244123 -836.30597219037
19_30181824 19_18252467 -836.362343513333
19_30181824 19_18275473 -836.833631758433
19_30181824 19_18288997 -837.16182448108
19_30181824 19_18302521 -837.249814584781
19_30181824 19_18316045 -837.335694439325
19_30181824 19_18333753 -837.419593421525
19_30181824 19_18357444 -837.466263523285
19_30181824 19_18363542 -837.50818944374
19_30181824 19_18369640 -837.540181924282
19_30181824 19_18375737 -837.324159285332
19_30181824 19_18381835 -837.222523812647
19_30181824 19_18387932 -837.109290136991
19_30181824 19_18660511 -837.208376403059
19_30181824 19_18668463 -837.340799678367
19_30181824 19_18676416 -837.899481890431
19_30181824 19_18975648 -837.058493626463
19_30181824 19_19274879 -836.716609884932
19_30181824 19_19305304 -835.987156759098
19_30181824 19_19335729 -835.787403262882
19_30181824 19_19461226 -835.839119349467
19_30181824 19_19464083 -835.8971099873
19_30181824 19_19466941 -835.962631127042
19_30181824 19_19537824 -836.034914560111
19_30181824 19_19548156 -836.1130874414
19_30181824 19_19558489 -836.196203515394
19_30181824 19_19870145 -836.179877272491
19_30181824 19_19874630 -836.113037023578
19_30181824 19_19879115 -836.060825333183
19_30181824 19_20125475 -836.082363362495
19_30181824 19_20137919 -836.121922745194
19_30181824 19_20150362 -836.163981725945
19_30181824 19_20302600 -836.163497438242
19_30181824 19_20303683 -836.153630275607
19_30181824 19_20304765 -836.118431349791
19_30181824 19_20626923 -836.341478972465
19_30181824 19_20633442 -836.482023509284
19_30181824 19_20639961 -836.500912581156
19_30181824 19_20756178 -836.525018909395
19_30181824 19_20775432 -836.54540742642
19_30181824 19_20794687 -836.535377508618
19_30181824 19_20796932 -836.533994411764
19_30181824 19_20798905 -836.54198486085
19_30181824 19_20801032 -836.559743020696
19_30181824 19_20803231 -836.587289474126
19_30181824 19_20805430 -836.624265545239
19_30181824 19_20807629 -836.669946435484
19_30181824 19_20902553 -836.589969638579
19_30181824 19_20998510 -836.597950951194
19_30181824 19_21094467 -836.680476943226
19_30181824 19_21182134 -836.629900793018
19_30181824 19_21270329 -836.558297117251
19_30181824 19_21326896 -836.507205020253
19_30181824 19_21332327 -836.431968235774
19_30181824 19_21336729 -836.357426873797
19_30181824 19_21341131 -836.284126338109
19_30181824 19_21345533 -836.21256754278
19_30181824 19_21349935 -836.14319552552
19_30181824 19_21356079 -836.119971035795
19_30181824 19_21515834 -835.953039610529
19_30181824 19_21518274 -835.772630621693
19_30181824 19_21520713 -835.586902139228
19_30181824 19_21523152 -835.512470139836
19_30181824 19_21533417 -835.437571338431
19_30181824 19_21545048 -835.368067743467
19_30181824 19_21727395 -835.520418248882
19_30181824 19_21740049 -835.788862762386
19_30181824 19_21752704 -836.039345639907
