value loglik
NA 19_18147123 -916.088121097185
NA 19_18147270 -916.175531760168
NA 19_18147416 -916.257627931541
NA 19_18170066 -916.333916242112
NA 19_18210494 -916.321468825419
NA 19_18211151 -916.306695859274
NA 19_18211808 -916.292036696221
NA 19_18224115 -916.311752904014
NA 19_18226843 -916.33730455961
NA 19_18229572 -916.431190627521
NA 19_18232300 -916.487027684375
NA 19_18235779 -916.503013897131
NA 19_18244123 -916.525376530113
NA 19_18252467 -916.551739421625
NA 19_18275473 -916.4481499849
NA 19_18288997 -916.342496183011
NA 19_18302521 -916.318756959015
NA 19_18316045 -916.278430993277
NA 19_18333753 -916.191533581327
NA 19_18357444 -916.138250823135
NA 19_18363542 -916.096005982365
NA 19_18369640 -916.059647700831
NA 19_18375737 -915.992516457162
NA 19_18381835 -915.902490498453
NA 19_18387932 -915.710026985216
NA 19_18660511 -915.871358264625
NA 19_18668463 -916.159163982024
NA 19_18676416 -916.317170878751
NA 19_18975648 -917.097472743336
NA 19_19274879 -916.873862752611
NA 19_19305304 -916.238219170494
NA 19_19335729 -916.039233582382
NA 19_19461226 -916.070302195744
NA 19_19464083 -916.090234101581
NA 19_19466941 -916.107736016142
NA 19_19537824 -916.122634041423
NA 19_19548156 -916.13478387705
NA 19_19558489 -916.144083520291
NA 19_19870145 -915.916847595503
NA 19_19874630 -915.752100398157
NA 19_19879115 -915.589828754376
NA 19_20125475 -915.614139200611
NA 19_20137919 -915.683536365424
NA 19_20150362 -915.751423047421
NA 19_20302600 -915.813545100611
NA 19_20303683 -915.868382797589
NA 19_20304765 -915.875341255877
NA 19_20626923 -915.759331550994
NA 19_20633442 -915.633130594968
NA 19_20639961 -915.512708236181
NA 19_20756178 -915.338142866306
NA 19_20775432 -915.166604514978
NA 19_20794687 -915.077179903057
NA 19_20796932 -914.988727720747
NA 19_20798905 -914.902770524105
NA 19_20801032 -914.820730815676
NA 19_20803231 -914.743826155308
NA 19_20805430 -914.672993328474
NA 19_20807629 -914.608840642245
NA 19_20902553 -914.713879820911
NA 19_20998510 -914.866231134587
NA 19_21094467 -914.92677230088
NA 19_21182134 -915.025151953304
NA 19_21270329 -915.051748466138
NA 19_21326896 -914.867075816097
NA 19_21332327 -914.873345124553
NA 19_21336729 -914.880455272626
NA 19_21341131 -914.888830941722
NA 19_21345533 -914.898906495812
NA 19_21349935 -914.91110247065
NA 19_21356079 -914.964950098886
NA 19_21515834 -915.004372920505
NA 19_21518274 -915.043142015857
NA 19_21520713 -915.094578527691
NA 19_21523152 -915.134581682277
NA 19_21533417 -915.176810544859
NA 19_21545048 -915.18988072186
NA 19_21727395 -915.135330041333
NA 19_21740049 -915.060781061153
NA 19_21752704 -914.998039902758
NA 19_21835817 -914.929395957002
NA 19_21840919 -915.16027786581
NA 19_21846022 -915.15970232374
NA 19_21936950 -915.060327161441
NA 19_21970456 -914.928560947508
NA 19_22003963 -914.801531482539
NA 19_22156073 -914.744067446062
NA 19_22172322 -914.73343926148
NA 19_22187306 -914.731370650785
NA 19_22191696 -914.739078536053
NA 19_22195207 -914.747689652008
NA 19_22198718 -914.784514804381
NA 19_22202229 -914.831302782491
NA 19_22205740 -914.876305171446
NA 19_22209250 -914.919191621595
NA 19_22212761 -914.959643614505
NA 19_22216272 -914.997357464622
NA 19_22219783 -915.032050335844
NA 19_22223294 -915.06346661092
NA 19_22226805 -915.091380093463
NA 19_22230316 -915.113341911102
NA 19_22233827 -915.120531553428
NA 19_22237338 -915.111318922928
NA 19_22240848 -915.056128817264
NA 19_22244457 -915.06343154334
NA 19_22264004 -915.063334788623
NA 19_22288023 -915.060766179459
NA 19_22294213 -915.057163261246
NA 19_22298836 -914.992718189338
NA 19_22303459 -914.916552239397
NA 19_22333838 -914.838248113338
NA 19_22382301 -914.758216977778
NA 19_22413259 -914.676437954798
NA 19_22419242 -914.593201886367
NA 19_22425226 -914.509207137835
NA 19_22431209 -914.424352191292
NA 19_22435586 -914.339123533224
NA 19_22436965 -914.253798185752
NA 19_22438344 -914.169367121904
NA 19_22439723 -914.086179730471
NA 19_22441102 -914.004549597004
NA 19_22442482 -913.924754008609
NA 19_22443861 -913.847028890053
NA 19_22445240 -913.771568368918
NA 19_22446619 -913.69700054733
NA 19_22447998 -913.661103715091
NA 19_22449377 -913.685236867176
NA 19_22450756 -913.710113355764
NA 19_22452135 -913.735685347865
NA 19_22453515 -913.761944470248
NA 19_22454894 -913.788854409752
NA 19_22456273 -913.816376548995
NA 19_22507525 -913.844337036449
NA 19_22560818 -913.854269823168
NA 19_22567436 -913.826465206046
NA 19_22570782 -913.798499224263
NA 19_22574128 -913.770449932362
NA 19_22577474 -913.742422050181
NA 19_22580820 -913.716692632541
NA 19_22584166 -913.72274495806
NA 19_22587512 -913.72920243722
NA 19_22590858 -913.736047176366
NA 19_22594203 -913.734897952853
NA 19_22597549 -913.719551166865
NA 19_22600895 -913.669690914348
NA 19_22604768 -913.684638498518
NA 19_22611929 -913.6921863471
NA 19_22615951 -913.69838577438
NA 19_22616579 -913.704910602778
NA 19_22617111 -913.711780719977
NA 19_22617643 -913.718973293492
NA 19_22618175 -913.782902963696
NA 19_22618707 -913.879789962655
NA 19_22619240 -913.96987209081
NA 19_22619772 -914.053269712956
NA 19_22620304 -914.129869911507
NA 19_22620537 -914.191460464462
NA 19_22620655 -914.253493947389
NA 19_22620774 -914.314661335061
NA 19_22621212 -914.352648681619
NA 19_22623056 -914.386208917401
NA 19_22625940 -914.418336648173
NA 19_22632448 -914.448525127309
NA 19_22638956 -914.475879643962
NA 19_22645464 -914.390841712264
NA 19_22651972 -914.315915054768
NA 19_22658480 -914.256523628733
NA 19_22692039 -914.204585838762
NA 19_22776340 -914.019789568103
NA 19_22788765 -914.022320379052
NA 19_22792288 -914.021703877089
NA 19_22794125 -914.02109841298
NA 19_22795963 -914.020504356046
NA 19_22797800 -914.019921940678
NA 19_22799638 -914.019350306959
NA 19_22858304 -914.010217947375
NA 19_22891650 -913.943796807762
NA 19_22894267 -913.875614838549
NA 19_22896884 -913.806301633843
NA 19_22899501 -913.736587438601
NA 19_22902118 -914.907783676581
NA 19_22904734 -914.942859630149
NA 19_22907351 -914.885767134058
NA 19_22909968 -914.83142120181
NA 19_22912585 -914.780174064744
NA 19_23342789 -914.960968388906
NA 19_23344991 -914.907251787115
NA 19_23347193 -914.870746476704
NA 19_23350338 -914.845818865119
NA 19_23359294 -914.854151570362
NA 19_23368249 -914.877631347445
