value loglik
19_40068263 19_18147123 -952.529464400922
19_40068263 19_18147270 -952.516863240551
19_40068263 19_18147416 -952.501913185568
19_40068263 19_18170066 -952.484650984815
19_40068263 19_18210494 -952.474549177686
19_40068263 19_18211151 -952.461486984282
19_40068263 19_18211808 -952.445280721152
19_40068263 19_18224115 -952.4221026214
19_40068263 19_18226843 -952.394826873824
19_40068263 19_18229572 -952.360524152252
19_40068263 19_18232300 -952.326872876391
19_40068263 19_18235779 -952.295530419431
19_40068263 19_18244123 -952.242345831416
19_40068263 19_18252467 -952.183492672479
19_40068263 19_18275473 -951.897798013807
19_40068263 19_18288997 -951.767841313773
19_40068263 19_18302521 -951.732931257704
19_40068263 19_18316045 -951.699385604996
19_40068263 19_18333753 -951.667711191182
19_40068263 19_18357444 -951.645774830886
19_40068263 19_18363542 -951.621723398223
19_40068263 19_18369640 -951.594404194399
19_40068263 19_18375737 -951.633109819748
19_40068263 19_18381835 -951.614458721634
19_40068263 19_18387932 -951.59801612612
19_40068263 19_18660511 -951.617048287623
19_40068263 19_18668463 -951.641875558999
19_40068263 19_18676416 -951.219769647155
19_40068263 19_18975648 -950.724543067457
19_40068263 19_19274879 -950.736496450371
19_40068263 19_19305304 -950.763720030976
19_40068263 19_19335729 -950.768950239614
19_40068263 19_19461226 -950.779754823045
19_40068263 19_19464083 -950.792673945122
19_40068263 19_19466941 -950.803120479128
19_40068263 19_19537824 -950.811106620666
19_40068263 19_19548156 -950.816672453679
19_40068263 19_19558489 -950.819885034701
19_40068263 19_19870145 -950.718450071535
19_40068263 19_19874630 -950.692184328902
19_40068263 19_19879115 -950.659862122921
19_40068263 19_20125475 -950.640380758282
19_40068263 19_20137919 -950.625428491732
19_40068263 19_20150362 -950.610928531941
19_40068263 19_20302600 -950.585699280704
19_40068263 19_20303683 -950.560534707793
19_40068263 19_20304765 -950.541135137357
19_40068263 19_20626923 -950.526484282346
19_40068263 19_20633442 -950.47927765823
19_40068263 19_20639961 -950.416361758937
19_40068263 19_20756178 -950.349775553903
19_40068263 19_20775432 -950.269181992155
19_40068263 19_20794687 -950.283138823389
19_40068263 19_20796932 -950.297954472935
19_40068263 19_20798905 -950.313313908872
