value loglik
NA 19_18147123 -959.438027110569
NA 19_18147270 -959.358255556908
NA 19_18147416 -959.275318406286
NA 19_18170066 -959.189250609325
NA 19_18210494 -959.099785558134
NA 19_18211151 -958.993012444532
NA 19_18211808 -958.868083648555
NA 19_18224115 -958.860022412137
NA 19_18226843 -958.845503710136
NA 19_18229572 -958.869462033419
NA 19_18232300 -958.849974492643
NA 19_18235779 -958.784745799921
NA 19_18244123 -958.543413783313
NA 19_18252467 -958.285011966961
NA 19_18275473 -958.552620053516
NA 19_18288997 -958.526195483108
NA 19_18302521 -958.367848738686
NA 19_18316045 -958.241212524237
NA 19_18333753 -958.202058789336
NA 19_18357444 -958.186782845543
NA 19_18363542 -958.18698801021
NA 19_18369640 -958.195933472015
NA 19_18375737 -958.596570880424
NA 19_18381835 -958.565053767493
NA 19_18387932 -958.547620796004
NA 19_18660511 -958.431948318783
NA 19_18668463 -958.532109105261
NA 19_18676416 -959.559523321395
NA 19_18975648 -960.761450336798
NA 19_19274879 -960.928055985885
NA 19_19305304 -961.17798930796
NA 19_19335729 -961.223529741543
NA 19_19461226 -961.226746627675
NA 19_19464083 -961.231447330051
NA 19_19466941 -961.237201387995
NA 19_19537824 -961.243891839792
NA 19_19548156 -961.251432037632
NA 19_19558489 -961.259769537483
NA 19_19870145 -961.163064703457
NA 19_19874630 -961.143004923967
NA 19_19879115 -961.120668330466
NA 19_20125475 -961.068277175777
NA 19_20137919 -961.003085855659
NA 19_20150362 -960.932590161045
NA 19_20302600 -960.91562850815
NA 19_20303683 -960.903164805484
NA 19_20304765 -960.8997120802
NA 19_20626923 -960.915971848054
NA 19_20633442 -960.969271125125
NA 19_20639961 -961.035163961884
NA 19_20756178 -961.046015316665
NA 19_20775432 -961.046549109614
NA 19_20794687 -961.107021948634
NA 19_20796932 -961.165138374334
NA 19_20798905 -961.219238099584
NA 19_20801032 -961.267759411697
NA 19_20803231 -961.309438269174
NA 19_20805430 -961.343475786312
NA 19_20807629 -961.369631110882
NA 19_20902553 -961.574795074214
NA 19_20998510 -961.562418548654
NA 19_21094467 -961.347872782437
NA 19_21182134 -961.313297821277
NA 19_21270329 -961.260989166434
NA 19_21326896 -961.181973363052
NA 19_21332327 -961.148719295324
NA 19_21336729 -961.11387784875
NA 19_21341131 -961.07760223034
NA 19_21345533 -961.040059206437
NA 19_21349935 -961.001426340158
NA 19_21356079 -961.196052608533
NA 19_21515834 -961.39506270161
NA 19_21518274 -961.472829096622
NA 19_21520713 -961.537149642281
NA 19_21523152 -961.573444848261
NA 19_21533417 -961.610269085464
NA 19_21545048 -961.640481286039
NA 19_21727395 -961.621918408658
NA 19_21740049 -961.577070107542
NA 19_21752704 -961.53244682715
NA 19_21835817 -961.776522179484
NA 19_21840919 -962.24469799997
NA 19_21846022 -962.261302327502
NA 19_21936950 -962.26342556422
NA 19_21970456 -962.262785855701
NA 19_22003963 -962.265073268942
NA 19_22156073 -962.242833004632
NA 19_22172322 -962.201974861655
NA 19_22187306 -962.153515429284
NA 19_22191696 -962.095561486385
NA 19_22195207 -962.035421525906
NA 19_22198718 -961.970907759425
NA 19_22202229 -961.903625648572
NA 19_22205740 -961.834629036522
NA 19_22209250 -961.764048310889
NA 19_22212761 -961.692031577735
NA 19_22216272 -961.618742065087
NA 19_22219783 -961.544358839629
NA 19_22223294 -961.469072916594
NA 19_22226805 -961.393086491076
NA 19_22230316 -961.321386231944
NA 19_22233827 -961.273373458366
NA 19_22237338 -961.28265843225
NA 19_22240848 -961.539232080934
NA 19_22244457 -961.469437024311
NA 19_22264004 -961.406089718919
NA 19_22288023 -961.401471220186
NA 19_22294213 -961.396844539723
NA 19_22298836 -961.381801640697
NA 19_22303459 -961.365595737665
NA 19_22333838 -961.35000246678
NA 19_22382301 -961.335010225087
NA 19_22413259 -961.320615043618
NA 19_22419242 -961.306925784891
NA 19_22425226 -961.294049294225
NA 19_22431209 -961.281501933671
NA 19_22435586 -961.269833405919
NA 19_22436965 -961.259042454847
NA 19_22438344 -961.249361138191
NA 19_22439723 -961.240807581719
NA 19_22441102 -961.233386555524
NA 19_22442482 -961.227089734123
NA 19_22443861 -961.221897360786
NA 19_22445240 -961.217778368641
NA 19_22446619 -961.192642637749
NA 19_22447998 -961.17071150908
NA 19_22449377 -961.164449917597
NA 19_22450756 -961.158265845592
NA 19_22452135 -961.151910355929
NA 19_22453515 -961.145800726857
NA 19_22454894 -961.139944657387
NA 19_22456273 -961.13434940874
NA 19_22507525 -961.128973476848
NA 19_22560818 -961.125448375386
NA 19_22567436 -961.125371357404
NA 19_22570782 -961.125578510038
NA 19_22574128 -961.125890619928
NA 19_22577474 -961.126299208861
NA 19_22580820 -961.126643478422
NA 19_22584166 -961.124741123937
NA 19_22587512 -961.122710439642
NA 19_22590858 -961.120654057357
NA 19_22594203 -961.11758030548
NA 19_22597549 -961.121002004378
