value loglik
19_28063998 19_18147123 -954.442145600953
19_28063998 19_18147270 -954.44480470524
19_28063998 19_18147416 -954.449037045442
19_28063998 19_18170066 -954.454764656689
19_28063998 19_18210494 -954.454138590342
19_28063998 19_18211151 -954.454517023086
19_28063998 19_18211808 -954.456140713656
19_28063998 19_18224115 -954.494595445808
19_28063998 19_18226843 -954.537541351302
19_28063998 19_18229572 -954.604661878829
19_28063998 19_18232300 -954.673173399842
19_28063998 19_18235779 -954.7399705352
19_28063998 19_18244123 -954.737137716615
19_28063998 19_18252467 -954.731969871165
19_28063998 19_18275473 -954.808515298786
19_28063998 19_18288997 -954.803487610885
19_28063998 19_18302521 -954.825391379564
19_28063998 19_18316045 -954.838950780129
19_28063998 19_18333753 -954.83218234187
19_28063998 19_18357444 -954.823897807374
19_28063998 19_18363542 -954.814722104512
19_28063998 19_18369640 -954.805590533506
19_28063998 19_18375737 -954.851587063614
19_28063998 19_18381835 -954.797455832351
19_28063998 19_18387932 -954.713372715969
19_28063998 19_18660511 -954.697126042577
19_28063998 19_18668463 -954.682955543973
19_28063998 19_18676416 -954.769732829049
19_28063998 19_18975648 -954.321845896415
19_28063998 19_19274879 -954.299548459465
19_28063998 19_19305304 -954.267479351431
19_28063998 19_19335729 -954.19093158232
19_28063998 19_19461226 -954.100255130325
19_28063998 19_19464083 -954.009060966233
19_28063998 19_19466941 -953.915040828791
19_28063998 19_19537824 -953.818905411548
19_28063998 19_19548156 -953.721403161531
19_28063998 19_19558489 -953.623295544828
19_28063998 19_19870145 -953.605632109811
19_28063998 19_19874630 -953.603841115413
19_28063998 19_19879115 -953.603510388761
19_28063998 19_20125475 -953.622556734963
19_28063998 19_20137919 -953.640306526689
19_28063998 19_20150362 -953.651535554996
19_28063998 19_20302600 -953.661775876694
19_28063998 19_20303683 -953.672769436784
19_28063998 19_20304765 -953.687183623272
19_28063998 19_20626923 -953.752341048239
19_28063998 19_20633442 -953.777315220745
19_28063998 19_20639961 -953.789672555279
19_28063998 19_20756178 -953.757840163463
19_28063998 19_20775432 -953.718526219569
19_28063998 19_20794687 -953.767403841732
19_28063998 19_20796932 -953.821313790731
19_28063998 19_20798905 -953.879642719197
19_28063998 19_20801032 -953.941582631638
19_28063998 19_20803231 -954.006159302331
19_28063998 19_20805430 -954.072279964416
19_28063998 19_20807629 -954.138795883231
19_28063998 19_20902553 -954.116811239729
19_28063998 19_20998510 -954.104681810245
19_28063998 19_21094467 -953.874985533825
19_28063998 19_21182134 -953.886813174257
19_28063998 19_21270329 -953.894350343361
19_28063998 19_21326896 -953.894730514417
19_28063998 19_21332327 -953.912666966513
19_28063998 19_21336729 -953.929853048546
19_28063998 19_21341131 -953.946259817159
19_28063998 19_21345533 -953.961848692837
19_28063998 19_21349935 -953.976572198403
19_28063998 19_21356079 -953.843424770217
19_28063998 19_21515834 -953.799745329706
19_28063998 19_21518274 -953.833247108749
19_28063998 19_21520713 -953.859687032208
19_28063998 19_21523152 -953.868470731808
19_28063998 19_21533417 -953.876809763548
19_28063998 19_21545048 -953.879417751097
19_28063998 19_21727395 -953.86640214421
19_28063998 19_21740049 -953.837794041045
19_28063998 19_21752704 -953.796546604808
19_28063998 19_21835817 -953.68591280202
19_28063998 19_21840919 -953.711788243969
19_28063998 19_21846022 -953.710843914248
19_28063998 19_21936950 -953.782671396336
19_28063998 19_21970456 -953.873623445933
19_28063998 19_22003963 -953.96066859082
19_28063998 19_22156073 -953.990857464458
19_28063998 19_22172322 -953.980520707072
19_28063998 19_22187306 -953.981339482633
19_28063998 19_22191696 -953.995908130702
19_28063998 19_22195207 -954.010813965086
19_28063998 19_22198718 -954.030307690069
19_28063998 19_22202229 -954.050122368302
19_28063998 19_22205740 -954.068098278275
19_28063998 19_22209250 -954.08410266704
19_28063998 19_22212761 -954.098010091561
19_28063998 19_22216272 -954.10970377211
19_28063998 19_22219783 -954.119077519787
19_28063998 19_22223294 -954.126040515207
19_28063998 19_22226805 -954.130516571631
19_28063998 19_22230316 -954.129236699174
19_28063998 19_22233827 -954.110396356091
19_28063998 19_22237338 -954.097098176116
19_28063998 19_22240848 -954.182263912221
19_28063998 19_22244457 -954.118070695813
19_28063998 19_22264004 -954.076526490545
19_28063998 19_22288023 -954.07749064472
19_28063998 19_22294213 -954.079058312315
19_28063998 19_22298836 -954.096909709797
19_28063998 19_22303459 -954.11626637277
19_28063998 19_22333838 -954.134342883141
19_28063998 19_22382301 -954.150957140194
19_28063998 19_22413259 -954.166107381533
19_28063998 19_22419242 -954.179642436999
19_28063998 19_22425226 -954.191502147746
19_28063998 19_22431209 -954.201748902379
19_28063998 19_22435586 -954.2102393948
19_28063998 19_22436965 -954.216931516951
19_28063998 19_22438344 -954.221711279384
19_28063998 19_22439723 -954.224588943824
19_28063998 19_22441102 -954.225596957499
19_28063998 19_22442482 -954.224788774959
19_28063998 19_22443861 -954.22223711854
19_28063998 19_22445240 -954.21803096184
19_28063998 19_22446619 -954.211199304685
19_28063998 19_22447998 -954.205203288114
19_28063998 19_22449377 -954.204784683038
19_28063998 19_22450756 -954.204360777325
19_28063998 19_22452135 -954.203937874512
