value loglik
19_37259427 19_18147123 -870.996894557433
19_37259427 19_18147270 -870.923186839968
19_37259427 19_18147416 -870.848652953017
19_37259427 19_18170066 -870.773587935251
19_37259427 19_18210494 -870.741435763063
19_37259427 19_18211151 -870.710616611988
19_37259427 19_18211808 -870.679777377326
19_37259427 19_18224115 -870.592676872631
19_37259427 19_18226843 -870.499677175675
19_37259427 19_18229572 -870.468037894587
19_37259427 19_18232300 -870.449260203484
19_37259427 19_18235779 -870.441668635346
19_37259427 19_18244123 -870.423275930489
19_37259427 19_18252467 -870.408193978451
19_37259427 19_18275473 -870.238453142319
19_37259427 19_18288997 -870.28587074199
19_37259427 19_18302521 -870.279015989939
19_37259427 19_18316045 -870.271608757318
19_37259427 19_18333753 -870.259667586412
19_37259427 19_18357444 -870.279661146314
19_37259427 19_18363542 -870.313882712267
19_37259427 19_18369640 -870.348449427415
19_37259427 19_18375737 -870.212286698832
19_37259427 19_18381835 -870.134824232198
19_37259427 19_18387932 -870.139584958996
19_37259427 19_18660511 -869.981353166687
19_37259427 19_18668463 -869.678659970446
19_37259427 19_18676416 -869.739007196253
19_37259427 19_18975648 -869.965167174682
19_37259427 19_19274879 -870.04789554827
19_37259427 19_19305304 -870.278973437764
19_37259427 19_19335729 -870.31609140279
19_37259427 19_19461226 -870.247767776886
19_37259427 19_19464083 -870.178004091588
19_37259427 19_19466941 -870.106805004586
19_37259427 19_19537824 -870.034514604624
19_37259427 19_19548156 -869.961482462246
19_37259427 19_19558489 -869.888046637609
19_37259427 19_19870145 -869.789403171237
19_37259427 19_19874630 -869.742574034918
19_37259427 19_19879115 -869.697074751733
19_37259427 19_20125475 -869.672649129558
19_37259427 19_20137919 -869.652625120152
19_37259427 19_20150362 -869.632341341508
19_37259427 19_20302600 -869.667565192841
19_37259427 19_20303683 -869.711398477105
19_37259427 19_20304765 -869.764046335987
19_37259427 19_20626923 -869.584746298298
19_37259427 19_20633442 -869.392012455207
