value loglik
NA 19_18147123 -984.232364943575
NA 19_18147270 -984.204881722173
NA 19_18147416 -984.178170629213
NA 19_18170066 -984.152389892071
NA 19_18210494 -984.205510506968
NA 19_18211151 -984.265218463001
NA 19_18211808 -984.329105380276
NA 19_18224115 -984.38220540614
NA 19_18226843 -984.447795749574
NA 19_18229572 -984.562630966265
NA 19_18232300 -984.656026389324
NA 19_18235779 -984.730149956298
NA 19_18244123 -984.797401772459
NA 19_18252467 -984.866434033624
NA 19_18275473 -984.960845845533
NA 19_18288997 -985.094584983913
NA 19_18302521 -985.134112818667
NA 19_18316045 -985.155784501423
NA 19_18333753 -985.136211781246
NA 19_18357444 -985.174247905875
NA 19_18363542 -985.229576427747
NA 19_18369640 -985.281981850615
NA 19_18375737 -985.295653097498
NA 19_18381835 -985.315816843559
NA 19_18387932 -985.352469692343
NA 19_18660511 -985.267366225645
NA 19_18668463 -985.145906886407
NA 19_18676416 -985.072021013697
NA 19_18975648 -985.487071064939
NA 19_19274879 -985.501655325141
NA 19_19305304 -985.487552971336
NA 19_19335729 -985.459021095692
NA 19_19461226 -985.42692324808
NA 19_19464083 -985.387678418258
NA 19_19466941 -985.345547023684
NA 19_19537824 -985.300829527662
NA 19_19548156 -985.253864420062
NA 19_19558489 -985.205014969492
NA 19_19870145 -984.845142095079
NA 19_19874630 -984.843654404213
NA 19_19879115 -984.841958109148
NA 19_20125475 -984.84973068745
NA 19_20137919 -984.865087741365
NA 19_20150362 -984.885565954021
NA 19_20302600 -984.868716613787
NA 19_20303683 -984.839449561463
NA 19_20304765 -984.811707818529
NA 19_20626923 -984.641640374665
NA 19_20633442 -984.56560694195
NA 19_20639961 -984.548164398186
NA 19_20756178 -984.426799995779
NA 19_20775432 -984.272778439274
NA 19_20794687 -984.158766988551
NA 19_20796932 -984.040951450155
NA 19_20798905 -983.920626728373
NA 19_20801032 -983.79911586971
NA 19_20803231 -983.677737006119
NA 19_20805430 -983.557777580033
NA 19_20807629 -983.44047369747
NA 19_20902553 -982.40412159709
NA 19_20998510 -982.099196015152
NA 19_21094467 -981.939362738829
NA 19_21182134 -981.881284949606
NA 19_21270329 -981.849329520499
NA 19_21326896 -981.855423572606
NA 19_21332327 -981.790547574304
NA 19_21336729 -981.727807239501
NA 19_21341131 -981.667755433048
NA 19_21345533 -981.610853082094
NA 19_21349935 -981.557460324375
NA 19_21356079 -981.376587770585
NA 19_21515834 -981.181150823583
NA 19_21518274 -981.021988783501
NA 19_21520713 -980.966857601905
NA 19_21523152 -981.076074281192
NA 19_21533417 -981.198200106376
NA 19_21545048 -981.328451724288
NA 19_21727395 -981.321431703631
NA 19_21740049 -981.241079053821
NA 19_21752704 -981.173112564736
NA 19_21835817 -981.31831544587
NA 19_21840919 -981.508674018159
NA 19_21846022 -981.582194192233
NA 19_21936950 -981.462088574024
NA 19_21970456 -981.244239584294
NA 19_22003963 -981.064191229977
NA 19_22156073 -980.988675056762
NA 19_22172322 -980.969336416915
NA 19_22187306 -980.974071894696
NA 19_22191696 -981.007412052874
NA 19_22195207 -981.042716254132
NA 19_22198718 -981.067729393433
NA 19_22202229 -981.089748751971
NA 19_22205740 -981.113791318649
NA 19_22209250 -981.139876964145
NA 19_22212761 -981.168007587203
NA 19_22216272 -981.198165524599
NA 19_22219783 -981.230313750249
NA 19_22223294 -981.26439459459
NA 19_22226805 -981.300331685679
NA 19_22230316 -981.338069864878
NA 19_22233827 -981.377251600882
NA 19_22237338 -981.37602985857
NA 19_22240848 -980.699521022394
NA 19_22244457 -980.405971453104
NA 19_22264004 -980.235804789483
NA 19_22288023 -980.193378299088
NA 19_22294213 -980.1557050964
NA 19_22298836 -980.14180662391
NA 19_22303459 -980.132544162588
NA 19_22333838 -980.123995374769
NA 19_22382301 -980.115975023454
NA 19_22413259 -980.108287300368
NA 19_22419242 -980.100744538183
NA 19_22425226 -980.093458981418
NA 19_22431209 -980.08561147112
NA 19_22435586 -980.077608709884
NA 19_22436965 -980.069199630812
NA 19_22438344 -980.060571172667
NA 19_22439723 -980.051582220097
NA 19_22441102 -980.042097522779
NA 19_22442482 -980.031992732578
NA 19_22443861 -980.021156688543
NA 19_22445240 -980.00949218611
NA 19_22446619 -980.012973800287
NA 19_22447998 -980.0224730107
NA 19_22449377 -980.017039581802
NA 19_22450756 -980.011071818868
