value loglik
19_18147123 19_18147123 -864.617879092857
19_18147123 19_18147270 -864.573593251718
19_18147123 19_18147416 -864.524526375475
19_18147123 19_18170066 -864.470582683977
19_18147123 19_18210494 -864.407496665205
19_18147123 19_18211151 -864.344847075155
19_18147123 19_18211808 -864.283167449782
19_18147123 19_18224115 -864.226688375268
19_18147123 19_18226843 -864.120156256066
19_18147123 19_18229572 -863.694077676357
19_18147123 19_18232300 -863.213876696426
19_18147123 19_18235779 -862.70182736484
19_18147123 19_18244123 -862.59774200112
19_18147123 19_18252467 -862.529100763981
19_18147123 19_18275473 -863.009155449192
19_18147123 19_18288997 -863.448211904474
19_18147123 19_18302521 -863.440082139954
19_18147123 19_18316045 -863.37494934653
19_18147123 19_18333753 -863.171454871374
19_18147123 19_18357444 -863.077369909475
19_18147123 19_18363542 -863.021286056465
19_18147123 19_18369640 -862.970978925778
19_18147123 19_18375737 -862.935135640993
19_18147123 19_18381835 -862.784196223282
19_18147123 19_18387932 -862.733106772993
19_18147123 19_18660511 -862.849614853877
19_18147123 19_18668463 -862.960611857862
19_18147123 19_18676416 -862.56429044787
19_18147123 19_18975648 -862.427940582379
19_18147123 19_19274879 -862.488843818059
19_18147123 19_19305304 -862.389986516484
19_18147123 19_19335729 -862.235350408304
19_18147123 19_19461226 -862.239208526356
19_18147123 19_19464083 -862.236394877894
19_18147123 19_19466941 -862.234571052756
19_18147123 19_19537824 -862.233786079024
19_18147123 19_19548156 -862.234083030002
19_18147123 19_19558489 -862.235492730377
19_18147123 19_19870145 -862.598354763152
19_18147123 19_19874630 -862.519220705429
19_18147123 19_19879115 -862.446306568596
19_18147123 19_20125475 -862.432908945735
19_18147123 19_20137919 -862.432574124984
19_18147123 19_20150362 -862.432647797323
19_18147123 19_20302600 -862.30713383463
19_18147123 19_20303683 -862.136176427528
19_18147123 19_20304765 -861.94471651751
19_18147123 19_20626923 -861.635130415725
19_18147123 19_20633442 -861.346848637148
19_18147123 19_20639961 -861.104236678376
19_18147123 19_20756178 -860.965650945735
19_18147123 19_20775432 -860.887646116694
19_18147123 19_20794687 -860.823234868687
19_18147123 19_20796932 -860.789346341104
19_18147123 19_20798905 -860.786923449346
19_18147123 19_20801032 -860.815548950198
19_18147123 19_20803231 -860.873426364171
19_18147123 19_20805430 -860.957530853612
19_18147123 19_20807629 -861.06387955624
19_18147123 19_20902553 -860.737798260158
19_18147123 19_20998510 -860.79603074675
19_18147123 19_21094467 -859.91539035319
19_18147123 19_21182134 -859.863174983168
19_18147123 19_21270329 -859.799977368714
19_18147123 19_21326896 -859.592717189279
19_18147123 19_21332327 -859.571454075229
19_18147123 19_21336729 -859.551982735264
19_18147123 19_21341131 -859.53440225899
19_18147123 19_21345533 -859.518797902596
19_18147123 19_21349935 -859.505238497581
19_18147123 19_21356079 -859.55512872194
19_18147123 19_21515834 -859.511531126846
19_18147123 19_21518274 -859.378133849417
19_18147123 19_21520713 -859.23979071691
19_18147123 19_21523152 -859.194674953303
19_18147123 19_21533417 -859.153515973183
