value loglik
19_37259427 19_18147123 -954.193957484405
19_37259427 19_18147270 -954.118559511287
19_37259427 19_18147416 -954.042180850809
19_37259427 19_18170066 -953.965138041288
19_37259427 19_18210494 -953.934943368817
19_37259427 19_18211151 -953.906151255552
19_37259427 19_18211808 -953.877309740787
19_37259427 19_18224115 -953.802255611204
19_37259427 19_18226843 -953.724026216948
19_37259427 19_18229572 -953.712034011792
19_37259427 19_18232300 -953.712905366795
19_37259427 19_18235779 -953.724179143456
19_37259427 19_18244123 -953.707864217676
19_37259427 19_18252467 -953.693630949763
19_37259427 19_18275473 -953.53763845791
19_37259427 19_18288997 -953.601792764675
19_37259427 19_18302521 -953.592262133511
19_37259427 19_18316045 -953.583274166961
19_37259427 19_18333753 -953.572313239902
19_37259427 19_18357444 -953.594997740691
19_37259427 19_18363542 -953.632303168036
19_37259427 19_18369640 -953.669682172225
19_37259427 19_18375737 -953.548611893811
19_37259427 19_18381835 -953.487495104057
19_37259427 19_18387932 -953.498823547517
19_37259427 19_18660511 -953.378164921156
19_37259427 19_18668463 -953.114191360933
19_37259427 19_18676416 -953.118913665458
19_37259427 19_18975648 -953.319195628883
19_37259427 19_19274879 -953.389792088334
19_37259427 19_19305304 -953.587009527631
19_37259427 19_19335729 -953.60833101595
19_37259427 19_19461226 -953.541792804323
19_37259427 19_19464083 -953.474183684957
19_37259427 19_19466941 -953.405533872922
19_37259427 19_19537824 -953.336158243193
19_37259427 19_19548156 -953.26637236537
19_37259427 19_19558489 -953.196477362903
19_37259427 19_19870145 -953.088849674921
19_37259427 19_19874630 -953.043093889503
19_37259427 19_19879115 -952.998787974557
19_37259427 19_20125475 -952.97484122269
19_37259427 19_20137919 -952.955161051753
19_37259427 19_20150362 -952.935292381004
19_37259427 19_20302600 -952.967395318654
19_37259427 19_20303683 -953.008168702062
19_37259427 19_20304765 -953.058145521253
19_37259427 19_20626923 -952.855043390491
19_37259427 19_20633442 -952.647223565152
19_37259427 19_20639961 -952.517325232982
19_37259427 19_20756178 -952.339974664267
19_37259427 19_20775432 -952.191168022616
19_37259427 19_20794687 -952.132296632093
19_37259427 19_20796932 -952.084971733283
19_37259427 19_20798905 -952.049944824
19_37259427 19_20801032 -952.027597934325
19_37259427 19_20803231 -952.017908975384
19_37259427 19_20805430 -952.020449205909
19_37259427 19_20807629 -952.034400554941
19_37259427 19_20902553 -952.227403295715
19_37259427 19_20998510 -952.298646481955
19_37259427 19_21094467 -953.100555389826
19_37259427 19_21182134 -953.598128691991
19_37259427 19_21270329 -953.645190123584
19_37259427 19_21326896 -953.569690035935
19_37259427 19_21332327 -953.582545920964
19_37259427 19_21336729 -953.578440656612
19_37259427 19_21341131 -953.558010403648
19_37259427 19_21345533 -953.52222703214
19_37259427 19_21349935 -953.472338035152
19_37259427 19_21356079 -953.4039223308
19_37259427 19_21515834 -953.355763538846
19_37259427 19_21518274 -953.29321437721
19_37259427 19_21520713 -953.239868138202
19_37259427 19_21523152 -953.247011980459
19_37259427 19_21533417 -953.254600102363
19_37259427 19_21545048 -953.262262839299
19_37259427 19_21727395 -953.27548313016
19_37259427 19_21740049 -953.284916683464
19_37259427 19_21752704 -953.299702635597
19_37259427 19_21835817 -953.297135168688
19_37259427 19_21840919 -953.292362867059
19_37259427 19_21846022 -953.315481282366
19_37259427 19_21936950 -953.177827879225
