value loglik
19_41984459 19_18147123 -895.832278936989
19_41984459 19_18147270 -895.788408997066
19_41984459 19_18147416 -895.747627501892
19_41984459 19_18170066 -895.710312056074
19_41984459 19_18210494 -895.725782112221
19_41984459 19_18211151 -895.742450502771
19_41984459 19_18211808 -895.759118606807
19_41984459 19_18224115 -895.774638378105
19_41984459 19_18226843 -895.791687062578
19_41984459 19_18229572 -895.812845080354
19_41984459 19_18232300 -895.844121873716
19_41984459 19_18235779 -895.88398114378
19_41984459 19_18244123 -895.907366168611
19_41984459 19_18252467 -895.928375311172
19_41984459 19_18275473 -895.931199502751
19_41984459 19_18288997 -895.865061878639
19_41984459 19_18302521 -895.890544647776
19_41984459 19_18316045 -895.919045217945
19_41984459 19_18333753 -895.959811305362
19_41984459 19_18357444 -895.990586752019
19_41984459 19_18363542 -896.019531200508
19_41984459 19_18369640 -896.048658107085
19_41984459 19_18375737 -896.081904891701
19_41984459 19_18381835 -895.914957539114
19_41984459 19_18387932 -895.74547637258
19_41984459 19_18660511 -895.798025341264
19_41984459 19_18668463 -895.816048819182
19_41984459 19_18676416 -896.084964081618
19_41984459 19_18975648 -895.679918452828
19_41984459 19_19274879 -895.680089532951
19_41984459 19_19305304 -895.517843332136
19_41984459 19_19335729 -895.430733419034
19_41984459 19_19461226 -895.485617492886
19_41984459 19_19464083 -895.539136446918
19_41984459 19_19466941 -895.58966990534
19_41984459 19_19537824 -895.636935311259
19_41984459 19_19548156 -895.68070982518
19_41984459 19_19558489 -895.720830723108
19_41984459 19_19870145 -895.355513076963
19_41984459 19_19874630 -895.426465845952
19_41984459 19_19879115 -895.492226635062
19_41984459 19_20125475 -895.504670192993
19_41984459 19_20137919 -895.504148236249
19_41984459 19_20150362 -895.503264249831
19_41984459 19_20302600 -895.480000699401
19_41984459 19_20303683 -895.45067181393
19_41984459 19_20304765 -895.413497402139
19_41984459 19_20626923 -895.204837936035
19_41984459 19_20633442 -895.139052653652
19_41984459 19_20639961 -895.162455508619
19_41984459 19_20756178 -895.198527637599
19_41984459 19_20775432 -895.236963633349
19_41984459 19_20794687 -895.222379533985
19_41984459 19_20796932 -895.204337351801
19_41984459 19_20798905 -895.184151548421
19_41984459 19_20801032 -895.163417112374
19_41984459 19_20803231 -895.143923940162
19_41984459 19_20805430 -895.127488032109
19_41984459 19_20807629 -895.115825570607
