value loglik
NA 19_18147123 -920.888586843717
NA 19_18147270 -921.173266771859
NA 19_18147416 -921.462329313954
NA 19_18170066 -921.752321065917
NA 19_18210494 -921.685923002907
NA 19_18211151 -921.60659008986
NA 19_18211808 -921.523035172657
NA 19_18224115 -921.4628627039
NA 19_18226843 -921.344876566948
NA 19_18229572 -920.935359799537
NA 19_18232300 -920.553885063875
NA 19_18235779 -920.209635760555
NA 19_18244123 -920.127768972267
NA 19_18252467 -920.074876196359
NA 19_18275473 -919.934073382787
NA 19_18288997 -920.102672252601
NA 19_18302521 -920.043822053595
NA 19_18316045 -919.953198362097
NA 19_18333753 -919.753774932723
NA 19_18357444 -919.602930355325
NA 19_18363542 -919.487520515574
NA 19_18369640 -919.392394670545
NA 19_18375737 -919.329593214711
NA 19_18381835 -919.437923343663
NA 19_18387932 -919.563809843538
NA 19_18660511 -919.751899772966
NA 19_18668463 -919.939187937214
NA 19_18676416 -919.478126605844
NA 19_18975648 -919.776949617331
NA 19_19274879 -919.732159291805
NA 19_19305304 -919.725176806448
NA 19_19335729 -919.746178643281
NA 19_19461226 -919.877043017276
NA 19_19464083 -920.028796064023
NA 19_19466941 -920.184361097877
NA 19_19537824 -920.342961636233
NA 19_19548156 -920.503745032074
NA 19_19558489 -920.665799803876
NA 19_19870145 -920.623350997452
NA 19_19874630 -920.570328259294
NA 19_19879115 -920.494527777107
NA 19_20125475 -920.444693639993
NA 19_20137919 -920.405444302807
NA 19_20150362 -920.366969041436
NA 19_20302600 -920.447290580341
NA 19_20303683 -920.54590634745
NA 19_20304765 -920.64382426001
NA 19_20626923 -919.956573043183
NA 19_20633442 -919.758708340681
NA 19_20639961 -919.876192914615
NA 19_20756178 -919.929040302324
NA 19_20775432 -919.953976310018
NA 19_20794687 -919.809582842506
NA 19_20796932 -919.705150759805
NA 19_20798905 -919.646055511743
NA 19_20801032 -919.635629919799
NA 19_20803231 -919.674795585271
NA 19_20805430 -919.761961328685
NA 19_20807629 -919.893234838889
NA 19_20902553 -920.199198525845
NA 19_20998510 -920.172309501488
NA 19_21094467 -918.870612296217
NA 19_21182134 -918.845684617608
NA 19_21270329 -918.83333354592
NA 19_21326896 -918.79160931911
NA 19_21332327 -918.746783867406
NA 19_21336729 -918.699350818728
NA 19_21341131 -918.649421166112
NA 19_21345533 -918.597112030651
NA 19_21349935 -918.542551485258
NA 19_21356079 -918.941674865233
NA 19_21515834 -919.237363123699
NA 19_21518274 -919.327471022109
NA 19_21520713 -919.400239138479
NA 19_21523152 -919.396707730041
NA 19_21533417 -919.39593248665
NA 19_21545048 -919.387809239735
NA 19_21727395 -919.298933891946
NA 19_21740049 -919.17090354957
NA 19_21752704 -919.040121746602
NA 19_21835817 -919.005587183448
NA 19_21840919 -918.882555637053
NA 19_21846022 -918.93507245197
NA 19_21936950 -918.89334184747
NA 19_21970456 -918.788231194492
NA 19_22003963 -918.700566135715
NA 19_22156073 -918.719050757932
NA 19_22172322 -918.798704409454
NA 19_22187306 -918.880274661754
NA 19_22191696 -918.964685760124
NA 19_22195207 -919.054696722076
NA 19_22198718 -919.137137954099
NA 19_22202229 -919.219102979157
NA 19_22205740 -919.305457036165
NA 19_22209250 -919.395812182085
NA 19_22212761 -919.489745830567
NA 19_22216272 -919.58680485104
NA 19_22219783 -919.686520042952
NA 19_22223294 -919.788420780452
NA 19_22226805 -919.892040874495
NA 19_22230316 -919.98490595313
NA 19_22233827 -920.024502407464
NA 19_22237338 -919.808581402063
NA 19_22240848 -917.18993115172
NA 19_22244457 -916.820813966132
NA 19_22264004 -916.638337851913
NA 19_22288023 -916.625579158946
NA 19_22294213 -916.628191922218
NA 19_22298836 -916.628768021201
NA 19_22303459 -916.628907051236
NA 19_22333838 -916.629218892743
NA 19_22382301 -916.629872978498
NA 19_22413259 -916.630869057826
NA 19_22419242 -916.632277518991
NA 19_22425226 -916.633664386234
NA 19_22431209 -916.635220431887
NA 19_22435586 -916.637770244511
NA 19_22436965 -916.641603230241
NA 19_22438344 -916.645393534777
NA 19_22439723 -916.649142347537
NA 19_22441102 -916.652848583908
NA 19_22442482 -916.656509403479
NA 19_22443861 -916.660121839891
NA 19_22445240 -916.663677284627
NA 19_22446619 -916.919224254585
NA 19_22447998 -917.147419004512
NA 19_22449377 -917.15205767838
NA 19_22450756 -917.155499705523
NA 19_22452135 -917.155480511311
NA 19_22453515 -917.155548057412
NA 19_22454894 -917.155700887363
NA 19_22456273 -917.155935006014
NA 19_22507525 -917.156128444261
NA 19_22560818 -917.160938095802
NA 19_22567436 -917.179334015384
NA 19_22570782 -917.204544232852
NA 19_22574128 -917.236866196495
NA 19_22577474 -917.276305504052
NA 19_22580820 -917.317732047978
NA 19_22584166 -917.288563681217
NA 19_22587512 -917.258993034852
NA 19_22590858 -917.228963899739
NA 19_22594203 -917.246160627494
NA 19_22597549 -917.319874099179
NA 19_22600895 -917.351555353839
NA 19_22604768 -917.466755167468
NA 19_22611929 -917.478494720522
NA 19_22615951 -917.413828680545
NA 19_22616579 -917.350954230776
NA 19_22617111 -917.29025585702
NA 19_22617643 -917.231970225883
NA 19_22618175 -917.098585886375
NA 19_22618707 -916.857239302619
NA 19_22619240 -916.641626140005
NA 19_22619772 -916.454981490674
NA 19_22620304 -916.29635697913
NA 19_22620537 -916.132270124929
NA 19_22620655 -915.98253779502
NA 19_22620774 -915.84682120309
NA 19_22621212 -915.775463845898
NA 19_22623056 -915.713032237754
NA 19_22625940 -915.650413883821
NA 19_22632448 -915.587721549905
NA 19_22638956 -915.523835251609
NA 19_22645464 -915.128827156717
NA 19_22651972 -914.735830582761
NA 19_22658480 -914.375889309285
NA 19_22692039 -914.070046826181
NA 19_22776340 -914.10497920019
NA 19_22788765 -914.083672812397
NA 19_22792288 -914.089282139235
NA 19_22794125 -914.094939851878
NA 19_22795963 -914.10064738635
NA 19_22797800 -914.106403853914
NA 19_22799638 -914.112208065029
NA 19_22858304 -914.122269122734
NA 19_22891650 -914.169283022007
NA 19_22894267 -914.215503330455
NA 19_22896884 -914.262148724313
NA 19_22899501 -914.309991748214
NA 19_22902118 -915.795741459592
NA 19_22904734 -915.951098528217
NA 19_22907351 -915.805347933563
NA 19_22909968 -915.662123169836
NA 19_22912585 -915.52643777334
NA 19_23342789 -914.868180392968
NA 19_23344991 -914.284226520077
NA 19_23347193 -913.802757981401
NA 19_23350338 -914.311847054641
NA 19_23359294 -914.625696685557
NA 19_23368249 -914.630716336716
NA 19_23376634 -914.622573597128
NA 19_23378430 -914.554920143607
NA 19_23380227 -914.382842401227
NA 19_23382024 -914.232718839492
NA 19_23383821 -914.106931400166
NA 19_23385618 -914.007157316347
NA 19_23868659 -914.28162183659
NA 19_23870233 -914.204328413993
NA 19_23871808 -914.211929516208
NA 19_23873382 -914.30541355484
NA 19_23874956 -914.4800572895
NA 19_23876530 -914.725951928115
NA 19_23917687 -915.024456059858
NA 19_23917752 -915.263805152542
NA 19_23917817 -915.503947283891
NA 19_23918175 -915.74018140947
NA 19_23925367 -915.95315933219
NA 19_23932559 -916.153771986704
NA 19_23988954 -916.345012009085
NA 19_23999542 -916.349339686624
NA 19_24010131 -916.388568810239
NA 19_24048529 -916.514838391497
NA 19_24058490 -916.526049398017
NA 19_24068452 -916.469732473732
NA 19_24078414 -916.458976588603
NA 19_24151901 -916.648070920922
NA 19_24152632 -916.857441879144
NA 19_24153364 -917.073527400345
NA 19_24154095 -917.283877931082
NA 19_24154826 -917.47899044302
NA 19_24155557 -917.646642919881
NA 19_24307454 -917.858878847241
NA 19_24332887 -917.892507590355
NA 19_24358320 -917.890250217549
NA 19_24382219 -917.455648199131
NA 19_24382803 -917.0198886634
NA 19_24383257 -916.606804671765
NA 19_24383620 -916.229254102147
NA 19_24383973 -915.89544542571
NA 19_24384325 -915.605787729413
NA 19_24384678 -915.35359612221
NA 19_24385081 -915.15265935401
NA 19_24386149 -915.010267389903
NA 19_24615398 -915.127588607345
NA 19_24623533 -915.339552234959
NA 19_24631669 -915.625426910975
NA 19_24646048 -915.376365109424
NA 19_24651380 -915.423225604147
NA 19_24655682 -915.490522517565
NA 19_24659983 -915.85057633589
NA 19_24661370 -916.348080002108
NA 19_24662705 -916.924143591275
NA 19_24664113 -916.961920313422
NA 19_24687303 -916.974908489065
NA 19_24729734 -916.789694428301
NA 19_24741223 -916.373808970275
NA 19_24745602 -916.285363803258
NA 19_24749981 -916.239014261575
NA 19_24754360 -916.199603486625
NA 19_24758506 -916.158156512261
NA 19_24762609 -916.115778753961
NA 19_24809264 -916.073469484918
NA 19_24874336 -916.031716155202
NA 19_24939407 -915.990739670234
NA 19_25004478 -915.950969102359
NA 19_25069550 -915.86247242018
NA 19_25094384 -915.666778901463
NA 19_25099509 -915.464820859803
NA 19_25100587 -915.272934168026
NA 19_25101665 -915.098654085155
NA 19_25102743 -914.949643998682
NA 19_25103820 -914.83281358606
NA 19_25104898 -914.753480350934
NA 19_25105976 -914.714775308407
NA 19_25108018 -914.717432026572
NA 19_25121124 -914.683874450799
NA 19_25124172 -914.625741908774
NA 19_25127220 -914.451180422846
NA 19_25131012 -914.434276101908
NA 19_25164884 -914.379574979397
NA 19_25174425 -914.727357554822
NA 19_25179040 -914.828263749521
NA 19_25181248 -914.819812004041
NA 19_25183456 -914.812033592732
NA 19_25185664 -914.804884843096
NA 19_25213450 -914.799235334009
NA 19_25225757 -914.801701524633
NA 19_25234484 -914.711092080003
NA 19_25240804 -914.742578181521
NA 19_25246239 -914.775156024852
NA 19_25251673 -914.859278725666
NA 19_25257107 -914.945458558758
NA 19_25262541 -915.000383966812
NA 19_25267975 -915.003914537803
NA 19_25275395 -915.00793265963
NA 19_25334339 -915.009391943563
NA 19_25375580 -915.024082481946
NA 19_25376735 -915.027595738709
NA 19_25377890 -914.997731898507
