value loglik
NA 19_18147123 -865.783861561128
NA 19_18147270 -865.6383759055
NA 19_18147416 -865.494600401709
NA 19_18170066 -865.354525576146
NA 19_18210494 -865.334679194658
NA 19_18211151 -865.32050558192
NA 19_18211808 -865.310429281193
NA 19_18224115 -865.316969992371
NA 19_18226843 -865.287306175257
NA 19_18229572 -864.963613089273
NA 19_18232300 -864.649108111251
NA 19_18235779 -864.358065382293
NA 19_18244123 -864.410521837937
NA 19_18252467 -864.483986702454
NA 19_18275473 -864.630878653084
NA 19_18288997 -864.484548853966
NA 19_18302521 -864.421386739222
NA 19_18316045 -864.370950833817
NA 19_18333753 -864.38245340758
NA 19_18357444 -864.510637175721
NA 19_18363542 -864.656946834773
NA 19_18369640 -864.795885453207
NA 19_18375737 -864.719730750943
NA 19_18381835 -864.375468519728
NA 19_18387932 -864.020435840899
NA 19_18660511 -863.17910704727
NA 19_18668463 -862.419140035369
NA 19_18676416 -860.708600942053
NA 19_18975648 -859.061145910248
NA 19_19274879 -858.926373061393
NA 19_19305304 -858.668201167522
NA 19_19335729 -858.530752280953
NA 19_19461226 -858.484301822397
NA 19_19464083 -858.453754935119
NA 19_19466941 -858.434229411907
NA 19_19537824 -858.426251490875
NA 19_19548156 -858.430213012633
NA 19_19558489 -858.446350858994
NA 19_19870145 -858.509848577011
NA 19_19874630 -858.446034683868
NA 19_19879115 -858.387558969325
NA 19_20125475 -858.39705351459
NA 19_20137919 -858.421128966605
NA 19_20150362 -858.444346542785
NA 19_20302600 -858.43855897984
NA 19_20303683 -858.427766820777
NA 19_20304765 -858.407552205821
NA 19_20626923 -858.717028784999
NA 19_20633442 -858.971494861633
NA 19_20639961 -859.053121865755
NA 19_20756178 -859.017356666131
NA 19_20775432 -858.911961377353
NA 19_20794687 -858.622353217402
NA 19_20796932 -858.37550038454
NA 19_20798905 -858.178842279291
NA 19_20801032 -858.038453044386
NA 19_20803231 -857.958549255476
NA 19_20805430 -857.941192127834
NA 19_20807629 -857.986132077937
NA 19_20902553 -858.492618511249
NA 19_20998510 -858.514188764304
NA 19_21094467 -858.230180386579
NA 19_21182134 -858.182978825748
NA 19_21270329 -858.141127115151
NA 19_21326896 -857.959933488655
NA 19_21332327 -857.860763691432
NA 19_21336729 -857.765110174964
NA 19_21341131 -857.67406738679
NA 19_21345533 -857.588569350567
NA 19_21349935 -857.509365431579
NA 19_21356079 -857.500907673797
NA 19_21515834 -857.443679185372
NA 19_21518274 -857.342575386007
NA 19_21520713 -857.289711781445
NA 19_21523152 -857.323498039235
NA 19_21533417 -857.350359714385
NA 19_21545048 -857.367418488319
NA 19_21727395 -857.357127938073
NA 19_21740049 -857.349293956485
NA 19_21752704 -857.374528726594
NA 19_21835817 -857.497350769111
NA 19_21840919 -857.294580639641
NA 19_21846022 -857.355272205779
NA 19_21936950 -857.048895128263
NA 19_21970456 -856.481630030524
NA 19_22003963 -855.961238442986
NA 19_22156073 -855.7480775585
NA 19_22172322 -855.729230119358
NA 19_22187306 -855.687798502984
NA 19_22191696 -855.621154809631
NA 19_22195207 -855.559761116797
NA 19_22198718 -855.490905324518
NA 19_22202229 -855.423202391813
NA 19_22205740 -855.36243440099
NA 19_22209250 -855.308951467751
NA 19_22212761 -855.263041281471
NA 19_22216272 -855.224931040832
NA 19_22219783 -855.194781917885
NA 19_22223294 -855.172681272802
NA 19_22226805 -855.158654731184
NA 19_22230316 -855.146313827903
NA 19_22233827 -855.106863854512
NA 19_22237338 -855.114574947983
NA 19_22240848 -855.13722154421
NA 19_22244457 -855.266757329115
NA 19_22264004 -855.37114325678
NA 19_22288023 -855.354389460645
NA 19_22294213 -855.32787531536
NA 19_22298836 -855.248854270841
NA 19_22303459 -855.163746358966
NA 19_22333838 -855.081413181595
NA 19_22382301 -855.002119026931
NA 19_22413259 -854.92565202668
NA 19_22419242 -854.852219886989
NA 19_22425226 -854.782914262795
NA 19_22431209 -854.716138241041
NA 19_22435586 -854.654346568693
NA 19_22436965 -854.597728866972
NA 19_22438344 -854.546893058469
NA 19_22439723 -854.502061983025
NA 19_22441102 -854.463401307493
NA 19_22442482 -854.43102195903
NA 19_22443861 -854.404977509129
NA 19_22445240 -854.385264762943
NA 19_22446619 -854.415169743071
NA 19_22447998 -854.450599406652
NA 19_22449377 -854.442964850776
NA 19_22450756 -854.43408633025
NA 19_22452135 -854.422663482783
NA 19_22453515 -854.410775984709
NA 19_22454894 -854.39843791652
NA 19_22456273 -854.385665492083
NA 19_22507525 -854.371801840631
NA 19_22560818 -854.374890226552
NA 19_22567436 -854.413843534114
NA 19_22570782 -854.454362517944
NA 19_22574128 -854.496445795208
NA 19_22577474 -854.540014485901
NA 19_22580820 -854.582402312362
NA 19_22584166 -854.588905654429
NA 19_22587512 -854.597377183274
NA 19_22590858 -854.607738603113
NA 19_22594203 -854.607264710349
NA 19_22597549 -854.589345913804
NA 19_22600895 -854.495585189446
NA 19_22604768 -854.489158495133
NA 19_22611929 -854.494417398539
NA 19_22615951 -854.510515002752
NA 19_22616579 -854.528185366016
NA 19_22617111 -854.547439723833
NA 19_22617643 -854.568116153999
NA 19_22618175 -854.604844414361
NA 19_22618707 -854.670531528507
NA 19_22619240 -854.762892180256
NA 19_22619772 -854.881590176925
NA 19_22620304 -855.030973166099
NA 19_22620537 -855.259016533334
NA 19_22620655 -855.50992799538
NA 19_22620774 -855.781248663216
NA 19_22621212 -855.912943179943
NA 19_22623056 -856.029228168652
NA 19_22625940 -856.154221893912
NA 19_22632448 -856.286962872591
NA 19_22638956 -856.426098884873
NA 19_22645464 -856.49032231858
NA 19_22651972 -856.554070273592
NA 19_22658480 -856.616804395499
NA 19_22692039 -856.66376847233
NA 19_22776340 -851.196751841645
NA 19_22788765 -850.159084879228
NA 19_22792288 -850.139788247527
NA 19_22794125 -850.120501645001
NA 19_22795963 -850.101226253459
NA 19_22797800 -850.081962265724
NA 19_22799638 -850.062712079213
NA 19_22858304 -850.016844992554
NA 19_22891650 -849.72265055406
NA 19_22894267 -849.469249781803
NA 19_22896884 -849.262804628122
NA 19_22899501 -849.108407955103
NA 19_22902118 -847.734177960406
NA 19_22904734 -847.60202011107
NA 19_22907351 -847.56225579532
NA 19_22909968 -847.531478505874
NA 19_22912585 -847.510910832626
NA 19_23342789 -847.054459268814
NA 19_23344991 -847.120173276375
NA 19_23347193 -847.191927078901
NA 19_23350338 -847.301473070606
NA 19_23359294 -847.416345973555
NA 19_23368249 -847.531954495826
NA 19_23376634 -847.665225694915
NA 19_23378430 -847.820820826951
NA 19_23380227 -847.948469849498
NA 19_23382024 -848.121474205155
NA 19_23383821 -848.33743319887
NA 19_23385618 -848.593249730113
NA 19_23868659 -850.654473708324
NA 19_23870233 -850.987443853822
NA 19_23871808 -851.334947519576
NA 19_23873382 -851.691315935392
NA 19_23874956 -852.050333123509
NA 19_23876530 -852.405713697036
NA 19_23917687 -852.734923262142
NA 19_23917752 -852.782669399037
NA 19_23917817 -852.851001170921
NA 19_23918175 -852.938674901252
NA 19_23925367 -852.999562404237
NA 19_23932559 -853.044022693149
NA 19_23988954 -853.092474841671
NA 19_23999542 -853.080867562224
NA 19_24010131 -853.061858529934
NA 19_24048529 -853.029332048471
NA 19_24058490 -853.09123006628
NA 19_24068452 -853.395779720692
NA 19_24078414 -853.705971301949
NA 19_24151901 -853.970333689681
NA 19_24152632 -854.270346135079
NA 19_24153364 -854.589347453296
NA 19_24154095 -854.910065022687
NA 19_24154826 -855.217449355663
NA 19_24155557 -855.501702441785
NA 19_24307454 -855.38020539158
NA 19_24332887 -855.402664043535
NA 19_24358320 -855.395565304182
NA 19_24382219 -855.6649297402
NA 19_24382803 -855.989547392164
NA 19_24383257 -856.354543132531
NA 19_24383620 -856.749638119888
NA 19_24383973 -857.160443523017
NA 19_24384325 -857.505865353213
NA 19_24384678 -857.419559729556
NA 19_24385081 -857.402869601746
NA 19_24386149 -857.450170119612
NA 19_24615398 -857.72460036006
NA 19_24623533 -858.107190148412
NA 19_24631669 -858.576280234715
NA 19_24646048 -858.835115129953
NA 19_24651380 -859.183570071836
NA 19_24655682 -859.509750762014
NA 19_24659983 -859.714768802413
NA 19_24661370 -859.902988983929
NA 19_24662705 -860.062767784685
NA 19_24664113 -860.048809631253
NA 19_24687303 -860.03613753637
NA 19_24729734 -859.856726369046
NA 19_24741223 -859.382489915219
NA 19_24745602 -859.325060830462
NA 19_24749981 -859.363732821274
NA 19_24754360 -859.416306699856
NA 19_24758506 -859.463709026023
NA 19_24762609 -859.50971377665
NA 19_24809264 -859.556976186498
NA 19_24874336 -859.60600668084
NA 19_24939407 -859.657079308388
NA 19_25004478 -859.712609701423
NA 19_25069550 -859.762595005682
NA 19_25094384 -859.876679896668
NA 19_25099509 -860.053807724204
NA 19_25100587 -860.272502414032
NA 19_25101665 -860.531292088871
NA 19_25102743 -860.826237916379
NA 19_25103820 -861.150984888424
NA 19_25104898 -861.497230538851
NA 19_25105976 -861.855547902485
NA 19_25108018 -862.2163666749
NA 19_25121124 -862.330813031177
NA 19_25124172 -862.345229156865
NA 19_25127220 -862.300728944205
NA 19_25131012 -862.221889489014
NA 19_25164884 -861.954786149706
NA 19_25174425 -861.97212449603
NA 19_25179040 -861.97696039268
NA 19_25181248 -862.001040704344
NA 19_25183456 -862.028787858972
NA 19_25185664 -862.060149379658
NA 19_25213450 -862.095790154179
NA 19_25225757 -862.138659669849
NA 19_25234484 -862.178021055231
NA 19_25240804 -862.18336882593
NA 19_25246239 -862.201970472565
NA 19_25251673 -862.246174138894
NA 19_25257107 -862.293749152433
NA 19_25262541 -862.346727688823
NA 19_25267975 -862.405620037094
NA 19_25275395 -862.466494227074
NA 19_25334339 -862.51397759794
NA 19_25375580 -862.499276469628
NA 19_25376735 -862.484519117559
NA 19_25377890 -862.46898760558
NA 19_25430429 -862.539105544738
NA 19_25445245 -862.534465408211
NA 19_25460061 -862.61540616032
NA 19_25474762 -862.707785124724
NA 19_25487123 -862.756457014453
NA 19_25500518 -862.820840043525
NA 19_25532899 -863.076621923228
NA 19_25565280 -863.101200983073
NA 19_25588832 -863.124201777142
NA 19_25599495 -863.144165313957
NA 19_25603706 -863.167964203353
NA 19_25607918 -863.190709501956
NA 19_25612129 -863.315742967375
NA 19_25616341 -863.451342231068
NA 19_25620552 -863.506046495571
NA 19_25624763 -863.528908669461
NA 19_25628975 -863.842036449314
NA 19_25633186 -864.593858068039
NA 19_25666923 -865.245549019479
NA 19_25705655 -865.711164544261
NA 19_25717202 -865.712276408699
NA 19_25724298 -865.725237214715
NA 19_25725807 -865.738529866337
NA 19_25727315 -865.752450650143
NA 19_25728824 -865.804104284588
NA 19_25730332 -865.883583488155
NA 19_25731841 -865.969767558603
NA 19_25733349 -865.835016327753
NA 19_25735898 -865.415999988028
NA 19_25748084 -865.514308900243
NA 19_25768410 -865.582134780917
NA 19_26254994 -865.62318085422
NA 19_26266960 -865.627543321769
NA 19_26278925 -865.659864771317
NA 19_26290890 -865.695017477249
NA 19_26302855 -865.729357469792
NA 19_26319456 -865.764220462161
NA 19_26336053 -865.787688327596
NA 19_26358240 -865.804290338923
NA 19_26382916 -865.821137296537
NA 19_26407592 -865.838122080771
NA 19_26432269 -865.853520597905
NA 19_26456945 -865.815758216164
NA 19_26480897 -865.807652076935
NA 19_26493222 -865.802884126157
NA 19_26505548 -865.800165759173
NA 19_26517873 -865.791105195385
NA 19_26527366 -865.778480502662
NA 19_26531695 -865.767809754293
NA 19_26535156 -865.759131399826
NA 19_26537007 -865.752472436492
NA 19_26538859 -865.747845885864
NA 19_26540710 -865.698974165872
NA 19_26542561 -865.54815324729
NA 19_26545521 -865.407127598697
NA 19_26587902 -865.364765582229
NA 19_26597204 -865.452691794642
NA 19_26606506 -865.47200079081
NA 19_26780867 -865.467918457207
NA 19_26890064 -865.319159042179
NA 19_26898865 -865.258932787177
NA 19_26899453 -865.194504367388
NA 19_26900040 -865.127229174447
NA 19_26900628 -865.058779741528
NA 19_26901215 -864.991018734744
NA 19_26901803 -864.925812547688
NA 19_26902390 -864.86482382099
NA 19_26905901 -864.809335322951
NA 19_26909897 -864.760149605015
NA 19_26986720 -864.742054647691
NA 19_26986998 -864.758744945716
NA 19_26987276 -864.776400607766
NA 19_26987554 -864.794786200729
NA 19_26988057 -864.813687491678
NA 19_26989339 -864.832917985459
NA 19_26991692 -864.852323567055
NA 19_27134620 -864.682090859311
NA 19_27135444 -864.395848451035
NA 19_27136269 -864.166356968447
NA 19_27381090 -865.267261084271
NA 19_27491492 -864.940005900128
NA 19_27491815 -864.401008886443
NA 19_27492138 -863.788146630616
NA 19_27536651 -863.633036889541
NA 19_27541278 -863.616817637693
NA 19_27545905 -863.599975327338
NA 19_27600054 -863.563986425366
NA 19_27604802 -863.507309799061
NA 19_27609550 -863.439450335148
NA 19_27662666 -863.495738047396
NA 19_27666470 -863.485510703394
NA 19_27670273 -863.475883218259
NA 19_27765374 -863.451026595444
NA 19_27811657 -863.159674297601
NA 19_27845848 -863.052350851135
NA 19_27880039 -863.06862947371
NA 19_27914230 -863.083984049844
NA 19_27948421 -863.118352764529
NA 19_27982612 -863.172166485133
NA 19_28008491 -863.137236601236
NA 19_28029718 -863.106439449278
NA 19_28037254 -863.128591913766
NA 19_28040225 -863.177325151072
NA 19_28043197 -863.252281697489
