value loglik
19_23873382 19_18147123 -899.004354219638
19_23873382 19_18147270 -898.999792365517
19_23873382 19_18147416 -898.997380802884
19_23873382 19_18170066 -898.997177162643
19_23873382 19_18210494 -899.021337131606
19_23873382 19_18211151 -899.042849207186
19_23873382 19_18211808 -899.060147704418
19_23873382 19_18224115 -899.086458833995
19_23873382 19_18226843 -899.150108824176
19_23873382 19_18229572 -899.345265195998
19_23873382 19_18232300 -899.53085491673
19_23873382 19_18235779 -899.696655957486
19_23873382 19_18244123 -899.692911853694
19_23873382 19_18252467 -899.675143397639
19_23873382 19_18275473 -899.519163361654
19_23873382 19_18288997 -899.453273253304
19_23873382 19_18302521 -899.466166162064
19_23873382 19_18316045 -899.465445432308
19_23873382 19_18333753 -899.443025711523
19_23873382 19_18357444 -899.410935662087
19_23873382 19_18363542 -899.382128835186
19_23873382 19_18369640 -899.357025793237
19_23873382 19_18375737 -898.991371707289
19_23873382 19_18381835 -898.612525059967
19_23873382 19_18387932 -898.123174069977
19_23873382 19_18660511 -897.571090569034
19_23873382 19_18668463 -896.95311572232
19_23873382 19_18676416 -896.83151930865
19_23873382 19_18975648 -896.924724653844
19_23873382 19_19274879 -897.65479697493
19_23873382 19_19305304 -899.581589133071
19_23873382 19_19335729 -900.381028114982
19_23873382 19_19461226 -900.415600924327
19_23873382 19_19464083 -900.446244506587
19_23873382 19_19466941 -900.469062808169
19_23873382 19_19537824 -900.483829914572
19_23873382 19_19548156 -900.490378007767
19_23873382 19_19558489 -900.488607890621
19_23873382 19_19870145 -900.481593570659
19_23873382 19_19874630 -900.544517056284
19_23873382 19_19879115 -900.610540666922
19_23873382 19_20125475 -900.729651809817
19_23873382 19_20137919 -900.865011366773
19_23873382 19_20150362 -901.001792352921
19_23873382 19_20302600 -901.066820133319
19_23873382 19_20303683 -901.111121815263
19_23873382 19_20304765 -901.169135852447
19_23873382 19_20626923 -901.220753559725
19_23873382 19_20633442 -901.312341709447
19_23873382 19_20639961 -901.415662855523
19_23873382 19_20756178 -901.44111184179
19_23873382 19_20775432 -901.435970242924
19_23873382 19_20794687 -901.440022544924
19_23873382 19_20796932 -901.440044246533
19_23873382 19_20798905 -901.43574866532
19_23873382 19_20801032 -901.426987650257
19_23873382 19_20803231 -901.413790703084
19_23873382 19_20805430 -901.396388332104
19_23873382 19_20807629 -901.375208722409
19_23873382 19_20902553 -900.575392796749
19_23873382 19_20998510 -900.442504959671
19_23873382 19_21094467 -901.156768434578
19_23873382 19_21182134 -901.166231060662
19_23873382 19_21270329 -901.129068956111
19_23873382 19_21326896 -901.017286919813
19_23873382 19_21332327 -900.983795228118
19_23873382 19_21336729 -900.951345095771
19_23873382 19_21341131 -900.919816215383
19_23873382 19_21345533 -900.889062720976
19_23873382 19_21349935 -900.858925931834
19_23873382 19_21356079 -900.644873278535
19_23873382 19_21515834 -900.60159717881
19_23873382 19_21518274 -900.675004460316
19_23873382 19_21520713 -900.710006846069
19_23873382 19_21523152 -900.692395419823
19_23873382 19_21533417 -900.679018346014
19_23873382 19_21545048 -900.669886953805
19_23873382 19_21727395 -900.778957191338
19_23873382 19_21740049 -900.942441736779
19_23873382 19_21752704 -901.080925537568
19_23873382 19_21835817 -901.029038057552
19_23873382 19_21840919 -900.86046399122
19_23873382 19_21846022 -900.844692400789
19_23873382 19_21936950 -900.890849402484
19_23873382 19_21970456 -901.168261988566
19_23873382 19_22003963 -901.457301956956
19_23873382 19_22156073 -901.58072657039
19_23873382 19_22172322 -901.597772659379
19_23873382 19_22187306 -901.619131564788
19_23873382 19_22191696 -901.645536470204
19_23873382 19_22195207 -901.671630890687
19_23873382 19_22198718 -901.6859844894
19_23873382 19_22202229 -901.694353058958
19_23873382 19_22205740 -901.701235285475
19_23873382 19_22209250 -901.70666378679
19_23873382 19_22212761 -901.710679089416
19_23873382 19_22216272 -901.713328787174
19_23873382 19_22219783 -901.71466617705
19_23873382 19_22223294 -901.714748711619
19_23873382 19_22226805 -901.71363838431
19_23873382 19_22230316 -901.71735744857
19_23873382 19_22233827 -901.748071391283
19_23873382 19_22237338 -901.788291062257
19_23873382 19_22240848 -901.822947118552
19_23873382 19_22244457 -901.873904437279
19_23873382 19_22264004 -901.889841786532
19_23873382 19_22288023 -901.890385655447
19_23873382 19_22294213 -901.890974912873
19_23873382 19_22298836 -901.892917261664
19_23873382 19_22303459 -901.895215405841
19_23873382 19_22333838 -901.897705995858
19_23873382 19_22382301 -901.900456327119
19_23873382 19_22413259 -901.903437261302
19_23873382 19_22419242 -901.906649510287
19_23873382 19_22425226 -901.909996779353
19_23873382 19_22431209 -901.913516231123
19_23873382 19_22435586 -901.917373808208
19_23873382 19_22436965 -901.921624276811
19_23873382 19_22438344 -901.925939481593
19_23873382 19_22439723 -901.93030429597
19_23873382 19_22441102 -901.934703160178
19_23873382 19_22442482 -901.939120849522
19_23873382 19_22443861 -901.943542762506
19_23873382 19_22445240 -901.947953046924
19_23873382 19_22446619 -902.005016003521
19_23873382 19_22447998 -902.037935081235
19_23873382 19_22449377 -902.034946200783
19_23873382 19_22450756 -902.031395698585
19_23873382 19_22452135 -902.026899807909
19_23873382 19_22453515 -902.022076349438
19_23873382 19_22454894 -902.016930316953
19_23873382 19_22456273 -902.011466713499
19_23873382 19_22507525 -902.00574638241
19_23873382 19_22560818 -901.996671241781
19_23873382 19_22567436 -901.981052848902
19_23873382 19_22570782 -901.965299228759
19_23873382 19_22574128 -901.949471886447
19_23873382 19_22577474 -901.933613256111
19_23873382 19_22580820 -901.91811756978
19_23873382 19_22584166 -901.907743566165
19_23873382 19_22587512 -901.897398283012
19_23873382 19_22590858 -901.88709070826
19_23873382 19_22594203 -901.880810212055
19_23873382 19_22597549 -901.87205425725
19_23873382 19_22600895 -901.936786522906
19_23873382 19_22604768 -901.808462052879
19_23873382 19_22611929 -901.731442493701
19_23873382 19_22615951 -901.707445304216
19_23873382 19_22616579 -901.68300192164
19_23873382 19_22617111 -901.658116333048
19_23873382 19_22617643 -901.632899424688
19_23873382 19_22618175 -901.583152219564
19_23873382 19_22618707 -901.519227479108
19_23873382 19_22619240 -901.468617875148
19_23873382 19_22619772 -901.435853846312
19_23873382 19_22620304 -901.418588150125
19_23873382 19_22620537 -901.352386478284
19_23873382 19_22620655 -901.280420135576
19_23873382 19_22620774 -901.202976349771
19_23873382 19_22621212 -901.16229824076
19_23873382 19_22623056 -901.128708433303
