value loglik
NA 19_18147123 -963.256820917525
NA 19_18147270 -963.341110439032
NA 19_18147416 -963.427284707933
NA 19_18170066 -963.514312187429
NA 19_18210494 -963.513862187002
NA 19_18211151 -963.515827863986
NA 19_18211808 -963.522228176765
NA 19_18224115 -963.551431262288
NA 19_18226843 -963.595458878741
NA 19_18229572 -963.689334879109
NA 19_18232300 -963.795028972974
NA 19_18235779 -963.908468953001
NA 19_18244123 -963.962469646407
NA 19_18252467 -964.013909017027
NA 19_18275473 -964.406815928394
NA 19_18288997 -964.660776739262
NA 19_18302521 -964.705330248568
NA 19_18316045 -964.731648061782
NA 19_18333753 -964.724099543927
NA 19_18357444 -964.727691030481
NA 19_18363542 -964.733817391837
NA 19_18369640 -964.738712434739
NA 19_18375737 -964.682539222113
NA 19_18381835 -964.613693904993
NA 19_18387932 -964.520668306219
NA 19_18660511 -964.420864874088
NA 19_18668463 -964.368211768596
NA 19_18676416 -964.532559701481
NA 19_18975648 -964.563387532341
NA 19_19274879 -964.462169861002
NA 19_19305304 -964.352781419817
NA 19_19335729 -964.390894023692
NA 19_19461226 -964.377960144207
NA 19_19464083 -964.365898739195
NA 19_19466941 -964.357648093308
NA 19_19537824 -964.353189131802
NA 19_19548156 -964.35243492937
NA 19_19558489 -964.355235352521
NA 19_19870145 -964.313691737565
NA 19_19874630 -964.324889246034
NA 19_19879115 -964.338887116665
NA 19_20125475 -964.351753729467
NA 19_20137919 -964.34509041413
NA 19_20150362 -964.317486678862
NA 19_20302600 -964.383187447503
NA 19_20303683 -964.479623959547
NA 19_20304765 -964.588445274977
NA 19_20626923 -964.56507927302
NA 19_20633442 -964.570726931624
NA 19_20639961 -964.608616384279
NA 19_20756178 -964.655739983536
NA 19_20775432 -964.708093133337
NA 19_20794687 -964.650088061071
NA 19_20796932 -964.593350238813
NA 19_20798905 -964.539404928038
NA 19_20801032 -964.489879765247
NA 19_20803231 -964.446378569352
NA 19_20805430 -964.410350807877
NA 19_20807629 -964.382958112149
NA 19_20902553 -963.324223160024
NA 19_20998510 -963.217544185069
NA 19_21094467 -963.088026963314
NA 19_21182134 -962.986785812637
NA 19_21270329 -962.820887347779
NA 19_21326896 -962.445261659025
NA 19_21332327 -962.301732913172
NA 19_21336729 -962.159623569861
NA 19_21341131 -962.020687520066
NA 19_21345533 -961.886538051838
NA 19_21349935 -961.758595611179
NA 19_21356079 -961.682000583828
NA 19_21515834 -961.405210776998
NA 19_21518274 -961.11972074897
NA 19_21520713 -960.899866374513
NA 19_21523152 -960.897379041936
NA 19_21533417 -960.901553763076
NA 19_21545048 -960.894116120499
NA 19_21727395 -960.88879877628
NA 19_21740049 -960.89506620113
NA 19_21752704 -960.899762092841
NA 19_21835817 -960.961315702361
NA 19_21840919 -961.23479707895
NA 19_21846022 -961.287187961173
NA 19_21936950 -961.350236323855
NA 19_21970456 -961.507213207664
NA 19_22003963 -961.669759594613
NA 19_22156073 -961.763928464915
NA 19_22172322 -961.806834682907
NA 19_22187306 -961.818211827191
NA 19_22191696 -961.792666417999
NA 19_22195207 -961.771235979735
NA 19_22198718 -961.742315394434
NA 19_22202229 -961.71198407276
NA 19_22205740 -961.685001532925
NA 19_22209250 -961.661479798251
NA 19_22212761 -961.641494174545
NA 19_22216272 -961.625081816732
NA 19_22219783 -961.612240807442
NA 19_22223294 -961.602935013072
NA 19_22226805 -961.597093600419
NA 19_22230316 -961.597784477072
NA 19_22233827 -961.616255177391
NA 19_22237338 -961.64240797231
NA 19_22240848 -961.547598720171
NA 19_22244457 -961.621001221049
NA 19_22264004 -961.684994430249
NA 19_22288023 -961.725822461035
NA 19_22294213 -961.762468181134
NA 19_22298836 -961.78402600725
NA 19_22303459 -961.803663330301
NA 19_22333838 -961.823700754858
NA 19_22382301 -961.843921448454
NA 19_22413259 -961.864697607598
NA 19_22419242 -961.886187197691
NA 19_22425226 -961.908342213067
NA 19_22431209 -961.931193798504
NA 19_22435586 -961.954718626669
NA 19_22436965 -961.978916387571
NA 19_22438344 -962.003741118992
NA 19_22439723 -962.029147443896
NA 19_22441102 -962.055074224368
NA 19_22442482 -962.081447124305
NA 19_22443861 -962.108180142963
NA 19_22445240 -962.135176289361
NA 19_22446619 -962.212489713203
NA 19_22447998 -962.265523758176
NA 19_22449377 -962.282940934169
NA 19_22450756 -962.300854374711
NA 19_22452135 -962.320025521299
NA 19_22453515 -962.339187470316
NA 19_22454894 -962.358320573002
NA 19_22456273 -962.377404937753
NA 19_22507525 -962.395917673793
NA 19_22560818 -962.431262786775
NA 19_22567436 -962.501382002696
NA 19_22570782 -962.569425238672
NA 19_22574128 -962.63528757341
NA 19_22577474 -962.698690049901
NA 19_22580820 -962.756218089446
NA 19_22584166 -962.766597500884
NA 19_22587512 -962.776808777101
NA 19_22590858 -962.786786741918
NA 19_22594203 -962.796997928144
NA 19_22597549 -962.803032721297
NA 19_22600895 -962.639485944401
NA 19_22604768 -962.642995609135
NA 19_22611929 -962.641898844986
NA 19_22615951 -962.638765780672
NA 19_22616579 -962.635548873837
NA 19_22617111 -962.632334256972
NA 19_22617643 -962.629143373628
NA 19_22618175 -962.617682626659
NA 19_22618707 -962.612182228381
NA 19_22619240 -962.608292905589
NA 19_22619772 -962.607446138832
NA 19_22620304 -962.610678786665
NA 19_22620537 -962.606473598637
NA 19_22620655 -962.606471044821
NA 19_22620774 -962.610858319884
NA 19_22621212 -962.646890541777
NA 19_22623056 -962.694972506411
NA 19_22625940 -962.750733713847
NA 19_22632448 -962.813819730095
NA 19_22638956 -962.884171424242
NA 19_22645464 -963.079113065489
NA 19_22651972 -963.300283987638
NA 19_22658480 -963.532587446381
NA 19_22692039 -963.749300099272
NA 19_22776340 -963.700134909633
NA 19_22788765 -963.602248502097
NA 19_22792288 -963.598090816036
NA 19_22794125 -963.593891896382
NA 19_22795963 -963.589652637312
NA 19_22797800 -963.58537314418
NA 19_22799638 -963.581053347171
NA 19_22858304 -963.611435808603
NA 19_22891650 -963.643971012729
NA 19_22894267 -963.675272046844
NA 19_22896884 -963.706607944801
NA 19_22899501 -963.738005969573
NA 19_22902118 -963.401574840536
NA 19_22904734 -963.313332717054
NA 19_22907351 -963.302863993644
NA 19_22909968 -963.300665778631
NA 19_22912585 -963.30803040452
NA 19_23342789 -963.700166165905
NA 19_23344991 -963.747546566323
NA 19_23347193 -963.789215650021
NA 19_23350338 -963.952719921788
NA 19_23359294 -963.981978249616
NA 19_23368249 -963.965638222751
NA 19_23376634 -963.950174851267
NA 19_23378430 -963.931526040601
NA 19_23380227 -963.923629926599
NA 19_23382024 -963.914167016141
NA 19_23383821 -963.903110260337
NA 19_23385618 -963.890438764131
NA 19_23868659 -963.762253600064
NA 19_23870233 -963.924061135713
NA 19_23871808 -964.085897938499
NA 19_23873382 -964.243539805031
NA 19_23874956 -964.392736844706
NA 19_23876530 -964.529503563415
NA 19_23917687 -964.647248122781
NA 19_23917752 -964.700415637678
NA 19_23917817 -964.748392972887
NA 19_23918175 -964.790179133591
