value loglik
NA 19_18147123 -918.984771126263
NA 19_18147270 -918.979961390888
NA 19_18147416 -918.975561302101
NA 19_18170066 -918.971551595266
NA 19_18210494 -918.993339186522
NA 19_18211151 -919.016786939435
NA 19_18211808 -919.040991912897
NA 19_18224115 -919.06017532489
NA 19_18226843 -919.07186542435
NA 19_18229572 -919.035581669473
NA 19_18232300 -918.988785676602
NA 19_18235779 -918.934659496258
NA 19_18244123 -918.938292770485
NA 19_18252467 -918.948312059857
NA 19_18275473 -918.996564349687
NA 19_18288997 -919.104991837853
NA 19_18302521 -919.181091938367
NA 19_18316045 -919.243492721606
NA 19_18333753 -919.277934310419
NA 19_18357444 -919.278938926399
NA 19_18363542 -919.267398037941
NA 19_18369640 -919.245621673286
NA 19_18375737 -919.10603963287
NA 19_18381835 -918.976208201124
NA 19_18387932 -918.830882915407
NA 19_18660511 -918.990468025222
NA 19_18668463 -919.215558919761
NA 19_18676416 -919.130499272258
NA 19_18975648 -918.974187116187
NA 19_19274879 -918.982162436341
NA 19_19305304 -918.977968910771
NA 19_19335729 -918.98003852471
NA 19_19461226 -919.006296688526
NA 19_19464083 -919.031209503694
NA 19_19466941 -919.050095118897
NA 19_19537824 -919.062789976515
NA 19_19548156 -919.069204990731
NA 19_19558489 -919.069323928949
NA 19_19870145 -919.170583303822
NA 19_19874630 -919.16823343616
NA 19_19879115 -919.155776724171
NA 19_20125475 -919.137814406907
NA 19_20137919 -919.119494059204
NA 19_20150362 -919.101039093284
NA 19_20302600 -919.105065759282
NA 19_20303683 -919.117780481116
NA 19_20304765 -919.131722625456
NA 19_20626923 -919.109283410241
NA 19_20633442 -919.112386217688
NA 19_20639961 -919.133656007216
NA 19_20756178 -919.149565428245
NA 19_20775432 -919.165809943334
NA 19_20794687 -919.227466397193
NA 19_20796932 -919.280959758124
NA 19_20798905 -919.325007271208
NA 19_20801032 -919.358598146288
NA 19_20803231 -919.38107341026
NA 19_20805430 -919.392179163496
NA 19_20807629 -919.392078740638
NA 19_20902553 -919.538583511837
NA 19_20998510 -919.546802168744
NA 19_21094467 -918.675152105591
NA 19_21182134 -918.248498157198
NA 19_21270329 -918.27186661676
NA 19_21326896 -918.33136584058
NA 19_21332327 -918.323396430491
NA 19_21336729 -918.310648448516
NA 19_21341131 -918.293401314856
NA 19_21345533 -918.272023355195
NA 19_21349935 -918.246952202123
NA 19_21356079 -918.05684227097
NA 19_21515834 -917.930247370372
NA 19_21518274 -917.901081752479
NA 19_21520713 -917.860598995821
NA 19_21523152 -917.857831122497
NA 19_21533417 -917.864742530467
NA 19_21545048 -917.882096565352
NA 19_21727395 -917.917103037588
NA 19_21740049 -917.943635816067
NA 19_21752704 -917.948639369717
NA 19_21835817 -917.948536880359
NA 19_21840919 -918.093297869052
NA 19_21846022 -918.074723011148
NA 19_21936950 -918.088750738596
NA 19_21970456 -918.086749027887
NA 19_22003963 -918.07320109157
NA 19_22156073 -918.058252274059
NA 19_22172322 -918.044599251439
NA 19_22187306 -918.032285475314
NA 19_22191696 -918.019995009689
NA 19_22195207 -918.005626887011
NA 19_22198718 -917.990232184109
NA 19_22202229 -917.973141278979
NA 19_22205740 -917.953922182197
NA 19_22209250 -917.932618994816
NA 19_22212761 -917.909307688614
NA 19_22216272 -917.88409384605
NA 19_22219783 -917.857110065519
NA 19_22223294 -917.828515312338
NA 19_22226805 -917.798487029629
NA 19_22230316 -917.766071981919
NA 19_22233827 -917.72807416804
NA 19_22237338 -917.55281288229
NA 19_22240848 -917.542667163294
NA 19_22244457 -917.073381847733
NA 19_22264004 -916.794712719515
NA 19_22288023 -916.784074015337
NA 19_22294213 -916.778227516397
NA 19_22298836 -916.763146521028
NA 19_22303459 -916.746046640073
NA 19_22333838 -916.728432941605
NA 19_22382301 -916.710406054211
NA 19_22413259 -916.691924295653
NA 19_22419242 -916.673016157382
NA 19_22425226 -916.653820442885
NA 19_22431209 -916.634403204792
NA 19_22435586 -916.614989111025
NA 19_22436965 -916.595701721989
NA 19_22438344 -916.57649223731
NA 19_22439723 -916.557452820384
NA 19_22441102 -916.538672973093
NA 19_22442482 -916.520237347741
NA 19_22443861 -916.502224515655
NA 19_22445240 -916.48470708452
NA 19_22446619 -916.679361812833
NA 19_22447998 -916.835723699141
NA 19_22449377 -916.840006888222
NA 19_22450756 -916.843843718938
NA 19_22452135 -916.846464531202
NA 19_22453515 -916.849065176428
NA 19_22454894 -916.851643580483
NA 19_22456273 -916.854197805858
NA 19_22507525 -916.856777419269
NA 19_22560818 -916.855503387151
NA 19_22567436 -916.847322344919
NA 19_22570782 -916.840071367951
NA 19_22574128 -916.833673732006
NA 19_22577474 -916.82808864821
NA 19_22580820 -916.822829267981
NA 19_22584166 -916.811512353309
NA 19_22587512 -916.800172093196
NA 19_22590858 -916.788785448507
NA 19_22594203 -916.779741671469
NA 19_22597549 -916.764420708878
NA 19_22600895 -916.733311398192
NA 19_22604768 -916.687235286106
NA 19_22611929 -916.649115227544
NA 19_22615951 -916.619001871044
NA 19_22616579 -916.589329631715
NA 19_22617111 -916.560226725381
NA 19_22617643 -916.531770493668
NA 19_22618175 -916.536097858238
NA 19_22618707 -916.538127849469
NA 19_22619240 -916.547319303496
NA 19_22619772 -916.56214643345
NA 19_22620304 -916.5825208742
NA 19_22620537 -916.623006596317
