value loglik
NA 19_18147123 -941.164406833912
NA 19_18147270 -941.22734132884
NA 19_18147416 -941.287366619905
NA 19_18170066 -941.343531770263
NA 19_18210494 -941.309884158478
NA 19_18211151 -941.270727811398
NA 19_18211808 -941.228765307489
NA 19_18224115 -941.181335400474
NA 19_18226843 -941.132836474661
NA 19_18229572 -941.093068213792
NA 19_18232300 -941.05230274949
NA 19_18235779 -941.010763128902
NA 19_18244123 -940.954045492862
NA 19_18252467 -940.894336898643
NA 19_18275473 -940.787742271096
NA 19_18288997 -940.723809405534
NA 19_18302521 -940.640689165916
NA 19_18316045 -940.527146063841
NA 19_18333753 -940.35026888129
NA 19_18357444 -940.272840522295
NA 19_18363542 -940.220544717321
NA 19_18369640 -940.171542304137
NA 19_18375737 -940.940529858913
NA 19_18381835 -941.419144685605
NA 19_18387932 -941.386255245758
NA 19_18660511 -941.22250870738
NA 19_18668463 -941.042834997234
NA 19_18676416 -941.033319739748
NA 19_18975648 -940.664568479601
NA 19_19274879 -940.744980898854
NA 19_19305304 -940.958024531173
NA 19_19335729 -940.985702032831
NA 19_19461226 -940.914706442903
NA 19_19464083 -940.836053366988
NA 19_19466941 -940.75466531181
NA 19_19537824 -940.670979641003
NA 19_19548156 -940.585467995661
NA 19_19558489 -940.498618261342
NA 19_19870145 -940.449881925566
NA 19_19874630 -940.422711631673
NA 19_19879115 -940.397902175439
NA 19_20125475 -940.32123165886
NA 19_20137919 -940.218620027085
NA 19_20150362 -940.103852878917
NA 19_20302600 -940.043166155881
NA 19_20303683 -939.997028884076
NA 19_20304765 -940.017333553737
NA 19_20626923 -940.119983193561
NA 19_20633442 -940.172137546022
NA 19_20639961 -940.181157626126
NA 19_20756178 -940.240232765434
NA 19_20775432 -940.327892001291
NA 19_20794687 -940.325181592531
NA 19_20796932 -940.322114189572
NA 19_20798905 -940.319032745325
NA 19_20801032 -940.316392674149
NA 19_20803231 -940.31471918659
NA 19_20805430 -940.314529984676
NA 19_20807629 -940.316290811677
NA 19_20902553 -941.389384368945
NA 19_20998510 -941.352965510114
NA 19_21094467 -942.175476776063
NA 19_21182134 -942.331689043881
NA 19_21270329 -942.34704625422
NA 19_21326896 -942.343576698525
NA 19_21332327 -942.358113035465
NA 19_21336729 -942.373730093291
NA 19_21341131 -942.390214930429
NA 19_21345533 -942.407346163978
NA 19_21349935 -942.424902840131
NA 19_21356079 -942.45051867943
NA 19_21515834 -942.479433409927
NA 19_21518274 -942.50233998386
NA 19_21520713 -942.508208199357
NA 19_21523152 -942.510909172808
NA 19_21533417 -942.513936507109
NA 19_21545048 -942.516383474705
NA 19_21727395 -942.52095012169
NA 19_21740049 -942.5223103689
NA 19_21752704 -942.524401852145
NA 19_21835817 -942.347952597891
NA 19_21840919 -942.344744138303
NA 19_21846022 -942.356463934072
NA 19_21936950 -942.406170450228
NA 19_21970456 -942.428269326592
NA 19_22003963 -942.436317018646
NA 19_22156073 -942.428900855544
NA 19_22172322 -942.420417768217
NA 19_22187306 -942.407909784664
NA 19_22191696 -942.390722250109
NA 19_22195207 -942.373151408866
NA 19_22198718 -942.361231866863
NA 19_22202229 -942.351677751069
NA 19_22205740 -942.34207927588
NA 19_22209250 -942.332433879467
NA 19_22212761 -942.32274147283
NA 19_22216272 -942.313004880128
NA 19_22219783 -942.303229565943
NA 19_22223294 -942.293425135662
NA 19_22226805 -942.283602258936
NA 19_22230316 -942.272240254649
NA 19_22233827 -942.253589778088
