value loglik
NA 19_18147123 -956.879468443311
NA 19_18147270 -956.853604777165
NA 19_18147416 -956.828055027195
NA 19_18170066 -956.802886618198
NA 19_18210494 -956.830524843819
NA 19_18211151 -956.863815978392
NA 19_18211808 -956.901114973573
NA 19_18224115 -956.942967513743
NA 19_18226843 -957.010035676685
NA 19_18229572 -957.210575240684
NA 19_18232300 -957.397520768724
NA 19_18235779 -957.566648654821
NA 19_18244123 -957.592909313982
NA 19_18252467 -957.611056110976
NA 19_18275473 -957.589320394389
NA 19_18288997 -957.646048958794
NA 19_18302521 -957.672571040321
NA 19_18316045 -957.688516069572
NA 19_18333753 -957.6696815749
NA 19_18357444 -957.673677578272
NA 19_18363542 -957.682821020129
NA 19_18369640 -957.687528219823
NA 19_18375737 -957.552363444884
NA 19_18381835 -957.425821149542
NA 19_18387932 -957.35450895567
NA 19_18660511 -957.259518895866
NA 19_18668463 -957.144284076191
NA 19_18676416 -957.259780047066
NA 19_18975648 -957.925887048103
NA 19_19274879 -957.916475558971
NA 19_19305304 -957.925346287276
NA 19_19335729 -957.93594231935
NA 19_19461226 -957.911156535787
NA 19_19464083 -957.881425042028
NA 19_19466941 -957.851593599512
NA 19_19537824 -957.821828370156
NA 19_19548156 -957.792299093258
NA 19_19558489 -957.763171077846
NA 19_19870145 -957.258106371358
NA 19_19874630 -957.265170105634
NA 19_19879115 -957.272303652377
NA 19_20125475 -957.267763739241
NA 19_20137919 -957.268871726542
NA 19_20150362 -957.279074731177
NA 19_20302600 -957.186701716303
NA 19_20303683 -957.061285100926
NA 19_20304765 -956.947430655786
NA 19_20626923 -956.810378800557
NA 19_20633442 -956.737348686838
NA 19_20639961 -956.698543629152
NA 19_20756178 -956.513400166103
NA 19_20775432 -956.280829032225
NA 19_20794687 -956.02903723136
NA 19_20796932 -955.777476685107
NA 19_20798905 -955.529853049077
NA 19_20801032 -955.289915355683
NA 19_20803231 -955.061277730641
NA 19_20805430 -954.847253543568
NA 19_20807629 -954.650707437571
NA 19_20902553 -953.350506565167
NA 19_20998510 -953.054618091198
NA 19_21094467 -952.967535034629
NA 19_21182134 -952.984412347014
NA 19_21270329 -952.98847592718
NA 19_21326896 -953.000859749691
NA 19_21332327 -952.955140812088
NA 19_21336729 -952.907688532061
NA 19_21341131 -952.858969221162
NA 19_21345533 -952.809462194928
NA 19_21349935 -952.759643588801
NA 19_21356079 -952.55614010306
NA 19_21515834 -952.476213387218
NA 19_21518274 -952.476510306979
NA 19_21520713 -952.602745999154
NA 19_21523152 -952.768107912595
NA 19_21533417 -952.94111148105
NA 19_21545048 -953.111541168084
NA 19_21727395 -953.119069762051
NA 19_21740049 -953.038933075361
NA 19_21752704 -952.970376343313
NA 19_21835817 -952.992331117378
NA 19_21840919 -953.174053221601
NA 19_21846022 -953.228012305331
NA 19_21936950 -953.116754552351
NA 19_21970456 -953.053610873283
NA 19_22003963 -953.040264438776
NA 19_22156073 -952.985362548901
NA 19_22172322 -952.892790690216
NA 19_22187306 -952.810874569133
NA 19_22191696 -952.743254574562
NA 19_22195207 -952.679155030072
NA 19_22198718 -952.623292055526
NA 19_22202229 -952.57373334636
NA 19_22205740 -952.529115008301
NA 19_22209250 -952.489712740945
NA 19_22212761 -952.455731648345
NA 19_22216272 -952.427301248639
NA 19_22219783 -952.404474765569
NA 19_22223294 -952.3872284726
NA 19_22226805 -952.375466052518
NA 19_22230316 -952.366864168416
NA 19_22233827 -952.351393230713
NA 19_22237338 -952.298620566612
NA 19_22240848 -951.760750856644
NA 19_22244457 -951.476359436458
NA 19_22264004 -951.299786541889
NA 19_22288023 -951.235353146419
NA 19_22294213 -951.176877433684
NA 19_22298836 -951.122877178001
NA 19_22303459 -951.070826822095
NA 19_22333838 -951.020179828917
NA 19_22382301 -950.971003895054
NA 19_22413259 -950.923034734861
NA 19_22419242 -950.876176115569
NA 19_22425226 -950.830854268428
NA 19_22431209 -950.786501904993
NA 19_22435586 -950.743493311799
NA 19_22436965 -950.701716159187
NA 19_22438344 -950.661683504808
NA 19_22439723 -950.623387685633
NA 19_22441102 -950.586811374471
NA 19_22442482 -950.551931578225
NA 19_22443861 -950.518719598002
NA 19_22445240 -950.487141784023
NA 19_22446619 -950.402906553046
NA 19_22447998 -950.34518926097
NA 19_22449377 -950.330785778533
NA 19_22450756 -950.316535432228
NA 19_22452135 -950.302650388985
NA 19_22453515 -950.288853643518
NA 19_22454894 -950.275174382932
NA 19_22456273 -950.261640598734
NA 19_22507525 -950.24847545759
NA 19_22560818 -950.26438019196
NA 19_22567436 -950.344733284393
NA 19_22570782 -950.43199096931
NA 19_22574128 -950.526095974974
NA 19_22577474 -950.626846713867
NA 19_22580820 -950.729260405137
NA 19_22584166 -950.766721620504
NA 19_22587512 -950.805586804221
NA 19_22590858 -950.845749781163
NA 19_22594203 -950.889382448631
NA 19_22597549 -950.936176013424
NA 19_22600895 -950.737833031465
NA 19_22604768 -950.7940163601
NA 19_22611929 -950.864965204702
NA 19_22615951 -950.915221230818
NA 19_22616579 -950.966701417251
NA 19_22617111 -951.019483646598
NA 19_22617643 -951.07325190362
NA 19_22618175 -951.160313136671
NA 19_22618707 -951.284513034753
NA 19_22619240 -951.438185763702
NA 19_22619772 -951.610758731894
NA 19_22620304 -951.752496384139
NA 19_22620537 -951.52003277945
NA 19_22620655 -951.285741115189
NA 19_22620774 -951.052523895417
NA 19_22621212 -951.031764532365
NA 19_22623056 -951.044101814606
NA 19_22625940 -951.054919702184
NA 19_22632448 -951.063767876226
NA 19_22638956 -951.070956276404
NA 19_22645464 -951.245279254302
NA 19_22651972 -951.408732687735
NA 19_22658480 -951.554519823559
NA 19_22692039 -951.667942979435
NA 19_22776340 -950.742922325369
NA 19_22788765 -950.644409162425
NA 19_22792288 -950.645526757793
NA 19_22794125 -950.646658264276
NA 19_22795963 -950.647804085115
NA 19_22797800 -950.648965290463
NA 19_22799638 -950.650140467744
NA 19_22858304 -950.640646174027
NA 19_22891650 -950.538805883426
NA 19_22894267 -950.461948439417
NA 19_22896884 -950.411767639402
NA 19_22899501 -950.389033981186
NA 19_22902118 -951.370562988495
NA 19_22904734 -951.584669069111
NA 19_22907351 -951.577592793633
NA 19_22909968 -951.571431220312
NA 19_22912585 -951.565116088503
NA 19_23342789 -951.997842788898
NA 19_23344991 -951.819342692277
NA 19_23347193 -951.678222331596
NA 19_23350338 -951.764269855244
NA 19_23359294 -951.903631319715
NA 19_23368249 -952.012692044877
NA 19_23376634 -952.115224979827
NA 19_23378430 -952.184179304525
NA 19_23380227 -952.246793400355
NA 19_23382024 -952.323594591507
NA 19_23383821 -952.414313960695
NA 19_23385618 -952.518343005195
NA 19_23868659 -953.128330964198
NA 19_23870233 -952.795020289568
NA 19_23871808 -952.481749498656
NA 19_23873382 -952.195243493121
NA 19_23874956 -951.941128685193
NA 19_23876530 -951.723466869982
NA 19_23917687 -951.552977087898
NA 19_23917752 -951.548671060753
NA 19_23917817 -951.548157305427
NA 19_23918175 -951.551620829028
NA 19_23925367 -951.565620229312
NA 19_23932559 -951.58524352023
NA 19_23988954 -951.605756089013
NA 19_23999542 -951.60536300807
NA 19_24010131 -951.643866875532
NA 19_24048529 -951.698532795049
NA 19_24058490 -951.819602246828
NA 19_24068452 -952.210386222501
NA 19_24078414 -952.495145644473
NA 19_24151901 -952.486669328321
NA 19_24152632 -952.478606769724
NA 19_24153364 -952.469931781296
NA 19_24154095 -952.4599233261
NA 19_24154826 -952.448369074253
NA 19_24155557 -952.439230546874
NA 19_24307454 -952.393398909113
NA 19_24332887 -952.316225814592
NA 19_24358320 -952.328685714057
NA 19_24382219 -952.547536254249
NA 19_24382803 -952.760813768839
NA 19_24383257 -952.917775648091
NA 19_24383620 -952.979013520876
NA 19_24383973 -952.919161628269
NA 19_24384325 -952.770249172234
NA 19_24384678 -952.832478655943
NA 19_24385081 -952.938032255884
NA 19_24386149 -953.082456715656
NA 19_24615398 -952.771747810656
NA 19_24623533 -952.486201019681
NA 19_24631669 -952.295738771582
NA 19_24646048 -952.361952301693
NA 19_24651380 -952.470630516726
NA 19_24655682 -952.57809880139
NA 19_24659983 -951.71841455998
NA 19_24661370 -950.881660436667
NA 19_24662705 -950.15359898013
NA 19_24664113 -950.214414833605
NA 19_24687303 -950.277320226113
NA 19_24729734 -950.734767657098
NA 19_24741223 -951.741022517039
NA 19_24745602 -951.908067336202
NA 19_24749981 -951.938780299553
NA 19_24754360 -951.956520340681
NA 19_24758506 -951.972275705001
NA 19_24762609 -951.987535573082
NA 19_24809264 -952.003328310554
NA 19_24874336 -952.020830676045
NA 19_24939407 -952.041565986199
NA 19_25004478 -952.060370871398
NA 19_25069550 -952.049647481644
NA 19_25094384 -951.77574758188
NA 19_25099509 -951.44543225434
NA 19_25100587 -951.117011454898
NA 19_25101665 -950.801672862247
NA 19_25102743 -950.511332331914
NA 19_25103820 -950.257248929032
NA 19_25104898 -950.048622702915
NA 19_25105976 -949.891520296365
NA 19_25108018 -949.788375186393
NA 19_25121124 -949.779751970518
NA 19_25124172 -949.798249958951
NA 19_25127220 -949.813107936698
NA 19_25131012 -949.817908491804
NA 19_25164884 -949.502698366932
NA 19_25174425 -949.271067765234
NA 19_25179040 -949.292678150035
NA 19_25181248 -949.293236284456
NA 19_25183456 -949.2942072758
NA 19_25185664 -949.295581964875
NA 19_25213450 -949.29651254604
NA 19_25225757 -949.295456508565
NA 19_25234484 -949.29245906834
NA 19_25240804 -949.226906975047
NA 19_25246239 -949.264092323101
NA 19_25251673 -949.398264655164
NA 19_25257107 -949.537226533479
NA 19_25262541 -949.624780205084
NA 19_25267975 -949.625478638457
NA 19_25275395 -949.626467529397
NA 19_25334339 -949.626072538597
NA 19_25375580 -949.51323649539
NA 19_25376735 -949.246039253011
NA 19_25377890 -948.934540238735
NA 19_25430429 -948.658436635913
NA 19_25445245 -948.579833336205
NA 19_25460061 -948.533923426012
NA 19_25474762 -948.482399642306
NA 19_25487123 -948.319513009602
NA 19_25500518 -948.114638251577
NA 19_25532899 -948.149800928612
NA 19_25565280 -948.099283564318
NA 19_25588832 -948.082402657547
NA 19_25599495 -948.070280404562
NA 19_25603706 -948.102372339979
NA 19_25607918 -948.13454418917
NA 19_25612129 -947.688077064784
NA 19_25616341 -946.829257716999
NA 19_25620552 -946.23039033133
NA 19_25624763 -946.222441994371
NA 19_25628975 -946.377868320451
NA 19_25633186 -946.803050768984
NA 19_25666923 -946.897911476805
NA 19_25705655 -947.045387006117
NA 19_25717202 -947.094042461883
NA 19_25724298 -947.058212856754
NA 19_25725807 -947.023248715284
NA 19_25727315 -946.991590612656
NA 19_25728824 -946.924661172805
NA 19_25730332 -946.842643339147
NA 19_25731841 -946.768846732926
NA 19_25733349 -946.976546089687
NA 19_25735898 -948.340787505199
NA 19_25748084 -949.462297931275
NA 19_25768410 -949.586786709997
NA 19_26254994 -950.056106893396
NA 19_26266960 -950.019568761039
NA 19_26278925 -949.927273316741
NA 19_26290890 -949.830588355582
NA 19_26302855 -949.735783354416
NA 19_26319456 -949.656481372904
NA 19_26336053 -949.684122634863
NA 19_26358240 -949.719231753811
NA 19_26382916 -949.781840937092
NA 19_26407592 -949.875023856026
NA 19_26432269 -949.929219391195
NA 19_26456945 -949.014671900704
NA 19_26480897 -948.857834760693
NA 19_26493222 -948.729185767396
NA 19_26505548 -948.596270783612
NA 19_26517873 -948.444616397256
NA 19_26527366 -948.279216152868
NA 19_26531695 -948.110414130471
NA 19_26535156 -947.93904512628
NA 19_26537007 -947.765996809905
NA 19_26538859 -947.592193959293
NA 19_26540710 -947.402367522498
NA 19_26542561 -947.183916777946
NA 19_26545521 -946.980358116468
NA 19_26587902 -946.8539405689
NA 19_26597204 -946.830573820043
NA 19_26606506 -946.830395887568
NA 19_26780867 -947.372612300895
NA 19_26890064 -947.931952510475
NA 19_26898865 -947.820688601768
NA 19_26899453 -947.707645459271
NA 19_26900040 -947.593267529999
NA 19_26900628 -947.478677338495
NA 19_26901215 -947.365708315325
NA 19_26901803 -947.256791954231
NA 19_26902390 -947.154698214116
NA 19_26905901 -947.062182250868
NA 19_26909897 -946.981627755176
NA 19_26986720 -946.987501892557
NA 19_26986998 -947.013601523156
NA 19_26987276 -947.043157158483
NA 19_26987554 -947.076085552829
NA 19_26988057 -947.112341360114
NA 19_26989339 -947.151918294208
NA 19_26991692 -947.194847065238
NA 19_27134620 -946.76439854457
NA 19_27135444 -946.109314879502
NA 19_27136269 -945.561160105211
NA 19_27381090 -943.521746600557
NA 19_27491492 -942.726567861707
NA 19_27491815 -942.052377816821
NA 19_27492138 -941.80272696322
NA 19_27536651 -941.821701032667
NA 19_27541278 -941.846299892725
NA 19_27545905 -941.869706487915
NA 19_27600054 -941.958584563325
NA 19_27604802 -942.09095876454
NA 19_27609550 -942.209795762232
NA 19_27662666 -941.71533057225
NA 19_27666470 -941.673375010602
NA 19_27670273 -941.636401321681
NA 19_27765374 -941.951584578477
NA 19_27811657 -941.82465935872
NA 19_27845848 -941.77490777794
NA 19_27880039 -941.736051276256
NA 19_27914230 -941.697999535555
NA 19_27948421 -941.636100581568
NA 19_27982612 -941.539188389064
NA 19_28008491 -941.592236832861
NA 19_28029718 -941.570814057073
NA 19_28037254 -941.459955866635
NA 19_28040225 -941.42942700146
NA 19_28043197 -941.467380253435
NA 19_28046169 -941.66471645869
NA 19_28049140 -941.982313913181
NA 19_28052112 -942.014179145885
NA 19_28055084 -942.019549237157
NA 19_28058055 -942.034245513287
NA 19_28061027 -942.052865212403
NA 19_28063998 -942.056613833288
NA 19_28066347 -942.037512977448
NA 19_28066583 -942.018334283666
NA 19_28066818 -941.999097112207
NA 19_28072860 -941.979822508521
NA 19_28081013 -941.960479030505
NA 19_28089166 -941.939816000288
NA 19_28102914 -942.111304540373
NA 19_28174689 -942.063891365739
NA 19_28190324 -942.171476871205
NA 19_28205958 -942.319377369416
NA 19_28276718 -942.339900558175
NA 19_28433340 -940.156760454359
NA 19_28433429 -940.132282343069
NA 19_28433519 -940.10780711373
NA 19_28433608 -940.083340136076
NA 19_28434587 -940.058886577618
NA 19_28435733 -940.044882647791
NA 19_28448079 -940.031543639764
NA 19_28502530 -937.245761577653
NA 19_28510569 -937.236301869203
NA 19_28518489 -937.228962078118
NA 19_28519386 -937.308907773716
NA 19_28519882 -937.393952259667
NA 19_28520378 -937.481170768359
NA 19_28520873 -937.531690098513
NA 19_28521369 -937.541764164545
NA 19_28521865 -937.555260764783
NA 19_28616997 -937.563828565347
NA 19_28711861 -937.536207516536
NA 19_28714631 -937.496062753688
NA 19_28717401 -937.46306032043
NA 19_28720171 -937.430413672587
NA 19_28730951 -937.375920563139
NA 19_28738709 -937.316408839013
NA 19_28746466 -937.260132898383
NA 19_28754224 -937.204652479332
NA 19_28759411 -937.149136952169
NA 19_28764166 -937.092179583831
NA 19_28768921 -937.03584680989
NA 19_28771409 -936.966984513545
NA 19_28773513 -936.918283941588
