value loglik
19_34068636 19_18147123 -936.640976937252
19_34068636 19_18147270 -936.713843922567
19_34068636 19_18147416 -936.794845465155
19_34068636 19_18170066 -936.883761067398
19_34068636 19_18210494 -936.818709355956
19_34068636 19_18211151 -936.758148134079
19_34068636 19_18211808 -936.707344178668
19_34068636 19_18224115 -936.696958992789
19_34068636 19_18226843 -936.657936312144
19_34068636 19_18229572 -936.335113525049
19_34068636 19_18232300 -936.028135193245
19_34068636 19_18235779 -935.750844097868
19_34068636 19_18244123 -935.696317941767
19_34068636 19_18252467 -935.686562992895
19_34068636 19_18275473 -935.620620786287
19_34068636 19_18288997 -935.657770526032
19_34068636 19_18302521 -935.57055761026
19_34068636 19_18316045 -935.486008652011
19_34068636 19_18333753 -935.438834508555
19_34068636 19_18357444 -935.564867268846
19_34068636 19_18363542 -935.758797921065
19_34068636 19_18369640 -935.999035589305
19_34068636 19_18375737 -935.47286669742
19_34068636 19_18381835 -934.932884095305
19_34068636 19_18387932 -934.313586666255
19_34068636 19_18660511 -934.314183327756
19_34068636 19_18668463 -934.595849260523
19_34068636 19_18676416 -934.729100156807
19_34068636 19_18975648 -931.365895845886
19_34068636 19_19274879 -931.375335192393
19_34068636 19_19305304 -931.490131035024
19_34068636 19_19335729 -931.626924652962
19_34068636 19_19461226 -931.672643675083
19_34068636 19_19464083 -931.711302410209
19_34068636 19_19466941 -931.762886805755
19_34068636 19_19537824 -931.826458442493
19_34068636 19_19548156 -931.901023690598
19_34068636 19_19558489 -931.985572975827
19_34068636 19_19870145 -932.234176457455
19_34068636 19_19874630 -932.235804408654
19_34068636 19_19879115 -932.234875015224
19_34068636 19_20125475 -932.261133522349
19_34068636 19_20137919 -932.29168649428
19_34068636 19_20150362 -932.320190298657
19_34068636 19_20302600 -932.37436853796
19_34068636 19_20303683 -932.437372049465
19_34068636 19_20304765 -932.43403915331
19_34068636 19_20626923 -931.713608778742
19_34068636 19_20633442 -931.285793855678
19_34068636 19_20639961 -931.102046415607
19_34068636 19_20756178 -930.701745772745
19_34068636 19_20775432 -930.246189459199
19_34068636 19_20794687 -929.53236050586
19_34068636 19_20796932 -928.909489357458
19_34068636 19_20798905 -928.392722293336
19_34068636 19_20801032 -927.993098818766
19_34068636 19_20803231 -927.716770274551
19_34068636 19_20805430 -927.564692297171
19_34068636 19_20807629 -927.532872310082
19_34068636 19_20902553 -928.029758817827
19_34068636 19_20998510 -928.036598912295
19_34068636 19_21094467 -926.736076580116
19_34068636 19_21182134 -926.750968499537
19_34068636 19_21270329 -926.747832703348
19_34068636 19_21326896 -926.730481322487
19_34068636 19_21332327 -926.715327081757
19_34068636 19_21336729 -926.701739703582
19_34068636 19_21341131 -926.689620660148
19_34068636 19_21345533 -926.678890388224
19_34068636 19_21349935 -926.669493875636
19_34068636 19_21356079 -926.887286269003
19_34068636 19_21515834 -926.853981163041
19_34068636 19_21518274 -926.717401138392
19_34068636 19_21520713 -926.759733087562
19_34068636 19_21523152 -926.798058004817
19_34068636 19_21533417 -926.829693887676
19_34068636 19_21545048 -926.873295052976
19_34068636 19_21727395 -926.82466349465
19_34068636 19_21740049 -926.746974585095
19_34068636 19_21752704 -926.686022931837
19_34068636 19_21835817 -926.25339249794
19_34068636 19_21840919 -925.853075588874
19_34068636 19_21846022 -925.764351952864
19_34068636 19_21936950 -925.52563516418
19_34068636 19_21970456 -925.301876855106
19_34068636 19_22003963 -925.160967030863
19_34068636 19_22156073 -925.081082833096
19_34068636 19_22172322 -925.0051742768
19_34068636 19_22187306 -924.857574690425
19_34068636 19_22191696 -924.626688537236
19_34068636 19_22195207 -924.409747728369
19_34068636 19_22198718 -924.174072197145
19_34068636 19_22202229 -923.940926488296
19_34068636 19_22205740 -923.725453485121
19_34068636 19_22209250 -923.528842643604
19_34068636 19_22212761 -923.352101114042
19_34068636 19_22216272 -923.196039425983
19_34068636 19_22219783 -923.061252779352
19_34068636 19_22223294 -922.94811037586
19_34068636 19_22226805 -922.856759326437
19_34068636 19_22230316 -922.755914826182
19_34068636 19_22233827 -922.52781536183
19_34068636 19_22237338 -922.272911754135
19_34068636 19_22240848 -921.190680492669
19_34068636 19_22244457 -921.121250231864
19_34068636 19_22264004 -921.126516067216
19_34068636 19_22288023 -921.103721793782
19_34068636 19_22294213 -921.08344164119
19_34068636 19_22298836 -921.036172866779
19_34068636 19_22303459 -920.986474028573
19_34068636 19_22333838 -920.939065525933
19_34068636 19_22382301 -920.894051909527
19_34068636 19_22413259 -920.85151679406
19_34068636 19_22419242 -920.811914922877
19_34068636 19_22425226 -920.775227465005
19_34068636 19_22431209 -920.74029063008
19_34068636 19_22435586 -920.709023452545
19_34068636 19_22436965 -920.681581106482
19_34068636 19_22438344 -920.658062845752
19_34068636 19_22439723 -920.638587614947
19_34068636 19_22441102 -920.623251120678
19_34068636 19_22442482 -920.612118140359
19_34068636 19_22443861 -920.605223949441
19_34068636 19_22445240 -920.602578506672
19_34068636 19_22446619 -920.755956205454
19_34068636 19_22447998 -920.912690332995
19_34068636 19_22449377 -920.957775504951
19_34068636 19_22450756 -921.003386964575
19_34068636 19_22452135 -921.047531930597
19_34068636 19_22453515 -921.093250615677
19_34068636 19_22454894 -921.140510950039
19_34068636 19_22456273 -921.189281901164
19_34068636 19_22507525 -921.23893528125
19_34068636 19_22560818 -921.226842895542
19_34068636 19_22567436 -921.097162204266
19_34068636 19_22570782 -920.984155267523
