value loglik
19_41984459 19_18147123 -863.543331708687
19_41984459 19_18147270 -863.500503563304
19_41984459 19_18147416 -863.46038815243
19_41984459 19_18170066 -863.423344416409
19_41984459 19_18210494 -863.435087187351
19_41984459 19_18211151 -863.448050536377
19_41984459 19_18211808 -863.46115670284
19_41984459 19_18224115 -863.47085397773
19_41984459 19_18226843 -863.481314928313
19_41984459 19_18229572 -863.493540569331
19_41984459 19_18232300 -863.515816674633
19_41984459 19_18235779 -863.547161725932
19_41984459 19_18244123 -863.56958871786
19_41984459 19_18252467 -863.590379045453
19_41984459 19_18275473 -863.589308081724
19_41984459 19_18288997 -863.538386052406
19_41984459 19_18302521 -863.56519118844
19_41984459 19_18316045 -863.592717109535
19_41984459 19_18333753 -863.626647835417
19_41984459 19_18357444 -863.649964364439
19_41984459 19_18363542 -863.671555957025
19_41984459 19_18369640 -863.69350182082
19_41984459 19_18375737 -863.719699296206
19_41984459 19_18381835 -863.545881381532
19_41984459 19_18387932 -863.370270081545
19_41984459 19_18660511 -863.440817129289
19_41984459 19_18668463 -863.480619325992
19_41984459 19_18676416 -863.722243221564
19_41984459 19_18975648 -863.30875918395
19_41984459 19_19274879 -863.294627619348
19_41984459 19_19305304 -863.08538708203
19_41984459 19_19335729 -862.974813793618
19_41984459 19_19461226 -863.031788967993
19_41984459 19_19464083 -863.087479579743
19_41984459 19_19466941 -863.139945556446
19_41984459 19_19537824 -863.188859351018
19_41984459 19_19548156 -863.233957973386
19_41984459 19_19558489 -863.275044286423
19_41984459 19_19870145 -862.867656979932
19_41984459 19_19874630 -862.942745015204
19_41984459 19_19879115 -863.012991462756
19_41984459 19_20125475 -863.028012154383
19_41984459 19_20137919 -863.030247526523
19_41984459 19_20150362 -863.032811949218
19_41984459 19_20302600 -863.013532256715
19_41984459 19_20303683 -862.988936550775
19_41984459 19_20304765 -862.956564751997
19_41984459 19_20626923 -862.748317141109
19_41984459 19_20633442 -862.680559263318
19_41984459 19_20639961 -862.702986452867
19_41984459 19_20756178 -862.735510050524
19_41984459 19_20775432 -862.769579547934
19_41984459 19_20794687 -862.759026190738
19_41984459 19_20796932 -862.745898434894
19_41984459 19_20798905 -862.731337118267
19_41984459 19_20801032 -862.71673933061
19_41984459 19_20803231 -862.70368954147
19_41984459 19_20805430 -862.693806736627
19_41984459 19_20807629 -862.688636712046
19_41984459 19_20902553 -862.469155991463
19_41984459 19_20998510 -862.432911588019
19_41984459 19_21094467 -862.677759917359
19_41984459 19_21182134 -862.721795220453
19_41984459 19_21270329 -862.739782390851
19_41984459 19_21326896 -862.813798504576
19_41984459 19_21332327 -862.794833854478
19_41984459 19_21336729 -862.77213172565
19_41984459 19_21341131 -862.746085296061
19_41984459 19_21345533 -862.717142455371
19_41984459 19_21349935 -862.685785260524
19_41984459 19_21356079 -862.748667363407
19_41984459 19_21515834 -862.795283996252
19_41984459 19_21518274 -862.798940516949
