value loglik
19_25768410 19_18147123 -970.59576955069
19_25768410 19_18147270 -970.639940005393
19_25768410 19_18147416 -970.688786056493
19_25768410 19_18170066 -970.741754976364
19_25768410 19_18210494 -970.751503372307
19_25768410 19_18211151 -970.761495002396
19_25768410 19_18211808 -970.772180877006
19_25768410 19_18224115 -970.79152678839
19_25768410 19_18226843 -970.792037119459
19_25768410 19_18229572 -970.661862100871
19_25768410 19_18232300 -970.541508309836
19_25768410 19_18235779 -970.436209348555
19_25768410 19_18244123 -970.394358635061
19_25768410 19_18252467 -970.346940990234
19_25768410 19_18275473 -970.281654949052
19_25768410 19_18288997 -970.44228754721
19_25768410 19_18302521 -970.505451334352
19_25768410 19_18316045 -970.558236967074
19_25768410 19_18333753 -970.591172664234
19_25768410 19_18357444 -970.632972088441
19_25768410 19_18363542 -970.690625567174
19_25768410 19_18369640 -970.748619846356
19_25768410 19_18375737 -970.943998958586
19_25768410 19_18381835 -971.015600065852
19_25768410 19_18387932 -970.933484090554
19_25768410 19_18660511 -971.125864012656
19_25768410 19_18668463 -971.363581432345
19_25768410 19_18676416 -971.378992814304
19_25768410 19_18975648 -971.131964385525
19_25768410 19_19274879 -971.252404998856
19_25768410 19_19305304 -971.351729089509
19_25768410 19_19335729 -971.350711086693
19_25768410 19_19461226 -971.39128113015
19_25768410 19_19464083 -971.434222066494
19_25768410 19_19466941 -971.477757359263
19_25768410 19_19537824 -971.521708922028
19_25768410 19_19548156 -971.56589214786
19_25768410 19_19558489 -971.61011613364
19_25768410 19_19870145 -971.641413491701
19_25768410 19_19874630 -971.669194692253
19_25768410 19_19879115 -971.69782788758
19_25768410 19_20125475 -971.690860613253
19_25768410 19_20137919 -971.675313085204
19_25768410 19_20150362 -971.660606416054
19_25768410 19_20302600 -971.650845059949
19_25768410 19_20303683 -971.633951918057
19_25768410 19_20304765 -971.598712972179
19_25768410 19_20626923 -971.529570814602
19_25768410 19_20633442 -971.417234214591
19_25768410 19_20639961 -971.290662426908
19_25768410 19_20756178 -971.194523566219
19_25768410 19_20775432 -971.133197384861
19_25768410 19_20794687 -971.177725856822
19_25768410 19_20796932 -971.21542265069
19_25768410 19_20798905 -971.246003512586
19_25768410 19_20801032 -971.269197959094
19_25768410 19_20803231 -971.284719967804
19_25768410 19_20805430 -971.292263605871
19_25768410 19_20807629 -971.29151721491
19_25768410 19_20902553 -971.355559560786
19_25768410 19_20998510 -971.41489893763
19_25768410 19_21094467 -971.381748909004
19_25768410 19_21182134 -971.329494999133
19_25768410 19_21270329 -971.292695999003
19_25768410 19_21326896 -971.21054425706
19_25768410 19_21332327 -971.183761357653
19_25768410 19_21336729 -971.156289352323
19_25768410 19_21341131 -971.128431236783
19_25768410 19_21345533 -971.100483036802
19_25768410 19_21349935 -971.072723586057
19_25768410 19_21356079 -971.045127817801
19_25768410 19_21515834 -971.081079712672
19_25768410 19_21518274 -971.121390559011
19_25768410 19_21520713 -971.100861970345
19_25768410 19_21523152 -971.029991123852
19_25768410 19_21533417 -970.956817840063
19_25768410 19_21545048 -970.887585568359
19_25768410 19_21727395 -970.867746244051
19_25768410 19_21740049 -970.869343317813
19_25768410 19_21752704 -970.871327407329
19_25768410 19_21835817 -970.896326007897
19_25768410 19_21840919 -970.904129045424
19_25768410 19_21846022 -970.915898562892
19_25768410 19_21936950 -970.973227331553
19_25768410 19_21970456 -971.077687231628
19_25768410 19_22003963 -971.185952020019
19_25768410 19_22156073 -971.239465376252
19_25768410 19_22172322 -971.260082987048
19_25768410 19_22187306 -971.276115044201
19_25768410 19_22191696 -971.283641264857
19_25768410 19_22195207 -971.286818652001
19_25768410 19_22198718 -971.280784193482
19_25768410 19_22202229 -971.268217410506
19_25768410 19_22205740 -971.251143536783
19_25768410 19_22209250 -971.229711865089
19_25768410 19_22212761 -971.204116517121
19_25768410 19_22216272 -971.174593527464
19_25768410 19_22219783 -971.14141463779
19_25768410 19_22223294 -971.104878013453
19_25768410 19_22226805 -971.065303533657
19_25768410 19_22230316 -971.033339829267
19_25768410 19_22233827 -971.049585170301
19_25768410 19_22237338 -971.05329008683
19_25768410 19_22240848 -971.169198624534
19_25768410 19_22244457 -971.261438123195
19_25768410 19_22264004 -971.326171752185
19_25768410 19_22288023 -971.352884975771
19_25768410 19_22294213 -971.377579321054
19_25768410 19_22298836 -971.394382465478
19_25768410 19_22303459 -971.407773673334
19_25768410 19_22333838 -971.418736030347
19_25768410 19_22382301 -971.427297763232
19_25768410 19_22413259 -971.433556933719
19_25768410 19_22419242 -971.437515575436
19_25768410 19_22425226 -971.439179098082
19_25768410 19_22431209 -971.438753549209
19_25768410 19_22435586 -971.436161103244
19_25768410 19_22436965 -971.431487843208
19_25768410 19_22438344 -971.424828713624
19_25768410 19_22439723 -971.416312714461
19_25768410 19_22441102 -971.406074751189
19_25768410 19_22442482 -971.394253918265
19_25768410 19_22443861 -971.380990165926
19_25768410 19_22445240 -971.366422169145
19_25768410 19_22446619 -971.356336489922
19_25768410 19_22447998 -971.350775154483
19_25768410 19_22449377 -971.353697706365
19_25768410 19_22450756 -971.356446965905
19_25768410 19_22452135 -971.358875203285
19_25768410 19_22453515 -971.361209652466
19_25768410 19_22454894 -971.36344779337
19_25768410 19_22456273 -971.365588338042
19_25768410 19_22507525 -971.367611159546
19_25768410 19_22560818 -971.362368642567
19_25768410 19_22567436 -971.340809321146
19_25768410 19_22570782 -971.316327131848
19_25768410 19_22574128 -971.289053033414
19_25768410 19_22577474 -971.259031563893
19_25768410 19_22580820 -971.228551443774
19_25768410 19_22584166 -971.229058171325
19_25768410 19_22587512 -971.229502590222
19_25768410 19_22590858 -971.229919491768
19_25768410 19_22594203 -971.230592082496
19_25768410 19_22597549 -971.229644524933
19_25768410 19_22600895 -971.166805857908
19_25768410 19_22604768 -971.141700000408
19_25768410 19_22611929 -971.101960953415
19_25768410 19_22615951 -971.084929281429
19_25768410 19_22616579 -971.067469663953
19_25768410 19_22617111 -971.049546022091
19_25768410 19_22617643 -971.031172297615
19_25768410 19_22618175 -971.007750632377
19_25768410 19_22618707 -970.993247041305
19_25768410 19_22619240 -970.971564925092
19_25768410 19_22619772 -970.941724646456
19_25768410 19_22620304 -970.895943920664
19_25768410 19_22620537 -970.770714357531
19_25768410 19_22620655 -970.639056386005
19_25768410 19_22620774 -970.50251391695
19_25768410 19_22621212 -970.366794829915
19_25768410 19_22623056 -970.223794739711
19_25768410 19_22625940 -970.073478762253
19_25768410 19_22632448 -969.917033010057
19_25768410 19_22638956 -969.755201454268
19_25768410 19_22645464 -969.403209749628
19_25768410 19_22651972 -968.953753023663
19_25768410 19_22658480 -968.444085478762
19_25768410 19_22692039 -967.939948865387
19_25768410 19_22776340 -967.214957435024
19_25768410 19_22788765 -967.171481314974
19_25768410 19_22792288 -967.171358526322
19_25768410 19_22794125 -967.171202245346
19_25768410 19_22795963 -967.171012793622
19_25768410 19_22797800 -967.17079004269
19_25768410 19_22799638 -967.170533953476
19_25768410 19_22858304 -967.156271099172
19_25768410 19_22891650 -967.132970148883
19_25768410 19_22894267 -967.11858502524
19_25768410 19_22896884 -967.114043662624
19_25768410 19_22899501 -967.119640249868
19_25768410 19_22902118 -966.550397658808
19_25768410 19_22904734 -966.526947917284
19_25768410 19_22907351 -966.558389195927
19_25768410 19_22909968 -966.605124451676
19_25768410 19_22912585 -966.665449683144
19_25768410 19_23342789 -966.68648909379
19_25768410 19_23344991 -966.802955748058
19_25768410 19_23347193 -966.929221395833
19_25768410 19_23350338 -967.042265097605
19_25768410 19_23359294 -967.080175062366
19_25768410 19_23368249 -967.078235825955
19_25768410 19_23376634 -967.080180059897
19_25768410 19_23378430 -967.08161984547
19_25768410 19_23380227 -967.056891408051
19_25768410 19_23382024 -967.034865056708
19_25768410 19_23383821 -967.015842034918
19_25768410 19_23385618 -967.000059368235
19_25768410 19_23868659 -967.156624792122
19_25768410 19_23870233 -967.095545232211
19_25768410 19_23871808 -967.042308335444
19_25768410 19_23873382 -966.997943403078
19_25768410 19_23874956 -966.963198795737
19_25768410 19_23876530 -966.938483903865
19_25768410 19_23917687 -966.924200586335
19_25768410 19_23917752 -966.923420841907
19_25768410 19_23917817 -966.927433716841
19_25768410 19_23918175 -966.935480781338
