value loglik
NA 19_18147123 -980.911626826144
NA 19_18147270 -980.781747360357
NA 19_18147416 -980.661140177021
NA 19_18170066 -980.551080741229
NA 19_18210494 -980.439263186197
NA 19_18211151 -980.327344983489
NA 19_18211808 -980.216634770121
NA 19_18224115 -979.979985952824
NA 19_18226843 -979.724371492103
NA 19_18229572 -979.498267919033
NA 19_18232300 -979.302307668511
NA 19_18235779 -979.145794144343
NA 19_18244123 -979.034049467145
NA 19_18252467 -978.930623134957
NA 19_18275473 -978.75577977466
NA 19_18288997 -978.843995890148
NA 19_18302521 -978.86264779489
NA 19_18316045 -978.928044848381
NA 19_18333753 -979.095376698127
NA 19_18357444 -979.284848505719
NA 19_18363542 -979.481350990986
NA 19_18369640 -979.673105953418
NA 19_18375737 -979.404159986159
NA 19_18381835 -979.486597826878
NA 19_18387932 -979.710839094281
NA 19_18660511 -979.981696393615
NA 19_18668463 -980.439392560931
NA 19_18676416 -980.910971186451
NA 19_18975648 -981.455919887784
NA 19_19274879 -981.608579219408
NA 19_19305304 -982.017723802469
NA 19_19335729 -982.217805279714
NA 19_19461226 -982.302013799161
NA 19_19464083 -982.391815985758
NA 19_19466941 -982.484351096076
NA 19_19537824 -982.57927193128
NA 19_19548156 -982.676200950009
NA 19_19558489 -982.774730173519
NA 19_19870145 -982.728904610257
NA 19_19874630 -982.706311733415
NA 19_19879115 -982.679806575905
NA 19_20125475 -982.634798012589
NA 19_20137919 -982.58512894247
NA 19_20150362 -982.534095560668
NA 19_20302600 -982.4731363119
NA 19_20303683 -982.409214634803
NA 19_20304765 -982.378741470915
NA 19_20626923 -982.371423173842
NA 19_20633442 -982.352492745059
NA 19_20639961 -982.309980127592
NA 19_20756178 -982.240980248468
NA 19_20775432 -982.166031206088
NA 19_20794687 -982.103627929396
NA 19_20796932 -982.041352474265
NA 19_20798905 -981.98004039851
NA 19_20801032 -981.920650633774
NA 19_20803231 -981.864269883852
NA 19_20805430 -981.812078203907
NA 19_20807629 -981.765289002402
NA 19_20902553 -981.846438332115
NA 19_20998510 -981.879866251136
NA 19_21094467 -981.635007887082
NA 19_21182134 -981.583211604267
NA 19_21270329 -981.590836323568
NA 19_21326896 -981.564320192283
NA 19_21332327 -981.550838683427
NA 19_21336729 -981.5352158737
NA 19_21341131 -981.517752366722
NA 19_21345533 -981.498752402047
NA 19_21349935 -981.478512211496
NA 19_21356079 -981.393744568309
NA 19_21515834 -981.323163589215
NA 19_21518274 -981.250373831625
NA 19_21520713 -981.166345805026
NA 19_21523152 -981.139757477334
NA 19_21533417 -981.109852824943
NA 19_21545048 -981.096936434169
NA 19_21727395 -981.103608100061
NA 19_21740049 -981.114632748559
NA 19_21752704 -981.085264763117
NA 19_21835817 -980.979979991675
NA 19_21840919 -980.631103757733
NA 19_21846022 -980.633365019128
NA 19_21936950 -980.634254393929
NA 19_21970456 -980.566994305971
NA 19_22003963 -980.49853890194
NA 19_22156073 -980.477717464416
NA 19_22172322 -980.45675783782
NA 19_22187306 -980.420171891433
NA 19_22191696 -980.363685253025
NA 19_22195207 -980.306670165017
NA 19_22198718 -980.276698298225
NA 19_22202229 -980.257311488046
NA 19_22205740 -980.237429925584
NA 19_22209250 -980.217149473682
NA 19_22212761 -980.196565596879
NA 19_22216272 -980.175765507495
NA 19_22219783 -980.154831041613
NA 19_22223294 -980.133835764927
NA 19_22226805 -980.112841931973
NA 19_22230316 -980.095923961077
NA 19_22233827 -980.098333190651
NA 19_22237338 -980.127181538506
NA 19_22240848 -980.364680743824
NA 19_22244457 -980.456139953655
NA 19_22264004 -980.595395237462
NA 19_22288023 -980.635805426504
NA 19_22294213 -980.656067511673
NA 19_22298836 -980.681009097851
NA 19_22303459 -980.705099145272
NA 19_22333838 -980.727822958638
NA 19_22382301 -980.749276893874
NA 19_22413259 -980.76957801852
NA 19_22419242 -980.788638653596
NA 19_22425226 -980.80577817842
NA 19_22431209 -980.821527101999
NA 19_22435586 -980.83622245126
NA 19_22436965 -980.850161123754
NA 19_22438344 -980.862062716066
NA 19_22439723 -980.871971383116
NA 19_22441102 -980.879947181508
NA 19_22442482 -980.886059880813
NA 19_22443861 -980.890394108983
NA 19_22445240 -980.893036887223
NA 19_22446619 -980.809414625888
NA 19_22447998 -980.741667708852
NA 19_22449377 -980.735065214916
NA 19_22450756 -980.728802893556
NA 19_22452135 -980.723544266021
NA 19_22453515 -980.718252057864
NA 19_22454894 -980.712927650457
NA 19_22456273 -980.707574538616
NA 19_22507525 -980.702133996306
NA 19_22560818 -980.680273323718
NA 19_22567436 -980.626364960312
NA 19_22570782 -980.572320648233
NA 19_22574128 -980.518079360859
NA 19_22577474 -980.463749791855
NA 19_22580820 -980.412108052386
NA 19_22584166 -980.399135901435
NA 19_22587512 -980.38621986089
NA 19_22590858 -980.373446809773
NA 19_22594203 -980.350165069179
NA 19_22597549 -980.310067100456
NA 19_22600895 -980.494782261783
NA 19_22604768 -980.478894123244
NA 19_22611929 -980.481676681724
NA 19_22615951 -980.486846579919
NA 19_22616579 -980.491988017806
NA 19_22617111 -980.497053697835
NA 19_22617643 -980.502274053809
NA 19_22618175 -980.421795438705
NA 19_22618707 -980.241991068586
NA 19_22619240 -980.071440952188
NA 19_22619772 -979.913375044357
NA 19_22620304 -979.76003667053
NA 19_22620537 -979.51067391005
NA 19_22620655 -979.260923337442
NA 19_22620774 -979.013692427581
NA 19_22621212 -978.990098718092
NA 19_22623056 -979.006433869063
NA 19_22625940 -979.027475549296
NA 19_22632448 -979.053356398997
NA 19_22638956 -979.083953000461
NA 19_22645464 -979.070677715756
NA 19_22651972 -979.055516810126
NA 19_22658480 -979.040647674145
NA 19_22692039 -979.022820765249
NA 19_22776340 -977.842436171633
NA 19_22788765 -977.621680695097
NA 19_22792288 -977.614086863287
NA 19_22794125 -977.606499803369
NA 19_22795963 -977.598922437867
NA 19_22797800 -977.591352441146
NA 19_22799638 -977.583789808758
NA 19_22858304 -977.568571663377
NA 19_22891650 -977.490195328701
NA 19_22894267 -977.408508204433
NA 19_22896884 -977.328156767244
NA 19_22899501 -977.251832863396
NA 19_22902118 -977.857831804668
NA 19_22904734 -977.814989178052
NA 19_22907351 -977.634158116104
NA 19_22909968 -977.444907484628
NA 19_22912585 -977.253402096278
NA 19_23342789 -977.696132315442
NA 19_23344991 -977.624199762383
NA 19_23347193 -977.542202332553
NA 19_23350338 -977.281317834828
NA 19_23359294 -977.224066944553
NA 19_23368249 -977.248860638872
NA 19_23376634 -977.274510374068
NA 19_23378430 -977.297180699079
NA 19_23380227 -977.410905601799
NA 19_23382024 -977.529190750527
NA 19_23383821 -977.649900815893
NA 19_23385618 -977.771043640142
NA 19_23868659 -977.078148160607
NA 19_23870233 -977.125422734429
NA 19_23871808 -977.195994313661
NA 19_23873382 -977.284695740099
NA 19_23874956 -977.385408138965
NA 19_23876530 -977.491577246572
NA 19_23917687 -977.594369366911
NA 19_23917752 -977.65759737892
NA 19_23917817 -977.726723209746
NA 19_23918175 -977.799111498695
NA 19_23925367 -977.842512926403
NA 19_23932559 -977.868059640036
NA 19_23988954 -977.89119489986
NA 19_23999542 -977.896165532111
NA 19_24010131 -977.882382158709
NA 19_24048529 -977.855297300268
NA 19_24058490 -977.804711170812
NA 19_24068452 -977.615267967235
NA 19_24078414 -977.445795019678
NA 19_24151901 -977.357190881875
NA 19_24152632 -977.290696057015
NA 19_24153364 -977.249733692553
NA 19_24154095 -977.23486710439
NA 19_24154826 -977.244062502278
NA 19_24155557 -977.273419890569
NA 19_24307454 -977.031242469777
NA 19_24332887 -976.939106417627
NA 19_24358320 -976.861704410148
NA 19_24382219 -976.814478955121
NA 19_24382803 -976.776323076029
NA 19_24383257 -976.742121131625
NA 19_24383620 -976.709541811914
NA 19_24383973 -976.676140847014
NA 19_24384325 -976.646007804251
NA 19_24384678 -976.659719317722
NA 19_24385081 -976.68027478703
NA 19_24386149 -976.705606672234
NA 19_24615398 -976.847439626183
NA 19_24623533 -976.98597417732
NA 19_24631669 -977.11317014718
NA 19_24646048 -977.474574877421
NA 19_24651380 -977.753280629223
NA 19_24655682 -978.042043122848
NA 19_24659983 -977.928345412982
NA 19_24661370 -977.803268591381
NA 19_24662705 -977.684164094974
NA 19_24664113 -977.679549220515
NA 19_24687303 -977.672903412894
NA 19_24729734 -977.689574263695
NA 19_24741223 -977.745054705309
NA 19_24745602 -977.752676584185
NA 19_24749981 -977.785233224617
NA 19_24754360 -977.828885929486
NA 19_24758506 -977.867407832135
NA 19_24762609 -977.904361886763
NA 19_24809264 -977.942102702569
NA 19_24874336 -977.980353381372
NA 19_24939407 -978.019442859763
NA 19_25004478 -978.061165268931
NA 19_25069550 -978.08941924536
NA 19_25094384 -978.153927893581
NA 19_25099509 -978.242921419612
NA 19_25100587 -978.325726735704
NA 19_25101665 -978.399264422665
NA 19_25102743 -978.460874491387
NA 19_25103820 -978.508697161321
NA 19_25104898 -978.54193978151
NA 19_25105976 -978.560950467872
NA 19_25108018 -978.567096779327
NA 19_25121124 -978.596749273538
NA 19_25124172 -978.641116322907
NA 19_25127220 -978.697936370711
NA 19_25131012 -979.101645626446
NA 19_25164884 -979.847443742723
NA 19_25174425 -979.558496666051
NA 19_25179040 -979.52814130807
NA 19_25181248 -979.532267945043
