value loglik
NA 19_18147123 -988.344596140374
NA 19_18147270 -988.281070172863
NA 19_18147416 -988.219787546277
NA 19_18170066 -988.161662342529
NA 19_18210494 -988.236253153342
NA 19_18211151 -988.317840154213
NA 19_18211808 -988.402340940295
NA 19_18224115 -988.484543055515
NA 19_18226843 -988.583838164856
NA 19_18229572 -988.787296833121
NA 19_18232300 -988.996603054327
NA 19_18235779 -989.207133006185
NA 19_18244123 -989.270349207187
NA 19_18252467 -989.315920566447
NA 19_18275473 -989.448519116819
NA 19_18288997 -989.552002071527
NA 19_18302521 -989.664444680738
NA 19_18316045 -989.740606062298
NA 19_18333753 -989.758011871773
NA 19_18357444 -989.773711890479
NA 19_18363542 -989.795314873734
NA 19_18369640 -989.823242284021
NA 19_18375737 -989.717596321805
NA 19_18381835 -989.384112741829
NA 19_18387932 -988.880227611623
NA 19_18660511 -988.789627855393
NA 19_18668463 -988.739817852531
NA 19_18676416 -988.581333373325
NA 19_18975648 -987.894612322899
NA 19_19274879 -987.935648450494
NA 19_19305304 -988.096683587375
NA 19_19335729 -988.181726127894
NA 19_19461226 -988.106279686737
NA 19_19464083 -988.016457575225
NA 19_19466941 -987.926221974624
NA 19_19537824 -987.836130786861
NA 19_19548156 -987.746740010952
NA 19_19558489 -987.658597017073
NA 19_19870145 -987.445286154562
NA 19_19874630 -987.401797651628
NA 19_19879115 -987.357705100153
NA 19_20125475 -987.304875517667
NA 19_20137919 -987.25165441894
NA 19_20150362 -987.201637186237
NA 19_20302600 -987.177148458632
NA 19_20303683 -987.156347211037
NA 19_20304765 -987.12296163043
NA 19_20626923 -986.832796531535
NA 19_20633442 -986.642723379727
NA 19_20639961 -986.504130381145
NA 19_20756178 -986.376281548313
NA 19_20775432 -986.273807839437
NA 19_20794687 -985.842418693282
NA 19_20796932 -985.406311339436
NA 19_20798905 -984.974659356079
NA 19_20801032 -984.557388767942
NA 19_20803231 -984.164583515956
NA 19_20805430 -983.805775135648
NA 19_20807629 -983.489262264475
NA 19_20902553 -983.473273577291
NA 19_20998510 -983.454071710086
NA 19_21094467 -985.816603458125
NA 19_21182134 -986.369000546402
NA 19_21270329 -986.370221674408
NA 19_21326896 -986.359758705716
NA 19_21332327 -986.363644562273
NA 19_21336729 -986.367696057673
NA 19_21341131 -986.371967377282
NA 19_21345533 -986.3765185579
NA 19_21349935 -986.381412009331
NA 19_21356079 -986.400789997703
NA 19_21515834 -986.421236750024
NA 19_21518274 -986.395280496215
NA 19_21520713 -986.421161621181
NA 19_21523152 -986.480346976824
NA 19_21533417 -986.535845269359
NA 19_21545048 -986.590412162539
NA 19_21727395 -986.618268730817
NA 19_21740049 -986.635508958273
NA 19_21752704 -986.659028878883
NA 19_21835817 -986.729102551645
NA 19_21840919 -987.012269241455
NA 19_21846022 -987.039393175961
NA 19_21936950 -987.134518506732
NA 19_21970456 -987.159326546482
NA 19_22003963 -987.173121328426
NA 19_22156073 -987.171872102388
NA 19_22172322 -987.161785658009
NA 19_22187306 -987.182006129109
NA 19_22191696 -987.236819614833
NA 19_22195207 -987.293061348607
NA 19_22198718 -987.350270677008
NA 19_22202229 -987.40798465756
NA 19_22205740 -987.465886787812
NA 19_22209250 -987.523654130471
NA 19_22212761 -987.58098582019
NA 19_22216272 -987.63761291296
NA 19_22219783 -987.693301505561
NA 19_22223294 -987.747854245145
NA 19_22226805 -987.801116034994
NA 19_22230316 -987.856923358066
NA 19_22233827 -987.93211586791
NA 19_22237338 -987.935566669885
NA 19_22240848 -988.102665312582
NA 19_22244457 -987.992228801649
NA 19_22264004 -987.941684990493
NA 19_22288023 -987.946071592328
NA 19_22294213 -987.946348849911
NA 19_22298836 -987.974176200127
NA 19_22303459 -988.002000613273
NA 19_22333838 -988.024455745532
NA 19_22382301 -988.041020049715
NA 19_22413259 -988.051584945607
