value loglik
NA 19_18147123 -877.709333323023
NA 19_18147270 -877.742214286774
NA 19_18147416 -877.771691694206
NA 19_18170066 -877.797810682367
NA 19_18210494 -877.774358803323
NA 19_18211151 -877.749892921664
NA 19_18211808 -877.726163831783
NA 19_18224115 -877.75542993872
NA 19_18226843 -877.785576667864
NA 19_18229572 -877.802636287608
NA 19_18232300 -877.752334869694
NA 19_18235779 -877.640054908738
NA 19_18244123 -877.605667889636
NA 19_18252467 -877.570940883415
NA 19_18275473 -877.801374071695
NA 19_18288997 -877.975066524881
NA 19_18302521 -877.994512592321
NA 19_18316045 -878.003944043063
NA 19_18333753 -877.984031129888
NA 19_18357444 -877.96126447223
NA 19_18363542 -877.941499323363
NA 19_18369640 -877.922922052499
NA 19_18375737 -878.082809909222
NA 19_18381835 -878.111529997536
NA 19_18387932 -878.137895922827
NA 19_18660511 -878.319984223836
NA 19_18668463 -878.428291758643
NA 19_18676416 -878.314595733847
NA 19_18975648 -877.776323563021
NA 19_19274879 -877.667771764039
NA 19_19305304 -877.430819452732
NA 19_19335729 -877.315330893019
NA 19_19461226 -877.339004912321
NA 19_19464083 -877.364921956031
NA 19_19466941 -877.38702071392
NA 19_19537824 -877.405266189835
NA 19_19548156 -877.419675143343
NA 19_19558489 -877.430310379729
NA 19_19870145 -877.285096890101
NA 19_19874630 -877.261815108219
NA 19_19879115 -877.24133049473
NA 19_20125475 -877.221458258707
NA 19_20137919 -877.200599873967
NA 19_20150362 -877.179703729175
NA 19_20302600 -877.136931710157
NA 19_20303683 -877.095239442187
NA 19_20304765 -877.055833040664
NA 19_20626923 -876.742667442134
NA 19_20633442 -876.301180559392
NA 19_20639961 -875.798803623027
NA 19_20756178 -875.254429344679
NA 19_20775432 -874.721226999917
NA 19_20794687 -874.742721431777
NA 19_20796932 -874.773110436773
NA 19_20798905 -874.811069657043
NA 19_20801032 -874.854704823298
NA 19_20803231 -874.901671880948
NA 19_20805430 -874.949367996052
NA 19_20807629 -874.995161362343
NA 19_20902553 -875.014865700897
NA 19_20998510 -874.986425790245
NA 19_21094467 -874.809465265774
NA 19_21182134 -874.938396566308
NA 19_21270329 -874.905059016364
NA 19_21326896 -874.887264315049
NA 19_21332327 -874.869603941954
NA 19_21336729 -874.856749649636
NA 19_21341131 -874.848500353219
NA 19_21345533 -874.844564274717
NA 19_21349935 -874.84457737706
NA 19_21356079 -874.757466977295
NA 19_21515834 -874.789372757381
NA 19_21518274 -874.907885724368
NA 19_21520713 -875.029571693317
NA 19_21523152 -875.030159952761
NA 19_21533417 -875.032471790742
NA 19_21545048 -875.039793987467
NA 19_21727395 -874.899968779168
NA 19_21740049 -874.681321015692
NA 19_21752704 -874.48810958825
NA 19_21835817 -874.280085141018
NA 19_21840919 -874.286581860511
NA 19_21846022 -874.301025315345
NA 19_21936950 -874.395299767343
NA 19_21970456 -874.507584788988
NA 19_22003963 -874.614505860238
NA 19_22156073 -874.653179087183
NA 19_22172322 -874.655454946914
NA 19_22187306 -874.660706576169
NA 19_22191696 -874.668822467851
NA 19_22195207 -874.676768006864
NA 19_22198718 -874.707940770891
NA 19_22202229 -874.75014304229
NA 19_22205740 -874.794091231557
NA 19_22209250 -874.839716392957
NA 19_22212761 -874.886937788142
NA 19_22216272 -874.935662631483
NA 19_22219783 -874.985788782944
NA 19_22223294 -875.037202736742
NA 19_22226805 -875.089782409601
NA 19_22230316 -875.140483064464
NA 19_22233827 -875.177535383216
NA 19_22237338 -875.283650380617
NA 19_22240848 -875.857896710089
NA 19_22244457 -876.113243003147
NA 19_22264004 -876.24751252765
NA 19_22288023 -876.24595101575
NA 19_22294213 -876.245784806227
NA 19_22298836 -876.374456955905
NA 19_22303459 -876.521989626095
NA 19_22333838 -876.667041340931
NA 19_22382301 -876.808425308082
NA 19_22413259 -876.945910186661
NA 19_22419242 -877.078752493662
NA 19_22425226 -877.205705099721
NA 19_22431209 -877.325803305548
NA 19_22435586 -877.43907340037
NA 19_22436965 -877.544913519841
NA 19_22438344 -877.641866218555
NA 19_22439723 -877.729425329243
NA 19_22441102 -877.807200511995
NA 19_22442482 -877.874922078686
NA 19_22443861 -877.932441691815
NA 19_22445240 -877.979729526775
NA 19_22446619 -878.015091329111
NA 19_22447998 -878.033432917463
NA 19_22449377 -878.032647886966
NA 19_22450756 -878.03180222319
NA 19_22452135 -878.030878515762
NA 19_22453515 -878.029906829338
NA 19_22454894 -878.028888485878
NA 19_22456273 -878.027824468107
NA 19_22507525 -878.026672559681
NA 19_22560818 -878.023928918357
NA 19_22567436 -878.016088067649
NA 19_22570782 -878.005821428592
NA 19_22574128 -877.9930904732
NA 19_22577474 -877.977897071062
NA 19_22580820 -877.960789911585
NA 19_22584166 -877.950049650669
NA 19_22587512 -877.938963169005
NA 19_22590858 -877.927596893049
NA 19_22594203 -877.929890317686
NA 19_22597549 -877.94557577572
NA 19_22600895 -877.9493669522
NA 19_22604768 -877.886919570404
NA 19_22611929 -877.838949274016
NA 19_22615951 -877.805463323002
NA 19_22616579 -877.772020396959
NA 19_22617111 -877.738795868489
NA 19_22617643 -877.705751552046
NA 19_22618175 -877.68864495737
NA 19_22618707 -877.716048360758
NA 19_22619240 -877.758011594612
NA 19_22619772 -877.815296685123
NA 19_22620304 -877.875711977911
NA 19_22620537 -877.82535994089
NA 19_22620655 -877.776309946936
NA 19_22620774 -877.728874900681
NA 19_22621212 -877.766915081262
NA 19_22623056 -877.821419203834
NA 19_22625940 -877.878531735194
NA 19_22632448 -877.937764352288
NA 19_22638956 -877.998563951328
NA 19_22645464 -878.054345363277
NA 19_22651972 -878.116162826245
NA 19_22658480 -878.182658189573
NA 19_22692039 -878.238132198586
NA 19_22776340 -878.026565741779
NA 19_22788765 -877.966979268477
NA 19_22792288 -877.96782066439
NA 19_22794125 -877.968665118502
NA 19_22795963 -877.969512586177
NA 19_22797800 -877.970363440387
NA 19_22799638 -877.971217419789
NA 19_22858304 -877.97639852234
NA 19_22891650 -877.997413280663
NA 19_22894267 -878.019248086988
NA 19_22896884 -878.04144608545
NA 19_22899501 -878.063581561465
NA 19_22902118 -878.729730445178
NA 19_22904734 -878.772482246032
NA 19_22907351 -878.745760589213
NA 19_22909968 -878.718286373038
NA 19_22912585 -878.690420426321
NA 19_23342789 -878.799216897877
NA 19_23344991 -878.823071025154
NA 19_23347193 -878.850628656986
NA 19_23350338 -878.898333078744
NA 19_23359294 -878.9573568912
NA 19_23368249 -879.010970555117
NA 19_23376634 -879.060720182185
NA 19_23378430 -879.10827967823
NA 19_23380227 -879.201558453097
NA 19_23382024 -879.285448840599
NA 19_23383821 -879.358951551422
NA 19_23385618 -879.421349346256
NA 19_23868659 -879.016289688795
NA 19_23870233 -879.142289264975
NA 19_23871808 -879.221030399911
NA 19_23873382 -879.247863689725
NA 19_23874956 -879.221114876799
NA 19_23876530 -879.142316775355
NA 19_23917687 -879.01888548799
NA 19_23917752 -878.907910381741
NA 19_23917817 -878.76516707691
NA 19_23918175 -878.593799862323
NA 19_23925367 -878.449062173399
NA 19_23932559 -878.325126314232
NA 19_23988954 -878.201960100859
NA 19_23999542 -878.20125823296
NA 19_24010131 -878.163863493305
NA 19_24048529 -878.091510946918
NA 19_24058490 -878.07396714913
NA 19_24068452 -878.037732749416
NA 19_24078414 -877.976619728616
NA 19_24151901 -877.951824821282
NA 19_24152632 -877.933889958709
NA 19_24153364 -877.922859668457
NA 19_24154095 -877.918062349987
NA 19_24154826 -877.918290276039
NA 19_24155557 -877.924186205072
NA 19_24307454 -878.212363630757
NA 19_24332887 -878.215131379799
NA 19_24358320 -878.208099486226
NA 19_24382219 -878.152176435994
NA 19_24382803 -878.091160384529
NA 19_24383257 -878.027881395605
NA 19_24383620 -877.963578412773
NA 19_24383973 -877.899585474542
NA 19_24384325 -877.832158474628
NA 19_24384678 -877.747668538655
NA 19_24385081 -877.69820770316
NA 19_24386149 -877.685808089109
NA 19_24615398 -877.831259886357
NA 19_24623533 -877.977269239398
NA 19_24631669 -878.106059401552
NA 19_24646048 -878.060618394785
NA 19_24651380 -878.144083927254
NA 19_24655682 -878.229118943049
NA 19_24659983 -878.295531858241
NA 19_24661370 -878.332020407381
NA 19_24662705 -878.337257272187
NA 19_24664113 -878.329106109725
NA 19_24687303 -878.318574596966
NA 19_24729734 -878.294391123835
NA 19_24741223 -878.196245437072
NA 19_24745602 -878.166923384392
NA 19_24749981 -878.155680108913
NA 19_24754360 -878.145695247591
NA 19_24758506 -878.131581760399
NA 19_24762609 -878.115113288935
NA 19_24809264 -878.097881684706
NA 19_24874336 -878.082359698456
NA 19_24939407 -878.071325553582
NA 19_25004478 -878.056873740339
NA 19_25069550 -878.005312203852
NA 19_25094384 -877.990804888316
NA 19_25099509 -878.003438316768
NA 19_25100587 -878.014552404801
NA 19_25101665 -878.024002060463
NA 19_25102743 -878.031784374346
NA 19_25103820 -878.038071951851
NA 19_25104898 -878.043213457747
NA 19_25105976 -878.047695214758
NA 19_25108018 -878.052066924882
NA 19_25121124 -878.003163721494
NA 19_25124172 -877.919010879476
NA 19_25127220 -877.579926549728
NA 19_25131012 -877.49739052342
NA 19_25164884 -877.363392882633
NA 19_25174425 -877.35980648281
NA 19_25179040 -877.367096059722
NA 19_25181248 -877.370948529257
NA 19_25183456 -877.374716313701
NA 19_25185664 -877.378406904497
NA 19_25213450 -877.381876145959
NA 19_25225757 -877.384922732025
NA 19_25234484 -877.358964703786
NA 19_25240804 -877.24976209199
NA 19_25246239 -877.183557935321
NA 19_25251673 -877.131118669366
NA 19_25257107 -877.077959014707
NA 19_25262541 -877.044128632392
NA 19_25267975 -877.041739920018
NA 19_25275395 -877.039439010902
NA 19_25334339 -877.037858193681
NA 19_25375580 -876.943429705954
NA 19_25376735 -876.886159317209
NA 19_25377890 -876.94482992793
NA 19_25430429 -877.054568102748
NA 19_25445245 -877.092318330476
NA 19_25460061 -877.212181371746
NA 19_25474762 -877.294510674512
NA 19_25487123 -877.299026032783
NA 19_25500518 -877.22613403249
NA 19_25532899 -877.913469247522
NA 19_25565280 -877.901772884919
NA 19_25588832 -877.872636039549
NA 19_25599495 -877.84499473685
NA 19_25603706 -877.82615802901
NA 19_25607918 -877.808768650589
NA 19_25612129 -877.425699656563
NA 19_25616341 -876.91154346654
NA 19_25620552 -876.659507047618
NA 19_25624763 -876.666075509782
NA 19_25628975 -877.005770088959
NA 19_25633186 -877.37563915617
NA 19_25666923 -877.250313224604
NA 19_25705655 -877.104180700393
NA 19_25717202 -877.099914573963
NA 19_25724298 -877.10805840446
NA 19_25725807 -877.115484278221
NA 19_25727315 -877.122223928442
NA 19_25728824 -877.174277766088
NA 19_25730332 -877.252742142013
NA 19_25731841 -877.330021367353
NA 19_25733349 -877.478705848768
NA 19_25735898 -878.061346958794
NA 19_25748084 -878.248847218587
NA 19_25768410 -878.301422959209
NA 19_26254994 -878.322913241347
NA 19_26266960 -878.263430083269
NA 19_26278925 -878.209071662403
NA 19_26290890 -878.155682469245
NA 19_26302855 -878.102885512393
NA 19_26319456 -878.058997479475
NA 19_26336053 -878.059002364181
NA 19_26358240 -878.057314108641
NA 19_26382916 -878.062460977641
NA 19_26407592 -878.074143153095
NA 19_26432269 -878.085404804736
NA 19_26456945 -878.102201693291
NA 19_26480897 -878.097458778962
NA 19_26493222 -878.091138945383
NA 19_26505548 -878.084712035035
NA 19_26517873 -878.074608497091
NA 19_26527366 -878.061816867096
NA 19_26531695 -878.048658293043
NA 19_26535156 -878.035174287198
NA 19_26537007 -878.021407830918
NA 19_26538859 -878.007402701571
NA 19_26540710 -877.938289152089
NA 19_26542561 -877.733387916174
NA 19_26545521 -877.528900252413
NA 19_26587902 -877.415169468282
NA 19_26597204 -877.42102487648
NA 19_26606506 -877.424458177938
NA 19_26780867 -877.564923012448
NA 19_26890064 -877.344835860321
