value loglik
19_38421678 19_18147123 -902.839913401989
19_38421678 19_18147270 -902.981933639116
19_38421678 19_18147416 -903.122246618635
19_38421678 19_18170066 -903.258985807352
19_38421678 19_18210494 -903.256047079811
19_38421678 19_18211151 -903.251279799752
19_38421678 19_18211808 -903.247539565511
19_38421678 19_18224115 -903.232223858714
19_38421678 19_18226843 -903.236972710289
19_38421678 19_18229572 -903.430747064075
19_38421678 19_18232300 -903.622246952421
19_38421678 19_18235779 -903.80580706763
19_38421678 19_18244123 -903.802440887752
19_38421678 19_18252467 -903.783505624798
19_38421678 19_18275473 -903.73318974029
19_38421678 19_18288997 -903.672828075252
19_38421678 19_18302521 -903.610494778881
19_38421678 19_18316045 -903.555669983831
19_38421678 19_18333753 -903.52205255927
19_38421678 19_18357444 -903.507211666616
19_38421678 19_18363542 -903.494335879878
19_38421678 19_18369640 -903.481168989305
19_38421678 19_18375737 -903.253915632286
19_38421678 19_18381835 -903.297986536355
19_38421678 19_18387932 -903.531965463288
19_38421678 19_18660511 -903.691793424016
19_38421678 19_18668463 -903.763508383901
19_38421678 19_18676416 -903.984794827653
19_38421678 19_18975648 -904.262636914839
19_38421678 19_19274879 -904.231749724756
19_38421678 19_19305304 -904.210711249223
19_38421678 19_19335729 -904.202404582212
19_38421678 19_19461226 -904.232195020227
19_38421678 19_19464083 -904.264571024698
19_38421678 19_19466941 -904.293845864863
19_38421678 19_19537824 -904.320028715528
19_38421678 19_19548156 -904.343172552472
19_38421678 19_19558489 -904.363361314048
19_38421678 19_19870145 -904.743190483766
19_38421678 19_19874630 -904.714707740832
19_38421678 19_19879115 -904.687183891148
19_38421678 19_20125475 -904.671175298853
19_38421678 19_20137919 -904.657595042749
19_38421678 19_20150362 -904.644056440219
19_38421678 19_20302600 -904.683713095231
19_38421678 19_20303683 -904.741134398784
19_38421678 19_20304765 -904.823483573963
19_38421678 19_20626923 -904.890852783236
19_38421678 19_20633442 -904.938355064543
19_38421678 19_20639961 -904.99126280276
19_38421678 19_20756178 -905.050483969068
19_38421678 19_20775432 -905.111017229067
19_38421678 19_20794687 -905.187912388199
19_38421678 19_20796932 -905.267609291733
19_38421678 19_20798905 -905.348467460893
19_38421678 19_20801032 -905.428781828364
19_38421678 19_20803231 -905.506907620267
19_38421678 19_20805430 -905.581353515631
19_38421678 19_20807629 -905.650894731471
19_38421678 19_20902553 -905.764360592363
19_38421678 19_20998510 -905.778965723343
19_38421678 19_21094467 -905.253799106372
19_38421678 19_21182134 -905.188801861562
19_38421678 19_21270329 -905.18477392032
19_38421678 19_21326896 -905.372241924932
19_38421678 19_21332327 -905.329182241652
19_38421678 19_21336729 -905.280230548882
19_38421678 19_21341131 -905.225978393941
19_38421678 19_21345533 -905.167118403451
19_38421678 19_21349935 -905.104412767973
19_38421678 19_21356079 -905.091483067673
19_38421678 19_21515834 -905.130387759378
19_38421678 19_21518274 -905.149790898399
19_38421678 19_21520713 -905.152231904913
19_38421678 19_21523152 -905.129540512511
19_38421678 19_21533417 -905.108692015192
19_38421678 19_21545048 -905.10271608074
19_38421678 19_21727395 -905.069660022616
19_38421678 19_21740049 -905.008947107884
19_38421678 19_21752704 -904.919513207687
19_38421678 19_21835817 -904.755425129415
19_38421678 19_21840919 -904.989660790083
19_38421678 19_21846022 -905.006659915825
19_38421678 19_21936950 -904.881533934818
19_38421678 19_21970456 -904.83130135683
19_38421678 19_22003963 -904.806521171658
19_38421678 19_22156073 -904.798346354516
19_38421678 19_22172322 -904.790659525749
19_38421678 19_22187306 -904.782865066409
19_38421678 19_22191696 -904.774818967609
19_38421678 19_22195207 -904.76711304598
19_38421678 19_22198718 -904.776292648281
19_38421678 19_22202229 -904.793317961316
19_38421678 19_22205740 -904.811610091284
19_38421678 19_22209250 -904.831149063154
19_38421678 19_22212761 -904.851900253479
19_38421678 19_22216272 -904.8738190369
19_38421678 19_22219783 -904.89684832452
19_38421678 19_22223294 -904.920915276687
19_38421678 19_22226805 -904.9459404212
19_38421678 19_22230316 -904.974422520241
19_38421678 19_22233827 -905.016089045324
19_38421678 19_22237338 -904.966114908175
19_38421678 19_22240848 -904.758825505995
19_38421678 19_22244457 -904.649121783597
19_38421678 19_22264004 -904.541719139326
19_38421678 19_22288023 -904.497641459572
19_38421678 19_22294213 -904.464449732367
19_38421678 19_22298836 -904.410947950676
19_38421678 19_22303459 -904.3528100023
19_38421678 19_22333838 -904.293292697667
19_38421678 19_22382301 -904.232813430884
19_38421678 19_22413259 -904.171133849421
19_38421678 19_22419242 -904.10829742741
19_38421678 19_22425226 -904.044542796576
19_38421678 19_22431209 -903.979735034828
19_38421678 19_22435586 -903.91475754188
19_38421678 19_22436965 -903.849934916088
19_38421678 19_22438344 -903.785018416082
19_38421678 19_22439723 -903.720182090125
19_38421678 19_22441102 -903.655591353422
