value loglik
NA 19_18147123 -922.720853781303
NA 19_18147270 -922.602851932042
NA 19_18147416 -922.486224792019
NA 19_18170066 -922.370798853286
NA 19_18210494 -922.243512465179
NA 19_18211151 -922.11557787409
NA 19_18211808 -921.987434435133
NA 19_18224115 -922.026569204877
NA 19_18226843 -922.0669998423
NA 19_18229572 -921.829789526368
NA 19_18232300 -921.519099863543
NA 19_18235779 -921.148509177795
NA 19_18244123 -921.02953742577
NA 19_18252467 -920.938908502383
NA 19_18275473 -921.358672419131
NA 19_18288997 -921.637600976646
NA 19_18302521 -921.660522065794
NA 19_18316045 -921.732032530148
NA 19_18333753 -921.892354412829
NA 19_18357444 -921.976808379685
NA 19_18363542 -922.030942077867
NA 19_18369640 -922.064534241572
NA 19_18375737 -921.093154388529
NA 19_18381835 -919.733055718389
NA 19_18387932 -918.413322995359
NA 19_18660511 -917.819753773659
NA 19_18668463 -917.977404942938
NA 19_18676416 -918.207204710115
NA 19_18975648 -918.872323894936
NA 19_19274879 -919.071021119624
NA 19_19305304 -919.093460214136
NA 19_19335729 -918.87264603159
NA 19_19461226 -918.842895088995
NA 19_19464083 -918.822032006738
NA 19_19466941 -918.812483627242
NA 19_19537824 -918.815124591654
NA 19_19548156 -918.830680741832
NA 19_19558489 -918.85970773153
NA 19_19870145 -918.657335779834
NA 19_19874630 -918.369320329944
NA 19_19879115 -918.046049876688
NA 19_20125475 -917.858582079594
NA 19_20137919 -917.706948496002
NA 19_20150362 -917.552678830849
NA 19_20302600 -917.3066128899
NA 19_20303683 -917.026331884593
NA 19_20304765 -916.818865393109
NA 19_20626923 -916.962485662624
NA 19_20633442 -917.234802081247
NA 19_20639961 -917.468049694483
NA 19_20756178 -917.503326683015
NA 19_20775432 -917.495571802777
NA 19_20794687 -917.125264082677
NA 19_20796932 -916.819519980232
NA 19_20798905 -916.585720839355
NA 19_20801032 -916.428714900259
NA 19_20803231 -916.350485658917
NA 19_20805430 -916.350088778443
NA 19_20807629 -916.423858739564
NA 19_20902553 -916.169212086814
NA 19_20998510 -916.097363335958
NA 19_21094467 -915.760499850925
NA 19_21182134 -915.715957946296
NA 19_21270329 -915.607808147977
NA 19_21326896 -915.420291061033
NA 19_21332327 -915.344856555631
NA 19_21336729 -915.275551464184
NA 19_21341131 -915.212932491848
NA 19_21345533 -915.157388794303
NA 19_21349935 -915.1091420325
NA 19_21356079 -915.162843949701
NA 19_21515834 -915.539431303846
NA 19_21518274 -915.89239096472
NA 19_21520713 -916.265035646741
NA 19_21523152 -916.389530657743
NA 19_21533417 -916.490311370451
NA 19_21545048 -916.564150273232
NA 19_21727395 -916.555943470826
NA 19_21740049 -916.535266698729
NA 19_21752704 -916.518641283597
NA 19_21835817 -916.747628890817
NA 19_21840919 -916.88679293426
NA 19_21846022 -917.059861336537
NA 19_21936950 -916.917482627278
NA 19_21970456 -916.722492730878
NA 19_22003963 -916.6467035892
NA 19_22156073 -916.59880437687
NA 19_22172322 -916.502919965223
NA 19_22187306 -916.406330678701
NA 19_22191696 -916.309098666162
NA 19_22195207 -916.214750379329
NA 19_22198718 -916.116679297232
NA 19_22202229 -916.02005869038
NA 19_22205740 -915.928126315506
NA 19_22209250 -915.841197379616
NA 19_22212761 -915.759567966162
NA 19_22216272 -915.683509656959
NA 19_22219783 -915.61326628793
NA 19_22223294 -915.549050501942
NA 19_22226805 -915.491040962406
NA 19_22230316 -915.442177394588
NA 19_22233827 -915.411722356397
NA 19_22237338 -915.928958134608
NA 19_22240848 -917.194760522043
NA 19_22244457 -918.100726362958
NA 19_22264004 -918.49718320678
