value loglik
NA 19_18147123 -883.014618201415
NA 19_18147270 -883.159693693175
NA 19_18147416 -883.305319004586
NA 19_18170066 -883.449812087398
NA 19_18210494 -883.510512677501
NA 19_18211151 -883.560753313392
NA 19_18211808 -883.600892555685
NA 19_18224115 -883.587383488507
NA 19_18226843 -883.536870624814
NA 19_18229572 -883.333157795081
NA 19_18232300 -883.12808249254
NA 19_18235779 -882.926950696357
NA 19_18244123 -882.878179962381
NA 19_18252467 -882.824672033264
NA 19_18275473 -882.132104799975
NA 19_18288997 -881.753543392016
NA 19_18302521 -881.658274441122
NA 19_18316045 -881.588073086869
NA 19_18333753 -881.584742048702
NA 19_18357444 -881.584345232602
NA 19_18363542 -881.586001130228
NA 19_18369640 -881.583603878656
NA 19_18375737 -881.530786261765
NA 19_18381835 -881.626938446668
NA 19_18387932 -881.683673519733
NA 19_18660511 -881.262530663637
NA 19_18668463 -880.867308622676
NA 19_18676416 -880.476037907375
NA 19_18975648 -880.514065272811
NA 19_19274879 -880.431107515923
NA 19_19305304 -880.121032918955
NA 19_19335729 -879.97124361011
NA 19_19461226 -879.974165637639
NA 19_19464083 -879.979659225073
NA 19_19466941 -879.984985213215
NA 19_19537824 -879.990131934624
NA 19_19548156 -879.99512485861
NA 19_19558489 -880.000023529144
NA 19_19870145 -880.035387246664
NA 19_19874630 -880.09648792511
NA 19_19879115 -880.15521146869
NA 19_20125475 -880.171450676622
NA 19_20137919 -880.177274697974
NA 19_20150362 -880.182266607244
NA 19_20302600 -880.192018783122
NA 19_20303683 -880.196121827565
NA 19_20304765 -880.180513761721
NA 19_20626923 -880.286067327731
NA 19_20633442 -880.306741277013
NA 19_20639961 -880.242082968066
NA 19_20756178 -880.170709140401
NA 19_20775432 -880.092701796376
NA 19_20794687 -879.911540672408
NA 19_20796932 -879.734804626497
NA 19_20798905 -879.567082535316
NA 19_20801032 -879.413111986028
NA 19_20803231 -879.277460828252
NA 19_20805430 -879.16417874507
NA 19_20807629 -879.0765116091
NA 19_20902553 -878.850007029398
NA 19_20998510 -878.873344868628
NA 19_21094467 -878.920060177444
NA 19_21182134 -878.790109803777
NA 19_21270329 -878.765704947175
NA 19_21326896 -878.734066085144
NA 19_21332327 -878.712987412731
NA 19_21336729 -878.697890237914
NA 19_21341131 -878.689124046305
NA 19_21345533 -878.68684849227
NA 19_21349935 -878.691036599669
NA 19_21356079 -878.838116533867
NA 19_21515834 -878.956864489814
NA 19_21518274 -878.986085494802
NA 19_21520713 -879.015312925811
NA 19_21523152 -879.031368182548
NA 19_21533417 -879.041787655058
NA 19_21545048 -879.036629698088
NA 19_21727395 -879.039092076222
NA 19_21740049 -879.04984333724
NA 19_21752704 -879.062344478541
NA 19_21835817 -879.52766809242
NA 19_21840919 -879.114779043906
NA 19_21846022 -879.281722561178
NA 19_21936950 -879.265876726394
NA 19_21970456 -879.159594493985
NA 19_22003963 -879.053571119083
NA 19_22156073 -879.008508233945
NA 19_22172322 -879.008869762651
NA 19_22187306 -879.020129150675
NA 19_22191696 -879.049025395324
NA 19_22195207 -879.086002639697
NA 19_22198718 -879.131565409097
NA 19_22202229 -879.186485592161
NA 19_22205740 -879.250725491069
NA 19_22209250 -879.324122523978
NA 19_22212761 -879.406401374438
NA 19_22216272 -879.497178721401
NA 19_22219783 -879.595970099292
NA 19_22223294 -879.70220742008
NA 19_22226805 -879.815246431879
NA 19_22230316 -879.910306005687
NA 19_22233827 -879.890562153169
NA 19_22237338 -879.893841098278
NA 19_22240848 -879.977622015069
NA 19_22244457 -880.118550671962
NA 19_22264004 -880.241012968675
NA 19_22288023 -880.262920289892
NA 19_22294213 -880.278302841053
NA 19_22298836 -880.296792028349
NA 19_22303459 -880.316813658929
NA 19_22333838 -880.33815758161
NA 19_22382301 -880.360928265824
NA 19_22413259 -880.385220181739
NA 19_22419242 -880.411002472948
NA 19_22425226 -880.438025586068
NA 19_22431209 -880.467168865954
NA 19_22435586 -880.497598824393
NA 19_22436965 -880.529351575427
NA 19_22438344 -880.561979680534
NA 19_22439723 -880.595420866421
NA 19_22441102 -880.629611614174
NA 19_22442482 -880.664488468476
NA 19_22443861 -880.699986444884
NA 19_22445240 -880.736043363846
NA 19_22446619 -880.783746448828
NA 19_22447998 -880.81023696885
NA 19_22449377 -880.773212880738
