value loglik
19_35170959 19_18147123 -864.664038966801
19_35170959 19_18147270 -864.37743056038
19_35170959 19_18147416 -864.099091114568
19_35170959 19_18170066 -863.831739623091
19_35170959 19_18210494 -863.760980587296
19_35170959 19_18211151 -863.693139618692
19_35170959 19_18211808 -863.625036113752
19_35170959 19_18224115 -863.720629137691
19_35170959 19_18226843 -863.89934728856
19_35170959 19_18229572 -864.611783966803
19_35170959 19_18232300 -865.330890804452
19_35170959 19_18235779 -866.020912456735
19_35170959 19_18244123 -865.955856280865
19_35170959 19_18252467 -865.833574306559
19_35170959 19_18275473 -865.267400963726
19_35170959 19_18288997 -865.100358205554
19_35170959 19_18302521 -865.004391262461
19_35170959 19_18316045 -864.9357048018
19_35170959 19_18333753 -864.922707039071
19_35170959 19_18357444 -864.907349544558
19_35170959 19_18363542 -864.890917738204
19_35170959 19_18369640 -864.876225848467
19_35170959 19_18375737 -864.817040022562
19_35170959 19_18381835 -864.841677490219
19_35170959 19_18387932 -864.889199382475
19_35170959 19_18660511 -864.642077984932
19_35170959 19_18668463 -864.348515539876
19_35170959 19_18676416 -864.417327733231
19_35170959 19_18975648 -863.058727531881
19_35170959 19_19274879 -863.215442298052
19_35170959 19_19305304 -863.3443602442
19_35170959 19_19335729 -863.316020028056
19_35170959 19_19461226 -863.239765456555
19_35170959 19_19464083 -863.18321896973
19_35170959 19_19466941 -863.136642557415
19_35170959 19_19537824 -863.100531145583
19_35170959 19_19548156 -863.075252338681
19_35170959 19_19558489 -863.061031526049
19_35170959 19_19870145 -863.108224879041
19_35170959 19_19874630 -863.087095738366
19_35170959 19_19879115 -863.062467626671
19_35170959 19_20125475 -863.050370490917
19_35170959 19_20137919 -863.041649589577
19_35170959 19_20150362 -863.03278864483
19_35170959 19_20302600 -863.056248235738
19_35170959 19_20303683 -863.090030108942
19_35170959 19_20304765 -863.072062225179
19_35170959 19_20626923 -862.369851845522
19_35170959 19_20633442 -861.643305836359
19_35170959 19_20639961 -860.998857996728
19_35170959 19_20756178 -860.600181099003
19_35170959 19_20775432 -860.422109687988
19_35170959 19_20794687 -860.254255634782
19_35170959 19_20796932 -860.12719382742
19_35170959 19_20798905 -860.046462353104
19_35170959 19_20801032 -860.016584837495
19_35170959 19_20803231 -860.04065040357
19_35170959 19_20805430 -860.119955395922
19_35170959 19_20807629 -860.253816116619
19_35170959 19_20902553 -860.574422088493
19_35170959 19_20998510 -860.378862342653
19_35170959 19_21094467 -859.856196840458
19_35170959 19_21182134 -860.024265569378
19_35170959 19_21270329 -860.018891372393
19_35170959 19_21326896 -859.895196728267
19_35170959 19_21332327 -859.935864328976
19_35170959 19_21336729 -859.979759463291
19_35170959 19_21341131 -860.026358043791
19_35170959 19_21345533 -860.075095116725
19_35170959 19_21349935 -860.125388760506
19_35170959 19_21356079 -860.122747060401
19_35170959 19_21515834 -860.209105718084
19_35170959 19_21518274 -860.240689915119
19_35170959 19_21520713 -860.235167558295
19_35170959 19_21523152 -860.251275196422
19_35170959 19_21533417 -860.26511841076
19_35170959 19_21545048 -860.280663798329
19_35170959 19_21727395 -860.205970938754
19_35170959 19_21740049 -860.064697290921
19_35170959 19_21752704 -859.898916208442
19_35170959 19_21835817 -859.850437223434
19_35170959 19_21840919 -859.525285937329
19_35170959 19_21846022 -859.506165855694
19_35170959 19_21936950 -859.359280087654
19_35170959 19_21970456 -859.337829111385
19_35170959 19_22003963 -859.397833928317
19_35170959 19_22156073 -859.373180173649
19_35170959 19_22172322 -859.26937909803
19_35170959 19_22187306 -859.1582690112
19_35170959 19_22191696 -859.038494963736
19_35170959 19_22195207 -858.924958155083
19_35170959 19_22198718 -858.822462455641
19_35170959 19_22202229 -858.727479673376
19_35170959 19_22205740 -858.638247021435
19_35170959 19_22209250 -858.555034218629
19_35170959 19_22212761 -858.478098742652
19_35170959 19_22216272 -858.407683085666
19_35170959 19_22219783 -858.344011763138
19_35170959 19_22223294 -858.287285599206
19_35170959 19_22226805 -858.237681888064
19_35170959 19_22230316 -858.19573920752
19_35170959 19_22233827 -858.163546250234
19_35170959 19_22237338 -858.060368579957
19_35170959 19_22240848 -857.803272549505
19_35170959 19_22244457 -857.649111327681
19_35170959 19_22264004 -857.531172504427
19_35170959 19_22288023 -857.516892543293
19_35170959 19_22294213 -857.511005189243
19_35170959 19_22298836 -857.518951445159
19_35170959 19_22303459 -857.529243263361
19_35170959 19_22333838 -857.539271830271
19_35170959 19_22382301 -857.548422721335
19_35170959 19_22413259 -857.556857985537
19_35170959 19_22419242 -857.564499654653
19_35170959 19_22425226 -857.571799610007
19_35170959 19_22431209 -857.578321408108
19_35170959 19_22435586 -857.583133385159
19_35170959 19_22436965 -857.585757563958
19_35170959 19_22438344 -857.587827547712
19_35170959 19_22439723 -857.58930967926
19_35170959 19_22441102 -857.590181575333
19_35170959 19_22442482 -857.590432278938
19_35170959 19_22443861 -857.590063098215
19_35170959 19_22445240 -857.589083221106
19_35170959 19_22446619 -857.570701498679
19_35170959 19_22447998 -857.553322218107
19_35170959 19_22449377 -857.5326205343
19_35170959 19_22450756 -857.512320834572
19_35170959 19_22452135 -857.492331177622
19_35170959 19_22453515 -857.472850722901
19_35170959 19_22454894 -857.453896866389
19_35170959 19_22456273 -857.435484476557
19_35170959 19_22507525 -857.417260316072
19_35170959 19_22560818 -857.413166199172
19_35170959 19_22567436 -857.435821726906
19_35170959 19_22570782 -857.456070539495
19_35170959 19_22574128 -857.47344276613
19_35170959 19_22577474 -857.487842434961
19_35170959 19_22580820 -857.498387828602
19_35170959 19_22584166 -857.495861565756
19_35170959 19_22587512 -857.493490094089
19_35170959 19_22590858 -857.491187568065
19_35170959 19_22594203 -857.489295860999
19_35170959 19_22597549 -857.475932941301
19_35170959 19_22600895 -857.368835203187
19_35170959 19_22604768 -857.101235013621
19_35170959 19_22611929 -856.977487282798
19_35170959 19_22615951 -856.943694043073
19_35170959 19_22616579 -856.910828103962
19_35170959 19_22617111 -856.878938299277
19_35170959 19_22617643 -856.848061354791
19_35170959 19_22618175 -856.667162322237
19_35170959 19_22618707 -856.250777002144
19_35170959 19_22619240 -855.896784693475
19_35170959 19_22619772 -855.636015358705
19_35170959 19_22620304 -855.487393350696
19_35170959 19_22620537 -855.350095732827
19_35170959 19_22620655 -855.229303617432
19_35170959 19_22620774 -855.127334453868
19_35170959 19_22621212 -855.028488790302
19_35170959 19_22623056 -854.93471871422
19_35170959 19_22625940 -854.848436797223
19_35170959 19_22632448 -854.770138312045
19_35170959 19_22638956 -854.699530391638
19_35170959 19_22645464 -854.466814387783
19_35170959 19_22651972 -854.245349587122
19_35170959 19_22658480 -854.052191945919
19_35170959 19_22692039 -853.897731398918
19_35170959 19_22776340 -853.561858485817
19_35170959 19_22788765 -853.60974365848
19_35170959 19_22792288 -853.608125992439
19_35170959 19_22794125 -853.606524247714
19_35170959 19_22795963 -853.604938997864
19_35170959 19_22797800 -853.603371593374
19_35170959 19_22799638 -853.601821072994
19_35170959 19_22858304 -853.572556785444
19_35170959 19_22891650 -852.605246711013
19_35170959 19_22894267 -851.625651254363
19_35170959 19_22896884 -850.688255746655
19_35170959 19_22899501 -849.817594240136
19_35170959 19_22902118 -847.692006924156
19_35170959 19_22904734 -846.960442046282
19_35170959 19_22907351 -846.591819679505
19_35170959 19_22909968 -846.309723018354
19_35170959 19_22912585 -846.115465428642
19_35170959 19_23342789 -845.945872568307
19_35170959 19_23344991 -845.846913928072
19_35170959 19_23347193 -845.7880858495
19_35170959 19_23350338 -845.820188300925
19_35170959 19_23359294 -845.860348299624
19_35170959 19_23368249 -845.860900280768
19_35170959 19_23376634 -845.889492740984
19_35170959 19_23378430 -845.922840462825
19_35170959 19_23380227 -845.823678286849
19_35170959 19_23382024 -845.751578706948
19_35170959 19_23383821 -845.707344365266
19_35170959 19_23385618 -845.691424686287
19_35170959 19_23868659 -846.724360695833
19_35170959 19_23870233 -845.704465736644
19_35170959 19_23871808 -844.759870406168
19_35170959 19_23873382 -843.917930927591
19_35170959 19_23874956 -843.202086336046
19_35170959 19_23876530 -842.62985619213
19_35170959 19_23917687 -842.224904292365
19_35170959 19_23917752 -842.143977752739
19_35170959 19_23917817 -842.104577362644
19_35170959 19_23918175 -842.110629988683
19_35170959 19_23925367 -842.137872369245
19_35170959 19_23932559 -842.163510904142
19_35170959 19_23988954 -842.193469077674
19_35170959 19_23999542 -842.19891125461
19_35170959 19_24010131 -842.172205421913
19_35170959 19_24048529 -842.130422259748
19_35170959 19_24058490 -841.982654421145
19_35170959 19_24068452 -841.433270334876
19_35170959 19_24078414 -840.982926495818
19_35170959 19_24151901 -840.841485035415
19_35170959 19_24152632 -840.719206596783
19_35170959 19_24153364 -840.620327409003
19_35170959 19_24154095 -840.547472892939
19_35170959 19_24154826 -840.501377462051
19_35170959 19_24155557 -840.46379021708
19_35170959 19_24307454 -838.694778976874
19_35170959 19_24332887 -838.388516691719
19_35170959 19_24358320 -838.314881321962
19_35170959 19_24382219 -837.433178953709
19_35170959 19_24382803 -836.515958396499
19_35170959 19_24383257 -835.633791686831
19_35170959 19_24383620 -834.836306710395
19_35170959 19_24383973 -834.17154700876
19_35170959 19_24384325 -833.603140489426
19_35170959 19_24384678 -832.773903075732
19_35170959 19_24385081 -832.239701384558
19_35170959 19_24386149 -832.019830598175
19_35170959 19_24615398 -829.781119379662
19_35170959 19_24623533 -827.533664841679
19_35170959 19_24631669 -825.598721390333
19_35170959 19_24646048 -823.750769965166
19_35170959 19_24651380 -822.59196211034
19_35170959 19_24655682 -821.865476234611
19_35170959 19_24659983 -819.796410346213
19_35170959 19_24661370 -818.561671756598
19_35170959 19_24662705 -818.205530228522
19_35170959 19_24664113 -818.054203146951
19_35170959 19_24687303 -817.926524963293
19_35170959 19_24729734 -817.613790037102
19_35170959 19_24741223 -819.088963211025
19_35170959 19_24745602 -819.398973783377
19_35170959 19_24749981 -819.378815795267
19_35170959 19_24754360 -819.360448096943
19_35170959 19_24758506 -819.330155243684
19_35170959 19_24762609 -819.294056517061
19_35170959 19_24809264 -819.257165162754
19_35170959 19_24874336 -819.224350813119
19_35170959 19_24939407 -819.19989996159
19_35170959 19_25004478 -819.157848187806
19_35170959 19_25069550 -819.148041960178
19_35170959 19_25094384 -819.187231328738
19_35170959 19_25099509 -819.573596663177
19_35170959 19_25100587 -820.390239616935
19_35170959 19_25101665 -821.638625972332
19_35170959 19_25102743 -823.291491080022
19_35170959 19_25103820 -825.293404725448
19_35170959 19_25104898 -827.566262392304
19_35170959 19_25105976 -830.0186634183
19_35170959 19_25108018 -832.556890353473
19_35170959 19_25121124 -833.27207053856
19_35170959 19_25124172 -833.286527502218
19_35170959 19_25127220 -833.760509540999
19_35170959 19_25131012 -833.718016222711
19_35170959 19_25164884 -836.247511445535
19_35170959 19_25174425 -837.229977689307
19_35170959 19_25179040 -837.272944677771
19_35170959 19_25181248 -837.303134542622
19_35170959 19_25183456 -837.335670162635
19_35170959 19_25185664 -837.37050739729
19_35170959 19_25213450 -837.407076414702
19_35170959 19_25225757 -837.442854819894
19_35170959 19_25234484 -837.559607547137
19_35170959 19_25240804 -837.572426811432
19_35170959 19_25246239 -838.423924637988
19_35170959 19_25251673 -838.40051879117
19_35170959 19_25257107 -838.406129765175
19_35170959 19_25262541 -838.428836372187
19_35170959 19_25267975 -838.441988479026
19_35170959 19_25275395 -838.455617383801
19_35170959 19_25334339 -838.467421219349
19_35170959 19_25375580 -838.673841480209
19_35170959 19_25376735 -839.547157986891
19_35170959 19_25377890 -840.820774275133
19_35170959 19_25430429 -841.064451576233
19_35170959 19_25445245 -841.17798656313
19_35170959 19_25460061 -841.632391627942
19_35170959 19_25474762 -842.134568618701
19_35170959 19_25487123 -843.084079216584
19_35170959 19_25500518 -844.322695184084
19_35170959 19_25532899 -848.097273236424
19_35170959 19_25565280 -848.18274161493
19_35170959 19_25588832 -848.264068089135
19_35170959 19_25599495 -848.345342240992
19_35170959 19_25603706 -848.3704129966
19_35170959 19_25607918 -848.396091515704
19_35170959 19_25612129 -847.548706220785
19_35170959 19_25616341 -846.832204002783
19_35170959 19_25620552 -846.80136076542
19_35170959 19_25624763 -846.830819432058
19_35170959 19_25628975 -846.22421996687
19_35170959 19_25633186 -846.721089742534
19_35170959 19_25666923 -846.910147565541
19_35170959 19_25705655 -847.18868992719
19_35170959 19_25717202 -847.394300026758
19_35170959 19_25724298 -847.361594222855
19_35170959 19_25725807 -847.327741909519
19_35170959 19_25727315 -847.288730055871
19_35170959 19_25728824 -847.24393044129
19_35170959 19_25730332 -847.216461180595
19_35170959 19_25731841 -847.215238666209
19_35170959 19_25733349 -847.107945369534
19_35170959 19_25735898 -848.502753260857
19_35170959 19_25748084 -850.284036484725
19_35170959 19_25768410 -850.836228123375
19_35170959 19_26254994 -850.954530834829
19_35170959 19_26266960 -850.974212224673
19_35170959 19_26278925 -851.024616699989
19_35170959 19_26290890 -851.083741853606
19_35170959 19_26302855 -851.147459497497
19_35170959 19_26319456 -851.215852762502
19_35170959 19_26336053 -851.251862450753
19_35170959 19_26358240 -851.274601612906
19_35170959 19_26382916 -851.320404928018
19_35170959 19_26407592 -851.38905816569
19_35170959 19_26432269 -851.451338089123
19_35170959 19_26456945 -851.683442343274
19_35170959 19_26480897 -851.551526149001
19_35170959 19_26493222 -851.417790889024
19_35170959 19_26505548 -851.294969099022
19_35170959 19_26517873 -851.182584535264
19_35170959 19_26527366 -851.08155012566
19_35170959 19_26531695 -850.99276243865
19_35170959 19_26535156 -850.916437240862
19_35170959 19_26537007 -850.852726190131
19_35170959 19_26538859 -850.801716459522
19_35170959 19_26540710 -850.47575300171
19_35170959 19_26542561 -849.466288502058
19_35170959 19_26545521 -848.477459234979
19_35170959 19_26587902 -847.909833147467
19_35170959 19_26597204 -847.863826783338
19_35170959 19_26606506 -847.853461160445
19_35170959 19_26780867 -848.123456144441
19_35170959 19_26890064 -847.719396008888
19_35170959 19_26898865 -847.738518574294
19_35170959 19_26899453 -847.765276281124
19_35170959 19_26900040 -847.799516830906
19_35170959 19_26900628 -847.840996809988
19_35170959 19_26901215 -847.88939500793
19_35170959 19_26901803 -847.944341209256
19_35170959 19_26902390 -848.005455782738
19_35170959 19_26905901 -848.072390735432
19_35170959 19_26909897 -848.144861807517
19_35170959 19_26986720 -848.256285242589
19_35170959 19_26986998 -848.453247527929
19_35170959 19_26987276 -848.656983010783
19_35170959 19_26987554 -848.86713135557
19_35170959 19_26988057 -849.08334154491
19_35170959 19_26989339 -849.305274035894
19_35170959 19_26991692 -849.532601686979
19_35170959 19_27134620 -849.188099893266
19_35170959 19_27135444 -848.816974593487
19_35170959 19_27136269 -848.642514391281
19_35170959 19_27381090 -850.635869531257
19_35170959 19_27491492 -850.475981013901
19_35170959 19_27491815 -851.076059164022
19_35170959 19_27492138 -852.437713535324
19_35170959 19_27536651 -852.839146138761
19_35170959 19_27541278 -852.846996254134
19_35170959 19_27545905 -852.854933364814
19_35170959 19_27600054 -852.724304553099
19_35170959 19_27604802 -852.480375012949
19_35170959 19_27609550 -852.220626618413
19_35170959 19_27662666 -851.916491224409
19_35170959 19_27666470 -851.975378052008
19_35170959 19_27670273 -852.035254210055
19_35170959 19_27765374 -852.053091480774
19_35170959 19_27811657 -852.04001395169
19_35170959 19_27845848 -852.132222341237
19_35170959 19_27880039 -852.133179164666
19_35170959 19_27914230 -852.134327878498
19_35170959 19_27948421 -852.123414673252
19_35170959 19_27982612 -852.097491445666
19_35170959 19_28008491 -852.627646917678
19_35170959 19_28029718 -853.012026174584
19_35170959 19_28037254 -852.92434640721
19_35170959 19_28040225 -852.883720355429
19_35170959 19_28043197 -852.911673804482
19_35170959 19_28046169 -853.399011097923
19_35170959 19_28049140 -854.278214644064
19_35170959 19_28052112 -854.3024040893
19_35170959 19_28055084 -854.227551194796
19_35170959 19_28058055 -854.165462854982
19_35170959 19_28061027 -854.138553372734
19_35170959 19_28063998 -854.135448203629
19_35170959 19_28066347 -854.168697373931
19_35170959 19_28066583 -854.206016154023
19_35170959 19_28066818 -854.247390258959
19_35170959 19_28072860 -854.292788213495
19_35170959 19_28081013 -854.342195982986
19_35170959 19_28089166 -854.39638541489
19_35170959 19_28102914 -854.371812806208
19_35170959 19_28174689 -854.884322761088
19_35170959 19_28190324 -855.027479177607
19_35170959 19_28205958 -855.17771949401
19_35170959 19_28276718 -855.176497520169
19_35170959 19_28433340 -855.294502617497
19_35170959 19_28433429 -855.26533096002
19_35170959 19_28433519 -855.236569282672
19_35170959 19_28433608 -855.208221873947
19_35170959 19_28434587 -855.180292094254
19_35170959 19_28435733 -855.18823122908
19_35170959 19_28448079 -855.198279855814
19_35170959 19_28502530 -856.423324699367
19_35170959 19_28510569 -856.563462908725
19_35170959 19_28518489 -856.725452200261
19_35170959 19_28519386 -857.189379734132
19_35170959 19_28519882 -857.75440542142
19_35170959 19_28520378 -858.394055879026
19_35170959 19_28520873 -858.799740458211
19_35170959 19_28521369 -858.891680169677
19_35170959 19_28521865 -858.991313155611
19_35170959 19_28616997 -859.067704889979
19_35170959 19_28711861 -859.077314711331
19_35170959 19_28714631 -859.086413022976
19_35170959 19_28717401 -859.068183667508
19_35170959 19_28720171 -859.04928278951
19_35170959 19_28730951 -859.007589420293
19_35170959 19_28738709 -858.960992508477
19_35170959 19_28746466 -858.916072184357
19_35170959 19_28754224 -858.870444508064
19_35170959 19_28759411 -858.825027999165
19_35170959 19_28764166 -858.782563100868
19_35170959 19_28768921 -858.740274310226
19_35170959 19_28771409 -858.720416511355
19_35170959 19_28773513 -858.673427802928
19_35170959 19_28775617 -858.619151466343
19_35170959 19_28777722 -858.624546873866
19_35170959 19_28779826 -858.773117163307
19_35170959 19_28781930 -858.933776186737
19_35170959 19_28784034 -859.106071917191
19_35170959 19_28786138 -859.289442937447
19_35170959 19_28788242 -859.48322948352
19_35170959 19_28790346 -859.686686420762
19_35170959 19_28792691 -859.896099521354
19_35170959 19_28939708 -859.953204878168
19_35170959 19_28966461 -860.173196220476
19_35170959 19_28979138 -860.410094332015
19_35170959 19_28991815 -860.661652258873
19_35170959 19_29004492 -860.69139351477
19_35170959 19_29017169 -860.686401381626
19_35170959 19_29029846 -860.29078418754
19_35170959 19_29089975 -859.82703747338
19_35170959 19_29244528 -860.894975391687
19_35170959 19_29367672 -861.565825025236
19_35170959 19_29395445 -861.519001593389
19_35170959 19_29423219 -861.538334076728
19_35170959 19_29450992 -861.476285867016
