value loglik
NA 19_18147123 -869.73765442771
NA 19_18147270 -869.733766805251
NA 19_18147416 -869.726651625027
NA 19_18170066 -869.716146927342
NA 19_18210494 -869.722647635815
NA 19_18211151 -869.725233533063
NA 19_18211808 -869.722806418121
NA 19_18224115 -869.577761149649
NA 19_18226843 -869.381717050043
NA 19_18229572 -869.157974007325
NA 19_18232300 -868.908581940101
NA 19_18235779 -868.646683600971
NA 19_18244123 -868.659926761167
NA 19_18252467 -868.6937389149
NA 19_18275473 -868.020631475128
NA 19_18288997 -867.595495676592
NA 19_18302521 -867.593450990172
NA 19_18316045 -867.605435361196
NA 19_18333753 -867.64684203294
NA 19_18357444 -867.681654335428
NA 19_18363542 -867.716307870996
NA 19_18369640 -867.753652118011
NA 19_18375737 -867.270600806132
NA 19_18381835 -866.500335053921
NA 19_18387932 -865.622868439767
NA 19_18660511 -865.58384692618
NA 19_18668463 -865.72097728219
NA 19_18676416 -865.396708364083
NA 19_18975648 -866.380557275986
NA 19_19274879 -866.989305296284
NA 19_19305304 -867.911282872075
NA 19_19335729 -868.094062059624
NA 19_19461226 -868.057373329405
NA 19_19464083 -868.004934245611
NA 19_19466941 -867.950106371792
NA 19_19537824 -867.893263320016
NA 19_19548156 -867.834805177613
NA 19_19558489 -867.775143104878
NA 19_19870145 -867.770981545437
NA 19_19874630 -867.781599254876
NA 19_19879115 -867.791466466897
NA 19_20125475 -867.808881620296
NA 19_20137919 -867.828197635589
NA 19_20150362 -867.846837554755
NA 19_20302600 -867.966261904043
NA 19_20303683 -868.116604144994
NA 19_20304765 -868.282714674842
NA 19_20626923 -868.353230415843
NA 19_20633442 -868.414979619969
NA 19_20639961 -868.48499647181
NA 19_20756178 -868.570270807917
NA 19_20775432 -868.658168864957
NA 19_20794687 -868.725712317869
NA 19_20796932 -868.782424351598
NA 19_20798905 -868.827651969683
NA 19_20801032 -868.861089709669
NA 19_20803231 -868.882717971247
NA 19_20805430 -868.892727518938
NA 19_20807629 -868.891429874933
NA 19_20902553 -869.214152177346
NA 19_20998510 -869.258585713438
NA 19_21094467 -869.373665252442
NA 19_21182134 -869.24133156553
NA 19_21270329 -869.232211494887
NA 19_21326896 -869.162926505204
NA 19_21332327 -869.16720400013
NA 19_21336729 -869.171767785054
NA 19_21341131 -869.176579447915
NA 19_21345533 -869.18159980168
NA 19_21349935 -869.186790301781
NA 19_21356079 -869.206244429884
NA 19_21515834 -869.444964259708
NA 19_21518274 -869.682371866503
NA 19_21520713 -869.851693937459
NA 19_21523152 -869.857332451919
NA 19_21533417 -869.863344198328
NA 19_21545048 -869.869814069064
NA 19_21727395 -869.86804920293
NA 19_21740049 -869.857637528888
NA 19_21752704 -869.855537303936
NA 19_21835817 -869.859928766808
NA 19_21840919 -869.750151243439
NA 19_21846022 -869.76570726123
NA 19_21936950 -869.774291077989
NA 19_21970456 -869.925727214926
NA 19_22003963 -870.077789318956
NA 19_22156073 -870.120738043372
NA 19_22172322 -870.110921433354
NA 19_22187306 -870.094877814199
NA 19_22191696 -870.070701303489
NA 19_22195207 -870.045643091889
NA 19_22198718 -870.011325030592
NA 19_22202229 -869.97252705962
NA 19_22205740 -869.932667516273
NA 19_22209250 -869.891823619849
NA 19_22212761 -869.850090905629
NA 19_22216272 -869.807581494097
NA 19_22219783 -869.764425451062
NA 19_22223294 -869.720764102693
NA 19_22226805 -869.676751940231
NA 19_22230316 -869.635527764873
NA 19_22233827 -869.60964361327
