marker1 marker2 loglik
1 19_18147123 19_22623056 -931.777936160855
2 19_18147270 19_22623056 -931.730047863842
3 19_18147416 19_22623056 -931.691124607008
4 19_18170066 19_22623056 -931.661952371607
5 19_18210494 19_22623056 -931.651421002947
6 19_18211151 19_22623056 -931.639671002446
7 19_18211808 19_22623056 -931.627614194404
8 19_18224115 19_22623056 -931.592408393615
9 19_18226843 19_22623056 -931.569669719664
10 19_18229572 19_22623056 -931.607025224413
11 19_18232300 19_22623056 -931.69331819281
12 19_18235779 19_22623056 -931.822747541543
13 19_18244123 19_22623056 -931.851679404411
14 19_18252467 19_22623056 -931.872542095128
15 19_18275473 19_22623056 -931.74779220259
16 19_18288997 19_22623056 -931.686030036361
17 19_18302521 19_22623056 -931.676793316303
18 19_18316045 19_22623056 -931.675637531796
19 19_18333753 19_22623056 -931.707084738166
20 19_18357444 19_22623056 -931.751518621153
21 19_18363542 19_22623056 -931.802444267435
22 19_18369640 19_22623056 -931.860672225125
23 19_18375737 19_22623056 -931.462304708805
24 19_18381835 19_22623056 -930.968607189244
25 19_18387932 19_22623056 -930.620676390997
26 19_18660511 19_22623056 -930.816736456748
27 19_18668463 19_22623056 -931.098138080443
28 19_18676416 19_22623056 -931.40759785871
29 19_18975648 19_22623056 -930.989924185073
30 19_19274879 19_22623056 -931.001452120196
31 19_19305304 19_22623056 -931.077548598204
32 19_19335729 19_22623056 -931.176137340998
33 19_19461226 19_22623056 -931.246656480057
34 19_19464083 19_22623056 -931.326237291955
35 19_19466941 19_22623056 -931.407973374749
36 19_19537824 19_22623056 -931.491435427292
37 19_19548156 19_22623056 -931.576158752755
38 19_19558489 19_22623056 -931.661662939043
39 19_19870145 19_22623056 -931.536966862914
40 19_19874630 19_22623056 -931.531085827897
41 19_19879115 19_22623056 -931.527601013185
42 19_20125475 19_22623056 -931.537080845662
43 19_20137919 19_22623056 -931.548499021961
44 19_20150362 19_22623056 -931.559256126136
45 19_20302600 19_22623056 -931.578405785028
46 19_20303683 19_22623056 -931.5961232088
47 19_20304765 19_22623056 -931.615644329306
48 19_20626923 19_22623056 -931.440049920358
49 19_20633442 19_22623056 -931.398834181917
50 19_20639961 19_22623056 -931.412009566428
51 19_20756178 19_22623056 -931.420735380793
52 19_20775432 19_22623056 -931.435575342431
53 19_20794687 19_22623056 -931.33009004967
54 19_20796932 19_22623056 -931.233733055655
55 19_20798905 19_22623056 -931.150135317637
56 19_20801032 19_22623056 -931.082544422913
57 19_20803231 19_22623056 -931.033576321491
58 19_20805430 19_22623056 -931.005029117251
59 19_20807629 19_22623056 -930.997773704125
60 19_20902553 19_22623056 -930.427121196449
61 19_20998510 19_22623056 -930.313599735408
62 19_21094467 19_22623056 -930.892535562882
63 19_21182134 19_22623056 -930.874564716163
64 19_21270329 19_22623056 -930.847821066718
65 19_21326896 19_22623056 -930.743193497089
66 19_21332327 19_22623056 -930.755388874151
67 19_21336729 19_22623056 -930.771083547432
68 19_21341131 19_22623056 -930.790082676298
69 19_21345533 19_22623056 -930.812126824398
70 19_21349935 19_22623056 -930.836906018523
71 19_21356079 19_22623056 -931.024140538055
72 19_21515834 19_22623056 -931.053958016485
73 19_21518274 19_22623056 -931.008000655802
74 19_21520713 19_22623056 -930.976723999843
75 19_21523152 19_22623056 -930.940690451092
76 19_21533417 19_22623056 -930.868097793061
77 19_21545048 19_22623056 -930.761224070023
78 19_21727395 19_22623056 -930.560371990607
79 19_21740049 19_22623056 -930.305566946024
80 19_21752704 19_22623056 -930.038293414561
81 19_21835817 19_22623056 -929.681636060081
82 19_21840919 19_22623056 -929.641406693438
83 19_21846022 19_22623056 -929.644835055119
84 19_21936950 19_22623056 -929.515596754813
85 19_21970456 19_22623056 -929.423410860546
86 19_22003963 19_22623056 -929.388943853874
87 19_22156073 19_22623056 -929.389099679156
88 19_22172322 19_22623056 -929.387704580983
89 19_22187306 19_22623056 -929.400771985369
90 19_22191696 19_22623056 -929.431040550223
91 19_22195207 19_22623056 -929.463136604676
92 19_22198718 19_22623056 -929.483631455078
93 19_22202229 19_22623056 -929.501185265777
94 19_22205740 19_22623056 -929.521386338668
95 19_22209250 19_22623056 -929.544231210051
96 19_22212761 19_22623056 -929.569692045523
97 19_22216272 19_22623056 -929.597719075056
98 19_22219783 19_22623056 -929.628239741611
99 19_22223294 19_22623056 -929.66116400697
100 19_22226805 19_22623056 -929.696382824472
101 19_22230316 19_22623056 -929.720944672922
102 19_22233827 19_22623056 -929.684154733983
103 19_22237338 19_22623056 -929.698104199676
104 19_22240848 19_22623056 -929.569672961436
105 19_22244457 19_22623056 -929.696159523075
106 19_22264004 19_22623056 -929.770057451164
107 19_22288023 19_22623056 -929.778467719937
