marker1 marker2 loglik
1 19_18147123 19_25768410 -899.63696489934
2 19_18147270 19_25768410 -899.648396376852
3 19_18147416 19_25768410 -899.662090815506
4 19_18170066 19_25768410 -899.67751474234
5 19_18210494 19_25768410 -899.671377145414
6 19_18211151 19_25768410 -899.667990753865
7 19_18211808 19_25768410 -899.667956199939
8 19_18224115 19_25768410 -899.881735974117
9 19_18226843 19_25768410 -900.109133478472
10 19_18229572 19_25768410 -900.266571887777
11 19_18232300 19_25768410 -900.41249463453
12 19_18235779 19_25768410 -900.544494280567
13 19_18244123 19_25768410 -900.56516358
14 19_18252467 19_25768410 -900.583722584178
15 19_18275473 19_25768410 -900.73850312443
16 19_18288997 19_25768410 -900.614572330574
17 19_18302521 19_25768410 -900.601717051944
18 19_18316045 19_25768410 -900.575714107624
19 19_18333753 19_25768410 -900.505824285359
20 19_18357444 19_25768410 -900.462810396652
21 19_18363542 19_25768410 -900.424415311715
22 19_18369640 19_25768410 -900.382716522361
23 19_18375737 19_25768410 -900.2634845707
24 19_18381835 19_25768410 -900.212098846068
25 19_18387932 19_25768410 -900.209740972883
26 19_18660511 19_25768410 -900.548245239894
27 19_18668463 19_25768410 -901.024336966885
28 19_18676416 19_25768410 -900.64361034393
29 19_18975648 19_25768410 -899.919998603004
30 19_19274879 19_25768410 -899.87388570205
31 19_19305304 19_25768410 -899.790907499266
32 19_19335729 19_25768410 -899.784976442428
33 19_19461226 19_25768410 -899.862867970782
34 19_19464083 19_25768410 -899.948271931466
35 19_19466941 19_25768410 -900.038038134488
36 19_19537824 19_25768410 -900.131715370759
37 19_19548156 19_25768410 -900.228806829474
38 19_19558489 19_25768410 -900.328775910958
39 19_19870145 19_25768410 -900.616770562281
40 19_19874630 19_25768410 -900.617313596694
41 19_19879115 19_25768410 -900.620140709789
42 19_20125475 19_25768410 -900.660838336725
43 19_20137919 19_25768410 -900.706814376523
44 19_20150362 19_25768410 -900.748308037768
45 19_20302600 19_25768410 -900.759501313925
46 19_20303683 19_25768410 -900.762540352919
47 19_20304765 19_25768410 -900.744759400065
48 19_20626923 19_25768410 -900.661337927648
49 19_20633442 19_25768410 -900.608018374876
50 19_20639961 19_25768410 -900.617376366962
51 19_20756178 19_25768410 -900.785186323646
52 19_20775432 19_25768410 -901.028343115491
53 19_20794687 19_25768410 -901.302019160558
54 19_20796932 19_25768410 -901.57393114075
55 19_20798905 19_25768410 -901.837282174887
56 19_20801032 19_25768410 -902.084809226551
57 19_20803231 19_25768410 -902.309289658018
58 19_20805430 19_25768410 -902.504112609278
59 19_20807629 19_25768410 -902.663812306964
60 19_20902553 19_25768410 -902.532561370221
61 19_20998510 19_25768410 -902.551109287542
62 19_21094467 19_25768410 -902.379405149268
63 19_21182134 19_25768410 -902.322704174979
64 19_21270329 19_25768410 -902.306680182794
65 19_21326896 19_25768410 -902.303733195216
66 19_21332327 19_25768410 -902.297368637422
67 19_21336729 19_25768410 -902.292816317322
68 19_21341131 19_25768410 -902.290009566452
69 19_21345533 19_25768410 -902.2888630695
70 19_21349935 19_25768410 -902.289277667375
71 19_21356079 19_25768410 -902.195678893033
72 19_21515834 19_25768410 -902.110247436552
73 19_21518274 19_25768410 -902.059394268397
74 19_21520713 19_25768410 -902.008702722552
75 19_21523152 19_25768410 -901.970172059313
76 19_21533417 19_25768410 -901.932622898736
77 19_21545048 19_25768410 -901.921056484254
78 19_21727395 19_25768410 -901.942778752298
79 19_21740049 19_25768410 -901.979608862104
80 19_21752704 19_25768410 -902.029648345363
81 19_21835817 19_25768410 -902.155258035489
82 19_21840919 19_25768410 -902.180724866305
83 19_21846022 19_25768410 -902.209129909983
84 19_21936950 19_25768410 -902.247203910927
85 19_21970456 19_25768410 -902.273306194301
86 19_22003963 19_25768410 -902.297082357437
87 19_22156073 19_25768410 -902.307682201906
88 19_22172322 19_25768410 -902.318731604867
89 19_22187306 19_25768410 -902.336452966791
90 19_22191696 19_25768410 -902.361853480157
91 19_22195207 19_25768410 -902.387415976744
92 19_22198718 19_25768410 -902.445080369555
93 19_22202229 19_25768410 -902.514528695557
94 19_22205740 19_25768410 -902.582148466328
95 19_22209250 19_25768410 -902.647532603803
96 19_22212761 19_25768410 -902.710281440148
97 19_22216272 19_25768410 -902.770015920752
98 19_22219783 19_25768410 -902.826385294251
99 19_22223294 19_25768410 -902.879066925017
100 19_22226805 19_25768410 -902.927781494116
101 19_22230316 19_25768410 -902.969541414625
102 19_22233827 19_25768410 -902.994098987333
103 19_22237338 19_25768410 -902.940001891339
104 19_22240848 19_25768410 -902.702875690559
105 19_22244457 19_25768410 -902.672201515875
106 19_22264004 19_25768410 -902.672712704779
107 19_22288023 19_25768410 -902.682705536407
108 19_22294213 19_25768410 -902.69234681361
109 19_22298836 19_25768410 -902.709978626354
110 19_22303459 19_25768410 -902.728602590208
111 19_22333838 19_25768410 -902.746843963151
112 19_22382301 19_25768410 -902.764647308215
113 19_22413259 19_25768410 -902.782053297548
114 19_22419242 19_25768410 -902.799027149306
115 19_22425226 19_25768410 -902.815387793165
116 19_22431209 19_25768410 -902.831150849046
117 19_22435586 19_25768410 -902.846269208597
118 19_22436965 19_25768410 -902.860721573677
119 19_22438344 19_25768410 -902.874280770021
120 19_22439723 19_25768410 -902.886891471437
121 19_22441102 19_25768410 -902.8985030333
122 19_22442482 19_25768410 -902.909072122436
123 19_22443861 19_25768410 -902.918563100955
124 19_22445240 19_25768410 -902.926946546067
125 19_22446619 19_25768410 -902.858611807439
126 19_22447998 19_25768410 -902.812413282565
127 19_22449377 19_25768410 -902.821660800205
128 19_22450756 19_25768410 -902.830754430428
129 19_22452135 19_25768410 -902.839987679431
130 19_22453515 19_25768410 -902.848855970269
131 19_22454894 19_25768410 -902.857346134342
132 19_22456273 19_25768410 -902.865448191217
133 19_22507525 19_25768410 -902.873265570333
134 19_22560818 19_25768410 -902.868404358004
135 19_22567436 19_25768410 -902.838111585634
136 19_22570782 19_25768410 -902.807530323241
137 19_22574128 19_25768410 -902.77683278445
138 19_22577474 19_25768410 -902.74609714423
139 19_22580820 19_25768410 -902.717447109746
140 19_22584166 19_25768410 -902.718451341558
141 19_22587512 19_25768410 -902.719369544777
142 19_22590858 19_25768410 -902.720281265748
143 19_22594203 19_25768410 -902.723027781398
144 19_22597549 19_25768410 -902.723065582618
145 19_22600895 19_25768410 -902.753497270719
146 19_22604768 19_25768410 -902.689737716883
147 19_22611929 19_25768410 -902.643412209422
148 19_22615951 19_25768410 -902.623576470819
149 19_22616579 19_25768410 -902.60351924036
150 19_22617111 19_25768410 -902.583258823008
151 19_22617643 19_25768410 -902.562752420686
152 19_22618175 19_25768410 -902.552909964864
153 19_22618707 19_25768410 -902.544513510657
154 19_22619240 19_25768410 -902.541190309214
155 19_22619772 19_25768410 -902.542491760234
156 19_22620304 19_25768410 -902.539329979564
157 19_22620537 19_25768410 -902.44885537448
158 19_22620655 19_25768410 -902.347875481307
159 19_22620774 19_25768410 -902.237342771611
160 19_22621212 19_25768410 -902.200880071394
161 19_22623056 19_25768410 -902.174953550134
162 19_22625940 19_25768410 -902.146831984515
163 19_22632448 19_25768410 -902.116779203008
164 19_22638956 19_25768410 -902.085103653225
165 19_22645464 19_25768410 -902.039129756724
166 19_22651972 19_25768410 -901.966408176238
167 19_22658480 19_25768410 -901.874430321294
168 19_22692039 19_25768410 -901.779505759375
169 19_22776340 19_25768410 -901.045773132943
170 19_22788765 19_25768410 -900.915127224559
171 19_22792288 19_25768410 -900.916293470329
172 19_22794125 19_25768410 -900.91742831196
173 19_22795963 19_25768410 -900.9185318262
174 19_22797800 19_25768410 -900.919603327891
175 19_22799638 19_25768410 -900.920643455049
176 19_22858304 19_25768410 -900.913968299479
177 19_22891650 19_25768410 -900.869197254719
178 19_22894267 19_25768410 -900.8315794701
179 19_22896884 19_25768410 -900.8005981175
180 19_22899501 19_25768410 -900.776211659299
181 19_22902118 19_25768410 -900.627355236725
182 19_22904734 19_25768410 -900.691306350367
183 19_22907351 19_25768410 -900.793933146548
184 19_22909968 19_25768410 -900.900667893508
185 19_22912585 19_25768410 -901.007729809498
186 19_23342789 19_25768410 -901.430893222369
187 19_23344991 19_25768410 -901.435537665123
188 19_23347193 19_25768410 -901.42732554366
189 19_23350338 19_25768410 -901.274994571571
190 19_23359294 19_25768410 -901.235859312189
191 19_23368249 19_25768410 -901.253387296177
192 19_23376634 19_25768410 -901.270967715275
193 19_23378430 19_25768410 -901.273674408386
194 19_23380227 19_25768410 -901.236166637904
195 19_23382024 19_25768410 -901.198848232251
196 19_23383821 19_25768410 -901.161948543889
197 19_23385618 19_25768410 -901.125696190073
198 19_23868659 19_25768410 -901.216248829328
199 19_23870233 19_25768410 -901.335756318147
200 19_23871808 19_25768410 -901.415186404848
201 19_23873382 19_25768410 -901.453127409331
202 19_23874956 19_25768410 -901.450123093904
203 19_23876530 19_25768410 -901.408567192001
204 19_23917687 19_25768410 -901.336956406775
205 19_23917752 19_25768410 -901.330731826898
206 19_23917817 19_25768410 -901.327238366546
207 19_23918175 19_25768410 -901.325308651638
208 19_23925367 19_25768410 -901.340234602707
209 19_23932559 19_25768410 -901.357904684518
210 19_23988954 19_25768410 -901.36782513086
211 19_23999542 19_25768410 -901.363969082736
212 19_24010131 19_25768410 -901.378708516825
213 19_24048529 19_25768410 -901.408613236543
214 19_24058490 19_25768410 -901.413564627527
215 19_24068452 19_25768410 -901.436573957186
216 19_24078414 19_25768410 -901.4499550043
217 19_24151901 19_25768410 -901.335961000153
218 19_24152632 19_25768410 -901.21219673126
219 19_24153364 19_25768410 -901.080831645177
220 19_24154095 19_25768410 -900.944582241493
221 19_24154826 19_25768410 -900.806351069048
222 19_24155557 19_25768410 -900.678972674724
223 19_24307454 19_25768410 -900.474405272284
224 19_24332887 19_25768410 -900.399462497202
225 19_24358320 19_25768410 -900.383049648302
226 19_24382219 19_25768410 -900.526856266715
227 19_24382803 19_25768410 -900.696229622505
228 19_24383257 19_25768410 -900.880160013951
229 19_24383620 19_25768410 -901.067732886642
230 19_24383973 19_25768410 -901.245934191559
231 19_24384325 19_25768410 -901.360066073215
232 19_24384678 19_25768410 -901.086970865039
233 19_24385081 19_25768410 -900.710105184167
234 19_24386149 19_25768410 -900.26099990853
235 19_24615398 19_25768410 -899.832048988801
236 19_24623533 19_25768410 -899.404780470866
237 19_24631669 19_25768410 -899.002446704832
238 19_24646048 19_25768410 -899.006812953752
239 19_24651380 19_25768410 -898.865127022617
240 19_24655682 19_25768410 -898.728133518775
241 19_24659983 19_25768410 -898.604053871852
242 19_24661370 19_25768410 -898.479556773572
243 19_24662705 19_25768410 -898.365642843112
244 19_24664113 19_25768410 -898.325530165842
245 19_24687303 19_25768410 -898.285188438752
246 19_24729734 19_25768410 -898.157145132923
247 19_24741223 19_25768410 -897.851359242477
248 19_24745602 19_25768410 -897.779757664489
249 19_24749981 19_25768410 -897.76639233363
250 19_24754360 19_25768410 -897.761671911551
251 19_24758506 19_25768410 -897.768451586541
252 19_24762609 19_25768410 -897.780889035018
253 19_24809264 19_25768410 -897.7943832306
254 19_24874336 19_25768410 -897.806746131622
255 19_24939407 19_25768410 -897.815427308752
256 19_25004478 19_25768410 -897.825053414599
257 19_25069550 19_25768410 -897.85241602217
258 19_25094384 19_25768410 -897.94930994215
259 19_25099509 19_25768410 -898.069406604895
260 19_25100587 19_25768410 -898.208332037253
261 19_25101665 19_25768410 -898.364388413119
262 19_25102743 19_25768410 -898.53515266205
263 19_25103820 19_25768410 -898.717659567486
264 19_25104898 19_25768410 -898.908667169486
265 19_25105976 19_25768410 -899.104950550865
266 19_25108018 19_25768410 -899.303562128265
267 19_25121124 19_25768410 -899.384053269956
268 19_25124172 19_25768410 -899.419139217584
269 19_25127220 19_25768410 -899.439221759817
270 19_25131012 19_25768410 -899.411003497729
271 19_25164884 19_25768410 -898.4568113478
272 19_25174425 19_25768410 -897.5926687065
273 19_25179040 19_25768410 -897.612733693302
274 19_25181248 19_25768410 -897.621761566664
275 19_25183456 19_25768410 -897.63074806156
276 19_25185664 19_25768410 -897.639675168501
277 19_25213450 19_25768410 -897.648382221338
278 19_25225757 19_25768410 -897.656965235237
279 19_25234484 19_25768410 -897.585989526038
280 19_25240804 19_25768410 -897.695625311237
281 19_25246239 19_25768410 -897.749341515039
282 19_25251673 19_25768410 -897.794701913602
283 19_25257107 19_25768410 -897.845601486351
284 19_25262541 19_25768410 -897.886518677259
285 19_25267975 19_25768410 -897.904526339161
286 19_25275395 19_25768410 -897.922271320603
287 19_25334339 19_25768410 -897.93913900193
288 19_25375580 19_25768410 -897.925479827743
289 19_25376735 19_25768410 -897.907375942663
290 19_25377890 19_25768410 -897.91011550621
291 19_25430429 19_25768410 -897.865407447442
292 19_25445245 19_25768410 -897.838738490499
293 19_25460061 19_25768410 -897.830716262652
294 19_25474762 19_25768410 -897.833632481324
295 19_25487123 19_25768410 -898.024198000595
296 19_25500518 19_25768410 -898.191159462985
297 19_25532899 19_25768410 -897.857081639781
298 19_25565280 19_25768410 -897.854877085211
299 19_25588832 19_25768410 -897.877858774609
300 19_25599495 19_25768410 -897.904353517129
301 19_25603706 19_25768410 -897.944388521299
302 19_25607918 19_25768410 -897.984591671469
303 19_25612129 19_25768410 -897.897073106305
304 19_25616341 19_25768410 -897.866047433876
305 19_25620552 19_25768410 -897.921370419821
306 19_25624763 19_25768410 -897.936680752337
307 19_25628975 19_25768410 -898.235470218993
308 19_25633186 19_25768410 -898.834487532422
309 19_25666923 19_25768410 -898.920072389714
310 19_25705655 19_25768410 -898.926087820313
311 19_25717202 19_25768410 -898.871676884518
312 19_25724298 19_25768410 -898.898435100918
313 19_25725807 19_25768410 -898.92351409098
314 19_25727315 19_25768410 -898.947218609155
315 19_25728824 19_25768410 -898.964918714713
316 19_25730332 19_25768410 -898.979706834799
317 19_25731841 19_25768410 -898.994425505017
318 19_25733349 19_25768410 -899.064761478603
319 19_25735898 19_25768410 -899.473675465717
320 19_25748084 19_25768410 -899.724570467075
321 19_25768410 19_25768410 -899.752648789099
322 19_26254994 19_25768410 -899.770855765096
323 19_26266960 19_25768410 -899.778727277621
324 19_26278925 19_25768410 -899.754714692351
325 19_26290890 19_25768410 -899.729742110456
326 19_26302855 19_25768410 -899.707621261654
327 19_26319456 19_25768410 -899.689055074286
328 19_26336053 19_25768410 -899.69343514762
329 19_26358240 19_25768410 -899.702879389022
330 19_26382916 19_25768410 -899.721512584964
331 19_26407592 19_25768410 -899.750196716565
332 19_26432269 19_25768410 -899.774286255416
333 19_26456945 19_25768410 -899.90824483508
334 19_26480897 19_25768410 -899.887483761168
335 19_26493222 19_25768410 -899.853423243207
336 19_26505548 19_25768410 -899.813022069192
337 19_26517873 19_25768410 -899.76607803445
338 19_26527366 19_25768410 -899.712855453242
339 19_26531695 19_25768410 -899.654133383737
340 19_26535156 19_25768410 -899.590475286204
341 19_26537007 19_25768410 -899.522489388042
342 19_26538859 19_25768410 -899.450815919984
343 19_26540710 19_25768410 -899.404072892428
344 19_26542561 19_25768410 -899.465313840762
345 19_26545521 19_25768410 -899.587578116169
346 19_26587902 19_25768410 -899.709159792847
347 19_26597204 19_25768410 -899.777958164848
348 19_26606506 19_25768410 -899.79474578927
349 19_26780867 19_25768410 -899.839257265246
350 19_26890064 19_25768410 -900.094049559679
351 19_26898865 19_25768410 -900.107168037334
352 19_26899453 19_25768410 -900.120059946065
353 19_26900040 19_25768410 -900.134256270908
354 19_26900628 19_25768410 -900.151509380895
355 19_26901215 19_25768410 -900.173590959222
356 19_26901803 19_25768410 -900.202044422756
357 19_26902390 19_25768410 -900.237950561919
358 19_26905901 19_25768410 -900.28177052544
359 19_26909897 19_25768410 -900.333307764994
360 19_26986720 19_25768410 -900.364991998311
361 19_26986998 19_25768410 -900.445775932146
362 19_26987276 19_25768410 -900.526089151411
363 19_26987554 19_25768410 -900.605460465108
364 19_26988057 19_25768410 -900.683430363172
365 19_26989339 19_25768410 -900.759563781888
366 19_26991692 19_25768410 -900.833461900487
367 19_27134620 19_25768410 -900.825874045458
368 19_27135444 19_25768410 -900.742938722767
369 19_27136269 19_25768410 -900.677832404773
370 19_27381090 19_25768410 -900.375736407275
371 19_27491492 19_25768410 -900.614435900778
372 19_27491815 19_25768410 -900.976285981534
373 19_27492138 19_25768410 -901.330662302774
374 19_27536651 19_25768410 -901.402360518571
375 19_27541278 19_25768410 -901.396405894636
376 19_27545905 19_25768410 -901.390607034499
377 19_27600054 19_25768410 -901.350005487681
378 19_27604802 19_25768410 -901.200104473239
379 19_27609550 19_25768410 -900.948861087088
380 19_27662666 19_25768410 -900.358800479351
381 19_27666470 19_25768410 -900.263249484207
382 19_27670273 19_25768410 -900.169986900201
