marker1 marker2 loglik
1 19_18147123 19_31192742 -848.070552709672
2 19_18147270 19_31192742 -848.128914826976
3 19_18147416 19_31192742 -848.187725182672
4 19_18170066 19_31192742 -848.2464314827
5 19_18210494 19_31192742 -848.239945602826
6 19_18211151 19_31192742 -848.227999236382
7 19_18211808 19_31192742 -848.213191915175
8 19_18224115 19_31192742 -848.183732005845
9 19_18226843 19_31192742 -848.138664895602
10 19_18229572 19_31192742 -848.073278009712
11 19_18232300 19_31192742 -848.06875136293
12 19_18235779 19_31192742 -848.128480404278
13 19_18244123 19_31192742 -848.048407768609
14 19_18252467 19_31192742 -847.97975966047
15 19_18275473 19_31192742 -847.218281695921
16 19_18288997 19_31192742 -847.181343986798
17 19_18302521 19_31192742 -847.113446333091
18 19_18316045 19_31192742 -847.007706978854
19 19_18333753 19_31192742 -846.83807604891
20 19_18357444 19_31192742 -846.761122126833
21 19_18363542 19_31192742 -846.729436022894
22 19_18369640 19_31192742 -846.737554997821
23 19_18375737 19_31192742 -846.234100504076
24 19_18381835 19_31192742 -845.8678670442
25 19_18387932 19_31192742 -845.522910723824
26 19_18660511 19_31192742 -845.415188974934
27 19_18668463 19_31192742 -845.449360489666
28 19_18676416 19_31192742 -844.429497847956
29 19_18975648 19_31192742 -845.2447692892
30 19_19274879 19_31192742 -845.404904038583
31 19_19305304 19_31192742 -846.153567406634
32 19_19335729 19_31192742 -846.413411715829
33 19_19461226 19_31192742 -846.455465362853
34 19_19464083 19_31192742 -846.529135322301
35 19_19466941 19_31192742 -846.616990609727
36 19_19537824 19_31192742 -846.718048222078
37 19_19548156 19_31192742 -846.831103799477
38 19_19558489 19_31192742 -846.954754258606
39 19_19870145 19_31192742 -846.987442042991
40 19_19874630 19_31192742 -846.933577511369
41 19_19879115 19_31192742 -846.875840553871
42 19_20125475 19_31192742 -846.866943457256
43 19_20137919 19_31192742 -846.874736611207
44 19_20150362 19_31192742 -846.886663462025
45 19_20302600 19_31192742 -846.819052249393
46 19_20303683 19_31192742 -846.749026660301
47 19_20304765 19_31192742 -846.749442214895
48 19_20626923 19_31192742 -846.501245652522
49 19_20633442 19_31192742 -846.180918778829
50 19_20639961 19_31192742 -845.875547811197
51 19_20756178 19_31192742 -845.417087920298
52 19_20775432 19_31192742 -844.946148710346
53 19_20794687 19_31192742 -844.374609845948
54 19_20796932 19_31192742 -843.841627148258
55 19_20798905 19_31192742 -843.360020318619
56 19_20801032 19_31192742 -842.940653974435
57 19_20803231 19_31192742 -842.591633813674
58 19_20805430 19_31192742 -842.317799422629
59 19_20807629 19_31192742 -842.12059596895
60 19_20902553 19_31192742 -841.009377373767
61 19_20998510 19_31192742 -841.019459169808
62 19_21094467 19_31192742 -839.638760129109
63 19_21182134 19_31192742 -839.179778515274
64 19_21270329 19_31192742 -839.183919170347
65 19_21326896 19_31192742 -839.284741161234
66 19_21332327 19_31192742 -839.223496484131
67 19_21336729 19_31192742 -839.160239831781
68 19_21341131 19_31192742 -839.09561362686
69 19_21345533 19_31192742 -839.030267443401
70 19_21349935 19_31192742 -838.964835060563
71 19_21356079 19_31192742 -838.365580756131
72 19_21515834 19_31192742 -838.17885600077
73 19_21518274 19_31192742 -838.223906309836
