marker1 marker2 loglik
1 19_18147123 19_26986998 -920.12043244327
2 19_18147270 19_26986998 -920.094393710102
3 19_18147416 19_26986998 -920.068618516036
4 19_18170066 19_26986998 -920.04342967239
5 19_18210494 19_26986998 -920.054199924038
6 19_18211151 19_26986998 -920.066394849374
7 19_18211808 19_26986998 -920.078702447992
8 19_18224115 19_26986998 -920.129137027138
9 19_18226843 19_26986998 -920.186884994284
10 19_18229572 19_26986998 -920.203645622505
11 19_18232300 19_26986998 -920.246595773155
12 19_18235779 19_26986998 -920.31424433643
13 19_18244123 19_26986998 -920.271515005147
14 19_18252467 19_26986998 -920.226136628425
15 19_18275473 19_26986998 -919.617984256831
16 19_18288997 19_26986998 -919.559165584437
17 19_18302521 19_26986998 -919.568615133423
18 19_18316045 19_26986998 -919.580009726028
19 19_18333753 19_26986998 -919.602442048123
20 19_18357444 19_26986998 -919.644935475857
21 19_18363542 19_26986998 -919.69435386817
22 19_18369640 19_26986998 -919.743875733761
23 19_18375737 19_26986998 -919.414287324061
24 19_18381835 19_26986998 -918.745340978589
25 19_18387932 19_26986998 -917.977254996957
26 19_18660511 19_26986998 -918.0568032411
27 19_18668463 19_26986998 -918.298678713517
28 19_18676416 19_26986998 -917.337148414311
29 19_18975648 19_26986998 -915.734282441389
30 19_19274879 19_26986998 -915.80178038494
31 19_19305304 19_26986998 -916.553176846823
32 19_19335729 19_26986998 -917.0308565624
33 19_19461226 19_26986998 -917.114468688717
34 19_19464083 19_26986998 -917.214439757334
35 19_19466941 19_26986998 -917.317722033903
36 19_19537824 19_26986998 -917.423584935729
37 19_19548156 19_26986998 -917.531342468049
38 19_19558489 19_26986998 -917.64035556881
39 19_19870145 19_26986998 -917.770217138925
40 19_19874630 19_26986998 -917.896572244039
41 19_19879115 19_26986998 -918.023474757804
42 19_20125475 19_26986998 -918.034668014909
43 19_20137919 19_26986998 -918.02177866002
44 19_20150362 19_26986998 -918.014312705256
45 19_20302600 19_26986998 -917.831797719293
46 19_20303683 19_26986998 -917.628674872304
47 19_20304765 19_26986998 -917.471161285528
48 19_20626923 19_26986998 -916.846422652267
49 19_20633442 19_26986998 -916.098982775339
50 19_20639961 19_26986998 -915.389956062611
51 19_20756178 19_26986998 -914.76651904295
52 19_20775432 19_26986998 -914.254557333448
53 19_20794687 19_26986998 -914.07982310899
54 19_20796932 19_26986998 -913.933352675224
55 19_20798905 19_26986998 -913.822962146522
56 19_20801032 19_26986998 -913.756430460023
57 19_20803231 19_26986998 -913.740774735221
58 19_20805430 19_26986998 -913.781451720599
59 19_20807629 19_26986998 -913.881692763335
60 19_20902553 19_26986998 -913.377720678264
61 19_20998510 19_26986998 -913.396009512457
62 19_21094467 19_26986998 -911.352495708143
63 19_21182134 19_26986998 -910.694186980739
64 19_21270329 19_26986998 -910.677147288672
65 19_21326896 19_26986998 -910.787905270281
66 19_21332327 19_26986998 -910.760659351438
67 19_21336729 19_26986998 -910.732783761321
68 19_21341131 19_26986998 -910.704002663613
69 19_21345533 19_26986998 -910.67403969211
70 19_21349935 19_26986998 -910.642635639193
71 19_21356079 19_26986998 -910.757616012344
72 19_21515834 19_26986998 -910.835939969798
73 19_21518274 19_26986998 -910.853225166741
74 19_21520713 19_26986998 -910.861911954547
75 19_21523152 19_26986998 -910.878685891542
76 19_21533417 19_26986998 -910.897108263614
77 19_21545048 19_26986998 -910.901473249083
78 19_21727395 19_26986998 -910.8628695907
79 19_21740049 19_26986998 -910.794166707895
80 19_21752704 19_26986998 -910.701764268181
81 19_21835817 19_26986998 -910.758180153052
82 19_21840919 19_26986998 -909.621344910136
83 19_21846022 19_26986998 -909.539635441299
84 19_21936950 19_26986998 -909.339823116631
85 19_21970456 19_26986998 -909.196682828418
86 19_22003963 19_26986998 -909.078887432978
87 19_22156073 19_26986998 -908.992879923137
88 19_22172322 19_26986998 -908.917627007721
89 19_22187306 19_26986998 -908.797369858761
90 19_22191696 19_26986998 -908.622311362964
91 19_22195207 19_26986998 -908.454115494433
92 19_22198718 19_26986998 -908.278843085194
93 19_22202229 19_26986998 -908.106862135592
94 19_22205740 19_26986998 -907.944890901911
95 19_22209250 19_26986998 -907.793521185227
96 19_22212761 19_26986998 -907.653288434784
97 19_22216272 19_26986998 -907.524658786183
98 19_22219783 19_26986998 -907.408023620154
99 19_22223294 19_26986998 -907.30369454091
100 19_22226805 19_26986998 -907.211897101199
101 19_22230316 19_26986998 -907.144792858027
102 19_22233827 19_26986998 -907.152261612276
103 19_22237338 19_26986998 -906.858219370141
104 19_22240848 19_26986998 -906.244553058318
105 19_22244457 19_26986998 -905.729451156664
106 19_22264004 19_26986998 -905.427675419332
107 19_22288023 19_26986998 -905.400552169206
108 19_22294213 19_26986998 -905.393314776736
109 19_22298836 19_26986998 -905.320113387937
110 19_22303459 19_26986998 -905.231991392246
111 19_22333838 19_26986998 -905.139380876306
112 19_22382301 19_26986998 -905.042695934756
113 19_22413259 19_26986998 -904.941628238101
114 19_22419242 19_26986998 -904.836327972258
115 19_22425226 19_26986998 -904.727945058682
116 19_22431209 19_26986998 -904.616489916698
117 19_22435586 19_26986998 -904.502616424342
118 19_22436965 19_26986998 -904.386760979427
119 19_22438344 19_26986998 -904.270327049707
120 19_22439723 19_26986998 -904.153952313573
121 19_22441102 19_26986998 -904.038262614115
122 19_22442482 19_26986998 -903.923860395152
123 19_22443861 19_26986998 -903.811315119351
124 19_22445240 19_26986998 -903.7011520617
125 19_22446619 19_26986998 -903.258129462742
126 19_22447998 19_26986998 -902.92857493677
127 19_22449377 19_26986998 -902.876323151477
128 19_22450756 19_26986998 -902.825983114686
129 19_22452135 19_26986998 -902.778046710756
130 19_22453515 19_26986998 -902.731970664352
131 19_22454894 19_26986998 -902.687822401392
132 19_22456273 19_26986998 -902.645663657288
133 19_22507525 19_26986998 -902.605639515143
134 19_22560818 19_26986998 -902.575149862967
135 19_22567436 19_26986998 -902.562150833831
136 19_22570782 19_26986998 -902.549465855702
137 19_22574128 19_26986998 -902.537515511731
138 19_22577474 19_26986998 -902.526281317144
