marker1 marker2 loglik
1 19_18147123 19_28063998 -884.389328039553
2 19_18147270 19_28063998 -884.34052086247
3 19_18147416 19_28063998 -884.289556536497
4 19_18170066 19_28063998 -884.236542844956
5 19_18210494 19_28063998 -884.202965266191
6 19_18211151 19_28063998 -884.166266347581
7 19_18211808 19_28063998 -884.126132754314
8 19_18224115 19_28063998 -884.122598728183
9 19_18226843 19_28063998 -884.100876376075
10 19_18229572 19_28063998 -884.06354180925
11 19_18232300 19_28063998 -883.992696750372
12 19_18235779 19_28063998 -883.89332646352
13 19_18244123 19_28063998 -883.85092001106
14 19_18252467 19_28063998 -883.816615460365
15 19_18275473 19_28063998 -883.482658699712
16 19_18288997 19_28063998 -883.217293585098
17 19_18302521 19_28063998 -883.192006311646
18 19_18316045 19_28063998 -883.173113648361
19 19_18333753 19_28063998 -883.164553107679
20 19_18357444 19_28063998 -883.157090002041
21 19_18363542 19_28063998 -883.153976639672
22 19_18369640 19_28063998 -883.155870843336
23 19_18375737 19_28063998 -882.953159851085
24 19_18381835 19_28063998 -882.534980756829
25 19_18387932 19_28063998 -881.958781626913
26 19_18660511 19_28063998 -882.070336618234
27 19_18668463 19_28063998 -882.323144536987
28 19_18676416 19_28063998 -882.040261919572
29 19_18975648 19_28063998 -882.502166598773
30 19_19274879 19_28063998 -882.64488364252
31 19_19305304 19_28063998 -882.674324759591
32 19_19335729 19_28063998 -882.57039181408
33 19_19461226 19_28063998 -882.566576294394
34 19_19464083 19_28063998 -882.555759677639
35 19_19466941 19_28063998 -882.542787169222
36 19_19537824 19_28063998 -882.527709023358
37 19_19548156 19_28063998 -882.51061036389
38 19_19558489 19_28063998 -882.491601572183
39 19_19870145 19_28063998 -882.518497738963
40 19_19874630 19_28063998 -882.500575559066
41 19_19879115 19_28063998 -882.480258486389
42 19_20125475 19_28063998 -882.472856309442
43 19_20137919 19_28063998 -882.467186452363
44 19_20150362 19_28063998 -882.459063902738
45 19_20302600 19_28063998 -882.508192810921
46 19_20303683 19_28063998 -882.579180352097
47 19_20304765 19_28063998 -882.685292587472
48 19_20626923 19_28063998 -882.757289578311
49 19_20633442 19_28063998 -882.795784581984
50 19_20639961 19_28063998 -882.823153211484
51 19_20756178 19_28063998 -882.860965926774
52 19_20775432 19_28063998 -882.901276737759
