marker1 marker2 loglik
1 19_18147123 19_24659983 -944.992119921421
2 19_18147270 19_24659983 -944.910756316461
3 19_18147416 19_24659983 -944.828808154872
4 19_18170066 19_24659983 -944.746600944239
5 19_18210494 19_24659983 -944.713676840106
6 19_18211151 19_24659983 -944.682413852958
7 19_18211808 19_24659983 -944.6512802901
8 19_18224115 19_24659983 -944.569582320988
9 19_18226843 19_24659983 -944.48447733912
10 19_18229572 19_24659983 -944.472001522228
11 19_18232300 19_24659983 -944.474328439514
12 19_18235779 19_24659983 -944.488995908971
13 19_18244123 19_24659983 -944.471802698142
14 19_18252467 19_24659983 -944.457242504045
15 19_18275473 19_24659983 -944.287719790882
16 19_18288997 19_24659983 -944.342465777082
17 19_18302521 19_24659983 -944.336370725204
18 19_18316045 19_24659983 -944.33167520591
19 19_18333753 19_24659983 -944.327028285574
20 19_18357444 19_24659983 -944.355161305679
21 19_18363542 19_24659983 -944.398689339979
22 19_18369640 19_24659983 -944.443098862503
23 19_18375737 19_24659983 -944.32378762699
24 19_18381835 19_24659983 -944.266308058596
25 19_18387932 19_24659983 -944.289024076074
26 19_18660511 19_24659983 -944.138053054997
27 19_18668463 19_24659983 -943.838581561831
28 19_18676416 19_24659983 -943.838758261831
29 19_18975648 19_24659983 -944.12510449093
30 19_19274879 19_24659983 -944.198855003483
31 19_19305304 19_24659983 -944.408492428394
32 19_19335729 19_24659983 -944.429460698748
33 19_19461226 19_24659983 -944.358794111997
34 19_19464083 19_24659983 -944.287212692294
35 19_19466941 19_24659983 -944.21451315654
36 19_19537824 19_24659983 -944.141036754858
37 19_19548156 19_24659983 -944.067126512055
38 19_19558489 19_24659983 -943.993110516079
39 19_19870145 19_24659983 -943.897914185234
40 19_19874630 19_24659983 -943.848905140078
41 19_19879115 19_24659983 -943.801410982671
42 19_20125475 19_24659983 -943.77477522715
43 19_20137919 19_24659983 -943.752082822785
44 19_20150362 19_24659983 -943.72876357887
45 19_20302600 19_24659983 -943.760650773435
46 19_20303683 19_24659983 -943.801490602414
47 19_20304765 19_24659983 -943.85306016642
48 19_20626923 19_24659983 -943.662723784469
49 19_20633442 19_24659983 -943.468714223774
50 19_20639961 19_24659983 -943.351825359462
51 19_20756178 19_24659983 -943.183192848552
52 19_20775432 19_24659983 -943.041469633564
53 19_20794687 19_24659983 -942.982762908207
54 19_20796932 19_24659983 -942.936011792306
55 19_20798905 19_24659983 -942.901849422101
56 19_20801032 19_24659983 -942.880513387823
57 19_20803231 19_24659983 -942.871823490198
58 19_20805430 19_24659983 -942.875195208265
59 19_20807629 19_24659983 -942.889672215872
60 19_20902553 19_24659983 -943.072371969973
61 19_20998510 19_24659983 -943.151145250459
62 19_21094467 19_24659983 -943.998279853991
63 19_21182134 19_24659983 -944.4995116678
64 19_21270329 19_24659983 -944.559058720051
65 19_21326896 19_24659983 -944.504578572651
66 19_21332327 19_24659983 -944.528965451911
67 19_21336729 19_24659983 -944.536235178555
68 19_21341131 19_24659983 -944.526891577336
69 19_21345533 19_24659983 -944.501788788537
70 19_21349935 19_24659983 -944.462074564011
71 19_21356079 19_24659983 -944.399989712138
72 19_21515834 19_24659983 -944.336390254044
73 19_21518274 19_24659983 -944.262090310945
74 19_21520713 19_24659983 -944.202338716236
75 19_21523152 19_24659983 -944.208979603386
76 19_21533417 19_24659983 -944.215727047371
77 19_21545048 19_24659983 -944.222240615128
78 19_21727395 19_24659983 -944.226438337729
79 19_21740049 19_24659983 -944.22254035783
80 19_21752704 19_24659983 -944.224832090958
81 19_21835817 19_24659983 -944.212063674992
82 19_21840919 19_24659983 -944.216338742969
83 19_21846022 19_24659983 -944.240592294776
84 19_21936950 19_24659983 -944.104165654337
85 19_21970456 19_24659983 -943.923525876154
86 19_22003963 19_24659983 -943.733764308849
87 19_22156073 19_24659983 -943.651253031971
88 19_22172322 19_24659983 -943.661294519675
89 19_22187306 19_24659983 -943.672515284689
90 19_22191696 19_24659983 -943.684339677166
91 19_22195207 19_24659983 -943.692702908059
92 19_22198718 19_24659983 -943.6673561308
93 19_22202229 19_24659983 -943.624850836801
94 19_22205740 19_24659983 -943.577339475138
95 19_22209250 19_24659983 -943.525011791201
96 19_22212761 19_24659983 -943.468108885468
97 19_22216272 19_24659983 -943.406917640435
98 19_22219783 19_24659983 -943.34176973862
99 19_22223294 19_24659983 -943.273030575351
100 19_22226805 19_24659983 -943.201096474674
101 19_22230316 19_24659983 -943.111076145611
102 19_22233827 19_24659983 -942.946792126911
103 19_22237338 19_24659983 -942.89869413134
104 19_22240848 19_24659983 -943.294284246209
105 19_22244457 19_24659983 -943.370707099958
106 19_22264004 19_24659983 -943.405743586034
107 19_22288023 19_24659983 -943.375745309191
108 19_22294213 19_24659983 -943.344271836639
109 19_22298836 19_24659983 -943.311626740767
110 19_22303459 19_24659983 -943.278088237029
111 19_22333838 19_24659983 -943.243799201733
112 19_22382301 19_24659983 -943.208931816229
113 19_22413259 19_24659983 -943.173223474645
114 19_22419242 19_24659983 -943.136533852363
115 19_22425226 19_24659983 -943.099153824492
116 19_22431209 19_24659983 -943.060713900346
117 19_22435586 19_24659983 -943.021692143031
118 19_22436965 19_24659983 -942.982132398602
119 19_22438344 19_24659983 -942.942175620423
120 19_22439723 19_24659983 -942.90187973723
121 19_22441102 19_24659983 -942.861301473897
122 19_22442482 19_24659983 -942.820498347282
123 19_22443861 19_24659983 -942.779527332797
124 19_22445240 19_24659983 -942.738443634306
125 19_22446619 19_24659983 -942.722090799044
126 19_22447998 19_24659983 -942.721320375621
127 19_22449377 19_24659983 -942.725871690415
128 19_22450756 19_24659983 -942.730767611393
129 19_22452135 19_24659983 -942.735896986397
130 19_22453515 19_24659983 -942.741433352656
131 19_22454894 19_24659983 -942.747374084077
132 19_22456273 19_24659983 -942.753714432044
133 19_22507525 19_24659983 -942.760339673893
134 19_22560818 19_24659983 -942.756841091576
135 19_22567436 19_24659983 -942.729383428475
136 19_22570782 19_24659983 -942.700873487432
137 19_22574128 19_24659983 -942.671351471952
138 19_22577474 19_24659983 -942.640906367231
139 19_22580820 19_24659983 -942.610180367444
140 19_22584166 19_24659983 -942.587278568263
141 19_22587512 19_24659983 -942.564980424081
142 19_22590858 19_24659983 -942.543229430833
143 19_22594203 19_24659983 -942.507255095569
144 19_22597549 19_24659983 -942.403681274294
145 19_22600895 19_24659983 -942.294567642188
146 19_22604768 19_24659983 -942.353619650379
147 19_22611929 19_24659983 -942.35231501708
148 19_22615951 19_24659983 -942.287767675882
149 19_22616579 19_24659983 -942.224427272514
150 19_22617111 19_24659983 -942.162446706726
151 19_22617643 19_24659983 -942.102097230819
152 19_22618175 19_24659983 -941.943898996628
153 19_22618707 19_24659983 -941.684372547386
154 19_22619240 19_24659983 -941.441048049841
155 19_22619772 19_24659983 -941.2205352046
156 19_22620304 19_24659983 -941.028935207597
157 19_22620537 19_24659983 -940.857745923996
