marker1 marker2 loglik
1 19_18147123 19_18147123 -945.254898993541
2 19_18147270 19_18147123 -945.234399520051
3 19_18147416 19_18147123 -945.214485279522
4 19_18170066 19_18147123 -945.195350525725
5 19_18210494 19_18147123 -945.174394135082
6 19_18211151 19_18147123 -945.145597356758
7 19_18211808 19_18147123 -945.108604803734
8 19_18224115 19_18147123 -945.052506846635
9 19_18226843 19_18147123 -945.034269056002
10 19_18229572 19_18147123 -945.227005158174
11 19_18232300 19_18147123 -945.406859301109
12 19_18235779 19_18147123 -945.561806277002
13 19_18244123 19_18147123 -945.491732593894
14 19_18252467 19_18147123 -945.400921427341
15 19_18275473 19_18147123 -945.353177016367
16 19_18288997 19_18147123 -945.313553954362
17 19_18302521 19_18147123 -945.289933133384
18 19_18316045 19_18147123 -945.25938378772
19 19_18333753 19_18147123 -945.226314426677
20 19_18357444 19_18147123 -945.182199240509
21 19_18363542 19_18147123 -945.139936480308
22 19_18369640 19_18147123 -945.10000690992
23 19_18375737 19_18147123 -944.692094432353
24 19_18381835 19_18147123 -944.323251299288
25 19_18387932 19_18147123 -943.901708362747
26 19_18660511 19_18147123 -943.365850024554
27 19_18668463 19_18147123 -942.727025671102
28 19_18676416 19_18147123 -942.46746551863
29 19_18975648 19_18147123 -942.365334635236
30 19_19274879 19_18147123 -943.032221707655
31 19_19305304 19_18147123 -944.630699250842
32 19_19335729 19_18147123 -945.225808485869
33 19_19461226 19_18147123 -945.28187304159
34 19_19464083 19_18147123 -945.340190612118
35 19_19466941 19_18147123 -945.391370246906
36 19_19537824 19_18147123 -945.43498764846
37 19_19548156 19_18147123 -945.470688507002
38 19_19558489 19_18147123 -945.498202630024
39 19_19870145 19_18147123 -945.426249807974
40 19_19874630 19_18147123 -945.473636750222
41 19_19879115 19_18147123 -945.521534070079
42 19_20125475 19_18147123 -945.621536332319
43 19_20137919 19_18147123 -945.735593524566
44 19_20150362 19_18147123 -945.849120756205
45 19_20302600 19_18147123 -945.885927038891
46 19_20303683 19_18147123 -945.899631512697
47 19_20304765 19_18147123 -945.914192443842
48 19_20626923 19_18147123 -945.937549561218
49 19_20633442 19_18147123 -945.996933414455
