marker1 marker2 loglik
1 19_18147123 19_23873382 -955.232000248094
2 19_18147270 19_23873382 -955.291407355068
3 19_18147416 19_23873382 -955.347327397581
4 19_18170066 19_23873382 -955.398849992155
5 19_18210494 19_23873382 -955.364197710361
6 19_18211151 19_23873382 -955.324214220387
7 19_18211808 19_23873382 -955.281502324753
8 19_18224115 19_23873382 -955.233340672
9 19_18226843 19_23873382 -955.183296445678
10 19_18229572 19_23873382 -955.136505551071
11 19_18232300 19_23873382 -955.088249564774
12 19_18235779 19_23873382 -955.038981063184
13 19_18244123 19_23873382 -954.981861274037
14 19_18252467 19_23873382 -954.922612671373
15 19_18275473 19_23873382 -954.801002446898
16 19_18288997 19_23873382 -954.728226144865
17 19_18302521 19_23873382 -954.643235851154
18 19_18316045 19_23873382 -954.528938221903
19 19_18333753 19_23873382 -954.351413503554
20 19_18357444 19_23873382 -954.271172520948
21 19_18363542 19_23873382 -954.2151542866
22 19_18369640 19_23873382 -954.162396720424
23 19_18375737 19_23873382 -954.943643595805
24 19_18381835 19_23873382 -955.414450217857
25 19_18387932 19_23873382 -955.360956158799
26 19_18660511 19_23873382 -955.204533293496
27 19_18668463 19_23873382 -955.036366026089
28 19_18676416 19_23873382 -955.041868888567
29 19_18975648 19_23873382 -954.685622290076
30 19_19274879 19_23873382 -954.764643826369
31 19_19305304 19_23873382 -954.963922013919
32 19_19335729 19_23873382 -954.980675218258
33 19_19461226 19_23873382 -954.91036604324
34 19_19464083 19_23873382 -954.832176389444
35 19_19466941 19_23873382 -954.751016222176
36 19_19537824 19_23873382 -954.667304582298
37 19_19548156 19_23873382 -954.581499380192
38 19_19558489 19_23873382 -954.494079430228
39 19_19870145 19_23873382 -954.444676273833
40 19_19874630 19_23873382 -954.416223581072
41 19_19879115 19_23873382 -954.389995952879
42 19_20125475 19_23873382 -954.307295056652
43 19_20137919 19_23873382 -954.197994066342
44 19_20150362 19_23873382 -954.077203835854
45 19_20302600 19_23873382 -954.013428840848
46 19_20303683 19_23873382 -953.964447728077
47 19_20304765 19_23873382 -953.983746678292
48 19_20626923 19_23873382 -954.084049264567
49 19_20633442 19_23873382 -954.134585118146
50 19_20639961 19_23873382 -954.141776274773
51 19_20756178 19_23873382 -954.197013920019
52 19_20775432 19_23873382 -954.278552350122
53 19_20794687 19_23873382 -954.269319211547
54 19_20796932 19_23873382 -954.259559851527
55 19_20798905 19_23873382 -954.249690316773
56 19_20801032 19_23873382 -954.240239710742
57 19_20803231 19_23873382 -954.231806594232
58 19_20805430 19_23873382 -954.224980471159
59 19_20807629 19_23873382 -954.22029722708
60 19_20902553 19_23873382 -955.411341868259
61 19_20998510 19_23873382 -955.384147562478
62 19_21094467 19_23873382 -956.162963347264
63 19_21182134 19_23873382 -956.292461183948
64 19_21270329 19_23873382 -956.305882682831
65 19_21326896 19_23873382 -956.304414626438
66 19_21332327 19_23873382 -956.318398055192
67 19_21336729 19_23873382 -956.333482248644
68 19_21341131 19_23873382 -956.349454679703
69 19_21345533 19_23873382 -956.366094080731
70 19_21349935 19_23873382 -956.383179362461
71 19_21356079 19_23873382 -956.404680135796
72 19_21515834 19_23873382 -956.443412445
73 19_21518274 19_23873382 -956.476824814791
74 19_21520713 19_23873382 -956.488243067343
75 19_21523152 19_23873382 -956.490579800377
76 19_21533417 19_23873382 -956.493592865954
77 19_21545048 19_23873382 -956.496136075102
78 19_21727395 19_23873382 -956.500961041308
