marker1 marker2 loglik
1 19_18147123 19_37259427 -887.593337202547
2 19_18147270 19_37259427 -887.614158663302
3 19_18147416 19_37259427 -887.638662967275
4 19_18170066 19_37259427 -887.666697852829
5 19_18210494 19_37259427 -887.633333807611
6 19_18211151 19_37259427 -887.59950515659
7 19_18211808 19_37259427 -887.566939203517
8 19_18224115 19_37259427 -887.551239808046
9 19_18226843 19_37259427 -887.536488738541
10 19_18229572 19_37259427 -887.466656091489
11 19_18232300 19_37259427 -887.393630819357
12 19_18235779 19_37259427 -887.32156782545
13 19_18244123 19_37259427 -887.199147516277
14 19_18252467 19_37259427 -887.074212191408
15 19_18275473 19_37259427 -886.981908282559
16 19_18288997 19_37259427 -886.919094058744
17 19_18302521 19_37259427 -886.870808781984
18 19_18316045 19_37259427 -886.860345944448
19 19_18333753 19_37259427 -886.94445437252
20 19_18357444 19_37259427 -887.072604863985
21 19_18363542 19_37259427 -887.204369153217
22 19_18369640 19_37259427 -887.332493777141
23 19_18375737 19_37259427 -887.514259420567
24 19_18381835 19_37259427 -887.329409096785
25 19_18387932 19_37259427 -887.107676664212
26 19_18660511 19_37259427 -886.720591664248
27 19_18668463 19_37259427 -886.406825532019
28 19_18676416 19_37259427 -886.359880438299
29 19_18975648 19_37259427 -885.716479591056
30 19_19274879 19_37259427 -885.950016987295
31 19_19305304 19_37259427 -886.473401965136
32 19_19335729 19_37259427 -886.72890025446
33 19_19461226 19_37259427 -886.864521264756
34 19_19464083 19_37259427 -887.020248654782
35 19_19466941 19_37259427 -887.180112149112
36 19_19537824 19_37259427 -887.343016657197
37 19_19548156 19_37259427 -887.507821963229
38 19_19558489 19_37259427 -887.673370605429
39 19_19870145 19_37259427 -887.72000638294
40 19_19874630 19_37259427 -887.753627438312
41 19_19879115 19_37259427 -887.786324247541
42 19_20125475 19_37259427 -887.750539519944
43 19_20137919 19_37259427 -887.696140470868
44 19_20150362 19_37259427 -887.639956832748
45 19_20302600 19_37259427 -887.647925911161
46 19_20303683 19_37259427 -887.666804213605
47 19_20304765 19_37259427 -887.655246964685
48 19_20626923 19_37259427 -887.683744325871
49 19_20633442 19_37259427 -887.74491908816
50 19_20639961 19_37259427 -887.811079425667
51 19_20756178 19_37259427 -887.868493157734
52 19_20775432 19_37259427 -887.925955392814
53 19_20794687 19_37259427 -887.993617371041
54 19_20796932 19_37259427 -888.062360640097
55 19_20798905 19_37259427 -888.131442626908
56 19_20801032 19_37259427 -888.200209472543
57 19_20803231 19_37259427 -888.26811406465
58 19_20805430 19_37259427 -888.334709988007
59 19_20807629 19_37259427 -888.399643251568
60 19_20902553 19_37259427 -889.837979244069
61 19_20998510 19_37259427 -889.874305720674
62 19_21094467 19_37259427 -889.391396309299
63 19_21182134 19_37259427 -889.217596119814
64 19_21270329 19_37259427 -889.251201409887
65 19_21326896 19_37259427 -889.308224968668
66 19_21332327 19_37259427 -889.344912299059
67 19_21336729 19_37259427 -889.379084111666
68 19_21341131 19_37259427 -889.410339270706
69 19_21345533 19_37259427 -889.438343061782
70 19_21349935 19_37259427 -889.462836192485
71 19_21356079 19_37259427 -889.510114281429
72 19_21515834 19_37259427 -889.460591006
73 19_21518274 19_37259427 -889.408843323426
74 19_21520713 19_37259427 -889.194655551563
75 19_21523152 19_37259427 -888.955515252825
76 19_21533417 19_37259427 -888.709628432181
77 19_21545048 19_37259427 -888.474082256114
78 19_21727395 19_37259427 -888.476260155828
79 19_21740049 19_37259427 -888.600689637142
80 19_21752704 19_37259427 -888.710378179173
81 19_21835817 19_37259427 -888.874423233689
82 19_21840919 19_37259427 -888.52378792291
83 19_21846022 19_37259427 -888.475133614791
84 19_21936950 19_37259427 -888.454101191088
85 19_21970456 19_37259427 -888.617323127859
86 19_22003963 19_37259427 -888.819170247079
