marker1 marker2 loglik
1 19_18147123 19_37793257 -930.104896124626
2 19_18147270 19_37793257 -930.203007595595
3 19_18147416 19_37793257 -930.30171877065
4 19_18170066 19_37793257 -930.400455663627
5 19_18210494 19_37793257 -930.464639034815
6 19_18211151 19_37793257 -930.535414089295
7 19_18211808 19_37793257 -930.612924085351
8 19_18224115 19_37793257 -930.715367746102
9 19_18226843 19_37793257 -930.832255066087
10 19_18229572 19_37793257 -931.113546844672
11 19_18232300 19_37793257 -931.395592956168
12 19_18235779 19_37793257 -931.670968926064
13 19_18244123 19_37793257 -931.707847532673
14 19_18252467 19_37793257 -931.735691529586
15 19_18275473 19_37793257 -931.721253925494
16 19_18288997 19_37793257 -931.724241218163
17 19_18302521 19_37793257 -931.792051238956
18 19_18316045 19_37793257 -931.813854897391
19 19_18333753 19_37793257 -931.716649696394
20 19_18357444 19_37793257 -931.59518106428
21 19_18363542 19_37793257 -931.478387377625
22 19_18369640 19_37793257 -931.36916296903
23 19_18375737 19_37793257 -931.086256659335
24 19_18381835 19_37793257 -930.825993792732
25 19_18387932 19_37793257 -930.543237888977
26 19_18660511 19_37793257 -930.618873990888
27 19_18668463 19_37793257 -930.745156862541
28 19_18676416 19_37793257 -930.76499178369
29 19_18975648 19_37793257 -932.583849577567
30 19_19274879 19_37793257 -932.524844223758
31 19_19305304 19_37793257 -932.535636692722
32 19_19335729 19_37793257 -932.539367268625
33 19_19461226 19_37793257 -932.372743739772
34 19_19464083 19_37793257 -932.17581469143
35 19_19466941 19_37793257 -931.973067743683
36 19_19537824 19_37793257 -931.765494616431
37 19_19548156 19_37793257 -931.554133497377
38 19_19558489 19_37793257 -931.340050252971
39 19_19870145 19_37793257 -931.156287826381
40 19_19874630 19_37793257 -931.058691158659
41 19_19879115 19_37793257 -930.956481068093
42 19_20125475 19_37793257 -930.912731734432
43 19_20137919 19_37793257 -930.886596009525
44 19_20150362 19_37793257 -930.861921893785
45 19_20302600 19_37793257 -930.836126891319
46 19_20303683 19_37793257 -930.80522625551
47 19_20304765 19_37793257 -930.802614060732
48 19_20626923 19_37793257 -930.880674635165
49 19_20633442 19_37793257 -930.940911811558
50 19_20639961 19_37793257 -930.967152697935
51 19_20756178 19_37793257 -930.974622852264
52 19_20775432 19_37793257 -930.973549255955
53 19_20794687 19_37793257 -930.695730193789
54 19_20796932 19_37793257 -930.425602250494
55 19_20798905 19_37793257 -930.168607092564
56 19_20801032 19_37793257 -929.929986652276
57 19_20803231 19_37793257 -929.714463998401
58 19_20805430 19_37793257 -929.525951835852
59 19_20807629 19_37793257 -929.367329124799
60 19_20902553 19_37793257 -929.16423230195
61 19_20998510 19_37793257 -929.152049178146
62 19_21094467 19_37793257 -928.83331897517
63 19_21182134 19_37793257 -928.754064500995
64 19_21270329 19_37793257 -928.706360514786
65 19_21326896 19_37793257 -928.635313180178
66 19_21332327 19_37793257 -928.602465401691
67 19_21336729 19_37793257 -928.562917691951
68 19_21341131 19_37793257 -928.516910651736
69 19_21345533 19_37793257 -928.464839926854
70 19_21349935 19_37793257 -928.407236047245
71 19_21356079 19_37793257 -928.560263880281
72 19_21515834 19_37793257 -928.238728474774
73 19_21518274 19_37793257 -927.823610559298
74 19_21520713 19_37793257 -927.519780857698
75 19_21523152 19_37793257 -927.557416218319
76 19_21533417 19_37793257 -927.602938045894
77 19_21545048 19_37793257 -927.61110146779
78 19_21727395 19_37793257 -927.620482907582
79 19_21740049 19_37793257 -927.662980761804
80 19_21752704 19_37793257 -927.719981457676
81 19_21835817 19_37793257 -927.714790562007
82 19_21840919 19_37793257 -927.758264317866
83 19_21846022 19_37793257 -927.742756026463
84 19_21936950 19_37793257 -927.684721182308
85 19_21970456 19_37793257 -927.453258135055
86 19_22003963 19_37793257 -927.233959719144
87 19_22156073 19_37793257 -927.185172903364
88 19_22172322 19_37793257 -927.231509326524
89 19_22187306 19_37793257 -927.289864608278
90 19_22191696 19_37793257 -927.363712135485
91 19_22195207 19_37793257 -927.443278503498
92 19_22198718 19_37793257 -927.54184594304
93 19_22202229 19_37793257 -927.649652747088
94 19_22205740 19_37793257 -927.76076419885
95 19_22209250 19_37793257 -927.874882028714
96 19_22212761 19_37793257 -927.991672204901
97 19_22216272 19_37793257 -928.110759723372
98 19_22219783 19_37793257 -928.231734654326
99 19_22223294 19_37793257 -928.354167249958
100 19_22226805 19_37793257 -928.477602498896
101 19_22230316 19_37793257 -928.59008474598
102 19_22233827 19_37793257 -928.644628960848
103 19_22237338 19_37793257 -928.675684668137
104 19_22240848 19_37793257 -927.828450896183
105 19_22244457 19_37793257 -927.790370908831
106 19_22264004 19_37793257 -927.782204568675
107 19_22288023 19_37793257 -927.80625878866
108 19_22294213 19_37793257 -927.828924790194
109 19_22298836 19_37793257 -927.786701080051
110 19_22303459 19_37793257 -927.733962925161
111 19_22333838 19_37793257 -927.68132675111
112 19_22382301 19_37793257 -927.629241391168
113 19_22413259 19_37793257 -927.57780568618
114 19_22419242 19_37793257 -927.527494891033
115 19_22425226 19_37793257 -927.47866358894
116 19_22431209 19_37793257 -927.431392225042
117 19_22435586 19_37793257 -927.386349912791
118 19_22436965 19_37793257 -927.343854571392
119 19_22438344 19_37793257 -927.304330641845
120 19_22439723 19_37793257 -927.268065936263
121 19_22441102 19_37793257 -927.23530252151
122 19_22442482 19_37793257 -927.206238181668
123 19_22443861 19_37793257 -927.181020241915
124 19_22445240 19_37793257 -927.159747234033
125 19_22446619 19_37793257 -927.108445846451
126 19_22447998 19_37793257 -927.064547605647
127 19_22449377 19_37793257 -927.051723898045
128 19_22450756 19_37793257 -927.039623671331
129 19_22452135 19_37793257 -927.027348792484
130 19_22453515 19_37793257 -927.016365306876
131 19_22454894 19_37793257 -927.006688835068
132 19_22456273 19_37793257 -926.998327595293
133 19_22507525 19_37793257 -926.991258984932
134 19_22560818 19_37793257 -927.009374744705
135 19_22567436 19_37793257 -927.079045581359
136 19_22570782 19_37793257 -927.151224377427
137 19_22574128 19_37793257 -927.22570363291
138 19_22577474 19_37793257 -927.302224580089
139 19_22580820 19_37793257 -927.375498136432
140 19_22584166 19_37793257 -927.376856184344
141 19_22587512 19_37793257 -927.37831506413
142 19_22590858 19_37793257 -927.379858244811
143 19_22594203 19_37793257 -927.388978209667
144 19_22597549 19_37793257 -927.399324110815
145 19_22600895 19_37793257 -927.394623512372
146 19_22604768 19_37793257 -927.324125276094
147 19_22611929 19_37793257 -927.26430345389
148 19_22615951 19_37793257 -927.241498667772
149 19_22616579 19_37793257 -927.219865357358
150 19_22617111 19_37793257 -927.199396076426
151 19_22617643 19_37793257 -927.180201825624
152 19_22618175 19_37793257 -927.151508754218
153 19_22618707 19_37793257 -927.08065404854
154 19_22619240 19_37793257 -926.999210098729
155 19_22619772 19_37793257 -926.910875643556
156 19_22620304 19_37793257 -926.82604396608
157 19_22620537 19_37793257 -926.807515402091
158 19_22620655 19_37793257 -926.799455104159
159 19_22620774 19_37793257 -926.801802444225
160 19_22621212 19_37793257 -926.7936911186
161 19_22623056 19_37793257 -926.790374625837
162 19_22625940 19_37793257 -926.795151567571
163 19_22632448 19_37793257 -926.808048717317
164 19_22638956 19_37793257 -926.826793816245
165 19_22645464 19_37793257 -926.296565102638
166 19_22651972 19_37793257 -925.796096541359
167 19_22658480 19_37793257 -925.362216870275
168 19_22692039 19_37793257 -924.998847533579
169 19_22776340 19_37793257 -925.356971872799
170 19_22788765 19_37793257 -925.362814128985
171 19_22792288 19_37793257 -925.368712467268
172 19_22794125 19_37793257 -925.374646771318
173 19_22795963 19_37793257 -925.380617332836
174 19_22797800 19_37793257 -925.386624293832
175 19_22799638 19_37793257 -925.392665349312
176 19_22858304 19_37793257 -925.394748457516
177 19_22891650 19_37793257 -925.375889271247
178 19_22894267 19_37793257 -925.352123404439
179 19_22896884 19_37793257 -925.323909362946
180 19_22899501 19_37793257 -925.292174011103
181 19_22902118 19_37793257 -926.924200290317
182 19_22904734 19_37793257 -927.104120823853
183 19_22907351 19_37793257 -927.05738378328
184 19_22909968 19_37793257 -927.007247173041
185 19_22912585 19_37793257 -926.956760917682
186 19_23342789 19_37793257 -926.585831911516
187 19_23344991 19_37793257 -926.51021515901
188 19_23347193 19_37793257 -926.459118217538
189 19_23350338 19_37793257 -926.539753792817
190 19_23359294 19_37793257 -926.63702777002
191 19_23368249 19_37793257 -926.667083841616
192 19_23376634 19_37793257 -926.682570713725
193 19_23378430 19_37793257 -926.64193161866
194 19_23380227 19_37793257 -926.651101541904
195 19_23382024 19_37793257 -926.661130029686
196 19_23383821 19_37793257 -926.670911359535
197 19_23385618 19_37793257 -926.679371564398
198 19_23868659 19_37793257 -926.557469274523
199 19_23870233 19_37793257 -926.219358744725
200 19_23871808 19_37793257 -925.860874996811
201 19_23873382 19_37793257 -925.491991071014
202 19_23874956 19_37793257 -925.123633653116
203 19_23876530 19_37793257 -924.766468533655
204 19_23917687 19_37793257 -924.425144233441
205 19_23917752 19_37793257 -924.024413137607
206 19_23917817 19_37793257 -923.646139977701
207 19_23918175 19_37793257 -923.300673139941
208 19_23925367 19_37793257 -923.08095673124
209 19_23932559 19_37793257 -922.924313280639
210 19_23988954 19_37793257 -922.782600524439
211 19_23999542 19_37793257 -922.772495308762
212 19_24010131 19_37793257 -922.766481411857
213 19_24048529 19_37793257 -922.816995660028
214 19_24058490 19_37793257 -922.859705897086
215 19_24068452 19_37793257 -923.070044398112
216 19_24078414 19_37793257 -923.406912328566
217 19_24151901 19_37793257 -923.850873545023
218 19_24152632 19_37793257 -924.344847867167
219 19_24153364 19_37793257 -924.869731517958
220 19_24154095 19_37793257 -925.405308734683
221 19_24154826 19_37793257 -925.933453474061
222 19_24155557 19_37793257 -926.436159808316
223 19_24307454 19_37793257 -927.181009212464
224 19_24332887 19_37793257 -927.368758291359
225 19_24358320 19_37793257 -927.360875643771
226 19_24382219 19_37793257 -927.303539876575
227 19_24382803 19_37793257 -927.273634379454
228 19_24383257 19_37793257 -927.271468620929
229 19_24383620 19_37793257 -927.294566660393
230 19_24383973 19_37793257 -927.338586395565
231 19_24384325 19_37793257 -927.358053328209
232 19_24384678 19_37793257 -927.130634873525
233 19_24385081 19_37793257 -926.978455794967
234 19_24386149 19_37793257 -926.910011578022
235 19_24615398 19_37793257 -926.762848560089
236 19_24623533 19_37793257 -926.598948639438
237 19_24631669 19_37793257 -926.434500548133
238 19_24646048 19_37793257 -926.551867180753
239 19_24651380 19_37793257 -926.462481702495
240 19_24655682 19_37793257 -926.367595410417
241 19_24659983 19_37793257 -926.212773377243
242 19_24661370 19_37793257 -926.068069417845
243 19_24662705 19_37793257 -925.932990260097
244 19_24664113 19_37793257 -925.845666918265
245 19_24687303 19_37793257 -925.757204629532
246 19_24729734 19_37793257 -925.692143575691
247 19_24741223 19_37793257 -925.659044751574
248 19_24745602 19_37793257 -925.575798572655
249 19_24749981 19_37793257 -925.528470102968
250 19_24754360 19_37793257 -925.495681644873
251 19_24758506 19_37793257 -925.459494073215
252 19_24762609 19_37793257 -925.422894825701
253 19_24809264 19_37793257 -925.387722854296
254 19_24874336 19_37793257 -925.353149217678
255 19_24939407 19_37793257 -925.317537419282
256 19_25004478 19_37793257 -925.281305618422
257 19_25069550 19_37793257 -925.292997223769
258 19_25094384 19_37793257 -925.201762613337
259 19_25099509 19_37793257 -925.073374640523
260 19_25100587 19_37793257 -924.967250411636
261 19_25101665 19_37793257 -924.885227513474
262 19_25102743 19_37793257 -924.828853636703
263 19_25103820 19_37793257 -924.799334653212
264 19_25104898 19_37793257 -924.797450224049
265 19_25105976 19_37793257 -924.82344896407
266 19_25108018 19_37793257 -924.876948553175
267 19_25121124 19_37793257 -925.003588693083
268 19_25124172 19_37793257 -925.150408387731
269 19_25127220 19_37793257 -925.21455599976
270 19_25131012 19_37793257 -926.027637366054
271 19_25164884 19_37793257 -929.275685487201
272 19_25174425 19_37793257 -928.874261154134
273 19_25179040 19_37793257 -928.580113505648
274 19_25181248 19_37793257 -928.541601179927
275 19_25183456 19_37793257 -928.504785809844
276 19_25185664 19_37793257 -928.469765614908
277 19_25213450 19_37793257 -928.437037173742
278 19_25225757 19_37793257 -928.407058806963
279 19_25234484 19_37793257 -928.401961370765
280 19_25240804 19_37793257 -928.71655104317
281 19_25246239 19_37793257 -929.147038434299
282 19_25251673 19_37793257 -929.218367585515
283 19_25257107 19_37793257 -929.285222777498
284 19_25262541 19_37793257 -929.31419770403
285 19_25267975 19_37793257 -929.290627074951
286 19_25275395 19_37793257 -929.269114944241
287 19_25334339 19_37793257 -929.252129194351
288 19_25375580 19_37793257 -929.272036922216
289 19_25376735 19_37793257 -929.296526222082
290 19_25377890 19_37793257 -929.306159222094
291 19_25430429 19_37793257 -929.46178557989
292 19_25445245 19_37793257 -929.430373685294
293 19_25460061 19_37793257 -929.242866884356
294 19_25474762 19_37793257 -929.044579238934
295 19_25487123 19_37793257 -928.799901072769
296 19_25500518 19_37793257 -928.52084928587
297 19_25532899 19_37793257 -927.163317332347
298 19_25565280 19_37793257 -927.185619836674
299 19_25588832 19_37793257 -927.231780815237
300 19_25599495 19_37793257 -927.282495868197
301 19_25603706 19_37793257 -927.349486419168
302 19_25607918 19_37793257 -927.418806799739
303 19_25612129 19_37793257 -927.633456490691
304 19_25616341 19_37793257 -928.094084762444
305 19_25620552 19_37793257 -928.484357032031
306 19_25624763 19_37793257 -928.525599967282
307 19_25628975 19_37793257 -927.995588557289
308 19_25633186 19_37793257 -927.276735008198
309 19_25666923 19_37793257 -927.807656687342
310 19_25705655 19_37793257 -928.447985369896
311 19_25717202 19_37793257 -928.37515995553
312 19_25724298 19_37793257 -928.382787493227
313 19_25725807 19_37793257 -928.391320778504
314 19_25727315 19_37793257 -928.396885204354
315 19_25728824 19_37793257 -928.393756050133
316 19_25730332 19_37793257 -928.382826624871
317 19_25731841 19_37793257 -928.36940675115
318 19_25733349 19_37793257 -927.772035111481
319 19_25735898 19_37793257 -926.191028361852
320 19_25748084 19_37793257 -925.955754692786
321 19_25768410 19_37793257 -925.766796988912
322 19_26254994 19_37793257 -925.633172619602
323 19_26266960 19_37793257 -925.595960825202
324 19_26278925 19_37793257 -925.577109176565
325 19_26290890 19_37793257 -925.567395951853
326 19_26302855 19_37793257 -925.566039729139
327 19_26319456 19_37793257 -925.578616930434
328 19_26336053 19_37793257 -925.620821505016
329 19_26358240 19_37793257 -925.660565833213
330 19_26382916 19_37793257 -925.65532317867
331 19_26407592 19_37793257 -925.612844304701
332 19_26432269 19_37793257 -925.551952641146
333 19_26456945 19_37793257 -924.980274139246
334 19_26480897 19_37793257 -925.019333252766
335 19_26493222 19_37793257 -925.059988834902
336 19_26505548 19_37793257 -925.099778612051
337 19_26517873 19_37793257 -925.131561441536
338 19_26527366 19_37793257 -925.158161725855
339 19_26531695 19_37793257 -925.184147228646
340 19_26535156 19_37793257 -925.209421825555
341 19_26537007 19_37793257 -925.233905283765
342 19_26538859 19_37793257 -925.257531663031
343 19_26540710 19_37793257 -925.368220660141
344 19_26542561 19_37793257 -925.686670609679
345 19_26545521 19_37793257 -925.993254570245
346 19_26587902 19_37793257 -926.162489889278
347 19_26597204 19_37793257 -926.202211447095
348 19_26606506 19_37793257 -926.220069916067
349 19_26780867 19_37793257 -926.325888313361
350 19_26890064 19_37793257 -925.989538945705
351 19_26898865 19_37793257 -926.063185588387
352 19_26899453 19_37793257 -926.151406064143
353 19_26900040 19_37793257 -926.255950673059
354 19_26900628 19_37793257 -926.377863927735
355 19_26901215 19_37793257 -926.517158550201
356 19_26901803 19_37793257 -926.672619680713
357 19_26902390 19_37793257 -926.841822304882
358 19_26905901 19_37793257 -927.021383418376
359 19_26909897 19_37793257 -927.207390143615
360 19_26986720 19_37793257 -927.346349112125
361 19_26986998 19_37793257 -927.448234236274
362 19_26987276 19_37793257 -927.551671813981
363 19_26987554 19_37793257 -927.65653495138
364 19_26988057 19_37793257 -927.762688169232
365 19_26989339 19_37793257 -927.869982885366
366 19_26991692 19_37793257 -927.978254019314
367 19_27134620 19_37793257 -928.273324323507
368 19_27135444 19_37793257 -928.283205690761
369 19_27136269 19_37793257 -928.291655654054
370 19_27381090 19_37793257 -927.684882216513
371 19_27491492 19_37793257 -927.716330028268
372 19_27491815 19_37793257 -927.854225273054
373 19_27492138 19_37793257 -928.054024775492
374 19_27536651 19_37793257 -928.079683932592
375 19_27541278 19_37793257 -928.045460221099
376 19_27545905 19_37793257 -928.011486521734
377 19_27600054 19_37793257 -927.378837289427
378 19_27604802 19_37793257 -926.146696361206
379 19_27609550 19_37793257 -924.718774676956
380 19_27662666 19_37793257 -923.810248642299
381 19_27666470 19_37793257 -923.832985109864
382 19_27670273 19_37793257 -923.856915634556
383 19_27765374 19_37793257 -923.911159625977
384 19_27811657 19_37793257 -923.784710722679
385 19_27845848 19_37793257 -923.728907826687
386 19_27880039 19_37793257 -923.733153583608
387 19_27914230 19_37793257 -923.736409352036
388 19_27948421 19_37793257 -923.70860115175
389 19_27982612 19_37793257 -923.645436988869
390 19_28008491 19_37793257 -923.368255886719
391 19_28029718 19_37793257 -923.120450709051
392 19_28037254 19_37793257 -922.927167900628
393 19_28040225 19_37793257 -922.763881385065
394 19_28043197 19_37793257 -922.628341695655
395 19_28046169 19_37793257 -922.406692662086
396 19_28049140 19_37793257 -922.146032993048
397 19_28052112 19_37793257 -922.095485894138
398 19_28055084 19_37793257 -922.088176424111
399 19_28058055 19_37793257 -922.092100617005
400 19_28061027 19_37793257 -922.044295046436
401 19_28063998 19_37793257 -921.995520014797
402 19_28066347 19_37793257 -921.931460708741
403 19_28066583 19_37793257 -921.875656822024
404 19_28066818 19_37793257 -921.828231722621
405 19_28072860 19_37793257 -921.789249578599
406 19_28081013 19_37793257 -921.758730274382
