marker1 marker2 loglik
1 19_18147123 19_35170959 -930.196927788805
2 19_18147270 19_35170959 -930.23031557704
3 19_18147416 19_35170959 -930.26639837664
4 19_18170066 19_35170959 -930.304901976234
5 19_18210494 19_35170959 -930.372575424885
6 19_18211151 19_35170959 -930.44027219106
7 19_18211808 19_35170959 -930.507095157521
8 19_18224115 19_35170959 -930.599964613043
9 19_18226843 19_35170959 -930.699409724439
10 19_18229572 19_35170959 -930.8038073136
11 19_18232300 19_35170959 -930.908783521898
12 19_18235779 19_35170959 -931.012547772752
13 19_18244123 19_35170959 -931.078470228239
14 19_18252467 19_35170959 -931.140926153579
15 19_18275473 19_35170959 -931.256597833015
16 19_18288997 19_35170959 -931.486235089167
17 19_18302521 19_35170959 -931.516765824749
18 19_18316045 19_35170959 -931.535676069981
19 19_18333753 19_35170959 -931.536113806943
20 19_18357444 19_35170959 -931.513617328242
21 19_18363542 19_35170959 -931.481533582567
22 19_18369640 19_35170959 -931.44623271456
23 19_18375737 19_35170959 -931.611928743204
24 19_18381835 19_35170959 -931.888901792449
25 19_18387932 19_35170959 -932.173459263249
26 19_18660511 19_35170959 -932.299560551284
27 19_18668463 19_35170959 -932.374555432135
28 19_18676416 19_35170959 -932.42011801945
29 19_18975648 19_35170959 -932.324810542556
30 19_19274879 19_35170959 -932.268079239419
31 19_19305304 19_35170959 -931.662483096423
32 19_19335729 19_35170959 -931.185550037996
33 19_19461226 19_35170959 -931.153777054507
34 19_19464083 19_35170959 -931.121761906959
35 19_19466941 19_35170959 -931.091609350498
36 19_19537824 19_35170959 -931.063680589854
37 19_19548156 19_35170959 -931.038293322955
38 19_19558489 19_35170959 -931.015704832537
39 19_19870145 19_35170959 -930.929543919376
40 19_19874630 19_35170959 -930.934215834856
41 19_19879115 19_35170959 -930.949806750934
42 19_20125475 19_35170959 -930.968113964742
43 19_20137919 19_35170959 -930.986753922343
44 19_20150362 19_35170959 -931.006805178345
45 19_20302600 19_35170959 -930.999024447269
46 19_20303683 19_35170959 -930.98799490086
47 19_20304765 19_35170959 -930.989073217956
48 19_20626923 19_35170959 -931.101456179257
49 19_20633442 19_35170959 -931.169100520168
50 19_20639961 19_35170959 -931.183171077831
51 19_20756178 19_35170959 -931.255161379204
52 19_20775432 19_35170959 -931.347404749471
53 19_20794687 19_35170959 -931.388319000784
54 19_20796932 19_35170959 -931.431744363864
55 19_20798905 19_35170959 -931.478008255103
56 19_20801032 19_35170959 -931.527314149745
57 19_20803231 19_35170959 -931.57969626065
58 19_20805430 19_35170959 -931.634996141143
59 19_20807629 19_35170959 -931.692859603584
60 19_20902553 19_35170959 -931.546096626234
61 19_20998510 19_35170959 -931.649244462472
62 19_21094467 19_35170959 -931.65727238989
63 19_21182134 19_35170959 -931.725129750282
64 19_21270329 19_35170959 -931.717259935015
65 19_21326896 19_35170959 -931.672187583065
66 19_21332327 19_35170959 -931.621631035214
67 19_21336729 19_35170959 -931.569169538584
68 19_21341131 19_35170959 -931.515441369256
69 19_21345533 19_35170959 -931.461089573175
70 19_21349935 19_35170959 -931.40673799196
71 19_21356079 19_35170959 -931.532456654327
72 19_21515834 19_35170959 -931.584507770155
73 19_21518274 19_35170959 -931.564507748995
74 19_21520713 19_35170959 -931.559765719401
75 19_21523152 19_35170959 -931.566898406774
76 19_21533417 19_35170959 -931.576926028065
77 19_21545048 19_35170959 -931.592659984041
78 19_21727395 19_35170959 -931.606158442536
79 19_21740049 19_35170959 -931.624741623673
80 19_21752704 19_35170959 -931.650413845084
81 19_21835817 19_35170959 -931.680821928643
82 19_21840919 19_35170959 -931.63246298616
83 19_21846022 19_35170959 -931.615506168104
84 19_21936950 19_35170959 -931.547320957508
85 19_21970456 19_35170959 -931.419051093963
86 19_22003963 19_35170959 -931.288668388287
87 19_22156073 19_35170959 -931.228791222147
88 19_22172322 19_35170959 -931.212205997542
89 19_22187306 19_35170959 -931.215393594589
90 19_22191696 19_35170959 -931.241755272661
91 19_22195207 19_35170959 -931.267477423425
92 19_22198718 19_35170959 -931.274955478486
93 19_22202229 19_35170959 -931.274738402649
94 19_22205740 19_35170959 -931.273936292976
95 19_22209250 19_35170959 -931.272510483589
96 19_22212761 19_35170959 -931.270423262898
97 19_22216272 19_35170959 -931.267640748189
98 19_22219783 19_35170959 -931.264133760087
99 19_22223294 19_35170959 -931.25987946689
100 19_22226805 19_35170959 -931.254862991681
101 19_22230316 19_35170959 -931.250201116068
102 19_22233827 19_35170959 -931.249960469335
103 19_22237338 19_35170959 -931.195210478086
104 19_22240848 19_35170959 -931.206795162193
105 19_22244457 19_35170959 -931.107941490419
106 19_22264004 19_35170959 -931.035091243644
107 19_22288023 19_35170959 -931.033325839338
108 19_22294213 19_35170959 -931.032584778077
109 19_22298836 19_35170959 -930.977586278442
110 19_22303459 19_35170959 -930.91464845492
111 19_22333838 19_35170959 -930.852846954229
112 19_22382301 19_35170959 -930.792841224068
113 19_22413259 19_35170959 -930.734617410437
114 19_22419242 19_35170959 -930.678481893381
115 19_22425226 19_35170959 -930.624801259206
116 19_22431209 19_35170959 -930.574093195344
117 19_22435586 19_35170959 -930.526364734893
118 19_22436965 19_35170959 -930.481897407865
119 19_22438344 19_35170959 -930.441049363108
120 19_22439723 19_35170959 -930.404019082561
121 19_22441102 19_35170959 -930.370957888502
122 19_22442482 19_35170959 -930.34196611769
123 19_22443861 19_35170959 -930.317094638029
124 19_22445240 19_35170959 -930.296346660636
125 19_22446619 19_35170959 -930.176197916524
126 19_22447998 19_35170959 -930.082714451329
127 19_22449377 19_35170959 -930.063768005619
128 19_22450756 19_35170959 -930.044511203122
129 19_22452135 19_35170959 -930.024700194203
130 19_22453515 19_35170959 -930.004784399017
131 19_22454894 19_35170959 -929.984785623544
132 19_22456273 19_35170959 -929.964727732049
133 19_22507525 19_35170959 -929.944646154332
134 19_22560818 19_35170959 -929.928330395721
135 19_22567436 19_35170959 -929.920621147994
136 19_22570782 19_35170959 -929.911560330418
137 19_22574128 19_35170959 -929.90121674639
138 19_22577474 19_35170959 -929.889612084983
139 19_22580820 19_35170959 -929.877730663716
140 19_22584166 19_35170959 -929.878721350745
141 19_22587512 19_35170959 -929.878937720672
142 19_22590858 19_35170959 -929.878358278258
143 19_22594203 19_35170959 -929.846110039545
144 19_22597549 19_35170959 -929.760290213015
145 19_22600895 19_35170959 -929.768699498414
146 19_22604768 19_35170959 -929.790058151519
147 19_22611929 19_35170959 -929.815410825096
148 19_22615951 19_35170959 -929.819879215532
149 19_22616579 19_35170959 -929.823545884757
150 19_22617111 19_35170959 -929.826321131255
151 19_22617643 19_35170959 -929.828316538882
152 19_22618175 19_35170959 -929.764608665122
153 19_22618707 19_35170959 -929.644392148494
154 19_22619240 19_35170959 -929.536120773467
155 19_22619772 19_35170959 -929.437677030758
156 19_22620304 19_35170959 -929.333959674541
157 19_22620537 19_35170959 -929.114981667583
158 19_22620655 19_35170959 -928.894055671333
159 19_22620774 19_35170959 -928.672929104272
160 19_22621212 19_35170959 -928.573778862419
161 19_22623056 19_35170959 -928.490389087759
162 19_22625940 19_35170959 -928.403328992211
163 19_22632448 19_35170959 -928.313180910417
164 19_22638956 19_35170959 -928.220711449273
165 19_22645464 19_35170959 -928.156660337562
166 19_22651972 19_35170959 -928.093314364645
167 19_22658480 19_35170959 -928.032273593957
168 19_22692039 19_35170959 -927.976951893012
169 19_22776340 19_35170959 -926.743576519164
170 19_22788765 19_35170959 -926.609688434128
171 19_22792288 19_35170959 -926.607889928984
172 19_22794125 19_35170959 -926.606115322496
173 19_22795963 19_35170959 -926.604364698497
174 19_22797800 19_35170959 -926.602637290675
175 19_22799638 19_35170959 -926.600934884342
176 19_22858304 19_35170959 -926.602604338432
177 19_22891650 19_35170959 -926.642685982482
178 19_22894267 19_35170959 -926.70820595134
179 19_22896884 19_35170959 -926.796155828208
180 19_22899501 19_35170959 -926.904763567141
181 19_22902118 19_35170959 -927.596088420131
182 19_22904734 19_35170959 -927.759656324752
183 19_22907351 19_35170959 -927.893434034153
184 19_22909968 19_35170959 -928.032089333589
185 19_22912585 19_35170959 -928.175133376797
186 19_23342789 19_35170959 -928.22872836316
187 19_23344991 19_35170959 -928.444477855917
188 19_23347193 19_35170959 -928.628859540225
189 19_23350338 19_35170959 -928.769204360183
190 19_23359294 19_35170959 -928.856647200263
191 19_23368249 19_35170959 -928.951033208405
192 19_23376634 19_35170959 -929.049959251972
193 19_23378430 19_35170959 -929.16354884089
194 19_23380227 19_35170959 -929.274133565486
195 19_23382024 19_35170959 -929.389850932611
196 19_23383821 19_35170959 -929.509840413178
197 19_23385618 19_35170959 -929.633143316992
198 19_23868659 19_35170959 -929.88104193501
199 19_23870233 19_35170959 -929.848945008965
200 19_23871808 19_35170959 -929.815138684411
201 19_23873382 19_35170959 -929.779500407502
202 19_23874956 19_35170959 -929.741927224584
203 19_23876530 19_35170959 -929.702362057967
204 19_23917687 19_35170959 -929.663435763982
205 19_23917752 19_35170959 -929.674504671744
206 19_23917817 19_35170959 -929.696551892609
207 19_23918175 19_35170959 -929.729187909796
208 19_23925367 19_35170959 -929.756789247153
209 19_23932559 19_35170959 -929.78273802986
210 19_23988954 19_35170959 -929.813133449059
211 19_23999542 19_35170959 -929.79991880575
212 19_24010131 19_35170959 -929.824029133838
213 19_24048529 19_35170959 -929.859674457735
214 19_24058490 19_35170959 -929.814382590053
215 19_24068452 19_35170959 -929.681856037587
216 19_24078414 19_35170959 -929.589109005268
217 19_24151901 19_35170959 -929.523146213998
218 19_24152632 19_35170959 -929.474131598834
219 19_24153364 19_35170959 -929.443463183468
220 19_24154095 19_35170959 -929.430505542142
221 19_24154826 19_35170959 -929.432952680458
222 19_24155557 19_35170959 -929.445722558795
223 19_24307454 19_35170959 -929.403238655729
224 19_24332887 19_35170959 -929.336921854139
225 19_24358320 19_35170959 -929.303843004586
226 19_24382219 19_35170959 -928.97389714864
227 19_24382803 19_35170959 -928.669419712594
228 19_24383257 19_35170959 -928.422091810292
229 19_24383620 19_35170959 -928.243724906092
230 19_24383973 19_35170959 -928.135866857253
231 19_24384325 19_35170959 -928.102610080913
232 19_24384678 19_35170959 -928.188757878971
