marker1 marker2 loglik
1 19_18147123 19_31192742 -910.640733505987
2 19_18147270 19_31192742 -910.624799502021
3 19_18147416 19_31192742 -910.606348476415
4 19_18170066 19_31192742 -910.585715141603
5 19_18210494 19_31192742 -910.570060086724
6 19_18211151 19_31192742 -910.554150067205
7 19_18211808 19_31192742 -910.538074778321
8 19_18224115 19_31192742 -910.471402000996
9 19_18226843 19_31192742 -910.412707663301
10 19_18229572 19_31192742 -910.482040144052
11 19_18232300 19_31192742 -910.519322724832
12 19_18235779 19_31192742 -910.522797257673
13 19_18244123 19_31192742 -910.482087477164
14 19_18252467 19_31192742 -910.436930531149
15 19_18275473 19_31192742 -909.935612954442
16 19_18288997 19_31192742 -909.664988410837
17 19_18302521 19_31192742 -909.613816993658
18 19_18316045 19_31192742 -909.571145851718
19 19_18333753 19_31192742 -909.556271195446
20 19_18357444 19_31192742 -909.595721936975
21 19_18363542 19_31192742 -909.647833878799
22 19_18369640 19_31192742 -909.70510481205
23 19_18375737 19_31192742 -909.728437195911
24 19_18381835 19_31192742 -909.629656566422
25 19_18387932 19_31192742 -909.530220226943
26 19_18660511 19_31192742 -909.49694456505
27 19_18668463 19_31192742 -909.456523738085
28 19_18676416 19_31192742 -908.723531323708
29 19_18975648 19_31192742 -908.518866239498
30 19_19274879 19_31192742 -908.675955837429
31 19_19305304 19_31192742 -908.970653073919
32 19_19335729 19_31192742 -909.082851326017
33 19_19461226 19_31192742 -909.064997379379
34 19_19464083 19_31192742 -909.039717331616
35 19_19466941 19_31192742 -909.010879876294
36 19_19537824 19_31192742 -908.978518885701
37 19_19548156 19_31192742 -908.942746578341
38 19_19558489 19_31192742 -908.903753178717
39 19_19870145 19_31192742 -908.859728983179
40 19_19874630 19_31192742 -908.850624199979
41 19_19879115 19_31192742 -908.841823729341
42 19_20125475 19_31192742 -908.859952419607
43 19_20137919 19_31192742 -908.888350888245
44 19_20150362 19_31192742 -908.92034928896
45 19_20302600 19_31192742 -909.061799948484
46 19_20303683 19_31192742 -909.217218995422
47 19_20304765 19_31192742 -909.383558639983
48 19_20626923 19_31192742 -909.34377396548
49 19_20633442 19_31192742 -909.396229292327
50 19_20639961 19_31192742 -909.513555951269
51 19_20756178 19_31192742 -909.573388332669
52 19_20775432 19_31192742 -909.587882814567
53 19_20794687 19_31192742 -909.560522703451
54 19_20796932 19_31192742 -909.529927972565
55 19_20798905 19_31192742 -909.496297714513
56 19_20801032 19_31192742 -909.459890715109
57 19_20803231 19_31192742 -909.421040335576
58 19_20805430 19_31192742 -909.380150908652
59 19_20807629 19_31192742 -909.337697305893
60 19_20902553 19_31192742 -908.190579748715
61 19_20998510 19_31192742 -908.173787611531
62 19_21094467 19_31192742 -908.042559719642
63 19_21182134 19_31192742 -907.956967802229
64 19_21270329 19_31192742 -907.937804024589
65 19_21326896 19_31192742 -907.9417456498
66 19_21332327 19_31192742 -907.933219242029
67 19_21336729 19_31192742 -907.93135441893
68 19_21341131 19_31192742 -907.935799621107
69 19_21345533 19_31192742 -907.946051712624
70 19_21349935 19_31192742 -907.961487445671
71 19_21356079 19_31192742 -907.911478154044
72 19_21515834 19_31192742 -907.844904430288
73 19_21518274 19_31192742 -907.890775669565
74 19_21520713 19_31192742 -907.998559239374
75 19_21523152 19_31192742 -908.033510855078
76 19_21533417 19_31192742 -908.089876303637
