marker1 marker2 loglik
1 19_18147123 19_21835817 -976.800802860874
2 19_18147270 19_21835817 -976.685699469185
3 19_18147416 19_21835817 -976.573362791735
4 19_18170066 19_21835817 -976.463499309797
5 19_18210494 19_21835817 -976.336185378308
6 19_18211151 19_21835817 -976.207829180923
7 19_18211808 19_21835817 -976.078978163934
8 19_18224115 19_21835817 -976.135342571211
9 19_18226843 19_21835817 -976.201990372194
10 19_18229572 19_21835817 -976.001397070699
11 19_18232300 19_21835817 -975.717765081451
12 19_18235779 19_21835817 -975.362731137711
13 19_18244123 19_21835817 -975.225961911551
14 19_18252467 19_21835817 -975.11651037654
15 19_18275473 19_21835817 -975.449244519584
16 19_18288997 19_21835817 -975.720148836052
17 19_18302521 19_21835817 -975.743815538767
18 19_18316045 19_21835817 -975.821353165536
19 19_18333753 19_21835817 -975.998508076342
20 19_18357444 19_21835817 -976.084556385734
21 19_18363542 19_21835817 -976.137879792209
22 19_18369640 19_21835817 -976.170367026168
23 19_18375737 19_21835817 -975.16795884322
24 19_18381835 19_21835817 -973.794690082198
25 19_18387932 19_21835817 -972.479112671659
26 19_18660511 19_21835817 -971.798806184313
27 19_18668463 19_21835817 -971.92161378412
28 19_18676416 19_21835817 -971.818437069535
29 19_18975648 19_21835817 -972.546060075835
30 19_19274879 19_21835817 -972.794862361363
31 19_19305304 19_21835817 -972.995922401322
32 19_19335729 19_21835817 -972.874348553641
33 19_19461226 19_21835817 -972.860963939561
34 19_19464083 19_21835817 -972.85832003932
35 19_19466941 19_21835817 -972.867864324766
36 19_19537824 19_21835817 -972.890370055251
37 19_19548156 19_21835817 -972.926468908129
38 19_19558489 19_21835817 -972.976633232556
39 19_19870145 19_21835817 -972.848296470446
40 19_19874630 19_21835817 -972.60562176164
41 19_19879115 19_21835817 -972.3269059083
42 19_20125475 19_21835817 -972.147448681139
43 19_20137919 19_21835817 -971.995503904189
44 19_20150362 19_21835817 -971.842107662479
45 19_20302600 19_21835817 -971.620811181309
46 19_20303683 19_21835817 -971.37025552282
47 19_20304765 19_21835817 -971.184153293541
48 19_20626923 19_21835817 -971.312472805524
49 19_20633442 19_21835817 -971.594967315192
50 19_20639961 19_21835817 -971.868859429151
51 19_20756178 19_21835817 -971.946006096778
52 19_20775432 19_21835817 -971.982301957674
53 19_20794687 19_21835817 -971.610498245051
54 19_20796932 19_21835817 -971.30739937453
55 19_20798905 19_21835817 -971.080948544854
56 19_20801032 19_21835817 -970.936352558088
57 19_20803231 19_21835817 -970.87568776893
58 19_20805430 19_21835817 -970.897809040448
59 19_20807629 19_21835817 -970.998564561031
60 19_20902553 19_21835817 -970.831161770054
61 19_20998510 19_21835817 -970.775517359666
62 19_21094467 19_21835817 -970.454636690004
63 19_21182134 19_21835817 -970.455087045707
64 19_21270329 19_21835817 -970.367866069539
65 19_21326896 19_21835817 -970.222619411747
66 19_21332327 19_21835817 -970.160993931579
67 19_21336729 19_21835817 -970.10527009764
68 19_21341131 19_21835817 -970.055931091012
69 19_21345533 19_21835817 -970.0132932635
70 19_21349935 19_21835817 -969.97750740855
71 19_21356079 19_21835817 -970.028822090502
72 19_21515834 19_21835817 -970.334759281463
73 19_21518274 19_21835817 -970.616862105608
74 19_21520713 19_21835817 -970.940073692731
75 19_21523152 19_21835817 -971.068228439231
76 19_21533417 19_21835817 -971.179493632633
77 19_21545048 19_21835817 -971.274361433211
78 19_21727395 19_21835817 -971.274446717508
79 19_21740049 19_21835817 -971.245410084352
80 19_21752704 19_21835817 -971.209049947626
81 19_21835817 19_21835817 -971.423384385632
82 19_21840919 19_21835817 -971.583692824098
83 19_21846022 19_21835817 -971.727576714411
84 19_21936950 19_21835817 -971.579483776258
85 19_21970456 19_21835817 -971.391022256953
86 19_22003963 19_21835817 -971.313142111432
87 19_22156073 19_21835817 -971.261571471838
88 19_22172322 19_21835817 -971.163634875094
89 19_22187306 19_21835817 -971.063184716646
90 19_22191696 19_21835817 -970.960605885242
91 19_22195207 19_21835817 -970.861518258396
92 19_22198718 19_21835817 -970.76400521605
93 19_22202229 19_21835817 -970.670736629213
94 19_22205740 19_21835817 -970.583119628094
95 19_22209250 19_21835817 -970.50147422406
96 19_22212761 19_21835817 -970.426087390904
97 19_22216272 19_21835817 -970.357208491354
98 19_22219783 19_21835817 -970.295045629087
99 19_22223294 19_21835817 -970.239763441378
100 19_22226805 19_21835817 -970.191481662507
101 19_22230316 19_21835817 -970.151141618868
102 19_22233827 19_21835817 -970.12025021845
103 19_22237338 19_21835817 -970.752621918978
104 19_22240848 19_21835817 -972.448169274841
105 19_22244457 19_21835817 -973.517506795743
106 19_22264004 19_21835817 -973.986732737141
107 19_22288023 19_21835817 -973.973121296421
108 19_22294213 19_21835817 -973.960839669525
109 19_22298836 19_21835817 -973.840203502884
110 19_22303459 19_21835817 -973.699375484015
111 19_22333838 19_21835817 -973.556213232609
112 19_22382301 19_21835817 -973.411692941048
113 19_22413259 19_21835817 -973.265778324067
114 19_22419242 19_21835817 -973.118828853447
115 19_22425226 19_21835817 -972.971907498022
116 19_22431209 19_21835817 -972.825004446188
117 19_22435586 19_21835817 -972.680735861991
118 19_22436965 19_21835817 -972.540090979882
119 19_22438344 19_21835817 -972.402902885767
120 19_22439723 19_21835817 -972.269959152507
121 19_22441102 19_21835817 -972.141989619055
122 19_22442482 19_21835817 -972.019653734377
123 19_22443861 19_21835817 -971.903532893454
124 19_22445240 19_21835817 -971.794117949423
125 19_22446619 19_21835817 -971.726342880298
126 19_22447998 19_21835817 -971.692262819849
127 19_22449377 19_21835817 -971.693044599376
128 19_22450756 19_21835817 -971.693277552277
129 19_22452135 19_21835817 -971.691841088199
130 19_22453515 19_21835817 -971.690486003651
131 19_22454894 19_21835817 -971.689212125885
132 19_22456273 19_21835817 -971.688018996434
133 19_22507525 19_21835817 -971.686610885205
134 19_22560818 19_21835817 -971.676572683582
135 19_22567436 19_21835817 -971.649295428427
136 19_22570782 19_21835817 -971.623172136564
137 19_22574128 19_21835817 -971.5980415387
138 19_22577474 19_21835817 -971.573878432608
139 19_22580820 19_21835817 -971.550136898064
