marker1 marker2 loglik
1 19_18147123 19_37793257 -1013.68168815109
2 19_18147270 19_37793257 -1013.60686248062
3 19_18147416 19_37793257 -1013.53404267705
4 19_18170066 19_37793257 -1013.46357976428
5 19_18210494 19_37793257 -1013.4051417927
6 19_18211151 19_37793257 -1013.34977203707
7 19_18211808 19_37793257 -1013.29753015397
8 19_18224115 19_37793257 -1013.29367455441
9 19_18226843 19_37793257 -1013.2797627698
10 19_18229572 19_37793257 -1013.17561839841
11 19_18232300 19_37793257 -1012.95303975038
12 19_18235779 19_37793257 -1012.62273052497
13 19_18244123 19_37793257 -1012.54589751954
14 19_18252467 19_37793257 -1012.49734854778
15 19_18275473 19_37793257 -1012.56578179206
16 19_18288997 19_37793257 -1012.69901727398
17 19_18302521 19_37793257 -1012.71027633228
18 19_18316045 19_37793257 -1012.73792877093
19 19_18333753 19_37793257 -1012.80310454064
20 19_18357444 19_37793257 -1012.90078937575
21 19_18363542 19_37793257 -1013.01546385597
22 19_18369640 19_37793257 -1013.12652280974
23 19_18375737 19_37793257 -1012.9020715736
24 19_18381835 19_37793257 -1012.63629642072
25 19_18387932 19_37793257 -1012.45877415393
26 19_18660511 19_37793257 -1012.54294687282
27 19_18668463 19_37793257 -1012.61364475331
28 19_18676416 19_37793257 -1013.55027887661
29 19_18975648 19_37793257 -1013.78414088418
30 19_19274879 19_37793257 -1013.88757743562
31 19_19305304 19_37793257 -1013.98982855927
32 19_19335729 19_37793257 -1014.04643081723
33 19_19461226 19_37793257 -1014.14314731418
34 19_19464083 19_37793257 -1014.23671194303
35 19_19466941 19_37793257 -1014.32899754803
36 19_19537824 19_37793257 -1014.41964061683
37 19_19548156 19_37793257 -1014.50829627288
38 19_19558489 19_37793257 -1014.59463863061
39 19_19870145 19_37793257 -1014.51832361412
40 19_19874630 19_37793257 -1014.5623602783
41 19_19879115 19_37793257 -1014.6043821874
42 19_20125475 19_37793257 -1014.54024647292
43 19_20137919 19_37793257 -1014.45763925958
44 19_20150362 19_37793257 -1014.38467593823
45 19_20302600 19_37793257 -1014.37260749587
46 19_20303683 19_37793257 -1014.37329184073
47 19_20304765 19_37793257 -1014.36449236564
48 19_20626923 19_37793257 -1014.3520348956
49 19_20633442 19_37793257 -1014.36944672326
50 19_20639961 19_37793257 -1014.40806682419
51 19_20756178 19_37793257 -1014.35820508943
52 19_20775432 19_37793257 -1014.28478217116
53 19_20794687 19_37793257 -1014.26135030939
54 19_20796932 19_37793257 -1014.2371693804
55 19_20798905 19_37793257 -1014.21431015855
56 19_20801032 19_37793257 -1014.19467842875
57 19_20803231 19_37793257 -1014.17985102982
58 19_20805430 19_37793257 -1014.17095465393
59 19_20807629 19_37793257 -1014.16861210823
60 19_20902553 19_37793257 -1014.30312561318
61 19_20998510 19_37793257 -1014.28493569112
62 19_21094467 19_37793257 -1014.20969111499
63 19_21182134 19_37793257 -1014.0276550412
64 19_21270329 19_37793257 -1014.02071675194
65 19_21326896 19_37793257 -1014.01909785105
66 19_21332327 19_37793257 -1014.01074693315
67 19_21336729 19_37793257 -1014.00272837601
68 19_21341131 19_37793257 -1013.99513467948
69 19_21345533 19_37793257 -1013.98804568377
70 19_21349935 19_37793257 -1013.98152652915
71 19_21356079 19_37793257 -1013.91596663186
72 19_21515834 19_37793257 -1013.9525763587
73 19_21518274 19_37793257 -1013.98976731225
74 19_21520713 19_37793257 -1014.03320676627
