marker1 marker2 loglik
1 19_18147123 19_37259427 -962.483895378129
2 19_18147270 19_37259427 -962.478482412444
3 19_18147416 19_37259427 -962.47139247746
4 19_18170066 19_37259427 -962.462360721783
5 19_18210494 19_37259427 -962.434149405431
6 19_18211151 19_37259427 -962.403198051617
7 19_18211808 19_37259427 -962.369884842887
8 19_18224115 19_37259427 -962.179330485712
9 19_18226843 19_37259427 -961.959718049765
10 19_18229572 19_37259427 -961.787586125614
11 19_18232300 19_37259427 -961.59920749607
12 19_18235779 19_37259427 -961.401730560912
13 19_18244123 19_37259427 -961.36437106632
14 19_18252467 19_37259427 -961.340456057651
15 19_18275473 19_37259427 -960.678755618635
16 19_18288997 19_37259427 -960.33468455847
17 19_18302521 19_37259427 -960.322313503034
18 19_18316045 19_37259427 -960.308444874911
19 19_18333753 19_37259427 -960.280541097115
20 19_18357444 19_37259427 -960.250517090634
21 19_18363542 19_37259427 -960.223061528123
22 19_18369640 19_37259427 -960.200953783268
23 19_18375737 19_37259427 -959.604234569733
24 19_18381835 19_37259427 -958.834391557714
25 19_18387932 19_37259427 -958.011520018099
26 19_18660511 19_37259427 -957.975717235299
27 19_18668463 19_37259427 -958.133150515941
28 19_18676416 19_37259427 -958.016821942878
29 19_18975648 19_37259427 -959.369282228209
30 19_19274879 19_37259427 -960.179311925149
31 19_19305304 19_37259427 -961.29807139465
32 19_19335729 19_37259427 -961.453942426149
33 19_19461226 19_37259427 -961.429230684403
34 19_19464083 19_37259427 -961.391243795395
35 19_19466941 19_37259427 -961.351569235453
36 19_19537824 19_37259427 -961.310420036398
37 19_19548156 19_37259427 -961.268014309166
38 19_19558489 19_37259427 -961.224568783102
39 19_19870145 19_37259427 -961.227569002206
40 19_19874630 19_37259427 -961.229896800646
41 19_19879115 19_37259427 -961.225772146116
42 19_20125475 19_37259427 -961.211407074103
43 19_20137919 19_37259427 -961.195277234427
44 19_20150362 19_37259427 -961.178601486884
45 19_20302600 19_37259427 -961.255347786588
46 19_20303683 19_37259427 -961.34809915695
47 19_20304765 19_37259427 -961.457269904353
48 19_20626923 19_37259427 -961.637865143889
49 19_20633442 19_37259427 -961.767955368355
50 19_20639961 19_37259427 -961.858567616908
51 19_20756178 19_37259427 -961.951117204312
52 19_20775432 19_37259427 -962.02621246297
53 19_20794687 19_37259427 -962.082556807339
54 19_20796932 19_37259427 -962.129985423631
55 19_20798905 19_37259427 -962.167257109106
56 19_20801032 19_37259427 -962.193282228304
57 19_20803231 19_37259427 -962.207150311847
58 19_20805430 19_37259427 -962.208172465311
59 19_20807629 19_37259427 -962.195896930346
60 19_20902553 19_37259427 -962.340383502577
61 19_20998510 19_37259427 -962.355347701437
62 19_21094467 19_37259427 -961.788015810838
63 19_21182134 19_37259427 -961.360988335769
64 19_21270329 19_37259427 -961.339013516504
65 19_21326896 19_37259427 -961.315030015018
66 19_21332327 19_37259427 -961.308084519029
67 19_21336729 19_37259427 -961.302257945682
68 19_21341131 19_37259427 -961.297526853002
69 19_21345533 19_37259427 -961.293846810689
70 19_21349935 19_37259427 -961.291156043744
71 19_21356079 19_37259427 -961.284023811494
72 19_21515834 19_37259427 -961.456035930744
73 19_21518274 19_37259427 -961.596774033541
74 19_21520713 19_37259427 -961.651341425749
75 19_21523152 19_37259427 -961.639209802797
76 19_21533417 19_37259427 -961.630923396219
77 19_21545048 19_37259427 -961.624434012651
78 19_21727395 19_37259427 -961.550498151317
79 19_21740049 19_37259427 -961.428897389301
80 19_21752704 19_37259427 -961.327624694514
81 19_21835817 19_37259427 -961.304036086475
82 19_21840919 19_37259427 -961.228306794684
83 19_21846022 19_37259427 -961.268137824812
84 19_21936950 19_37259427 -961.270151854547
85 19_21970456 19_37259427 -961.249207206614
86 19_22003963 19_37259427 -961.21622188752
87 19_22156073 19_37259427 -961.201991347666
88 19_22172322 19_37259427 -961.226104618386
89 19_22187306 19_37259427 -961.247582455049
90 19_22191696 19_37259427 -961.265833724976
91 19_22195207 19_37259427 -961.283778850008
92 19_22198718 19_37259427 -961.293096286954
93 19_22202229 19_37259427 -961.298295964419
94 19_22205740 19_37259427 -961.302528705268
95 19_22209250 19_37259427 -961.30567803662
96 19_22212761 19_37259427 -961.307642349578
97 19_22216272 19_37259427 -961.308337095976
98 19_22219783 19_37259427 -961.307702542524
99 19_22223294 19_37259427 -961.305697776291
100 19_22226805 19_37259427 -961.302309558466
101 19_22230316 19_37259427 -961.295514396334
102 19_22233827 19_37259427 -961.279442709627
103 19_22237338 19_37259427 -961.02540158307
104 19_22240848 19_37259427 -959.513181405185
105 19_22244457 19_37259427 -958.991867776644
106 19_22264004 19_37259427 -958.753478254229
107 19_22288023 19_37259427 -958.755785978716
108 19_22294213 19_37259427 -958.760939624346
109 19_22298836 19_37259427 -958.742046702646
110 19_22303459 19_37259427 -958.720491127612
111 19_22333838 19_37259427 -958.700349851204
112 19_22382301 19_37259427 -958.681842350469
113 19_22413259 19_37259427 -958.665033437877
114 19_22419242 19_37259427 -958.650015234869
115 19_22425226 19_37259427 -958.636965019165
116 19_22431209 19_37259427 -958.626251982841
117 19_22435586 19_37259427 -958.617644307205
118 19_22436965 19_37259427 -958.611232086446
119 19_22438344 19_37259427 -958.607024759834
120 19_22439723 19_37259427 -958.60501837092
121 19_22441102 19_37259427 -958.605177204234
122 19_22442482 19_37259427 -958.607443978844
123 19_22443861 19_37259427 -958.611737401376
124 19_22445240 19_37259427 -958.617952087256
125 19_22446619 19_37259427 -958.709174179008
126 19_22447998 19_37259427 -958.81153362914
127 19_22449377 19_37259427 -958.809575696375
128 19_22450756 19_37259427 -958.807350132443
129 19_22452135 19_37259427 -958.804400390213
130 19_22453515 19_37259427 -958.801452495055
131 19_22454894 19_37259427 -958.798513269235
132 19_22456273 19_37259427 -958.795586088208
133 19_22507525 19_37259427 -958.792550664402
134 19_22560818 19_37259427 -958.793234447716
135 19_22567436 19_37259427 -958.804116422569
136 19_22570782 19_37259427 -958.818525398389
137 19_22574128 19_37259427 -958.836360806567
138 19_22577474 19_37259427 -958.857526411382
139 19_22580820 19_37259427 -958.880522853823
140 19_22584166 19_37259427 -958.884846655434
141 19_22587512 19_37259427 -958.888927381057
142 19_22590858 19_37259427 -958.892866272552
143 19_22594203 19_37259427 -958.923727648289
144 19_22597549 19_37259427 -959.041703951758
145 19_22600895 19_37259427 -959.044398689397
146 19_22604768 19_37259427 -959.110429724738
147 19_22611929 19_37259427 -959.167906410963
148 19_22615951 19_37259427 -959.224355324397
149 19_22616579 19_37259427 -959.280088400157
150 19_22617111 19_37259427 -959.335140099879
151 19_22617643 19_37259427 -959.389413604172
152 19_22618175 19_37259427 -959.446111122781
153 19_22618707 19_37259427 -959.509200044088
154 19_22619240 19_37259427 -959.584891974804
155 19_22619772 19_37259427 -959.672001970428
156 19_22620304 19_37259427 -959.769475795392
157 19_22620537 19_37259427 -959.874532403341
158 19_22620655 19_37259427 -959.982797118588
159 19_22620774 19_37259427 -960.092809206591
160 19_22621212 19_37259427 -960.156247170931
161 19_22623056 19_37259427 -960.211753066569
162 19_22625940 19_37259427 -960.266986113881
163 19_22632448 19_37259427 -960.322038666782
164 19_22638956 19_37259427 -960.377057590499
165 19_22645464 19_37259427 -960.445468233436
166 19_22651972 19_37259427 -960.507062357412
167 19_22658480 19_37259427 -960.558941747641
168 19_22692039 19_37259427 -960.599758847549
169 19_22776340 19_37259427 -960.395006919733
170 19_22788765 19_37259427 -960.343625338719
171 19_22792288 19_37259427 -960.34711311513
172 19_22794125 19_37259427 -960.350593342196
173 19_22795963 19_37259427 -960.354066608295
174 19_22797800 19_37259427 -960.357533749645
175 19_22799638 19_37259427 -960.360992686148
176 19_22858304 19_37259427 -960.351511964553
177 19_22891650 19_37259427 -960.335476240674
178 19_22894267 19_37259427 -960.329782798946
179 19_22896884 19_37259427 -960.334932362325
180 19_22899501 19_37259427 -960.351330615691
181 19_22902118 19_37259427 -959.213087244036
182 19_22904734 19_37259427 -959.115723892929
183 19_22907351 19_37259427 -959.218280745122
184 19_22909968 19_37259427 -959.334776073352
185 19_22912585 19_37259427 -959.460424766596
186 19_23342789 19_37259427 -959.266065582352
187 19_23344991 19_37259427 -959.237976805694
188 19_23347193 19_37259427 -959.250639111836
189 19_23350338 19_37259427 -959.45197720004
190 19_23359294 19_37259427 -959.501838361276
191 19_23368249 19_37259427 -959.496239247452
192 19_23376634 19_37259427 -959.492950791513
193 19_23378430 19_37259427 -959.504462568088
194 19_23380227 19_37259427 -959.475420170147
195 19_23382024 19_37259427 -959.446706091809
196 19_23383821 19_37259427 -959.418521561386
197 19_23385618 19_37259427 -959.391044773547
198 19_23868659 19_37259427 -959.199505890627
199 19_23870233 19_37259427 -958.86177274706
200 19_23871808 19_37259427 -958.446936247298
201 19_23873382 19_37259427 -957.965802919576
202 19_23874956 19_37259427 -957.433542964328
203 19_23876530 19_37259427 -956.868156927275
204 19_23917687 19_37259427 -956.31264409013
205 19_23917752 19_37259427 -956.168980907933
206 19_23917817 19_37259427 -956.024771910272
207 19_23918175 19_37259427 -955.881225359242
208 19_23925367 19_37259427 -955.742762780272
209 19_23932559 19_37259427 -955.608775070137
210 19_23988954 19_37259427 -955.482041538694
211 19_23999542 19_37259427 -955.481302383885
212 19_24010131 19_37259427 -955.488579232504
213 19_24048529 19_37259427 -955.50142033607
214 19_24058490 19_37259427 -955.494097242301
215 19_24068452 19_37259427 -955.440428872756
216 19_24078414 19_37259427 -955.412897633967
217 19_24151901 19_37259427 -955.617395834091
218 19_24152632 19_37259427 -955.812643726618
219 19_24153364 19_37259427 -955.988471858805
220 19_24154095 19_37259427 -956.137811459119
221 19_24154826 19_37259427 -956.257309573097
222 19_24155557 19_37259427 -956.337082067002
223 19_24307454 19_37259427 -955.696569172615
224 19_24332887 19_37259427 -955.279928684277
225 19_24358320 19_37259427 -955.241560549395
226 19_24382219 19_37259427 -954.99651853947
227 19_24382803 19_37259427 -954.77417338728
228 19_24383257 19_37259427 -954.585645315291
229 19_24383620 19_37259427 -954.433222120722
230 19_24383973 19_37259427 -954.314612189784
