marker1 marker2 loglik
1 19_18147123 19_21835817 -985.66528119476
2 19_18147270 19_21835817 -985.583398140827
3 19_18147416 19_21835817 -985.516588899747
4 19_18170066 19_21835817 -985.464833836843
5 19_18210494 19_21835817 -985.364872647513
6 19_18211151 19_21835817 -985.26532203192
7 19_18211808 19_21835817 -985.168257082442
8 19_18224115 19_21835817 -984.96185127264
9 19_18226843 19_21835817 -984.77560910132
10 19_18229572 19_21835817 -984.719307295009
11 19_18232300 19_21835817 -984.765801686557
12 19_18235779 19_21835817 -984.908591682509
13 19_18244123 19_21835817 -984.837142616917
14 19_18252467 19_21835817 -984.75624600769
15 19_18275473 19_21835817 -983.799796776979
16 19_18288997 19_21835817 -983.52566261494
17 19_18302521 19_21835817 -983.723207849049
18 19_18316045 19_21835817 -983.905733523051
19 19_18333753 19_21835817 -984.043939352893
20 19_18357444 19_21835817 -984.050556602874
21 19_18363542 19_21835817 -984.041006397633
22 19_18369640 19_21835817 -984.031496966548
23 19_18375737 19_21835817 -982.088108263451
24 19_18381835 19_21835817 -980.500869478352
25 19_18387932 19_21835817 -979.295796451194
26 19_18660511 19_21835817 -979.602486579869
27 19_18668463 19_21835817 -980.390967906329
28 19_18676416 19_21835817 -982.883669014545
29 19_18975648 19_21835817 -982.640832193543
30 19_19274879 19_21835817 -982.799689571292
31 19_19305304 19_21835817 -983.671608859527
32 19_19335729 19_21835817 -984.29130308709
33 19_19461226 19_21835817 -984.364067184481
34 19_19464083 19_21835817 -984.431685203255
35 19_19466941 19_21835817 -984.505463371513
36 19_19537824 19_21835817 -984.584542777868
37 19_19548156 19_21835817 -984.667990590102
38 19_19558489 19_21835817 -984.754825824261
39 19_19870145 19_21835817 -985.029793405344
40 19_19874630 19_21835817 -985.10942212474
41 19_19879115 19_21835817 -985.189468637127
42 19_20125475 19_21835817 -985.144802325934
43 19_20137919 19_21835817 -985.077223896252
44 19_20150362 19_21835817 -985.016480490206
45 19_20302600 19_21835817 -985.052126676042
46 19_20303683 19_21835817 -985.107273751096
47 19_20304765 19_21835817 -985.150590959887
48 19_20626923 19_21835817 -985.336789542251
49 19_20633442 19_21835817 -985.48597143497
50 19_20639961 19_21835817 -985.488362088582
51 19_20756178 19_21835817 -985.230375519833
52 19_20775432 19_21835817 -984.83467497012
53 19_20794687 19_21835817 -984.325622779025
54 19_20796932 19_21835817 -983.836866246276
55 19_20798905 19_21835817 -983.378492133816
56 19_20801032 19_21835817 -982.95978830838
57 19_20803231 19_21835817 -982.588635842812
58 19_20805430 19_21835817 -982.271029166844
59 19_20807629 19_21835817 -982.010789329097
60 19_20902553 19_21835817 -982.230064230716
61 19_20998510 19_21835817 -982.207839647661
62 19_21094467 19_21835817 -981.451564573768
63 19_21182134 19_21835817 -980.868247355213
64 19_21270329 19_21835817 -980.808099076883
