marker1 marker2 loglik
1 19_18147123 19_25768410 -968.142044548379
2 19_18147270 19_25768410 -968.190474573935
3 19_18147416 19_25768410 -968.247400308185
4 19_18170066 19_25768410 -968.312405024576
5 19_18210494 19_25768410 -968.285329914238
6 19_18211151 19_25768410 -968.25502103234
7 19_18211808 19_25768410 -968.2233990182
8 19_18224115 19_25768410 -968.175012539274
9 19_18226843 19_25768410 -968.08922388349
10 19_18229572 19_25768410 -967.693892441828
11 19_18232300 19_25768410 -967.396747152241
12 19_18235779 19_25768410 -967.208006494984
13 19_18244123 19_25768410 -967.143620249519
14 19_18252467 19_25768410 -967.089139578562
15 19_18275473 19_25768410 -967.28581632845
16 19_18288997 19_25768410 -967.4973598695
17 19_18302521 19_25768410 -967.467952279241
18 19_18316045 19_25768410 -967.392312362598
19 19_18333753 19_25768410 -967.197617128195
20 19_18357444 19_25768410 -967.020989411133
21 19_18363542 19_25768410 -966.854139603031
22 19_18369640 19_25768410 -966.697411510576
23 19_18375737 19_25768410 -966.252152227439
24 19_18381835 19_25768410 -966.249339029106
25 19_18387932 19_25768410 -966.237011185961
26 19_18660511 19_25768410 -966.141442042346
27 19_18668463 19_25768410 -966.197360369106
28 19_18676416 19_25768410 -964.672852468215
29 19_18975648 19_25768410 -965.309846270233
30 19_19274879 19_25768410 -965.303767704472
31 19_19305304 19_25768410 -966.139196363764
32 19_19335729 19_25768410 -966.717130368236
33 19_19461226 19_25768410 -966.703446727525
34 19_19464083 19_25768410 -966.690682335754
35 19_19466941 19_25768410 -966.679499704716
36 19_19537824 19_25768410 -966.669928686022
37 19_19548156 19_25768410 -966.661997131357
38 19_19558489 19_25768410 -966.655727410198
39 19_19870145 19_25768410 -966.35003665493
40 19_19874630 19_25768410 -966.16735336345
41 19_19879115 19_25768410 -966.001486590862
42 19_20125475 19_25768410 -965.960794121118
43 19_20137919 19_25768410 -965.950776370624
44 19_20150362 19_25768410 -965.944223971077
45 19_20302600 19_25768410 -965.736540492841
46 19_20303683 19_25768410 -965.490697047069
47 19_20304765 19_25768410 -965.266995938357
48 19_20626923 19_25768410 -964.97979482232
49 19_20633442 19_25768410 -964.759081494411
50 19_20639961 19_25768410 -964.5488540558
51 19_20756178 19_25768410 -964.295360763837
52 19_20775432 19_25768410 -964.04470169194
53 19_20794687 19_25768410 -963.78045797811
54 19_20796932 19_25768410 -963.565535092357
55 19_20798905 19_25768410 -963.405350167629
56 19_20801032 19_25768410 -963.303448984361
57 19_20803231 19_25768410 -963.261251113911
58 19_20805430 19_25768410 -963.277990054002
59 19_20807629 19_25768410 -963.350851360562
60 19_20902553 19_25768410 -964.763297562583
61 19_20998510 19_25768410 -964.908654919674
62 19_21094467 19_25768410 -965.887022735208
63 19_21182134 19_25768410 -966.168317352814
64 19_21270329 19_25768410 -966.179255607871
65 19_21326896 19_25768410 -965.988385077027
66 19_21332327 19_25768410 -966.038809494123
67 19_21336729 19_25768410 -966.08456632604
68 19_21341131 19_25768410 -966.124860891458
69 19_21345533 19_25768410 -966.15908142205
70 19_21349935 19_25768410 -966.186812891137
71 19_21356079 19_25768410 -966.358425174158
72 19_21515834 19_25768410 -966.339426221425
73 19_21518274 19_25768410 -966.207686499142
74 19_21520713 19_25768410 -966.126963611486
75 19_21523152 19_25768410 -966.158880295128
76 19_21533417 19_25768410 -966.191043870144
77 19_21545048 19_25768410 -966.220675453026
78 19_21727395 19_25768410 -966.152189245258
79 19_21740049 19_25768410 -966.036231311862
80 19_21752704 19_25768410 -965.930992505923
81 19_21835817 19_25768410 -966.019385890133
82 19_21840919 19_25768410 -966.0084429097
83 19_21846022 19_25768410 -966.045370521747
84 19_21936950 19_25768410 -965.968991187233
85 19_21970456 19_25768410 -965.993726182666
86 19_22003963 19_25768410 -966.04468670556
87 19_22156073 19_25768410 -966.056351408958
88 19_22172322 19_25768410 -966.036910998225
89 19_22187306 19_25768410 -965.999304107671
90 19_22191696 19_25768410 -965.940807325154
91 19_22195207 19_25768410 -965.882481195573
92 19_22198718 19_25768410 -965.846595221749
93 19_22202229 19_25768410 -965.82171068466
94 19_22205740 19_25768410 -965.799097538359
95 19_22209250 19_25768410 -965.778718650706
96 19_22212761 19_25768410 -965.760505791313
97 19_22216272 19_25768410 -965.744361460419
98 19_22219783 19_25768410 -965.730162769284
99 19_22223294 19_25768410 -965.717764638895
100 19_22226805 19_25768410 -965.707005225528
101 19_22230316 19_25768410 -965.692576998863
102 19_22233827 19_25768410 -965.656048842064
103 19_22237338 19_25768410 -965.529988272497
104 19_22240848 19_25768410 -965.595512977027
105 19_22244457 19_25768410 -965.384533387819
106 19_22264004 19_25768410 -965.263430587642
107 19_22288023 19_25768410 -965.24830305375
108 19_22294213 19_25768410 -965.238790785458
109 19_22298836 19_25768410 -965.224126476636
110 19_22303459 19_25768410 -965.212236496805
111 19_22333838 19_25768410 -965.20443931286
112 19_22382301 19_25768410 -965.201205227409
113 19_22413259 19_25768410 -965.202593857148
114 19_22419242 19_25768410 -965.208939690756
115 19_22425226 19_25768410 -965.219598245071
116 19_22431209 19_25768410 -965.235095208849
117 19_22435586 19_25768410 -965.254935031062
118 19_22436965 19_25768410 -965.279139657104
119 19_22438344 19_25768410 -965.307112832146
120 19_22439723 19_25768410 -965.338600696324
121 19_22441102 19_25768410 -965.373314188561
