Var1 Var2 loglik
1 19_32988345 19_32988345 -723.570375635469
2 19_32994548 19_32988345 -723.727065127893
3 19_33003722 19_32988345 -723.803439620167
4 19_33012897 19_32988345 -723.73730866561
5 19_33021521 19_32988345 -722.843286152264
6 19_33026219 19_32988345 -722.790223271553
7 19_33031442 19_32988345 -723.455869458219
8 19_33036664 19_32988345 -724.124373395805
9 19_33043094 19_32988345 -724.348462649213
10 19_33062165 19_32988345 -724.402048289133
11 19_33070659 19_32988345 -724.403092238464
12 19_33079153 19_32988345 -724.403579176339
13 19_33180334 19_32988345 -724.40411148625
14 19_33344193 19_32988345 -722.848539756499
15 19_33508051 19_32988345 -720.457772189464
16 19_33671910 19_32988345 -719.637628022029
17 19_33835768 19_32988345 -719.283879190466
18 19_33999626 19_32988345 -719.363870624528
19 19_34034981 19_32988345 -719.776125190824
20 19_34038599 19_32988345 -720.444618014838
21 19_34042217 19_32988345 -721.349718954361
22 19_34056872 19_32988345 -722.420695681306
23 19_34062754 19_32988345 -723.670574313518
24 19_34068636 19_32988345 -724.466853996302
25 19_34096619 19_32988345 -725.445683416004
26 19_34132400 19_32988345 -725.448238160919
27 19_34168181 19_32988345 -725.451252477484
28 19_34203962 19_32988345 -726.618606794042
29 19_34282346 19_32988345 -732.534716568262
30 19_34284190 19_32988345 -732.656923296989
31 19_34286034 19_32988345 -732.801167718177
32 19_34287879 19_32988345 -733.166326756522
33 19_34289723 19_32988345 -733.733568072785
34 19_32988345 19_32994548 -723.582791795637
35 19_32994548 19_32994548 -723.740316464502
36 19_33003722 19_32994548 -723.818140520579
37 19_33012897 19_32994548 -723.753833387646
38 19_33021521 19_32994548 -722.861843858526
39 19_33026219 19_32994548 -722.813339899962
40 19_33031442 19_32994548 -723.482498498309
41 19_33036664 19_32994548 -724.154121049966
42 19_33043094 19_32994548 -724.378832261533
43 19_33062165 19_32994548 -724.432542592249
44 19_33070659 19_32994548 -724.433565715123
45 19_33079153 19_32994548 -724.434029910916
46 19_33180334 19_32994548 -724.434539314292
47 19_33344193 19_32994548 -722.873068990266
48 19_33508051 19_32994548 -720.471125820377
49 19_33671910 19_32994548 -719.646584873076
50 19_33835768 19_32994548 -719.293142588294
51 19_33999626 19_32994548 -719.373341483103
52 19_34034981 19_32994548 -719.786267746889
53 19_34038599 19_32994548 -720.45578969062
54 19_34042217 19_32994548 -721.36225015353
55 19_34056872 19_32994548 -722.434695364882
56 19_34062754 19_32994548 -723.686220528672
57 19_34068636 19_32994548 -724.483753915174
58 19_34096619 19_32994548 -725.462701401952
59 19_34132400 19_32994548 -725.465235740756
60 19_34168181 19_32994548 -725.468230799503
61 19_34203962 19_32994548 -726.634226621819
62 19_34282346 19_32994548 -732.558085462047
63 19_34284190 19_32994548 -732.680302284098
64 19_34286034 19_32994548 -732.82465275957
65 19_34287879 19_32994548 -733.190184115947
66 19_34289723 19_32994548 -733.758053537556
67 19_32988345 19_33003722 -723.611810091109
68 19_32994548 19_33003722 -723.771006309241
69 19_33003722 19_33003722 -723.852993456059
70 19_33012897 19_33003722 -723.797605684104
71 19_33021521 19_33003722 -722.913667969399
72 19_33026219 19_33003722 -722.868712494707
73 19_33031442 19_33003722 -723.541774462849
74 19_33036664 19_33003722 -724.216807331271
